round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version
C1_DRYRUN,mock_worker_03,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,Calibration_anchor,anchor_all,common_anchor,true,1,dryrun_v1
C1_DRYRUN,mock_worker_03,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_anchor,anchor_all,common_anchor,true,2,dryrun_v1
C1_DRYRUN,mock_worker_03,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,Calibration_anchor,anchor_all,common_anchor,true,3,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,Calibration_anchor,anchor_all,common_anchor,true,4,dryrun_v1
C1_DRYRUN,mock_worker_03,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,Calibration_anchor,anchor_all,common_anchor,true,5,dryrun_v1
C1_DRYRUN,mock_worker_03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_anchor,anchor_all,common_anchor,true,6,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,Calibration_anchor,anchor_all,common_anchor,true,7,dryrun_v1
C1_DRYRUN,mock_worker_03,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,Calibration_anchor,anchor_all,common_anchor,true,8,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,Calibration_anchor,anchor_all,common_anchor,true,9,dryrun_v1
C1_DRYRUN,mock_worker_03,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,Calibration_anchor,anchor_all,common_anchor,true,10,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,anchor_all,common_anchor,true,11,dryrun_v1
C1_DRYRUN,mock_worker_03,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,Calibration_anchor,anchor_all,common_anchor,true,12,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,Calibration_core,core_rr_k5,balanced_core,false,13,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_core,core_rr_k5,balanced_core,false,14,dryrun_v1
C1_DRYRUN,mock_worker_03,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,Calibration_core,core_rr_k5,balanced_core,false,15,dryrun_v1
C1_DRYRUN,mock_worker_03,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,Calibration_core,core_rr_k5,balanced_core,false,16,dryrun_v1
C1_DRYRUN,mock_worker_03,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,Calibration_core,core_rr_k5,balanced_core,false,17,dryrun_v1
C1_DRYRUN,mock_worker_03,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,Calibration_core,core_rr_k5,balanced_core,false,18,dryrun_v1
C1_DRYRUN,mock_worker_03,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,Calibration_core,core_rr_k5,balanced_core,false,19,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_f8acfc899a4c49ddad71fdfcfd899b2f,uNb9QFRL6hY_f8acfc899a4c49ddad71fdfcfd899b2f,Calibration_core,core_rr_k5,balanced_core,false,20,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,Calibration_core,core_rr_k5,balanced_core,false,21,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,Calibration_core,core_rr_k5,balanced_core,false,22,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,Calibration_core,core_rr_k5,balanced_core,false,23,dryrun_v1
C1_DRYRUN,mock_worker_03,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_core,core_rr_k5,balanced_core,false,24,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f,wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f,Calibration_core,core_rr_k5,balanced_core,false,25,dryrun_v1
C1_DRYRUN,mock_worker_03,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,Calibration_core,core_rr_k5,balanced_core,false,26,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,Calibration_core,core_rr_k5,balanced_core,false,27,dryrun_v1
C1_DRYRUN,mock_worker_03,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Calibration_core,core_rr_k5,balanced_core,false,28,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,Calibration_core,core_rr_k5,balanced_core,false,29,dryrun_v1
C1_DRYRUN,mock_worker_03,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,Calibration_core,core_rr_k5,balanced_core,false,30,dryrun_v1
C1_DRYRUN,mock_worker_03,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,Calibration_core,core_rr_k5,balanced_core,false,31,dryrun_v1
C1_DRYRUN,mock_worker_03,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_core,core_rr_k5,balanced_core,false,32,dryrun_v1
C1_DRYRUN,mock_worker_03,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,Calibration_core,core_rr_k5,balanced_core,false,33,dryrun_v1
C1_DRYRUN,mock_worker_04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,Calibration_anchor,anchor_all,common_anchor,true,1,dryrun_v1
C1_DRYRUN,mock_worker_04,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_anchor,anchor_all,common_anchor,true,2,dryrun_v1
C1_DRYRUN,mock_worker_04,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,Calibration_anchor,anchor_all,common_anchor,true,3,dryrun_v1
C1_DRYRUN,mock_worker_04,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,Calibration_anchor,anchor_all,common_anchor,true,4,dryrun_v1
C1_DRYRUN,mock_worker_04,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,Calibration_anchor,anchor_all,common_anchor,true,5,dryrun_v1
C1_DRYRUN,mock_worker_04,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_anchor,anchor_all,common_anchor,true,6,dryrun_v1
C1_DRYRUN,mock_worker_04,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,Calibration_anchor,anchor_all,common_anchor,true,7,dryrun_v1
C1_DRYRUN,mock_worker_04,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,Calibration_anchor,anchor_all,common_anchor,true,8,dryrun_v1
C1_DRYRUN,mock_worker_04,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,Calibration_anchor,anchor_all,common_anchor,true,9,dryrun_v1
C1_DRYRUN,mock_worker_04,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,Calibration_anchor,anchor_all,common_anchor,true,10,dryrun_v1
C1_DRYRUN,mock_worker_04,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,anchor_all,common_anchor,true,11,dryrun_v1
C1_DRYRUN,mock_worker_04,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,Calibration_anchor,anchor_all,common_anchor,true,12,dryrun_v1
C1_DRYRUN,mock_worker_04,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,Calibration_core,core_rr_k5,balanced_core,false,13,dryrun_v1
C1_DRYRUN,mock_worker_04,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_core,core_rr_k5,balanced_core,false,14,dryrun_v1
C1_DRYRUN,mock_worker_04,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,Calibration_core,core_rr_k5,balanced_core,false,15,dryrun_v1
C1_DRYRUN,mock_worker_04,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,Calibration_core,core_rr_k5,balanced_core,false,16,dryrun_v1
C1_DRYRUN,mock_worker_04,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,Calibration_core,core_rr_k5,balanced_core,false,17,dryrun_v1
C1_DRYRUN,mock_worker_04,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,Calibration_core,core_rr_k5,balanced_core,false,18,dryrun_v1
