task_id,base_task_id,image_id,building_id,task_stratum,c2a_rp_eligible,vis_3d,image_path,risk_design_score_A,task_risk_sha256,reference_review_status,formal_use_blocked_until_review
jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4.png,4.00526557878861,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1,jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1,jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1.png,4.958585980079253,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.png,5.680586988921447,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.png,3.890175999177667,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,stress,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.png,9.481862942795813,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd,jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd,jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd.png,4.602537700422772,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68,jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68,jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68.png,4.415020298997577,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0,jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0,jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0.png,3.964268934060481,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.png,3.874768143483207,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.png,3.969454490551143,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.png,5.0736641123929465,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e.png,4.418088103411216,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.png,4.15793460464612,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff,jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff,jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff.png,3.6731962056777805,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.png,5.097611503816893,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe.png,3.8647963716540756,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.png,4.379436039704189,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.png,3.6156052152509655,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260.png,3.884493045240389,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b.png,4.226651300273968,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.png,4.9245298917348865,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.png,4.71539312866952,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.png,3.8929663992613457,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.png,3.8026599419014517,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
