condition,heldout_building,n_types,worker_id,type_id,support
manual,7y3sRwLe3Va,2,W012,0,65
manual,7y3sRwLe3Va,3,W012,0,65
manual,7y3sRwLe3Va,4,W012,0,65
manual,7y3sRwLe3Va,2,W013,0,66
manual,7y3sRwLe3Va,3,W013,0,66
manual,7y3sRwLe3Va,4,W013,0,66
manual,7y3sRwLe3Va,2,W014,0,56
manual,7y3sRwLe3Va,3,W014,0,56
manual,7y3sRwLe3Va,4,W014,0,56
manual,7y3sRwLe3Va,2,W015,0,67
manual,7y3sRwLe3Va,3,W015,0,67
manual,7y3sRwLe3Va,4,W015,0,67
manual,7y3sRwLe3Va,2,W017,0,66
manual,7y3sRwLe3Va,3,W017,0,66
manual,7y3sRwLe3Va,4,W017,0,66
manual,7y3sRwLe3Va,2,W018,0,55
manual,7y3sRwLe3Va,3,W018,0,55
manual,7y3sRwLe3Va,4,W018,0,55
manual,7y3sRwLe3Va,2,W021,0,29
manual,7y3sRwLe3Va,3,W021,0,29
manual,7y3sRwLe3Va,4,W021,0,29
manual,7y3sRwLe3Va,2,W027,0,55
manual,7y3sRwLe3Va,3,W027,0,55
manual,7y3sRwLe3Va,4,W027,0,55
manual,7y3sRwLe3Va,2,W028,0,64
manual,7y3sRwLe3Va,3,W028,0,64
manual,7y3sRwLe3Va,4,W028,0,64
manual,7y3sRwLe3Va,2,W029,0,65
manual,7y3sRwLe3Va,3,W029,0,65
manual,7y3sRwLe3Va,4,W029,0,65
manual,7y3sRwLe3Va,2,W030,0,65
manual,7y3sRwLe3Va,3,W030,0,65
manual,7y3sRwLe3Va,4,W030,0,65
manual,7y3sRwLe3Va,2,W031,0,70
manual,7y3sRwLe3Va,3,W031,0,70
manual,7y3sRwLe3Va,4,W031,0,70
manual,7y3sRwLe3Va,2,W032,0,67
manual,7y3sRwLe3Va,3,W032,0,67
manual,7y3sRwLe3Va,4,W032,1,67
manual,7y3sRwLe3Va,2,W033,0,67
manual,7y3sRwLe3Va,3,W033,0,67
manual,7y3sRwLe3Va,4,W033,0,67
manual,7y3sRwLe3Va,2,W034,0,84
manual,7y3sRwLe3Va,3,W034,1,84
manual,7y3sRwLe3Va,4,W034,2,84
manual,7y3sRwLe3Va,2,W035,0,66
manual,7y3sRwLe3Va,3,W035,0,66
manual,7y3sRwLe3Va,4,W035,0,66
manual,7y3sRwLe3Va,2,W036,0,67
manual,7y3sRwLe3Va,3,W036,0,67
manual,7y3sRwLe3Va,4,W036,0,67
manual,7y3sRwLe3Va,2,W037,1,66
manual,7y3sRwLe3Va,3,W037,2,66
manual,7y3sRwLe3Va,4,W037,3,66
manual,B6ByNegPMKs,2,W001,0,66
manual,B6ByNegPMKs,3,W001,0,66
manual,B6ByNegPMKs,4,W001,0,66
manual,B6ByNegPMKs,2,W002,0,59
manual,B6ByNegPMKs,3,W002,0,59
manual,B6ByNegPMKs,4,W002,0,59
manual,B6ByNegPMKs,2,W006,0,65
manual,B6ByNegPMKs,3,W006,0,65
manual,B6ByNegPMKs,4,W006,0,65
manual,B6ByNegPMKs,2,W008,0,66
manual,B6ByNegPMKs,3,W008,0,66
manual,B6ByNegPMKs,4,W008,0,66
manual,B6ByNegPMKs,2,W010,0,65
manual,B6ByNegPMKs,3,W010,0,65
manual,B6ByNegPMKs,4,W010,0,65
manual,B6ByNegPMKs,2,W011,0,65
manual,B6ByNegPMKs,3,W011,0,65
manual,B6ByNegPMKs,4,W011,0,65
manual,B6ByNegPMKs,2,W012,0,64
manual,B6ByNegPMKs,3,W012,0,64
manual,B6ByNegPMKs,4,W012,0,64
manual,B6ByNegPMKs,2,W013,0,63
manual,B6ByNegPMKs,3,W013,0,63
manual,B6ByNegPMKs,4,W013,0,63
manual,B6ByNegPMKs,2,W014,0,53
manual,B6ByNegPMKs,3,W014,0,53
manual,B6ByNegPMKs,4,W014,0,53
manual,B6ByNegPMKs,2,W015,0,66
manual,B6ByNegPMKs,3,W015,0,66
manual,B6ByNegPMKs,4,W015,0,66
manual,B6ByNegPMKs,2,W017,0,64
manual,B6ByNegPMKs,3,W017,0,64
manual,B6ByNegPMKs,4,W017,0,64
manual,B6ByNegPMKs,2,W018,0,53
manual,B6ByNegPMKs,3,W018,0,53
manual,B6ByNegPMKs,4,W018,0,53
manual,B6ByNegPMKs,2,W021,0,27
manual,B6ByNegPMKs,3,W021,0,27
manual,B6ByNegPMKs,4,W021,0,27
manual,B6ByNegPMKs,2,W027,0,53
manual,B6ByNegPMKs,3,W027,0,53
manual,B6ByNegPMKs,4,W027,0,53
manual,B6ByNegPMKs,2,W028,0,62
manual,B6ByNegPMKs,3,W028,0,62
manual,B6ByNegPMKs,4,W028,0,62
manual,B6ByNegPMKs,2,W029,0,63
manual,B6ByNegPMKs,3,W029,0,63
manual,B6ByNegPMKs,4,W029,0,63
manual,B6ByNegPMKs,2,W030,0,64
manual,B6ByNegPMKs,3,W030,0,64
manual,B6ByNegPMKs,4,W030,0,64
manual,B6ByNegPMKs,2,W031,0,70
manual,B6ByNegPMKs,3,W031,0,70
manual,B6ByNegPMKs,4,W031,0,70
manual,B6ByNegPMKs,2,W032,0,67
manual,B6ByNegPMKs,3,W032,0,67
manual,B6ByNegPMKs,4,W032,1,67
manual,B6ByNegPMKs,2,W033,0,66
manual,B6ByNegPMKs,3,W033,0,66
manual,B6ByNegPMKs,4,W033,0,66
manual,B6ByNegPMKs,2,W034,0,82
manual,B6ByNegPMKs,3,W034,1,82
manual,B6ByNegPMKs,4,W034,2,82
manual,B6ByNegPMKs,2,W035,0,63
manual,B6ByNegPMKs,3,W035,0,63
manual,B6ByNegPMKs,4,W035,0,63
manual,B6ByNegPMKs,2,W036,0,65
manual,B6ByNegPMKs,3,W036,0,65
manual,B6ByNegPMKs,4,W036,0,65
manual,B6ByNegPMKs,2,W037,1,65
manual,B6ByNegPMKs,3,W037,2,65
manual,B6ByNegPMKs,4,W037,3,65
manual,S9hNv5qa7GM,2,W001,0,67
manual,S9hNv5qa7GM,3,W001,0,67
manual,S9hNv5qa7GM,4,W001,0,67
manual,S9hNv5qa7GM,2,W002,0,62
manual,S9hNv5qa7GM,3,W002,0,62
manual,S9hNv5qa7GM,4,W002,0,62
manual,S9hNv5qa7GM,2,W006,0,67
manual,S9hNv5qa7GM,3,W006,0,67
manual,S9hNv5qa7GM,4,W006,0,67
manual,S9hNv5qa7GM,2,W008,0,68
manual,S9hNv5qa7GM,3,W008,0,68
manual,S9hNv5qa7GM,4,W008,0,68
manual,S9hNv5qa7GM,2,W010,0,64
manual,S9hNv5qa7GM,3,W010,0,64
manual,S9hNv5qa7GM,4,W010,0,64
manual,S9hNv5qa7GM,2,W011,0,66
manual,S9hNv5qa7GM,3,W011,0,66
manual,S9hNv5qa7GM,4,W011,0,66
manual,S9hNv5qa7GM,2,W012,0,65
manual,S9hNv5qa7GM,3,W012,0,65
manual,S9hNv5qa7GM,4,W012,0,65
manual,S9hNv5qa7GM,2,W013,0,66
manual,S9hNv5qa7GM,3,W013,0,66
manual,S9hNv5qa7GM,4,W013,0,66
manual,S9hNv5qa7GM,2,W014,0,58
manual,S9hNv5qa7GM,3,W014,0,58
manual,S9hNv5qa7GM,4,W014,0,58
manual,S9hNv5qa7GM,2,W015,0,68
manual,S9hNv5qa7GM,3,W015,0,68
manual,S9hNv5qa7GM,4,W015,0,68
manual,S9hNv5qa7GM,2,W017,0,66
manual,S9hNv5qa7GM,3,W017,0,66
manual,S9hNv5qa7GM,4,W017,0,66
manual,S9hNv5qa7GM,2,W018,0,57
manual,S9hNv5qa7GM,3,W018,0,57
manual,S9hNv5qa7GM,4,W018,0,57
manual,S9hNv5qa7GM,2,W021,0,30
manual,S9hNv5qa7GM,3,W021,0,30
manual,S9hNv5qa7GM,4,W021,0,30
manual,S9hNv5qa7GM,2,W027,0,58
manual,S9hNv5qa7GM,3,W027,0,58
manual,S9hNv5qa7GM,4,W027,0,58
manual,S9hNv5qa7GM,2,W028,0,64
manual,S9hNv5qa7GM,3,W028,0,64
manual,S9hNv5qa7GM,4,W028,0,64
manual,S9hNv5qa7GM,2,W029,0,66
manual,S9hNv5qa7GM,3,W029,0,66
manual,S9hNv5qa7GM,4,W029,0,66
manual,S9hNv5qa7GM,2,W030,0,65
manual,S9hNv5qa7GM,3,W030,0,65
manual,S9hNv5qa7GM,4,W030,0,65
manual,S9hNv5qa7GM,2,W031,0,72
manual,S9hNv5qa7GM,3,W031,0,72
manual,S9hNv5qa7GM,4,W031,0,72
manual,S9hNv5qa7GM,2,W032,0,67
manual,S9hNv5qa7GM,3,W032,0,67
manual,S9hNv5qa7GM,4,W032,1,67
manual,S9hNv5qa7GM,2,W033,0,67
manual,S9hNv5qa7GM,3,W033,0,67
manual,S9hNv5qa7GM,4,W033,0,67
manual,S9hNv5qa7GM,2,W034,0,86
manual,S9hNv5qa7GM,3,W034,1,86
manual,S9hNv5qa7GM,4,W034,2,86
manual,S9hNv5qa7GM,2,W035,0,66
manual,S9hNv5qa7GM,3,W035,0,66
manual,S9hNv5qa7GM,4,W035,0,66
manual,S9hNv5qa7GM,2,W036,0,67
manual,S9hNv5qa7GM,3,W036,0,67
manual,S9hNv5qa7GM,4,W036,0,67
manual,S9hNv5qa7GM,2,W037,1,66
manual,S9hNv5qa7GM,3,W037,2,66
manual,S9hNv5qa7GM,4,W037,3,66
manual,UwV83HsGsw3,2,W001,0,65
manual,UwV83HsGsw3,3,W001,0,65
manual,UwV83HsGsw3,4,W001,0,65
manual,UwV83HsGsw3,2,W002,0,60
manual,UwV83HsGsw3,3,W002,0,60
manual,UwV83HsGsw3,4,W002,0,60
manual,UwV83HsGsw3,2,W006,0,65
manual,UwV83HsGsw3,3,W006,0,65
manual,UwV83HsGsw3,4,W006,0,65
manual,UwV83HsGsw3,2,W008,0,66
manual,UwV83HsGsw3,3,W008,0,66
manual,UwV83HsGsw3,4,W008,0,66
manual,UwV83HsGsw3,2,W010,0,65
manual,UwV83HsGsw3,3,W010,0,65
manual,UwV83HsGsw3,4,W010,0,65
manual,UwV83HsGsw3,2,W011,0,65
manual,UwV83HsGsw3,3,W011,0,65
manual,UwV83HsGsw3,4,W011,0,65
manual,UwV83HsGsw3,2,W012,0,64
manual,UwV83HsGsw3,3,W012,0,64
manual,UwV83HsGsw3,4,W012,0,64
manual,UwV83HsGsw3,2,W013,0,64
manual,UwV83HsGsw3,3,W013,0,64
manual,UwV83HsGsw3,4,W013,0,64
manual,UwV83HsGsw3,2,W014,0,54
manual,UwV83HsGsw3,3,W014,0,54
manual,UwV83HsGsw3,4,W014,0,54
manual,UwV83HsGsw3,2,W015,0,66
manual,UwV83HsGsw3,3,W015,0,66
manual,UwV83HsGsw3,4,W015,0,66
manual,UwV83HsGsw3,2,W017,0,64
manual,UwV83HsGsw3,3,W017,0,64
manual,UwV83HsGsw3,4,W017,0,64
manual,UwV83HsGsw3,2,W018,0,52
manual,UwV83HsGsw3,3,W018,0,52
manual,UwV83HsGsw3,4,W018,0,52
manual,UwV83HsGsw3,2,W021,0,28
manual,UwV83HsGsw3,3,W021,0,28
manual,UwV83HsGsw3,4,W021,0,28
manual,UwV83HsGsw3,2,W027,0,54
manual,UwV83HsGsw3,3,W027,0,54
manual,UwV83HsGsw3,4,W027,0,54
manual,UwV83HsGsw3,2,W028,0,63
manual,UwV83HsGsw3,3,W028,0,63
manual,UwV83HsGsw3,4,W028,0,63
manual,UwV83HsGsw3,2,W029,0,64
manual,UwV83HsGsw3,3,W029,0,64
manual,UwV83HsGsw3,4,W029,0,64
manual,UwV83HsGsw3,2,W030,0,63
manual,UwV83HsGsw3,3,W030,0,63
manual,UwV83HsGsw3,4,W030,0,63
manual,UwV83HsGsw3,2,W031,0,70
manual,UwV83HsGsw3,3,W031,0,70
manual,UwV83HsGsw3,4,W031,0,70
manual,UwV83HsGsw3,2,W032,0,66
manual,UwV83HsGsw3,3,W032,0,66
manual,UwV83HsGsw3,4,W032,1,66
manual,UwV83HsGsw3,2,W033,0,66
manual,UwV83HsGsw3,3,W033,0,66
manual,UwV83HsGsw3,4,W033,0,66
manual,UwV83HsGsw3,2,W034,0,84
manual,UwV83HsGsw3,3,W034,1,84
manual,UwV83HsGsw3,4,W034,2,84
manual,UwV83HsGsw3,2,W035,0,64
manual,UwV83HsGsw3,3,W035,0,64
manual,UwV83HsGsw3,4,W035,0,64
manual,UwV83HsGsw3,2,W036,0,66
manual,UwV83HsGsw3,3,W036,0,66
manual,UwV83HsGsw3,4,W036,0,66
manual,UwV83HsGsw3,2,W037,1,65
manual,UwV83HsGsw3,3,W037,2,65
manual,UwV83HsGsw3,4,W037,3,65
manual,VFuaQ6m2Qom,2,W001,0,69
manual,VFuaQ6m2Qom,3,W001,0,69
manual,VFuaQ6m2Qom,4,W001,0,69
manual,VFuaQ6m2Qom,2,W002,0,62
manual,VFuaQ6m2Qom,3,W002,0,62
manual,VFuaQ6m2Qom,4,W002,0,62
manual,VFuaQ6m2Qom,2,W006,0,68
manual,VFuaQ6m2Qom,3,W006,0,68
manual,VFuaQ6m2Qom,4,W006,0,68
manual,VFuaQ6m2Qom,2,W008,0,69
manual,VFuaQ6m2Qom,3,W008,0,69
manual,VFuaQ6m2Qom,4,W008,0,69
manual,VFuaQ6m2Qom,2,W010,0,67
manual,VFuaQ6m2Qom,3,W010,0,67
manual,VFuaQ6m2Qom,4,W010,0,67
manual,VFuaQ6m2Qom,2,W011,0,67
manual,VFuaQ6m2Qom,3,W011,0,67
manual,VFuaQ6m2Qom,4,W011,0,67
manual,VFuaQ6m2Qom,2,W012,0,67
manual,VFuaQ6m2Qom,3,W012,0,67
manual,VFuaQ6m2Qom,4,W012,0,67
manual,VFuaQ6m2Qom,2,W013,0,67
manual,VFuaQ6m2Qom,3,W013,0,67
manual,VFuaQ6m2Qom,4,W013,0,67
manual,VFuaQ6m2Qom,2,W014,0,58
manual,VFuaQ6m2Qom,3,W014,0,58
manual,VFuaQ6m2Qom,4,W014,0,58
manual,VFuaQ6m2Qom,2,W015,0,69
manual,VFuaQ6m2Qom,3,W015,0,69
manual,VFuaQ6m2Qom,4,W015,0,69
manual,VFuaQ6m2Qom,2,W017,0,66
manual,VFuaQ6m2Qom,3,W017,0,66
manual,VFuaQ6m2Qom,4,W017,0,66
manual,VFuaQ6m2Qom,2,W018,0,57
manual,VFuaQ6m2Qom,3,W018,0,57
manual,VFuaQ6m2Qom,4,W018,0,57
manual,VFuaQ6m2Qom,2,W021,0,30
manual,VFuaQ6m2Qom,3,W021,0,30
manual,VFuaQ6m2Qom,4,W021,0,30
manual,VFuaQ6m2Qom,2,W027,0,58
manual,VFuaQ6m2Qom,3,W027,0,58
manual,VFuaQ6m2Qom,4,W027,0,58
manual,VFuaQ6m2Qom,2,W028,0,67
manual,VFuaQ6m2Qom,3,W028,0,67
manual,VFuaQ6m2Qom,4,W028,0,67
manual,VFuaQ6m2Qom,2,W029,0,67
manual,VFuaQ6m2Qom,3,W029,0,67
manual,VFuaQ6m2Qom,4,W029,0,67
manual,VFuaQ6m2Qom,2,W030,0,64
manual,VFuaQ6m2Qom,3,W030,0,64
manual,VFuaQ6m2Qom,4,W030,0,64
manual,VFuaQ6m2Qom,2,W031,0,70
manual,VFuaQ6m2Qom,3,W031,0,70
manual,VFuaQ6m2Qom,4,W031,0,70
manual,VFuaQ6m2Qom,2,W032,0,68
manual,VFuaQ6m2Qom,3,W032,0,68
manual,VFuaQ6m2Qom,4,W032,1,68
manual,VFuaQ6m2Qom,2,W033,0,68
manual,VFuaQ6m2Qom,3,W033,0,68
manual,VFuaQ6m2Qom,4,W033,0,68
manual,VFuaQ6m2Qom,2,W034,0,86
manual,VFuaQ6m2Qom,3,W034,1,86
manual,VFuaQ6m2Qom,4,W034,2,86
manual,VFuaQ6m2Qom,2,W035,0,66
manual,VFuaQ6m2Qom,3,W035,0,66
manual,VFuaQ6m2Qom,4,W035,0,66
manual,VFuaQ6m2Qom,2,W036,0,68
manual,VFuaQ6m2Qom,3,W036,0,68
manual,VFuaQ6m2Qom,4,W036,0,68
manual,VFuaQ6m2Qom,2,W037,1,66
manual,VFuaQ6m2Qom,3,W037,2,66
manual,VFuaQ6m2Qom,4,W037,3,66
manual,VLzqgDo317F,2,W001,0,70
manual,VLzqgDo317F,3,W001,0,70
manual,VLzqgDo317F,4,W001,0,70
manual,VLzqgDo317F,2,W002,0,63
manual,VLzqgDo317F,3,W002,0,63
manual,VLzqgDo317F,4,W002,0,63
manual,VLzqgDo317F,2,W006,0,69
manual,VLzqgDo317F,3,W006,0,69
manual,VLzqgDo317F,4,W006,0,69
manual,VLzqgDo317F,2,W008,0,70
manual,VLzqgDo317F,3,W008,0,70
manual,VLzqgDo317F,4,W008,0,70
manual,VLzqgDo317F,2,W010,0,69
manual,VLzqgDo317F,3,W010,0,69
manual,VLzqgDo317F,4,W010,0,69
manual,VLzqgDo317F,2,W011,0,69
manual,VLzqgDo317F,3,W011,0,69
manual,VLzqgDo317F,4,W011,0,69
manual,VLzqgDo317F,2,W012,0,68
manual,VLzqgDo317F,3,W012,0,68
manual,VLzqgDo317F,4,W012,0,68
manual,VLzqgDo317F,2,W013,0,67
manual,VLzqgDo317F,3,W013,0,67
manual,VLzqgDo317F,4,W013,0,67
manual,VLzqgDo317F,2,W014,0,58
manual,VLzqgDo317F,3,W014,0,58
manual,VLzqgDo317F,4,W014,0,58
manual,VLzqgDo317F,2,W015,0,69
manual,VLzqgDo317F,3,W015,0,69
manual,VLzqgDo317F,4,W015,0,69
manual,VLzqgDo317F,2,W017,0,68
manual,VLzqgDo317F,3,W017,0,68
manual,VLzqgDo317F,4,W017,0,68
manual,VLzqgDo317F,2,W018,0,57
manual,VLzqgDo317F,3,W018,0,57
manual,VLzqgDo317F,4,W018,0,57
manual,VLzqgDo317F,2,W021,0,30
manual,VLzqgDo317F,3,W021,0,30
manual,VLzqgDo317F,4,W021,0,30
manual,VLzqgDo317F,2,W027,0,58
manual,VLzqgDo317F,3,W027,0,58
manual,VLzqgDo317F,4,W027,0,58
manual,VLzqgDo317F,2,W028,0,67
manual,VLzqgDo317F,3,W028,0,67
manual,VLzqgDo317F,4,W028,0,67
manual,VLzqgDo317F,2,W029,0,68
manual,VLzqgDo317F,3,W029,0,68
manual,VLzqgDo317F,4,W029,0,68
manual,VLzqgDo317F,2,W030,0,68
manual,VLzqgDo317F,3,W030,0,68
manual,VLzqgDo317F,4,W030,0,68
manual,VLzqgDo317F,2,W031,0,74
manual,VLzqgDo317F,3,W031,0,74
manual,VLzqgDo317F,4,W031,0,74
manual,VLzqgDo317F,2,W032,0,70
manual,VLzqgDo317F,3,W032,0,70
manual,VLzqgDo317F,4,W032,1,70
manual,VLzqgDo317F,2,W033,0,70
manual,VLzqgDo317F,3,W033,0,70
manual,VLzqgDo317F,4,W033,0,70
manual,VLzqgDo317F,2,W034,0,88
manual,VLzqgDo317F,3,W034,1,88
manual,VLzqgDo317F,4,W034,2,88
manual,VLzqgDo317F,2,W035,0,68
manual,VLzqgDo317F,3,W035,0,68
manual,VLzqgDo317F,4,W035,0,68
manual,VLzqgDo317F,2,W036,0,70
manual,VLzqgDo317F,3,W036,0,70
manual,VLzqgDo317F,4,W036,0,70
manual,VLzqgDo317F,2,W037,1,69
manual,VLzqgDo317F,3,W037,2,69
manual,VLzqgDo317F,4,W037,3,69
manual,X7HyMhZNoso,2,W001,0,69
manual,X7HyMhZNoso,3,W001,0,69
manual,X7HyMhZNoso,4,W001,0,69
manual,X7HyMhZNoso,2,W002,0,62
manual,X7HyMhZNoso,3,W002,0,62
manual,X7HyMhZNoso,4,W002,0,62
manual,X7HyMhZNoso,2,W006,0,67
manual,X7HyMhZNoso,3,W006,0,67
manual,X7HyMhZNoso,4,W006,0,67
manual,X7HyMhZNoso,2,W008,0,68
manual,X7HyMhZNoso,3,W008,0,68
manual,X7HyMhZNoso,4,W008,0,68
manual,X7HyMhZNoso,2,W010,0,68
manual,X7HyMhZNoso,3,W010,0,68
manual,X7HyMhZNoso,4,W010,0,68
manual,X7HyMhZNoso,2,W011,0,67
manual,X7HyMhZNoso,3,W011,0,67
manual,X7HyMhZNoso,4,W011,0,67
manual,X7HyMhZNoso,2,W012,0,67
manual,X7HyMhZNoso,3,W012,0,67
manual,X7HyMhZNoso,4,W012,0,67
manual,X7HyMhZNoso,2,W013,0,67
manual,X7HyMhZNoso,3,W013,0,67
manual,X7HyMhZNoso,4,W013,0,67
manual,X7HyMhZNoso,2,W014,0,57
manual,X7HyMhZNoso,3,W014,0,57
manual,X7HyMhZNoso,4,W014,0,57
manual,X7HyMhZNoso,2,W015,0,68
manual,X7HyMhZNoso,3,W015,0,68
manual,X7HyMhZNoso,4,W015,0,68
manual,X7HyMhZNoso,2,W017,0,66
manual,X7HyMhZNoso,3,W017,0,66
manual,X7HyMhZNoso,4,W017,0,66
manual,X7HyMhZNoso,2,W018,0,56
manual,X7HyMhZNoso,3,W018,0,56
manual,X7HyMhZNoso,4,W018,0,56
manual,X7HyMhZNoso,2,W021,0,29
manual,X7HyMhZNoso,3,W021,0,29
manual,X7HyMhZNoso,4,W021,0,29
manual,X7HyMhZNoso,2,W027,0,57
manual,X7HyMhZNoso,3,W027,0,57
manual,X7HyMhZNoso,4,W027,0,57
manual,X7HyMhZNoso,2,W028,0,66
manual,X7HyMhZNoso,3,W028,0,66
manual,X7HyMhZNoso,4,W028,0,66
manual,X7HyMhZNoso,2,W029,0,67
manual,X7HyMhZNoso,3,W029,0,67
manual,X7HyMhZNoso,4,W029,0,67
manual,X7HyMhZNoso,2,W030,0,67
manual,X7HyMhZNoso,3,W030,0,67
manual,X7HyMhZNoso,4,W030,0,67
manual,X7HyMhZNoso,2,W031,0,72
manual,X7HyMhZNoso,3,W031,0,72
manual,X7HyMhZNoso,4,W031,0,72
manual,X7HyMhZNoso,2,W032,0,68
manual,X7HyMhZNoso,3,W032,0,68
manual,X7HyMhZNoso,4,W032,1,68
manual,X7HyMhZNoso,2,W033,0,68
manual,X7HyMhZNoso,3,W033,0,68
manual,X7HyMhZNoso,4,W033,0,68
manual,X7HyMhZNoso,2,W034,0,86
manual,X7HyMhZNoso,3,W034,1,86
manual,X7HyMhZNoso,4,W034,2,86
manual,X7HyMhZNoso,2,W035,0,67
manual,X7HyMhZNoso,3,W035,0,67
manual,X7HyMhZNoso,4,W035,0,67
manual,X7HyMhZNoso,2,W036,0,69
manual,X7HyMhZNoso,3,W036,0,69
manual,X7HyMhZNoso,4,W036,0,69
manual,X7HyMhZNoso,2,W037,1,67
manual,X7HyMhZNoso,3,W037,2,67
manual,X7HyMhZNoso,4,W037,3,67
manual,Z6MFQCViBuw,2,W001,0,69
manual,Z6MFQCViBuw,3,W001,0,69
manual,Z6MFQCViBuw,4,W001,0,69
manual,Z6MFQCViBuw,2,W002,0,62
manual,Z6MFQCViBuw,3,W002,0,62
manual,Z6MFQCViBuw,4,W002,0,62
manual,Z6MFQCViBuw,2,W006,0,68
manual,Z6MFQCViBuw,3,W006,0,68
manual,Z6MFQCViBuw,4,W006,0,68
manual,Z6MFQCViBuw,2,W008,0,69
manual,Z6MFQCViBuw,3,W008,0,69
manual,Z6MFQCViBuw,4,W008,0,69
manual,Z6MFQCViBuw,2,W010,0,68
manual,Z6MFQCViBuw,3,W010,0,68
manual,Z6MFQCViBuw,4,W010,0,68
manual,Z6MFQCViBuw,2,W011,0,68
manual,Z6MFQCViBuw,3,W011,0,68
manual,Z6MFQCViBuw,4,W011,0,68
manual,Z6MFQCViBuw,2,W012,0,67
manual,Z6MFQCViBuw,3,W012,0,67
