image_id,condition,pattern,possible,type_counts,unknown_people
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,AABC,True,"{""0"": 2, ""1"": 18, ""2"": 3}",0
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,ABCD,False,"{""0"": 2, ""1"": 18, ""2"": 3}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,AA,False,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,AB,True,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,AAB,False,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,ACD,False,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,AABC,False,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,ABCD,False,"{""2"": 21, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,AA,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,AB,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,AAB,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,ACD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,AABC,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,ABCD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,AA,False,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,AB,True,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,AAB,False,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,ACD,True,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,AABC,False,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,ABCD,True,"{""2"": 17, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,AA,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,AB,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,AAB,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,ACD,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,AABC,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,ABCD,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,AA,True,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,AB,True,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,AAB,True,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,ACD,False,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,AABC,True,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,ABCD,False,"{""0"": 4, ""2"": 17, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,AA,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,AB,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,AAB,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,ACD,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,AABC,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,ABCD,True,"{""0"": 4, ""2"": 17, ""3"": 1, ""1"": 1, ""-1"": 1}",1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,AA,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,AB,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,AAB,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,ACD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,AABC,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,ABCD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,AA,True,"{""0"": 2, ""1"": 18, ""3"": 3}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,AB,True,"{""0"": 2, ""1"": 18, ""3"": 3}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,AAB,True,"{""0"": 2, ""1"": 18, ""3"": 3}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,ACD,False,"{""0"": 2, ""1"": 18, ""3"": 3}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,AABC,False,"{""0"": 2, ""1"": 18, ""3"": 3}",0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,ABCD,False,"{""0"": 2, ""1"": 18, ""3"": 3}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,AA,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,AB,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,AAB,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,ACD,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
