round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version
C1,1,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,Calibration_core,core_rr_k5,balanced_core,false,21,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,Calibration_core,core_rr_k5,balanced_core,false,22,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,Calibration_core,core_rr_k5,balanced_core,false,23,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,Calibration_core,core_rr_k5,balanced_core,false,24,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,Calibration_core,core_rr_k5,balanced_core,false,25,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,Calibration_core,core_rr_k5,balanced_core,false,26,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,Calibration_core,core_rr_k5,balanced_core,false,27,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_core,core_rr_k5,balanced_core,false,28,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,1,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,Calibration_core,core_rr_k5,balanced_core,false,29,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_anchor,anchor_all,common_anchor,true,1,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_anchor,anchor_all,common_anchor,true,2,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,Calibration_anchor,anchor_all,common_anchor,true,3,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Calibration_anchor,anchor_all,common_anchor,true,4,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_anchor,anchor_all,common_anchor,true,5,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_anchor,anchor_all,common_anchor,true,6,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_anchor,anchor_all,common_anchor,true,7,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,Calibration_anchor,anchor_all,common_anchor,true,8,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,Calibration_anchor,anchor_all,common_anchor,true,9,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,anchor_all,common_anchor,true,10,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,anchor_all,common_anchor,true,11,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,Calibration_anchor,anchor_all,common_anchor,true,12,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,Calibration_core,core_rr_k5,balanced_core,false,13,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_core,core_rr_k5,balanced_core,false,14,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_core,core_rr_k5,balanced_core,false,15,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323,Calibration_core,core_rr_k5,balanced_core,false,16,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,Calibration_core,core_rr_k5,balanced_core,false,17,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,Calibration_core,core_rr_k5,balanced_core,false,18,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,Calibration_core,core_rr_k5,balanced_core,false,19,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,Calibration_core,core_rr_k5,balanced_core,false,20,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,Calibration_core,core_rr_k5,balanced_core,false,21,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,Calibration_core,core_rr_k5,balanced_core,false,22,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,Calibration_core,core_rr_k5,balanced_core,false,23,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,Calibration_core,core_rr_k5,balanced_core,false,24,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,Calibration_core,core_rr_k5,balanced_core,false,25,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,Calibration_core,core_rr_k5,balanced_core,false,26,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,Calibration_core,core_rr_k5,balanced_core,false,27,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_core,core_rr_k5,balanced_core,false,28,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,10,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,Calibration_core,core_rr_k5,balanced_core,false,29,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_anchor,anchor_all,common_anchor,true,1,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_anchor,anchor_all,common_anchor,true,2,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,Calibration_anchor,anchor_all,common_anchor,true,3,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Calibration_anchor,anchor_all,common_anchor,true,4,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_anchor,anchor_all,common_anchor,true,5,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_anchor,anchor_all,common_anchor,true,6,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_anchor,anchor_all,common_anchor,true,7,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,Calibration_anchor,anchor_all,common_anchor,true,8,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,Calibration_anchor,anchor_all,common_anchor,true,9,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,anchor_all,common_anchor,true,10,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,anchor_all,common_anchor,true,11,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,Calibration_anchor,anchor_all,common_anchor,true,12,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,Calibration_core,core_rr_k5,balanced_core,false,13,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,Calibration_core,core_rr_k5,balanced_core,false,14,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_core,core_rr_k5,balanced_core,false,15,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323,Calibration_core,core_rr_k5,balanced_core,false,16,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,Calibration_core,core_rr_k5,balanced_core,false,17,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,Calibration_core,core_rr_k5,balanced_core,false,18,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,Calibration_core,core_rr_k5,balanced_core,false,19,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,Calibration_core,core_rr_k5,balanced_core,false,20,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,Calibration_core,core_rr_k5,balanced_core,false,21,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,Calibration_core,core_rr_k5,balanced_core,false,22,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,Calibration_core,core_rr_k5,balanced_core,false,23,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,Calibration_core,core_rr_k5,balanced_core,false,24,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,Calibration_core,core_rr_k5,balanced_core,false,25,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,Calibration_core,core_rr_k5,balanced_core,false,26,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,Calibration_core,core_rr_k5,balanced_core,false,27,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_core,core_rr_k5,balanced_core,false,28,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,11,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,Calibration_core,core_rr_k5,balanced_core,false,29,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_anchor,anchor_all,common_anchor,true,1,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_anchor,anchor_all,common_anchor,true,2,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,Calibration_anchor,anchor_all,common_anchor,true,3,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Calibration_anchor,anchor_all,common_anchor,true,4,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,Calibration_anchor,anchor_all,common_anchor,true,5,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_anchor,anchor_all,common_anchor,true,6,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_anchor,anchor_all,common_anchor,true,7,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,Calibration_anchor,anchor_all,common_anchor,true,8,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,Calibration_anchor,anchor_all,common_anchor,true,9,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,anchor_all,common_anchor,true,10,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,anchor_all,common_anchor,true,11,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,Calibration_anchor,anchor_all,common_anchor,true,12,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,Calibration_core,core_rr_k5,balanced_core,false,13,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,Calibration_core,core_rr_k5,balanced_core,false,14,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_core,core_rr_k5,balanced_core,false,15,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323,Calibration_core,core_rr_k5,balanced_core,false,16,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Calibration_core,core_rr_k5,balanced_core,false,17,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,Calibration_core,core_rr_k5,balanced_core,false,18,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,Calibration_core,core_rr_k5,balanced_core,false,19,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
C1,12,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,Calibration_core,core_rr_k5,balanced_core,false,20,v1_final_gold_v2_p1_closeout_20260701_overlap_cleaned
