schema_version,round_id,worker_id,task_id,base_task_id,task_stratum,assignment_sequence,block_index,c2_component,target_component,gap_reason,formal_goal,precision_before,support_before,support_after,declared_support_after,selection_probability,conditional_inclusion_probability,selection_seed,selection_draw_id,eligible_count_at_draw,task_support_before,task_support_after,paired_block_support_before,paired_block_support_after,effective_risk_slope_support_before,effective_risk_slope_support_after,design_manifest_sha256,c2b_summary_sha256,post_c2b_worker_profile_sha256
c2a_rp_assignment_manifest_v2,C2-A-RP,34,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.2,0.2,20260724,34:stress:2,5,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,35,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.009009009009009009,0.009009009009009009,20260724,35:ordinary:1,111,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,35,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.3333333333333333,0.3333333333333333,20260724,35:stress:2,3,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,36,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.009009009009009009,0.009009009009009009,20260724,36:ordinary:1,111,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,36,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.3333333333333333,0.3333333333333333,20260724,36:stress:2,3,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,37,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.009009009009009009,0.009009009009009009,20260724,37:ordinary:1,111,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,37,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,0.3333333333333333,0.3333333333333333,20260724,37:stress:2,3,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,6,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.00909090909090909,0.00909090909090909,20260724,6:ordinary:1,110,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,6,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,1.0,1.0,20260724,6:stress:2,1,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,8,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,ordinary,1,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,9,9,0.009009009009009009,0.009009009009009009,20260724,8:ordinary:1,111,0,1,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
c2a_rp_assignment_manifest_v2,C2-A-RP,8,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,2,1,precision_completion,risk_slope,target_not_met,risk_slope_precision,0.014242603105051084,8,10,10,1.0,1.0,20260724,8:stress:2,1,1,2,0,1,8,10,af1a842d9770099e78ade184375f5c8108a46d257ebb848b9a378aeab5715d56,5e44a28e5e632a4c3dd7ecd999fdf6443c150e21520e55812431f3a080d4785d,97bba6492b6e09316186f7f339d6a711ed83fa64294aec1e92d1d7964f7122a4
