canonical_annotation_id,image_id,worker_id,effective_point_count,geometry_valid,geometry_failure,imputed_point,main_worker_included,quality,active_seconds,top_signed_pixels,floor_signed_pixels,band_width_bias_pixels,building,scope,condition
4646bfc46dc3b9ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W028,16,True,,False,True,,411,,,,7y3sRwLe3Va,oos,oos
bba1f0de8ac71831,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W029,8,True,,False,True,,559,,,,7y3sRwLe3Va,in_scope,oos
925ff212fc8d9104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W030,12,True,,False,True,,304,,,,7y3sRwLe3Va,oos,oos
32eaa5e855ae90ee,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W031,10,True,,False,True,,,,,,7y3sRwLe3Va,in_scope,oos
628f11c0e0520639,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W032,16,True,,False,True,,465,,,,7y3sRwLe3Va,oos,oos
ffa6a35684824582,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W033,8,True,,False,True,,150,,,,7y3sRwLe3Va,oos,oos
7ed4383a08375303,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W034,12,True,,False,True,,,,,,7y3sRwLe3Va,in_scope,oos
81feb0e35cc60306,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W035,10,True,,False,True,,,,,,7y3sRwLe3Va,oos,oos
f227fac3913dbc27,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W036,8,True,,False,True,,889,,,,7y3sRwLe3Va,oos,oos
4d3e4911d8f07aa2,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W037,11,False,odd_keypoint_count,False,True,,462,,,,7y3sRwLe3Va,in_scope,oos
075417b5f26b1723,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W006,8,True,,False,True,,44,,,,7y3sRwLe3Va,in_scope,oos
bf182260d97e72b4,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,W008,8,True,,False,True,,304,,,,7y3sRwLe3Va,in_scope,oos
a95a266f291df244,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W001,6,True,,False,True,,64,,,,UwV83HsGsw3,oos,oos
b612f84b4f35345d,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W010,8,True,,False,True,,135,,,,UwV83HsGsw3,oos,oos
71640fc7f46c27a2,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W011,12,True,,False,True,,212,,,,UwV83HsGsw3,oos,oos
fe952ee7e370f555,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W012,12,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
66d1573179cf952a,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W013,8,True,,False,True,,63,,,,UwV83HsGsw3,in_scope,oos
b450be5b8a67bfb8,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W014,12,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
07302c287d4b5090,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W015,8,True,,False,True,,119,,,,UwV83HsGsw3,oos,oos
d02768af49547bb8,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W017,10,True,,False,True,,92,,,,UwV83HsGsw3,in_scope,oos
a75d738ce1b5070a,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W018,10,True,,False,True,,250,,,,UwV83HsGsw3,in_scope,oos
302e82d117f96466,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W002,6,True,,False,True,,34,,,,UwV83HsGsw3,oos,oos
10226aeae3f84a35,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W021,8,True,,False,True,,88,,,,UwV83HsGsw3,oos,oos
3c0d8e75dd7d264b,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W027,16,True,,False,True,,366,,,,UwV83HsGsw3,oos,oos
4f42032dc8e4d665,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W028,10,True,,False,True,,1514,,,,UwV83HsGsw3,oos,oos
4fc74fddb88c2f79,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W029,10,True,,False,True,,384,,,,UwV83HsGsw3,oos,oos
c683a325ea5ee59a,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W030,14,True,,False,True,,292,,,,UwV83HsGsw3,oos,oos
df388ca29d6f7cfd,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W031,10,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
6b1072abb5dd916d,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W032,10,True,,False,True,,569,,,,UwV83HsGsw3,oos,oos
1a361af7443afe0c,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W033,10,True,,False,True,,162,,,,UwV83HsGsw3,oos,oos
d5317a10c026bfe9,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W034,8,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
f16402f852e68871,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W035,10,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
d936055bdc90a99f,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W036,6,True,,False,True,,218,,,,UwV83HsGsw3,oos,oos
b73a313e28bc8976,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W037,14,True,,False,True,,388,,,,UwV83HsGsw3,oos,oos
a1cf0e0701983318,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W006,16,True,,False,True,,162,,,,UwV83HsGsw3,oos,oos
e355ede0b8b5901b,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,W008,8,True,,False,True,,422,,,,UwV83HsGsw3,oos,oos
f21c670566821ce7,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W001,6,True,,False,True,,58,,,,UwV83HsGsw3,oos,oos
41e737f6263bbfeb,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W010,8,True,,False,True,,127,,,,UwV83HsGsw3,oos,oos
38910f3666756937,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W011,8,True,,False,True,,214,,,,UwV83HsGsw3,oos,oos
20d050e0b509265b,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W012,16,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
8e34950e31c52b48,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W013,8,True,,False,True,,96,,,,UwV83HsGsw3,oos,oos
508134982b91e8e9,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W014,8,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
e65fb66189e53aac,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W015,12,True,,False,True,,382,,,,UwV83HsGsw3,oos,oos
8487d3e12302f924,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W017,8,True,,False,True,,88,,,,UwV83HsGsw3,oos,oos
721a520d404a0fa2,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W018,18,True,,False,True,,500,,,,UwV83HsGsw3,oos,oos
073cc94b42351b56,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W002,6,True,,False,True,,46,,,,UwV83HsGsw3,oos,oos
3215104ad30d7a69,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W021,12,True,,False,True,,217,,,,UwV83HsGsw3,oos,oos
ce40f36eeedc9a01,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W027,28,True,,False,True,,801,,,,UwV83HsGsw3,oos,oos
3a3dec28a207f0a0,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W028,17,False,odd_keypoint_count,False,True,,974,,,,UwV83HsGsw3,oos,oos
1b879ed2a0ea3317,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W029,8,True,,False,True,,1317,,,,UwV83HsGsw3,in_scope,oos
206017d68554e4ce,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W030,18,True,,False,True,,596,,,,UwV83HsGsw3,oos,oos
fa7addab96927ce3,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W031,10,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
07747ea3bdc5ada7,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W032,14,True,,False,True,,331,,,,UwV83HsGsw3,oos,oos
db489e7008420f6d,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W033,18,True,,False,True,,507,,,,UwV83HsGsw3,oos,oos
b3c8f9e27d75e1bb,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W034,8,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
3c003832cc2ac4bd,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W035,14,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
55864e5d3184dff1,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W036,8,True,,False,True,,815,,,,UwV83HsGsw3,oos,oos
2e83f114eec9c41b,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W037,12,True,,False,True,,565,,,,UwV83HsGsw3,oos,oos
7fb0a95bc36104b2,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W006,12,True,,False,True,,142,,,,UwV83HsGsw3,oos,oos
1e1b8c35465d660f,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,W008,12,True,,False,True,,647,,,,UwV83HsGsw3,in_scope,oos
825443a016547c50,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W001,10,True,,False,True,,78,,,,UwV83HsGsw3,in_scope,oos
3f318bc60bc47bf0,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W010,12,True,,False,True,,117,,,,UwV83HsGsw3,oos,oos
e86414515027abd0,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W011,12,True,,False,True,,263,,,,UwV83HsGsw3,oos,oos
3f3f55f16eac83df,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W012,12,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
9275a01dcd852002,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W013,12,True,,False,True,,18,,,,UwV83HsGsw3,oos,oos
2f0ae1d7e22229cf,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W014,14,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
c7fde7efc3f1dc23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W015,12,True,,False,True,,129,,,,UwV83HsGsw3,oos,oos
99be57a4c1340446,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W017,12,True,,False,True,,199,,,,UwV83HsGsw3,oos,oos
2dfcccbef445d8fb,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W018,12,True,,False,True,,149,,,,UwV83HsGsw3,oos,oos
f675c9fafc654a6c,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W002,10,True,,False,True,,36,,,,UwV83HsGsw3,oos,oos
707a9a5e46075152,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W021,12,True,,False,True,,47,,,,UwV83HsGsw3,oos,oos
fa807ea5905340d9,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W027,12,True,,False,True,,881,,,,UwV83HsGsw3,oos,oos
5f286f5426b982a7,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W028,14,True,,False,True,,352,,,,UwV83HsGsw3,in_scope,oos
233568c89e42b8bb,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W029,12,True,,False,True,,425,,,,UwV83HsGsw3,in_scope,oos
f14cfdfa014f4398,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W030,14,True,,False,True,,282,,,,UwV83HsGsw3,oos,oos
47e21b5afd7c7b77,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W031,12,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
809d1c3be329e98c,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W032,14,True,,False,True,,233,,,,UwV83HsGsw3,oos,oos
8edf1145794bfd4f,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W033,14,True,,False,True,,138,,,,UwV83HsGsw3,oos,oos
37d740ea8d0d8493,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W034,12,True,,False,True,,,,,,UwV83HsGsw3,in_scope,oos
fe83d3b0d2bab0e8,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W035,14,True,,False,True,,,,,,UwV83HsGsw3,oos,oos
1d83c0fba980b573,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W036,12,True,,False,True,,644,,,,UwV83HsGsw3,oos,oos
3c1e685ec9863c21,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W037,14,True,,False,True,,697,,,,UwV83HsGsw3,oos,oos
6e96384968cba7c3,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W006,12,True,,False,True,,35,,,,UwV83HsGsw3,oos,oos
de16a61e2d1bb437,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,W008,14,True,,False,True,,478,,,,UwV83HsGsw3,oos,oos
ed5e4f015fa0d901,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W001,8,True,,False,True,,157,,,,b8cTxDM8gDG,oos,oos
869aad6dd78196cb,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W010,8,True,,False,True,,478,,,,b8cTxDM8gDG,oos,oos
211b575736ba7cb9,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W011,8,True,,False,True,,530,,,,b8cTxDM8gDG,oos,oos
763a991b9dfc8696,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W012,8,True,,False,True,,,,,,b8cTxDM8gDG,oos,oos
6681edbb9d5aa59e,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W013,8,True,,False,True,,208,,,,b8cTxDM8gDG,oos,oos
6529ecbbe65e0c15,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W014,8,True,,False,True,,,,,,b8cTxDM8gDG,oos,oos
0e38d607092eec6b,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W015,8,True,,False,True,,866,,,,b8cTxDM8gDG,in_scope,oos
8da7070a8e45a7f6,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W017,8,True,,False,True,,102,,,,b8cTxDM8gDG,in_scope,oos
62163345e9e1cb8c,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W018,8,True,,False,True,,615,,,,b8cTxDM8gDG,oos,oos
87ae4a7914c286d3,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W002,8,True,,False,True,,71,,,,b8cTxDM8gDG,oos,oos
3217ba603e509151,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W021,8,True,,False,True,,465,,,,b8cTxDM8gDG,in_scope,oos
231407e1e3c26cd5,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W027,8,True,,False,True,,771,,,,b8cTxDM8gDG,oos,oos
8027f25bb7a20f48,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W028,8,True,,False,True,,253,,,,b8cTxDM8gDG,in_scope,oos
903b5a5e0659aed8,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W029,8,True,,False,True,,55,,,,b8cTxDM8gDG,oos,oos
8b23be1612a348e0,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W030,8,True,,False,True,,642,,,,b8cTxDM8gDG,in_scope,oos
a90f0bb541345d69,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W031,8,True,,False,True,,,,,,b8cTxDM8gDG,in_scope,oos
710745da69e1f9af,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W032,8,True,,False,True,,791,,,,b8cTxDM8gDG,in_scope,oos
180879c05acf67a9,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W033,8,True,,False,True,,260,,,,b8cTxDM8gDG,oos,oos
98fd9fa5115fc41a,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W034,8,True,,False,True,,,,,,b8cTxDM8gDG,in_scope,oos
8de2872c37caa579,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W035,8,True,,False,True,,,,,,b8cTxDM8gDG,oos,oos
1b673a15fccbeffc,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W036,8,True,,False,True,,676,,,,b8cTxDM8gDG,oos,oos
cd5abe0f20e47f74,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W037,9,False,odd_keypoint_count,False,True,,913,,,,b8cTxDM8gDG,in_scope,oos
85294dbf7076ca4e,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W006,8,True,,False,True,,45,,,,b8cTxDM8gDG,oos,oos
261aed6164dd9545,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,W008,8,True,,False,True,,311,,,,b8cTxDM8gDG,in_scope,oos
815fd216217c1154,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W001,8,True,,False,True,,54,,,,q9vSo1VnCiC,oos,oos
99b98c71c8ac6cd8,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W010,8,True,,False,True,,44,,,,q9vSo1VnCiC,in_scope,oos
f08c6262c07aaaf7,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W011,8,True,,False,True,,185,,,,q9vSo1VnCiC,in_scope,oos
782abfe913b39a78,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W012,8,True,,False,True,,,,,,q9vSo1VnCiC,in_scope,oos
4d93146011879ad3,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W013,8,True,,False,True,,23,,,,q9vSo1VnCiC,in_scope,oos
589afb1182c4df73,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W014,8,True,,False,True,,,,,,q9vSo1VnCiC,in_scope,oos
dcef5de556c4238a,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W015,8,True,,False,True,,77,,,,q9vSo1VnCiC,oos,oos
4ae9cc8453c6eec8,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W017,8,True,,False,True,,86,,,,q9vSo1VnCiC,oos,oos
4256a770bc409d70,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W018,8,True,,False,True,,163,,,,q9vSo1VnCiC,in_scope,oos
d7eb958cdac4d365,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W002,8,True,,False,True,,25,,,,q9vSo1VnCiC,oos,oos
dc7be2ac3c7daaf6,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W021,8,True,,False,True,,164,,,,q9vSo1VnCiC,oos,oos
301e8f57605f360a,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W027,8,True,,False,True,,502,,,,q9vSo1VnCiC,oos,oos
e41dccd543530b6f,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W028,8,True,,False,True,,430,,,,q9vSo1VnCiC,in_scope,oos
8e954e66e20c6ba3,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W029,8,True,,False,True,,298,,,,q9vSo1VnCiC,in_scope,oos
06f95fe563212fba,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W030,8,True,,False,True,,111,,,,q9vSo1VnCiC,in_scope,oos
9515ea81d3b7d5f0,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W031,16,True,,False,True,,,,,,q9vSo1VnCiC,in_scope,oos
0ffa405d9cace672,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W032,28,True,,False,True,,399,,,,q9vSo1VnCiC,in_scope,oos
975981eecffd896f,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W033,8,True,,False,True,,232,,,,q9vSo1VnCiC,oos,oos
b4a28e4583d9d910,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W034,10,True,,False,True,,,,,,q9vSo1VnCiC,in_scope,oos
bf730d2c56f61535,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W035,14,True,,False,True,,,,,,q9vSo1VnCiC,in_scope,oos
16f25622c221fa4c,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W036,12,True,,False,True,,472,,,,q9vSo1VnCiC,oos,oos
208a71d158c92f4e,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W037,12,True,,False,True,,255,,,,q9vSo1VnCiC,in_scope,oos
342e487f437ad89a,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W006,8,True,,False,True,,21,,,,q9vSo1VnCiC,in_scope,oos
11628957a40ead2f,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,W008,8,True,,False,True,,372,,,,q9vSo1VnCiC,in_scope,oos
9d8133aea50c53da,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W001,20,True,,False,True,,112,,,,uNb9QFRL6hY,oos,oos
5fa48d2e923993dc,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W010,8,True,,False,True,,240,,,,uNb9QFRL6hY,in_scope,oos
126f3e3ce4b1ec93,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W011,8,True,,False,True,,326,,,,uNb9QFRL6hY,in_scope,oos
d7ab9ebe988576d6,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W012,16,True,,False,True,,,,,,uNb9QFRL6hY,in_scope,oos
