worker_id,public_worker_code,task_id,task_code,zh_task_code,inner_id,planned_project_code,assignment_batch_id,expected_completion_order,selected_design_sha,source_assignment_sha256,source_import_sha256,internal_only
27,W027,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
31,W031,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
31,W031,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
31,W031,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
31,W031,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
32,W032,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
32,W032,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
32,W032,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
32,W032,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
33,W033,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
33,W033,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
33,W033,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
33,W033,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
34,W034,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
34,W034,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
34,W034,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
34,W034,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
35,W035,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
35,W035,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
