candidate_id,building,n_images,numbers,image_ids,manual_counts,n_manual_ge19,n_manual_ge5,low_candidate,review_state,raw_decision,difficulty_similarity,physical_same_supported,comparable_for_prediction,oos_pending,outcome_exposure,issue_tags,selection_hold_reasons
G011,7y3sRwLe3Va,2,3;18,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211;7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,5;6,0,2,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G012,7y3sRwLe3Va,2,4;15,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a;7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,25;0,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G013,7y3sRwLe3Va,2,6;13,7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9;7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,0;0,0,0,False,explicit_confirmed,对照候选,存在明显差异,True,False,False,False,门洞范围差异,主空间或范围可比性未满足
G014,7y3sRwLe3Va,4,8;17;12;22,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce;7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e;7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09;7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,25;5;25;5,2,4,False,explicit_discussion,待定,待定,True,True,True,False,OOS,OOS待定单列
G015,7y3sRwLe3Va,4,9;11;16;19,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040;7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861;7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b;7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,0;0;0;6,0,1,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,,
G016,7y3sRwLe3Va,2,14;26,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a;7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,0;5,0,1,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,,
G017,7y3sRwLe3Va,3,21;25;24,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3;7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67;7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,5;0;0,0,1,False,viewed_per_user_statement,待定,待定,True,False,False,False,,主空间或范围可比性未满足
G018,B6ByNegPMKs,2,2;7,B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd;B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G019,B6ByNegPMKs,2,3;27,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5;B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G020,B6ByNegPMKs,2,4;38,B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5;B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G021,B6ByNegPMKs,2,5;8,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e;B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G022,B6ByNegPMKs,2,5;10,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e;B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G023,B6ByNegPMKs,2,5;12,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e;B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G024,B6ByNegPMKs,2,6;21,B6ByNegPMKs_29138c57da06404d8a009f0deb20537f;B6ByNegPMKs_7018ca302c584d0d85024187f3568460,0;5,0,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G025,B6ByNegPMKs,2,9;36,B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9;B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G026,B6ByNegPMKs,2,11;13,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086;B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,25;0,1,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G027,B6ByNegPMKs,2,11;45,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086;B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,25;0,1,1,False,viewed_per_user_statement,基础候选,待定,True,True,False,False,,
G028,B6ByNegPMKs,2,14;16,B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc;B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G029,B6ByNegPMKs,2,14;22,B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc;B6ByNegPMKs_75327de9719945aa8b893a6404667884,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G030,B6ByNegPMKs,2,14;23,B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc;B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G031,B6ByNegPMKs,2,17;19,B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4;B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G032,B6ByNegPMKs,2,25;39,B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884;B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,0;0,0,0,True,explicit_confirmed,基础候选,预期相近,True,True,False,False,图像扭曲,
G033,B6ByNegPMKs,2,26;29,B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c;B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G034,B6ByNegPMKs,2,30;41,B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8;B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G035,B6ByNegPMKs,2,32;33,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2;B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,0;25,1,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G036,B6ByNegPMKs,2,33;37,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993;B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,25;6,1,2,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,闭合方式歧义,
G037,B6ByNegPMKs,2,34;47,B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec;B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,0;5,0,1,False,viewed_per_user_statement,不支持,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G038,B6ByNegPMKs,2,43;49,B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386;B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G039,B6ByNegPMKs,2,49;51,B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e;B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G040,S9hNv5qa7GM,2,1;4,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e;S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,20;1,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G041,S9hNv5qa7GM,2,1;18,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e;S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,20;2,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G042,S9hNv5qa7GM,3,2;14;22,S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381;S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a;S9hNv5qa7GM_ed7387d968874f4bbe512395b64405af,0;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G043,S9hNv5qa7GM,2,2;16,S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381;S9hNv5qa7GM_cdafd704291841daaa57ce008a95a06a,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G044,S9hNv5qa7GM,2,3;11,S9hNv5qa7GM_27869fb0e3414f2687b9580b335ec615;S9hNv5qa7GM_743e6d37beae4b6482a43ae41e634e67,0;0,0,0,False,explicit_discussion,待定,预期相近,True,True,True,False,OOS,OOS待定单列
G045,S9hNv5qa7GM,2,4;8,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e;S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,1;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G046,S9hNv5qa7GM,3,5;12;21,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee;S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02;S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,2;2;3,0,0,True,explicit_confirmed,基础候选,可能出现小幅歧义,True,True,False,False,拐角遗漏,
G047,S9hNv5qa7GM,5,6;10;15;17;19,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636;S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54;S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf;S9hNv5qa7GM_dbcf0a37c275473094e1160770291679;S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,0;0;20;0;0,1,1,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G048,S9hNv5qa7GM,2,7;23,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902;S9hNv5qa7GM_f1b5f89d2b0a46449f374351c1579c80,4;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G049,UwV83HsGsw3,6,1;8;16;23;3;6,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b;UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940;UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc;UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407;UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2;UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,4;26;5;25;5;25,3,5,False,explicit_discussion,待定,待定,True,False,True,True,OOS,OOS待定单列;主空间或范围可比性未满足
G050,UwV83HsGsw3,2,2;4,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb;UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G051,UwV83HsGsw3,5,2;12;19;21;22,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb;UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de;UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6;UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f;UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,0;6;0;0;5,0,2,False,explicit_confirmed,优先候选,可能出现小幅歧义,True,False,False,False,难标,主空间或范围可比性未满足
G052,UwV83HsGsw3,3,4;14;20,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8;UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77;UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,0;0;0,0,0,False,viewed_per_user_statement,优先候选,可能出现小幅歧义,True,False,False,False,拐角遗漏,主空间或范围可比性未满足
G053,UwV83HsGsw3,2,5;11,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516;UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G054,UwV83HsGsw3,2,5;13,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516;UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G055,UwV83HsGsw3,2,10;18,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596;UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,25;0,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G056,UwV83HsGsw3,2,20;22,UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8;UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,0;5,0,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G057,VFuaQ6m2Qom,6,1;2;4;7;10;11,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a;VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4;VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85;VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d;VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8;VFuaQ6m2Qom_f75a440593bb4140b899730917096859,2;0;7;19;5;0,1,3,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,True,细节取舍,
G058,VFuaQ6m2Qom,2,1;8,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a;VFuaQ6m2Qom_b6ab88125f984cda94011fef788e23d0,2;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G059,VFuaQ6m2Qom,3,3;5;6,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e;VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916;VFuaQ6m2Qom_93510fabb581438887c1d3e65093b7ae,2;0;0,0,0,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,,
G060,VFuaQ6m2Qom,2,8;9,VFuaQ6m2Qom_b6ab88125f984cda94011fef788e23d0;VFuaQ6m2Qom_f04a58b9c4ff4e448b5a4da4fd823a9c,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G061,VLzqgDo317F,2,1;2,VLzqgDo317F_35299a16cf1e447da4c15c443929c27a;VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,0;2,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G062,VLzqgDo317F,2,1;3,VLzqgDo317F_35299a16cf1e447da4c15c443929c27a;VLzqgDo317F_79ee9be0827a4de19da5b3e475e3ae0a,0;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G063,X7HyMhZNoso,4,2;21;22;25,X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583;X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4;X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329;X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,0;0;0;0,0,0,True,viewed_per_user_statement,优先候选,预期相近,True,True,False,False,,
G064,X7HyMhZNoso,2,3;10,X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314;X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G065,X7HyMhZNoso,2,3;14,X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314;X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G066,X7HyMhZNoso,3,4;7;15,X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268;X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302;X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,0;5;0,0,1,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G067,X7HyMhZNoso,2,5;26,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a;X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,0;0,0,0,True,viewed_per_user_statement,优先候选,可能出现小幅歧义,True,True,False,False,,
G068,X7HyMhZNoso,4,8;11;12;23,X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c;X7HyMhZNoso_445ae0203f294b5c9889505576e37998;X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9;X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,0;0;0;0,0,0,True,viewed_per_user_statement,优先候选,预期相近,True,True,False,False,,
G069,X7HyMhZNoso,2,9;13,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5;X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,0;25,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G070,X7HyMhZNoso,2,9;19,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5;X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,0;5,0,1,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G071,X7HyMhZNoso,2,10;24,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f;X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,0;0,0,0,True,viewed_per_user_statement,优先候选,预期相近,True,True,False,False,,
G072,X7HyMhZNoso,2,13;18,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d;X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,25;0,1,1,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G073,X7HyMhZNoso,2,14;24,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20;X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G074,Z6MFQCViBuw,2,1;4,Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f;Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G075,Z6MFQCViBuw,2,1;6,Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f;Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,0;5,0,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G076,Z6MFQCViBuw,2,1;7,Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f;Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,0;0,0,0,True,viewed_per_user_statement,优先候选,预期相近,True,True,False,False,,
G077,Z6MFQCViBuw,2,2;3,Z6MFQCViBuw_2008e72476f84104858e908beeac0193;Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5;5,0,2,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G078,Z6MFQCViBuw,4,2;5;8;9,Z6MFQCViBuw_2008e72476f84104858e908beeac0193;Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719;Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45;Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,5;0;0;0,0,1,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G079,Z6MFQCViBuw,2,3;10,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41;Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,5;0,0,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G080,ZMojNkEp431,2,1;2,ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059;ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd,0;0,0,0,True,viewed_per_user_statement,优先候选,可能出现小幅歧义,True,True,False,False,光影干扰;拐角遗漏,
G081,b8cTxDM8gDG,2,3;16,b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba;b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G082,b8cTxDM8gDG,3,4;10;8,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15;b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30;b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,26;0;0,1,1,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G083,b8cTxDM8gDG,2,5;12,b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71;b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,0;0,0,0,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,,
G084,b8cTxDM8gDG,2,5;19,b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71;b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,0;25,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G085,b8cTxDM8gDG,2,6;11,b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf;b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G086,b8cTxDM8gDG,2,7;17,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df;b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,0;5,0,1,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G087,b8cTxDM8gDG,2,9;19,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913;b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,0;25,1,1,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G088,b8cTxDM8gDG,2,14;18,b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45;b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,0;6,0,1,False,viewed_per_user_statement,待定,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G089,e9zR4mvMWw7,3,2;32;36,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945;e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a;e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,6;0;0,0,1,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
