image_id,condition,expert_tag,previous_grade,draft_grade,n_valid,total_clusters,supported_clusters,singletons,sizes_descending,questions,affected_conclusion,canonical_ids,workers,mode_medoid_ids,user_verdict
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,中等,,,23,10,4,6,7;6;2;2;1;1;1;1;1;1,同点数支持簇之间多数配对仍在兼容阈值内：是连续定位波动被切开，还是不同范围解释？；逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；存在单列无效作答；有效子集结论能否代表该图，已确认修正是否准确？,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,add487ea63e9bb01;d623e23c25ff6f17;ac36f041bfa78190;ae0d0995727e574c;ae6d6070e397641b;1bba99ddd10d5cc3;10617301d542a20b;1a2d29b10c49284d;0541cfefecf4d012;1fa12b6cb64cfe27;51e9663a6ed29c7f;0615e35bd4e08e07;a334e15731106e5e;ec4505b0e4744e4e;a6e17f93d9114eac;364426d6af6cf0a6;acf66ab0eca22cc1;3192a4c34488ebef;1e45c715efe04bf6;36afcf88229ada00;cd8b1dfaf95e7319;6d05edefd05793bc;40ac299ba105fdef,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,add487ea63e9bb01;d623e23c25ff6f17;0541cfefecf4d012;ae6d6070e397641b;1bba99ddd10d5cc3;10617301d542a20b;ec4505b0e4744e4e;36afcf88229ada00;6d05edefd05793bc;40ac299ba105fdef,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,困难,,,23,8,5,3,5;4;4;4;3;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；原困难预期指不能统一为一个答案，还是连多个模式的分布都不稳定？,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,f0749422e452eec8ab7d;4aa250b1a35849403e62;e21b795c3082b91b04f7;a9ffc64727b849e97700;dc3b60d3ab46195c79f2;d568da825a0925474c30;2e29af366c8b907df0ba;efabbdc5b8f3c34605b1;70f54069db5f45b1c3a9;dcc9b22c32e44a2b6aed;6e92af5ad7667f224740;b73663d4e6304415c7df;f155c5b328bfdbe59187;00df94cb0e7cc21280ba;1d1473ea45cef547d01e;4203b3767e3303cffd5c;063a5ec4d91eccc8b4c3;8b3873aaa11c92de279f;511d41c2a1ae8135d56a;1892d2228413184cfbd6;b341f546633829a990db;90b1682c716df1046edd;74ec5ab0599eaeaf4719,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,f0749422e452eec8ab7d;4aa250b1a35849403e62;e21b795c3082b91b04f7;d568da825a0925474c30;90b1682c716df1046edd;063a5ec4d91eccc8b4c3;1892d2228413184cfbd6;b341f546633829a990db,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,困难,difficult_candidate,difficult_candidate,23,11,5,6,5;4;3;3;2;1;1;1;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；原困难预期指不能统一为一个答案，还是连多个模式的分布都不稳定？,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,0306cba337eb984110ee;1849bc7fd397907c0fdc;d17d0b2e584b2292c1f1;b2371fd8992b71f8f26a;3a99de3022bf33efda0d;f74c671037152e7b23be;aa07e998c7330ad3d3eb;95008ded416834561a81;c52bd6458bd9b8699533;c72ac2a665cd5a8025ca;c5c73b69124bd4813ab3;8f59ffff972415042eba;266064e3bd9d27c4efda;8f2f8f8bfdaec3360646;c7aeb60e2d3b55c2a7dc;597362d2aa07f7db8a02;aaa2559a6db59dcb28a0;81cd8395dbe20dc23478;02946d1a59a1cfe17aef;cd7adf8eb45b561bc952;f26a8da3bc451c32cde9;f765bc60ba41307a048f;354632cf039452bb7976,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,f74c671037152e7b23be;1849bc7fd397907c0fdc;d17d0b2e584b2292c1f1;3a99de3022bf33efda0d;aa07e998c7330ad3d3eb;266064e3bd9d27c4efda;8f2f8f8bfdaec3360646;c7aeb60e2d3b55c2a7dc;597362d2aa07f7db8a02;81cd8395dbe20dc23478;354632cf039452bb7976,
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,中等,,,24,7,3,4,15;3;2;1;1;1;1,同点数支持簇之间多数配对仍在兼容阈值内：是连续定位波动被切开，还是不同范围解释？；逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,2cb4cd43495e4462;35106d58264638aa;aeaf2ad30c3fe9b9;aba22d3e3811e1e8;0bc46f1a3b806213;d1d8b27617cb0ec5;0bbfe0599bf5bc91;edcd6c71a1b268da;6c5856c1f7aa16d9;e9fe122a6030b153;32708a527ceab167;08273d75b652c174;474b1e7bf36766ad;11bfb64ccd2445aa;1b1c8090db93570b;24e4fbb4ada90859;acdca7ecab43b62d;28c293e3f02cd5e8;9b37138fe91ff43e;cc489ed26e6a6e97;1712a484cb125952;1ca02860b4a7e7d2;825fe47e013bea16;765e8580e5786a73,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,2cb4cd43495e4462;aeaf2ad30c3fe9b9;24e4fbb4ada90859;11bfb64ccd2445aa;9b37138fe91ff43e;cc489ed26e6a6e97;765e8580e5786a73,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,困难,,,5,4,1,3,2;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；观察人数较少：只判断现有标法含义，不据此裁决永不稳定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,81702024cb6333973ce6;f78931e744dcb44323b8;63597564c489c761152b;c3008da1d11064bd3531;9013342fd86225b281ba,W011;W015;W031;W032;W033,81702024cb6333973ce6;f78931e744dcb44323b8;63597564c489c761152b;9013342fd86225b281ba,
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,中等,,,5,2,1,1,4;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；观察人数较少：只判断现有标法含义，不据此裁决永不稳定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,e2af3853afde2a84287b;c56be6e4f5a0291cbfe7;0e9176654eefd5c9e285;586816fed8c7e04af03d;353881dfb47a1686a026,W008;W011;W031;W032;W033,e2af3853afde2a84287b;586816fed8c7e04af03d,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,困难,,,5,5,0,5,1;1;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；观察人数较少：只判断现有标法含义，不据此裁决永不稳定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,b593f337fea5cb8bf3f2;9e5409147dcedaf906b7;16f88794bfabdd24c227;8f3735d531f44f7b44c8;6bcb7c06bee48a668fc1,W001;W002;W012;W034;W037,b593f337fea5cb8bf3f2;9e5409147dcedaf906b7;16f88794bfabdd24c227;8f3735d531f44f7b44c8;6bcb7c06bee48a668fc1,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,困难,,,6,5,1,4,2;1;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；观察人数较少：只判断现有标法含义，不据此裁决永不稳定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,f2c02631f6c62e58089e;cd704d1ba32661d8d74e;0a731b8cdc864c572e8b;41a7f33047a9e0342ac0;3e41c936412b1a992027;d1099761985f8bcdd357,W013;W014;W028;W029;W034;W035,f2c02631f6c62e58089e;0a731b8cdc864c572e8b;41a7f33047a9e0342ac0;3e41c936412b1a992027;d1099761985f8bcdd357,
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,困难,,difficult_candidate,23,10,6,4,5;4;3;3;2;2;1;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。；原困难预期指不能统一为一个答案，还是连多个模式的分布都不稳定？,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,decd9e3adcbe39aed044;014b4e58073b849f7ed9;ae7096d6a5b271deaac2;f235b3c540b6882e63cb;cc4b77a1e08c03d24b8b;45c7e6b9c0f075b709c5;b1ce4141a47902a64e35;8f784855d8bd4f3a9024;23115303fffe0aeeb5be;ea7fabdfe31667749db1;097614c2e4d646b9059e;9468385d865a6955cb73;0a79e9b207c32db39202;64a7b681289e1d9e5c28;0ba3c33cb0e05abf58ae;e0a58597afa7f260d97e;d704f69a1c7c5327e638;c6821c31452459c11f75;ea7f2a3fdcd3a9d42d55;9d17cd836d7fc38ad108;1f84dbf5541abdd7a52b;35e84449b82da019aab5;303a694734e00bd95c83,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,decd9e3adcbe39aed044;014b4e58073b849f7ed9;ae7096d6a5b271deaac2;ea7fabdfe31667749db1;b1ce4141a47902a64e35;0a79e9b207c32db39202;64a7b681289e1d9e5c28;9d17cd836d7fc38ad108;d704f69a1c7c5327e638;303a694734e00bd95c83,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,,difficult_candidate,difficult_candidate,24,15,3,12,6;4;2;1;1;1;1;1;1;1;1;1;1;1;1,逐一核查单人标法：合理少数解释、范围选择、定位偏差或确实无效？不得仅按人数否定。,初步中等/困难边界；模式数量的语义有效性；支持核心与整体分布是否混淆,a3975721377143bb;100894ba6bbd1c2a;89baed79d40c1055;90ea86e7d48174ff;94c06b2d1bd3e71f;db91666fae7b3b76;25b1a2f938069b01;e117dbefc01bd181;a26eb6f92e013247;716886a2da0110e0;c609905186295723;f219dc1036258a80;6b2052d3fba9dfe9;426f97d5e9bd1052;1a628f7c69f6416b;264bb601655e3517;d89e352b650edb48;02b72fbd029d4c27;c107457021c4fdda;e77a797b88db2ceb;a1fe8ddab1fe7c86;b9f7aa260a402700;d2e973b350e6241e;b66f79e3d5607ae9,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a3975721377143bb;89baed79d40c1055;90ea86e7d48174ff;94c06b2d1bd3e71f;db91666fae7b3b76;25b1a2f938069b01;716886a2da0110e0;f219dc1036258a80;264bb601655e3517;d89e352b650edb48;02b72fbd029d4c27;c107457021c4fdda;a1fe8ddab1fe7c86;d2e973b350e6241e;b66f79e3d5607ae9,
