image_id,condition,priority,expert_tag,review_draft_grade,n_valid,sizes_descending,question,worker_ids,canonical_ids,medoid_canonical_ids,affected_conclusion,user_verdict
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,3,简单,difficult_candidate,23,5;4;4;2;2;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；已确认修正继续保留，其余无效已单列；有效子集结论如何限定？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W033;W034;W035;W036;W037,16f93817216fbedd;662e08a9d9d5c8b2;1b540a31218a3477;8dead0c156b490f4;b17ba1384ab94447;3be1cfa09ff1f4a0;474404c2ac9d79ca;829002ca0158f88b;0d9906c4c8bb57f8;c9e70c42a286d3fc;f62e67027c50f0e4;9660d6b44da996d0;80df86ca9dbee9d5;2556b8a658f8f4e7;c5603970219f405f;21ebb51ae2b69d3b;c811ff3e51132e75;891b862e5e28633d;8ac26fbb43c6d9aa;f560d8c96cc112ba;527cfb7d202a51bc;d97a4c0b5bbe5fb7;10a21bed4417e7b9,16f93817216fbedd;d97a4c0b5bbe5fb7;829002ca0158f88b;8dead0c156b490f4;474404c2ac9d79ca;c9e70c42a286d3fc;9660d6b44da996d0;2556b8a658f8f4e7;c811ff3e51132e75;f560d8c96cc112ba;10a21bed4417e7b9,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,2,,difficult_candidate,24,6;2;2;2;2;1;1;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,c87d232365323163;60f415b63bc6abc8;902c7685cf8d8d7f;b9d7de702dfef712;6ef72d6a7373d51d;6b6025969bfa55d0;86bcdfbf6785b83b;901942d47886d494;645a19e0d1eff33f;cede48245acaf369;a10544ac2d404470;aff097a10b8a446c;26f5958a9b8dbc72;2c474f6a00577ed6;1bb726e611007d9d;1614c0e2e49fb8a1;78a68354a388042f;25a1d0d06f3c7ffa;dd72228423710274;4a3402faafe5ac31;723bcf1f4f6f7bf5;786190bfb0e48244;07ee953d1535b28d;90218eb4d8649c74,c87d232365323163;60f415b63bc6abc8;902c7685cf8d8d7f;b9d7de702dfef712;6ef72d6a7373d51d;6b6025969bfa55d0;86bcdfbf6785b83b;2c474f6a00577ed6;1bb726e611007d9d;1614c0e2e49fb8a1;78a68354a388042f;25a1d0d06f3c7ffa;dd72228423710274;4a3402faafe5ac31;723bcf1f4f6f7bf5,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,3,,medium_candidate,5,3;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W008;W010;W017;W030,b3eba7756056bb941dfb;ead3f8ac14ab1a6ddfd9;265f63ba09442d63389c;62d758541221214e1490;8e4588afd83a55aaaa18,b3eba7756056bb941dfb;ead3f8ac14ab1a6ddfd9,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,2,,,24,14;3;2;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,738a28459a248984;cebf574498a5a20d;bc019effee879dd8;0e52fffeabd5cf25;8857a2ec2d3444ba;538db2a79188e4ef;13f3eff18a52453b;ae0b6b00e971f182;8fceb8fe7a91b34c;d0af5ad0523f8433;07e393557408ab30;d7d3126eb509dcae;695653e48b0aca59;0e553d8ef8642a3a;d131babd2149e6ec;e980366a2f06439c;156dc163a5b76144;d96adfcf5b879a5d;3fbcb7812c80e839;58a8d69137385a19;5da232bc43b7c975;9eb205969fffe5f7;1b8adc7d1227c62b;66c78f1594586d3b,738a28459a248984;cebf574498a5a20d;d0af5ad0523f8433;13f3eff18a52453b;156dc163a5b76144;58a8d69137385a19;9eb205969fffe5f7;66c78f1594586d3b,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,3,,medium_candidate,5,3;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；少人数仅作有限观察证据，不据此排除未来少数标法。,W011;W030;W031;W032;W033,ea1f939ba15f6d10754b;3b3f16f395140c417e16;9bc471f05cac744132c6;1f0da2ca6730dfb60599;62b93b940622881f9e7b,ea1f939ba15f6d10754b;9bc471f05cac744132c6,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,3,困难,,2,1;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；原困难判断中的“不收敛”指不能统一，还是支持模式集合/份额仍变化？；少人数仅作有限观察证据，不据此排除未来少数标法。,W030;W031,909609a391f9f07e1416;7b8145a07f5a20482e72,909609a391f9f07e1416;7b8145a07f5a20482e72,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,3,困难,medium_candidate,7,4;2;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；原困难判断中的“不收敛”指不能统一，还是支持模式集合/份额仍变化？；少人数仅作有限观察证据，不据此排除未来少数标法。,W010;W017;W030;W031;W032;W033;W034,fde166d2581c8aac76c1;a529ac26f739576c2616;6b330560608f60b295bf;4b65c7d12eb6fbf42766;c2176d956a2b8b97e6b8;37e4bea380270fea5835;f864f814213350fc3e6a,37e4bea380270fea5835;4b65c7d12eb6fbf42766;f864f814213350fc3e6a,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,1,困难,medium_candidate,19,8;5;2;2;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；已确认修正继续保留，其余无效已单列；有效子集结论如何限定？；原困难判断中的“不收敛”指不能统一，还是支持模式集合/份额仍变化？,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W029;W030;W031;W032;W033;W034;W035;W036;W037,6b1d44df0ab19f6b9f32;464d1f8e2646f0b168b2;45ac613c561811cb4a0d;e61e5cb856a564b7a01f;6f7020870942eee83774;6f392909790d7b83bad3;3278b0b885357fd483ef;aefffe82b59c80b70615;999a08307d0cb1737ba3;178ede5b2fef8ba1828e;d8cb18bc158b295d867a;7234128122016861cabd;955fdd77aab2e02c77b7;00c60f620f2c87cd54da;2e25450d5668732450c2;12fdc91e2fd278aac0c7;4f87d786ffa037888bac;e0e306b7d1de04330bc5;9f1b2668af9bbb8c27ab,6b1d44df0ab19f6b9f32;3278b0b885357fd483ef;e61e5cb856a564b7a01f;6f7020870942eee83774;7234128122016861cabd;12fdc91e2fd278aac0c7,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,3,困难,,5,2;1;1;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；原困难判断中的“不收敛”指不能统一，还是支持模式集合/份额仍变化？；少人数仅作有限观察证据，不据此排除未来少数标法。,W011;W030;W031;W035;W037,0fce729d57cd25ee8f7c;165a2fd857e8341d4a8e;4f5b58a8268243d50888;1907e5aeb8f3d6578ad3;e1491370f166c6c5a7d6,0fce729d57cd25ee8f7c;165a2fd857e8341d4a8e;4f5b58a8268243d50888;e1491370f166c6c5a7d6,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,3,,medium_candidate,24,19;2;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,9b288798a70abf19;02be3fa1bec88b02;5e49a3ca719154b8;3cfe12d6a5ea827b;eeb7cf09ee96e34c;42022c04b169cb33;34322c1803ecc10f;42b0e6e9fd383cc9;82970ffa463dfabe;8533d11a5e0b7dbf;db9b6396393de960;20a869d68a5fe7a0;2413f1596849ef9b;dfb59e0acb27e23d;ce1f8d8e19ffffeb;1fbbddc98c74aeb0;867a61b4c60969d2;4e299dc6bda4eef4;c3fc3f4b6aeb53b0;c88ef7c6614c3d19;90520932aee1bf49;9f90d9f93e93c9bf;fbde960cac90f821;4651933458778c15,9b288798a70abf19;02be3fa1bec88b02;4e299dc6bda4eef4;90520932aee1bf49;9f90d9f93e93c9bf,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,3,,medium_candidate,5,2;2;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W008;W017;W031;W032,bb2170e2f627c3cc30fb;b009f871ba470e85127d;d6077bf8866533197810;385caf3701dee7042d51;11f19b08afaff69c9e6a,bb2170e2f627c3cc30fb;b009f871ba470e85127d;11f19b08afaff69c9e6a,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,3,简单,,5,4;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W011;W015;W032;W033;W037,81236ef5be5b11e8be3e;8bd2b6db1b57ba08a132;093a8b4511bd56f93784;8ad07f7e5b4a42e18f5c;ca1a2d8aefa7219707d8,81236ef5be5b11e8be3e;8bd2b6db1b57ba08a132,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,3,简单,simple_candidate,4,4,少人数仅作有限观察证据，不据此排除未来少数标法。,W013;W017;W018;W028,98e444841935f5508d75;eda8291573ff053225c7;936511830ce393b70d38;87dd86ac11a2a77e63bf,98e444841935f5508d75,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,3,,medium_candidate,24,14;5;4;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,0e0501745974e880;1f8fe248fb55c43e;eb2fd1fd3f466605;5a38b164a2481384;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;47377755fedf1482;39a34b830ea11490;3c4a2ede557a62f2;552a0858ecbce9ad;1445e3889419575a;f432b7968aecb5bc;202420376d62cfbb;19a327730863506b;0dce4a0f997ffd15;7667b010a9c90570;c76193b6207a6507;76f29200f62e2fb3;a318b6bfd544d9cb;522ad8c02cfc8914;c1d1843444d6d457;2c11262bdae1e085;2b439f65ef66899b;b70dac9310c8fd7f,1f8fe248fb55c43e;eb2fd1fd3f466605;47377755fedf1482;c76193b6207a6507,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,2,,difficult_candidate,24,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,50e0c1d231bdc3e1;37d563a2a56a489c;b9e28e0e52d42c3e;c3c671ad2606cc81;dfeb464b1f6ab259;116113684cacd9cd;38f42c41164cac24;c37f510f32a97089;b94c8e53634b4344;b65da8ecfd28bcec;352bcc94c85fa24a;c99302ecb9582495;a9df090a73a1a89c;f1dd682311fd4140;0dd58701c016b64d;7dbcb72e807e85d2;330b5b8e0a0c2fec;98498bd37758c8be;d8758b5b52e63e50;65a57cac6d5c466f;d9f496f32a9ca809;8caa1a6f8af38d0e;95bec3e4f8012871;452a692a4bf6d4f5,50e0c1d231bdc3e1;dfeb464b1f6ab259;a9df090a73a1a89c;116113684cacd9cd;38f42c41164cac24;c37f510f32a97089;0dd58701c016b64d;7dbcb72e807e85d2;98498bd37758c8be;d8758b5b52e63e50;65a57cac6d5c466f;d9f496f32a9ca809;8caa1a6f8af38d0e;95bec3e4f8012871;452a692a4bf6d4f5,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,3,,medium_candidate,6,2;2;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；少人数仅作有限观察证据，不据此排除未来少数标法。,W010;W013;W014;W018;W034;W035,d2f9b77e836ea9a23958;dd2eee2e935e77791577;be89bcf05931fe625393;e98d3f5303e6099af208;a47e8b2c8b897117f071;74ff4434b6db6c57c2ee,d2f9b77e836ea9a23958;dd2eee2e935e77791577;a47e8b2c8b897117f071,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,3,,simple_candidate,6,6,少人数仅作有限观察证据，不据此排除未来少数标法。,W027;W028;W029;W031;W035;W036,3cf29369b9e0b392e769;8527f5df56820c48bf92;1d1795fcc5d614bf0698;45580730e6338599d29d;143e2ef82609a7f44a09;1dc5dc76fab81c45cd23,1dc5dc76fab81c45cd23,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,3,简单,medium_candidate,24,19;3;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a53c36c9bf95be2b;ae9ad15247583bd3;50a0f95f8fc38be2;6adfe32721762388;df7f18116de27c41;5d6bb8dddcf527e1;1a5c416e7e7c6cfa;8c7bb20e866330e5;a1c92c4eba590882;874f47b61ab0f967;b6c9e63c1de72fbf;043215a11b3c07f6;a3df2f62a653fcdb;b9d6531c224d6003;059397cbcdc2fd99;c1ce3be5ac91205f;39f325131750b755;95caac6d8e2b34ae;aa27fee9b505606b;39b7f2008e3d4afe;765b308f64278de8;3f1ad1a502b50429;e85a8e90e0c6b636;5a50132cf972f527,a53c36c9bf95be2b;ae9ad15247583bd3;50a0f95f8fc38be2,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,3,,medium_candidate,6,4;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W010;W013;W014;W018;W034,0fe7898050e5c65aa163;230418a93ba734601d15;a7f130f489209fd66673;eabfca08cf8ed118e1e7;d64ce5b326b6015ae8bf;2421466da1f7d0800380,0fe7898050e5c65aa163;230418a93ba734601d15,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,3,,medium_candidate,24,20;4,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a98f6bc364bdef1b;6c28d1705fb5c4b4;4693ec5fcc3f09fc;afc3de4b01f9bf3b;0df21449d15d6f28;137415ffe0725161;ce3536534b35ed2e;f8c614ff9afdc5fe;67807e1e55df3898;bb7b44da838a4ce1;27ae2237bce7474e;d46f9d2f3c43ead2;13e99fa97abd8cb5;bcaaea256c246b28;464f553a46a042bd;caf781b6512ea9b2;4247b935b5d68e6a;a01f38f168e18ba4;a800256cd64a13c9;f05be155437bb650;c3d7b507aa2d788d;4664edbc4eb51884;d73bc90a26b0976b;e7e6e4180354bfe2,4664edbc4eb51884;4693ec5fcc3f09fc,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,3,,medium_candidate,24,16;7;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a30abcda8418bd75;2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;baa09826ba02dd36;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;c54bc02d1fcd094e;080e6e5be0c803cd;71a08671b7d9283b;ebe5710d577ed718;cb5459e346731607;3cb548d93b1c91ac,d2d4c49ab227aa87;e30721b054460f15;c54bc02d1fcd094e,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,2,,,24,7;5;4;3;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,fa6fde75b32e9284;bd674c6f3557dcdb;25321e0f927c8940;39292048462d8d71;0798eb2f1686b13f;d8931b0022010545;608ec3179e0f4831;053bc215116bc248;6f1a49c5d8f42cf3;fc8f6754ddce3edb;17787d9f67d6b1ea;b3315d6eb3c3734d;053bc4b35d6a7e89;331b667f701c5817;3219998f9692f834;7fe6c3e1ec0a7d2e;27582294b1e86c6a;84b588165daf52f3;52a26360b1a53b44;87529068f0182c0d;cfa6db5cd9de9ae3;1e1b64ea1dae6b40;88d9213c617fe790;36576d4426b599da,fa6fde75b32e9284;bd674c6f3557dcdb;053bc4b35d6a7e89;0798eb2f1686b13f;36576d4426b599da;3219998f9692f834;84b588165daf52f3;52a26360b1a53b44;87529068f0182c0d,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
