annotator_id,task_id,project_id,dataset_group,condition,image_id,base_image_key,task_final_scope,task_scope_adjudication_source,geometry_gold_status,geometry_gold_validation_level,geometry_gold_source,geometry_gold_task_id,geometry_evidence_role,geometry_scoring_role,manual_anchor_role,manual_anchor_primary_possible,admission_anchor_role,admission_anchor_possible,geometry_alignment_status,dry_run,notes
10,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
11,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
12,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
13,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
14,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
15,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
17,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
18,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
19,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
2,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
21,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
6,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
8,3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:470,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
1,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
10,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
11,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
12,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
13,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
14,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
15,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
17,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
18,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
19,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
2,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
21,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
6,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
8,3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:497,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
1,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
10,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
11,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
12,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
13,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
14,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
15,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
17,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
18,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
19,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
2,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
21,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
6,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
8,3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:509,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
1,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
10,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
11,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
12,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
13,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
14,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
15,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
17,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
18,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
19,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
2,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
21,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
6,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
8,3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:510,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
1,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
10,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
11,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
12,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,manual_prescreen_candidate,manual_primary_candidate,True,True,False,False,aligned_ready,True,dry-run eligibility only; no geometry scoring or admission materialization
13,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
14,3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,in_scope,final_gold,ready,final_gold_ref_only,final_gold,task_id:533,unresolved_excluded,unresolved_excluded,False,False,False,False,aligned_ready,True,response not eligible for manual anchor dry-run
