task_id,project_id,dataset_group,condition,image_id,data_title,task_final_scope,task_scope_adjudication_source,final_gold_scope,final_gold_ref,worker_scope_values_seen,n_worker_in_scope,n_worker_oos,n_worker_scope_missing,mixed_scope_flag,unresolved_scope_flag,geometry_primary_possible,notes
3135,39,PreScreen_manual,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,in_scope,final_gold,normal,task_id:559,in_scope:6;oos:6,6,6,0,True,False,True,
3136,39,PreScreen_manual,manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,in_scope,final_gold,normal,task_id:562,in_scope:9;oos:3,9,3,0,True,False,True,
3137,39,PreScreen_manual,manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,in_scope,final_gold,normal,task_id:564,in_scope:8;oos:4,8,4,0,True,False,True,
3138,39,PreScreen_manual,manual,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,in_scope,final_gold,normal,task_id:567,in_scope:11;oos:1,11,1,0,True,False,True,
3139,39,PreScreen_manual,manual,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,in_scope,final_gold,normal,task_id:569,in_scope:10;oos:2,10,2,0,True,False,True,
3140,39,PreScreen_manual,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,in_scope,final_gold,normal,task_id:570,in_scope:7;oos:5,7,5,0,True,False,True,
3141,39,PreScreen_manual,manual,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,in_scope,final_gold,normal,task_id:578,in_scope:11;oos:1,11,1,0,True,False,True,
3142,39,PreScreen_manual,manual,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,in_scope,final_gold,normal,task_id:614,in_scope:12,12,0,0,False,False,True,
3143,39,PreScreen_manual,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,in_scope,final_gold,normal,task_id:630,in_scope:11;oos:1,11,1,0,True,False,True,
3144,39,PreScreen_manual,manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,in_scope,final_gold,normal,task_id:635,in_scope:11;oos:1,11,1,0,True,False,True,
3145,39,PreScreen_manual,manual,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,in_scope,final_gold,normal,task_id:670,in_scope:11;oos:1,11,1,0,True,False,True,
3146,39,PreScreen_manual,manual,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,in_scope,final_gold,normal,task_id:676,in_scope:4;oos:8,4,8,0,True,False,True,
3147,39,PreScreen_manual,manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,in_scope,final_gold,normal,task_id:677,in_scope:6;oos:6,6,6,0,True,False,True,
3148,39,PreScreen_manual,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,in_scope,final_gold,normal,task_id:687,in_scope:8;oos:4,8,4,0,True,False,True,
3149,39,PreScreen_manual,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,in_scope,final_gold,normal,task_id:696,in_scope:3;oos:9,3,9,0,True,False,True,
3150,39,PreScreen_manual,manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,in_scope,final_gold,normal,task_id:697,in_scope:9;oos:3,9,3,0,True,False,True,
3151,39,PreScreen_manual,manual,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,in_scope,final_gold,normal,task_id:707,in_scope:6;oos:6,6,6,0,True,False,True,
3152,39,PreScreen_manual,manual,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,in_scope,final_gold,normal,task_id:711,in_scope:5;oos:7,5,7,0,True,False,True,
3153,39,PreScreen_manual,manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,in_scope,final_gold,normal,task_id:714,in_scope:6;oos:6,6,6,0,True,False,True,
3154,39,PreScreen_manual,manual,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,in_scope,final_gold,normal,task_id:717,in_scope:7;oos:4,7,4,0,True,False,True,
3155,40,PreScreen_semi,semi,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,in_scope,final_gold,normal,task_id:492,in_scope:11;oos:1,11,1,0,True,False,True,
3156,40,PreScreen_semi,semi,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,in_scope,final_gold,normal,task_id:501,in_scope:8;oos:4,8,4,0,True,False,True,
3157,40,PreScreen_semi,semi,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,in_scope,final_gold,normal,task_id:568,in_scope:8;oos:4,8,4,0,True,False,True,
3158,40,PreScreen_semi,semi,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,in_scope,final_gold,normal,task_id:572,in_scope:12,12,0,0,False,False,True,
3159,40,PreScreen_semi,semi,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,in_scope,final_gold,normal,task_id:573,in_scope:10;oos:2,10,2,0,True,False,True,
3160,40,PreScreen_semi,semi,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3.jpg,in_scope,final_gold,normal,task_id:576,in_scope:9;oos:3,9,3,0,True,False,True,
3161,40,PreScreen_semi,semi,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.jpg,in_scope,final_gold,normal,task_id:493,in_scope:8;oos:4,8,4,0,True,False,True,
3162,40,PreScreen_semi,semi,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.jpg,in_scope,final_gold,normal,task_id:577,in_scope:8;oos:4,8,4,0,True,False,True,
3163,40,PreScreen_semi,semi,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.jpg,in_scope,final_gold,normal,task_id:668,in_scope:7;oos:5,7,5,0,True,False,True,
3164,40,PreScreen_semi,semi,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,in_scope,final_gold,normal,task_id:505,in_scope:11;oos:1,11,1,0,True,False,True,
3165,40,PreScreen_semi,semi,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,in_scope,final_gold,normal,task_id:625,in_scope:11;oos:1,11,1,0,True,False,True,
3166,40,PreScreen_semi,semi,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,in_scope,final_gold,normal,task_id:477,in_scope:10;oos:2,10,2,0,True,False,True,
3167,40,PreScreen_semi,semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3167,in_scope:6;oos:6,6,6,0,True,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3168,40,PreScreen_semi,semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3168,in_scope:6;oos:6,6,6,0,True,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3169,40,PreScreen_semi,semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3169,in_scope:12,12,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3170,40,PreScreen_semi,semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3170,in_scope:12,12,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3171,40,PreScreen_semi,semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3171,in_scope:11;oos:1,11,1,0,True,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3172,40,PreScreen_semi,semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3172,in_scope:11;oos:1,11,1,0,True,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3173,41,PreScreen_oos,oos,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,oos_open_boundary,final_gold,oos_open_boundary,task_id:459,in_scope:7;oos:5,7,5,0,True,False,False,
3174,41,PreScreen_oos,oos,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.jpg,oos_split_level,final_gold,oos_split_level,task_id:476,in_scope:8;oos:4,8,4,0,True,False,False,
3175,41,PreScreen_oos,oos,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5.jpg,oos_split_level,final_gold,oos_split_level,task_id:495,in_scope:2;oos:10,2,10,0,True,False,False,
3176,41,PreScreen_oos,oos,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.jpg,oos_split_level,final_gold,oos_split_level,task_id:496,in_scope:5;oos:7,5,7,0,True,False,False,
3177,41,PreScreen_oos,oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.jpg,oos_geometry,final_gold,oos_geometry,task_id:526,in_scope:3;oos:9,3,9,0,True,False,False,
3178,41,PreScreen_oos,oos,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.jpg,oos_insufficient,final_gold,oos_insufficient,task_id:529,in_scope:5;oos:7,5,7,0,True,False,False,
3179,41,PreScreen_oos,oos,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.jpg,oos_split_level,final_gold,oos_split_level,task_id:575,in_scope:6;oos:6,6,6,0,True,False,False,
3180,41,PreScreen_oos,oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,oos_open_boundary,final_gold,oos_open_boundary,task_id:609,in_scope:3;oos:9,3,9,0,True,False,False,
3181,41,PreScreen_oos,oos,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.jpg,oos_split_level,final_gold,oos_split_level,task_id:661,in_scope:9;oos:3,9,3,0,True,False,False,
3053,28,PreScreen_manual,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,in_scope,final_gold,normal,task_id:462,in_scope:14,14,0,0,False,False,True,
3054,28,PreScreen_manual,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,in_scope,final_gold,normal,task_id:470,in_scope:14,14,0,0,False,False,True,
3055,28,PreScreen_manual,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,in_scope,final_gold,normal,task_id:497,in_scope:14,14,0,0,False,False,True,
3056,28,PreScreen_manual,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,in_scope,final_gold,normal,task_id:509,in_scope:14,14,0,0,False,False,True,
3057,28,PreScreen_manual,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,in_scope,final_gold,normal,task_id:510,in_scope:14,14,0,0,False,False,True,
3058,28,PreScreen_manual,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,in_scope,final_gold,normal,task_id:533,in_scope:6;oos:8,6,8,0,True,False,True,
3059,28,PreScreen_manual,manual,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.jpg,in_scope,final_gold,normal,task_id:550,in_scope:14,14,0,0,False,False,True,
3060,28,PreScreen_manual,manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.jpg,in_scope,final_gold,normal,task_id:554,in_scope:14,14,0,0,False,False,True,
3061,28,PreScreen_manual,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,in_scope,final_gold,normal,task_id:555,in_scope:14,14,0,0,False,False,True,
3062,28,PreScreen_manual,manual,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,in_scope,final_gold,normal,task_id:556,in_scope:14,14,0,0,False,False,True,
3063,28,PreScreen_manual,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,in_scope,final_gold,normal,task_id:559,in_scope:12;oos:2,12,2,0,True,False,True,
3064,28,PreScreen_manual,manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,in_scope,final_gold,normal,task_id:562,in_scope:14,14,0,0,False,False,True,
3065,28,PreScreen_manual,manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,in_scope,final_gold,normal,task_id:564,in_scope:9;oos:5,9,5,0,True,False,True,
3066,28,PreScreen_manual,manual,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,in_scope,final_gold,normal,task_id:567,in_scope:14,14,0,0,False,False,True,
3067,28,PreScreen_manual,manual,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,in_scope,final_gold,normal,task_id:569,in_scope:14,14,0,0,False,False,True,
3068,28,PreScreen_manual,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,in_scope,final_gold,normal,task_id:570,in_scope:11;oos:3,11,3,0,True,False,True,
3069,28,PreScreen_manual,manual,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,in_scope,final_gold,normal,task_id:578,in_scope:13;oos:1,13,1,0,True,False,True,
3070,28,PreScreen_manual,manual,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,in_scope,final_gold,normal,task_id:614,in_scope:14,14,0,0,False,False,True,
3071,28,PreScreen_manual,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,in_scope,final_gold,normal,task_id:630,in_scope:14,14,0,0,False,False,True,
3072,28,PreScreen_manual,manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,in_scope,final_gold,normal,task_id:635,in_scope:14,14,0,0,False,False,True,
3073,28,PreScreen_manual,manual,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,in_scope,final_gold,normal,task_id:670,in_scope:13;oos:1,13,1,0,True,False,True,
3074,28,PreScreen_manual,manual,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,in_scope,final_gold,normal,task_id:676,in_scope:6;oos:8,6,8,0,True,False,True,
3075,28,PreScreen_manual,manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,in_scope,final_gold,normal,task_id:677,in_scope:14,14,0,0,False,False,True,
3076,28,PreScreen_manual,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,in_scope,final_gold,normal,task_id:687,in_scope:13;oos:1,13,1,0,True,False,True,
3077,28,PreScreen_manual,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,in_scope,final_gold,normal,task_id:696,in_scope:11;oos:3,11,3,0,True,False,True,
3078,28,PreScreen_manual,manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,in_scope,final_gold,normal,task_id:697,in_scope:14,14,0,0,False,False,True,
3079,28,PreScreen_manual,manual,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,in_scope,final_gold,normal,task_id:707,in_scope:11;oos:3,11,3,0,True,False,True,
3080,28,PreScreen_manual,manual,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,in_scope,final_gold,normal,task_id:711,in_scope:14,14,0,0,False,False,True,
3081,28,PreScreen_manual,manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,in_scope,final_gold,normal,task_id:714,in_scope:9;oos:5,9,5,0,True,False,True,
3082,28,PreScreen_manual,manual,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,in_scope,final_gold,normal,task_id:717,in_scope:14,14,0,0,False,False,True,
3083,29,PreScreen_semi,semi,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,in_scope,final_gold,normal,task_id:492,in_scope:14,14,0,0,False,False,True,
3084,29,PreScreen_semi,semi,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,in_scope,final_gold,normal,task_id:501,in_scope:14,14,0,0,False,False,True,
3085,29,PreScreen_semi,semi,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,in_scope,final_gold,normal,task_id:568,in_scope:10;oos:4,10,4,0,True,False,True,
3086,29,PreScreen_semi,semi,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,in_scope,final_gold,normal,task_id:572,in_scope:14,14,0,0,False,False,True,
3087,29,PreScreen_semi,semi,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,in_scope,final_gold,normal,task_id:573,in_scope:14,14,0,0,False,False,True,
3088,29,PreScreen_semi,semi,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3.jpg,in_scope,final_gold,normal,task_id:576,in_scope:14,14,0,0,False,False,True,
3089,29,PreScreen_semi,semi,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.jpg,in_scope,final_gold,normal,task_id:493,in_scope:14,14,0,0,False,False,True,
3090,29,PreScreen_semi,semi,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.jpg,in_scope,final_gold,normal,task_id:577,in_scope:14,14,0,0,False,False,True,
3091,29,PreScreen_semi,semi,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.jpg,in_scope,final_gold,normal,task_id:668,in_scope:14,14,0,0,False,False,True,
3092,29,PreScreen_semi,semi,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,in_scope,final_gold,normal,task_id:505,in_scope:14,14,0,0,False,False,True,
3093,29,PreScreen_semi,semi,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,in_scope,final_gold,normal,task_id:625,in_scope:14,14,0,0,False,False,True,
3094,29,PreScreen_semi,semi,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,in_scope,final_gold,normal,task_id:477,in_scope:14,14,0,0,False,False,True,
3095,29,PreScreen_semi,semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3095,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3096,29,PreScreen_semi,semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3096,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
