source_export,project_id,task_id,task_key,task_label,dataset_group,condition,annotator_id,annotation_id,annotation_sort_key,lead_time_seconds,active_time,active_time_source,active_time_match_status,active_time_source_file,active_time_session_count,active_time_event_count,geometry_hash,canonical_geometry,n_corners,parse_error,primary_active_time_eligible,sensitivity_active_time_eligible,canonical_annotation_id,raw_canonical_annotation_id,duplicate_annotation_ids,duplicate_group_size,duplicate_geometry_type,duplicate_time_ambiguous,eligible_for_primary_analysis,exclusion_reason
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,18,4698,2026-06-28T09:37:23.014285Z||2026-06-28T09:37:23.014262Z|4698,364.052,95.0,log,project+task+annotator,active_times_2026-06-28.jsonl,1,16,190666ca731ff12cccee3ea0621bd0dab63e634ee3e299914ca25d737e2fcb94,"[[132.0,129.5],[133.0,415.0],[459.0,179.5],[459.0,345.0],[658.0,96.0],[658.0,439.5],[878.0,139.0],[878.0,406.0]]",8,,True,True,174759c006c73ec0,4698,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,19,4615,2026-06-27T12:46:06.308021Z||2026-06-27T12:46:06.308001Z|4615,17.283,18.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,4,7c9f5abe427e527235f3d682594d1e65b62793890d8632814f73be9e05866a7d,"[[127.0,129.5],[132.0,416.0],[462.0,341.5],[464.5,210.5],[544.0,188.5],[700.5,428.5],[703.0,128.5],[880.5,422.0],[884.0,145.0]]",9,,True,True,cf3e0b1c47e35600,4615,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,2,4039,2026-06-17T05:11:32.104907Z||2026-06-17T05:11:32.104885Z|4039,366.274,259.0,log,project+task+annotator,active_times_2026-06-17.jsonl;active_times_2026-06-29.jsonl,2,23,0bd5c0a116cc27e1bcd189dec8db7f7ddd6fa88c8705c322082abc7be2a8c895,"[[132.0,129.5],[133.0,415.0],[459.0,179.5],[459.0,345.0],[636.0,430.5],[640.0,106.0],[658.0,96.0],[658.0,439.5],[676.0,215.0],[676.0,312.5],[704.5,123.0],[704.5,417.5],[737.5,210.0],[737.5,322.5],[878.0,139.0],[878.0,406.0]]",16,,True,True,27f4ffac099bc05b,4039,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,21,3697,2026-06-04T15:46:55.840701Z||2026-06-04T15:46:55.840685Z|3697,34.036,38.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,3,e8c396cf724d87dad41c1a97ae4fa18d16a58bc8b404ee57dfce4c80e3965fb8,"[[127.0,414.0],[129.5,129.5],[476.0,203.5],[478.0,328.5],[541.0,337.5],[543.0,196.5],[703.0,129.0],[709.5,422.5],[887.5,425.5],[890.0,129.5]]",10,,True,True,1e50979e05536fe2,3697,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,6,3303,2026-05-22T07:16:14.944315Z||2026-05-22T07:16:14.944299Z|3303,4.492,54.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,5,a2bac66f61dbe41eb61594adb18031a9c51f9c2bd5b8aef75eac853bfc3b71b9,"[[131.0,128.0],[133.0,413.5],[475.0,204.0],[475.0,325.5],[538.0,326.5],[539.5,200.0],[658.5,440.0],[659.5,98.0],[708.5,125.5],[714.0,413.5],[876.5,403.0],[879.0,136.5]]",12,,True,True,305e3cb3e8b1c4f1,3303,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3054,28:3054,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen_manual,manual,8,3743,2026-06-12T08:49:41.674797Z||2026-06-12T08:49:41.674777Z|3743,198.262,228.0,log,project+task+annotator,active_times_2026-06-12.jsonl,1,10,f06bef202b3598220e772e09d9f234291621864b08f3fbb4e1968be4411a62a0,"[[133.5,127.0],[133.5,415.0],[360.5,121.0],[360.5,421.0],[709.0,127.0],[709.0,412.0],[887.5,139.5],[887.5,406.0]]",8,,True,True,823b2c9be72218a8,3743,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,1,4815,2026-06-30T03:43:15.692338Z||2026-06-30T03:43:15.692318Z|4815,23.072,51.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,3,4b650d29336ece16fe0fc21fc7bb025bc424aa7c9479822c2b17556fa8e394c4,"[[195.0,173.0],[205.0,356.0],[421.5,324.0],[429.5,213.0],[596.5,205.0],[596.5,332.0],[839.0,364.0],[843.0,181.0]]",8,,True,True,8f088bc3d38ce05a,4815,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,10,3192,2026-05-21T07:44:53.973913Z||2026-05-21T07:44:53.973897Z|3192,32.963,46.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,4,0eedec4320efc9b7670087c942adcda583dd911b1589c27dbb62e6423aa32216,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,157.5],[845.5,378.5]]",8,,True,True,1707cddacfb80ad2,3192,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,11,3560,2026-05-31T06:52:08.748619Z||2026-05-31T06:52:08.748605Z|3560,82.635,158.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,30,a3d5513a4c850047f92e499e6d137ac702a9eecb30cecaa616e14df941130aaf,"[[191.0,378.5],[200.5,174.0],[422.0,205.5],[422.0,327.0],[589.5,331.0],[594.5,203.0],[834.5,167.5],[839.0,377.0]]",8,,True,True,97049183eb982350,3560,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,12,3455,2026-05-28T15:11:57.445459Z||2026-05-28T15:11:57.445443Z|3455,119.808,119.808,lead_time_fallback,fallback_no_direct_log,,0,0,96ec83d4d923fc6f44c0ff810e11b9c02f562ac1ca53b8ba81c4d7946a0c74be,"[[177.5,377.5],[190.0,175.0],[421.5,208.5],[425.5,321.0],[588.0,325.5],[596.5,206.5],[819.5,187.5],[824.0,375.5]]",8,,False,True,d366bcd1ee684385,3455,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,13,3360,2026-05-24T16:03:17.450225Z||2026-05-24T16:03:17.450209Z|3360,14.536,46.0,log,project+task+annotator,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,2,4,5afd73f36c02345ffd35785bf348bf27791fccdb76c3be6c60efe277190e65c2,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,160.0],[845.5,378.5]]",8,,True,True,86c80ddc2433f7df,3360,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,14,3530,2026-05-31T06:27:58.631075Z||2026-05-31T06:27:58.631061Z|3530,2.689,2.689,lead_time_fallback,fallback_no_direct_log,,0,0,5afd73f36c02345ffd35785bf348bf27791fccdb76c3be6c60efe277190e65c2,"[[191.0,372.5],[194.0,166.5],[418.0,324.0],[421.0,203.0],[597.0,200.0],[597.0,327.0],[842.0,160.0],[845.5,378.5]]",8,,False,True,0fb974eb2f3144ee,3530,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,15,3622,2026-06-01T08:10:07.195995Z||2026-06-01T08:10:07.195982Z|3622,268.684,294.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,11,f467181fd1de9aa325dc000d90617fcbc06308832a4925b35bce309d6868396a,"[[197.0,174.5],[197.0,372.5],[421.0,206.5],[423.0,326.5],[593.5,205.0],[593.5,324.5],[833.0,375.0],[837.5,163.5]]",8,,True,True,b0116da2af71a4ec,3622,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,17,3135,2026-05-19T07:53:45.939414Z||2026-05-19T07:53:45.939396Z|3135,82.86,87.0,log,project+task+annotator,active_times_2026-05-19.jsonl,1,6,aedb1176b04c2933d9d6d2dce7a4a5737cbb7429c42e639c13e1a495fe851f72,"[[194.5,373.5],[200.0,172.5],[419.0,205.0],[422.5,328.5],[593.0,325.5],[595.0,202.0],[848.5,158.0],[848.5,376.5]]",8,,True,True,2204ad06a7cf0671,3135,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,18,4699,2026-06-28T09:40:58.843017Z||2026-06-28T09:40:58.842994Z|4699,78.705,175.0,log,project+task+annotator,active_times_2026-06-28.jsonl,1,9,8f3ca27e7f6cdeb3a1a52679ad96cced17e314af9d21451eccb29e2f14fcbe7a,"[[196.0,169.0],[198.0,369.0],[421.5,319.0],[423.5,208.5],[590.0,317.0],[596.5,206.5],[840.5,377.5],[846.5,160.5]]",8,,True,True,6c11bfc31b800170,4699,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,19,4616,2026-06-27T12:46:33.887642Z||2026-06-27T12:46:33.887619Z|4616,21.079,149.0,log,project+task+annotator,active_times_2026-06-27.jsonl;active_times_2026-06-29.jsonl,2,14,cfe6ac4be2d16c2e05d317f4f2112ecfc2125e149309cc7e60abc730d545384c,"[[194.0,168.0],[214.5,374.5],[419.5,206.5],[419.5,319.5],[591.5,332.5],[595.5,201.5],[731.5,371.0],[732.5,176.0],[811.0,194.0],[812.5,376.0]]",10,,True,True,1ca216a593ef9439,4616,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3055,28:3055,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,PreScreen_manual,manual,2,4711,2026-06-29T14:21:33.992826Z||2026-06-29T14:21:33.992808Z|4711,3.768,28.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,6,8f3ca27e7f6cdeb3a1a52679ad96cced17e314af9d21451eccb29e2f14fcbe7a,"[[196.0,169.0],[198.0,369.0],[421.5,319.0],[423.5,208.5],[590.0,317.0],[596.5,206.5],[840.5,377.5],[846.5,160.5]]",8,,True,True,8e684346a4358fa7,4711,,1,single,False,True,
