schema_version,table_name,field_name,data_type,description_zh,missing_semantics_zh,source_role
uncertainty_substrate_v1,annotation_spine.csv,lead_time_status,string,annotation_spine.csv 的稳定机器字段 `lead_time_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,planned_import_match_status,string,annotation_spine.csv 的稳定机器字段 `planned_import_match_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,planned_import_source_paths_json,json_string,annotation_spine.csv 的稳定机器字段 `planned_import_source_paths_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,raw_export_path,string,annotation_spine.csv 的稳定机器字段 `raw_export_path`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,raw_export_sha256,string,annotation_spine.csv 的稳定机器字段 `raw_export_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,canonical_reconciliation_path,string,annotation_spine.csv 的稳定机器字段 `canonical_reconciliation_path`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_spine.csv,canonical_reconciliation_sha256,string,annotation_spine.csv 的稳定机器字段 `canonical_reconciliation_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,schema_version,string,annotation_version_lineage.csv 的稳定机器字段 `schema_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_annotation_version_id,string,annotation_version_lineage.csv 的稳定机器字段 `raw_annotation_version_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,revision_group_id,string,annotation_version_lineage.csv 的稳定机器字段 `revision_group_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_stage,string,annotation_version_lineage.csv 的稳定机器字段 `raw_stage`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,stage,string,统一阶段：P1、C1、C2-B 或 C2-A-RP。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,block_index,integer_or_blank,C2-A-RP 独立 block 编号；其他阶段为 0。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,project_id,string,annotation_version_lineage.csv 的稳定机器字段 `project_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,runtime_task_id,string,annotation_version_lineage.csv 的稳定机器字段 `runtime_task_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,base_task_id,string,annotation_version_lineage.csv 的稳定机器字段 `base_task_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_condition,string,原始条件码，不承担 task lane 或 scope 的复合语义。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_worker_id,string,annotation_version_lineage.csv 的稳定机器字段 `raw_worker_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,worker_id,string,annotation_version_lineage.csv 的稳定机器字段 `worker_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_annotation_id,string,Label Studio 原始 annotation ID；字符串。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,canonical_annotation_id,string,规范选中的标注记录身份；字符串。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,canonical_annotation_id_legacy_alias,string,annotation_version_lineage.csv 的稳定机器字段 `canonical_annotation_id_legacy_alias`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,canonical_join_status,string,annotation_version_lineage.csv 的稳定机器字段 `canonical_join_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,selected_canonical_version,string,annotation_version_lineage.csv 的稳定机器字段 `selected_canonical_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,independent_analysis_unit,string,annotation_version_lineage.csv 的稳定机器字段 `independent_analysis_unit`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,raw_only_reason,string,annotation_version_lineage.csv 的稳定机器字段 `raw_only_reason`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,version_index_within_task_worker,string,annotation_version_lineage.csv 的稳定机器字段 `version_index_within_task_worker`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,previous_raw_annotation_id_chronological,string,annotation_version_lineage.csv 的稳定机器字段 `previous_raw_annotation_id_chronological`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,parent_annotation,string,annotation_version_lineage.csv 的稳定机器字段 `parent_annotation`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,created_at,string,annotation_version_lineage.csv 的稳定机器字段 `created_at`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,updated_at,string,annotation_version_lineage.csv 的稳定机器字段 `updated_at`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,lead_time_seconds,number_or_blank,Label Studio lead time；始终与 active time 分列。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,result_count,integer_or_blank,annotation_version_lineage.csv 的稳定机器字段 `result_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,result_sha256,string,annotation_version_lineage.csv 的稳定机器字段 `result_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,source_path,string,annotation_version_lineage.csv 的稳定机器字段 `source_path`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,annotation_version_lineage.csv,source_sha256,string,annotation_version_lineage.csv 的稳定机器字段 `source_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,schema_version,string,image_registry.csv 的稳定机器字段 `schema_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,image_id,string,image_registry.csv 的稳定机器字段 `image_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,base_task_id,string,image_registry.csv 的稳定机器字段 `base_task_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,building_id,string,image_registry.csv 的稳定机器字段 `building_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,image_reference,string,image_registry.csv 的稳定机器字段 `image_reference`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,image_reference_sha256,string,image_registry.csv 的稳定机器字段 `image_reference_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,stage_set_json,json_string,image_registry.csv 的稳定机器字段 `stage_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,block_index_set_json,json_string,image_registry.csv 的稳定机器字段 `block_index_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,raw_condition_set_json,json_string,image_registry.csv 的稳定机器字段 `raw_condition_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,task_context_count,integer_or_blank,image_registry.csv 的稳定机器字段 `task_context_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,canonical_annotation_count,integer_or_blank,image_registry.csv 的稳定机器字段 `canonical_annotation_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,worker_count,integer_or_blank,image_registry.csv 的稳定机器字段 `worker_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,planned_import_source_paths_json,json_string,image_registry.csv 的稳定机器字段 `planned_import_source_paths_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,image_registry.csv,raw_export_source_paths_json,json_string,image_registry.csv 的稳定机器字段 `raw_export_source_paths_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,schema_version,string,task_context_master.csv 的稳定机器字段 `schema_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,task_context_id,string,task_context_master.csv 的稳定机器字段 `task_context_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,stage,string,统一阶段：P1、C1、C2-B 或 C2-A-RP。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,block_index,integer_or_blank,C2-A-RP 独立 block 编号；其他阶段为 0。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,raw_stage_set_json,json_string,task_context_master.csv 的稳定机器字段 `raw_stage_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,base_task_id,string,task_context_master.csv 的稳定机器字段 `base_task_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,image_id,string,task_context_master.csv 的稳定机器字段 `image_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,building_id,string,task_context_master.csv 的稳定机器字段 `building_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,raw_condition,string,原始条件码，不承担 task lane 或 scope 的复合语义。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,assistance_exposure,string,是否暴露模型预标注；与 task lane 正交。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,task_lane,string,任务 lane，如 outside、ordinary、stress、anchor、core。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,scope_status_set_json,json_string,task_context_master.csv 的稳定机器字段 `scope_status_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,dataset_group_set_json,json_string,task_context_master.csv 的稳定机器字段 `dataset_group_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,task_stratum_set_json,json_string,task_context_master.csv 的稳定机器字段 `task_stratum_set_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,canonical_annotation_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `canonical_annotation_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,worker_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `worker_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,worker_ids_json,json_string,task_context_master.csv 的稳定机器字段 `worker_ids_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,raw_geometry_computable_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `raw_geometry_computable_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,lead_time_available_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `lead_time_available_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,formal_active_time_available_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `formal_active_time_available_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,task_context_master.csv,reference_measurement_available_count,integer_or_blank,task_context_master.csv 的稳定机器字段 `reference_measurement_available_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,schema_version,string,geometry_variants.csv 的稳定机器字段 `schema_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,geometry_variant_id,string,geometry_variants.csv 的稳定机器字段 `geometry_variant_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,canonical_annotation_id,string,规范选中的标注记录身份；字符串。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,stage,string,统一阶段：P1、C1、C2-B 或 C2-A-RP。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,block_index,integer_or_blank,C2-A-RP 独立 block 编号；其他阶段为 0。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,base_task_id,string,geometry_variants.csv 的稳定机器字段 `base_task_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,raw_condition,string,原始条件码，不承担 task lane 或 scope 的复合语义。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,worker_id,string,geometry_variants.csv 的稳定机器字段 `worker_id`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,variant,string,几何版本：raw、strict_normalized 或 repaired。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,points_json,json_string,geometry_variants.csv 的稳定机器字段 `points_json`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,point_count,integer_or_blank,geometry_variants.csv 的稳定机器字段 `point_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,vertical_boundary_count,integer_or_blank,geometry_variants.csv 的稳定机器字段 `vertical_boundary_count`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,geometry_sha256,string,geometry_variants.csv 的稳定机器字段 `geometry_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,parse_status,string,geometry_variants.csv 的稳定机器字段 `parse_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,geometry_computable,string,该版本是否满足本表计算口径；不是历史 eligibility。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,strict_valid,boolean,geometry_variants.csv 的稳定机器字段 `strict_valid`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,strict_reason,string,geometry_variants.csv 的稳定机器字段 `strict_reason`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,pairing_method,string,geometry_variants.csv 的稳定机器字段 `pairing_method`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,seam_crossing_detected,string,geometry_variants.csv 的稳定机器字段 `seam_crossing_detected`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,topology_valid,boolean,geometry_variants.csv 的稳定机器字段 `topology_valid`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,repair_application_status,string,geometry_variants.csv 的稳定机器字段 `repair_application_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,repair_status,string,geometry_variants.csv 的稳定机器字段 `repair_status`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,algorithm_version,string,geometry_variants.csv 的稳定机器字段 `algorithm_version`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,algorithm_sha256,string,geometry_variants.csv 的稳定机器字段 `algorithm_sha256`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
uncertainty_substrate_v1,geometry_variants.csv,source_role,string,geometry_variants.csv 的稳定机器字段 `source_role`。,空值表示源未提供、结构不适用或不可评价；绝不自动解释为 0/false。,machine_output_schema
