schema_version,canonical_annotation_id,stage,block_index,project_id,runtime_task_id,base_task_id,raw_condition,worker_id,active_time_seconds,active_time_formal_available,historical_active_time_eligibility_status,timing_status,timing_rule_version,active_time_source,active_time_source_file,active_time_event_count,active_time_session_count,lead_time_seconds,lead_time_status,lead_time_is_active_time,event_fragment_role
uncertainty_substrate_v1,4785d000f2625c42,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,18,259,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,11,1,221.909,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,712e3eb9664c8fbc,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,19,12,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-27.jsonl,2,1,11.39,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,dc2410f47b0ae7f6,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,2,16,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-29.jsonl,2,1,13.456,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,e5a17929a8d3ddab,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,21,348,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-04.jsonl,16,1,216.324,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f7cef468b7fc1a50,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,26,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,4.5,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,03e01729807e10b2,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,27,459,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,17,2,388.286,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,8cd45265d79ac735,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,28,233,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,12,2,225.335,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f7889df0393772a8,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,29,494,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-24.jsonl,18,1,462.191,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,42cd5a13d2ad90e1,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,30,126,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,5,1,118.15,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,8044ecb0849dfec0,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,31,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,299.994,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,31ba2b8e12c0dae4,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,32,277,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-20.jsonl;active_times_2026-06-21.jsonl,15,1,263.328,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,8ada6a2e55916c35,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,33,445,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-21.jsonl,20,1,452.308,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,5dec5e1874a7a054,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,34,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,298.109,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,b66bb9496c68e5be,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,35,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,260.698,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,9f069c3bb68abdf2,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,36,357,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-23.jsonl,22,1,421.896,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,60bba1fdafe4c9bd,P1,0,41,3179,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,37,759,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-22.jsonl;active_times_2026-06-23.jsonl,28,1,699.011,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,62350f1ba1f6f629,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,6,244,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-22.jsonl,10,1,215.712,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,ced04aaa4e1efa7e,P1,0,30,3107,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,8,546,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-11.jsonl,19,1,523.453,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,a800c13498de5044,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,1,44,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-30.jsonl,2,1,38.036,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,82fb1dbda549df08,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,10,88,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-21.jsonl,4,1,83.39,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,b2e72f1eccfff1ce,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,11,412,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-31.jsonl,22,1,489.953,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,a3ab6a5900bc68ec,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,12,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,115.93,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,0425a943a10eec7b,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,13,28,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-24.jsonl,2,1,17.585,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,58c295ccb812be32,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,14,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,9.324,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,27dbf5c9cdf792b8,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,15,99,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-03.jsonl,7,1,66.543,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,3aa0bf741c4b39c3,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,17,76,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,4,1,70.002,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,bf04983c0e9d6481,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,18,325,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,15,1,260.612,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,00a98959a0e8cc08,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,19,18,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-27.jsonl,3,1,11.507,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,2cb026abc8f06cca,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,2,15,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-29.jsonl,3,1,12.569,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,c16f76b61a0c2732,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,21,47,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-04.jsonl,3,1,31.897,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,626ac6adf5415dd2,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,26,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,44.79,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,1c503eddee825845,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,27,231,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,9,2,47.296,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,4646bfc46dc3b9ce,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,28,411,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,18,2,322.074,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,bba1f0de8ac71831,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,29,559,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-24.jsonl,24,1,534.375,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,925ff212fc8d9104,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,30,304,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-17.jsonl,13,1,283.1,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,32eaa5e855ae90ee,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,31,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,280.532,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,628f11c0e0520639,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,32,465,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-20.jsonl;active_times_2026-06-21.jsonl,22,1,373.211,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,ffa6a35684824582,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,33,150,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-21.jsonl,8,1,138.295,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,7ed4383a08375303,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,34,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,320.629,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,81feb0e35cc60306,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,35,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,131.315,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f227fac3913dbc27,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,36,889,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-23.jsonl,45,1,1202.608,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,4d3e4911d8f07aa2,P1,0,41,3176,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,37,462,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-22.jsonl;active_times_2026-06-23.jsonl,18,1,434.166,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,075417b5f26b1723,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,6,44,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-22.jsonl,3,1,11.816,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,bf182260d97e72b4,P1,0,30,3104,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,8,304,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-11.jsonl,12,1,301.182,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,babc4e1b7d60b5ce,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,1,40,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-30.jsonl,4,1,26.372,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,1106d9b3309125ae,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,10,125,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-21.jsonl,5,1,122.005,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,b11846422ee8df2c,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,11,24,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-31.jsonl,2,1,20.306,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,38972f7a8ac6e59e,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,12,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,34.882,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,e13f31dcfeca786f,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,13,50,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-24.jsonl,4,1,26.095,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,c98ff21fd3ac34dc,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,14,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,21.093,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,ed7c1f77254fbb2a,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,15,281,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-01.jsonl,14,1,249.147,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,f9d6980bfc9259bd,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,17,114,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-05-25.jsonl,8,1,103.382,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,dee69b2b7ab15827,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,18,81,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-20.jsonl,5,1,63.071,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,708d8e2dff95ff2d,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,19,12,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-27.jsonl,2,1,3.637,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,6d3c8739804e5920,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,2,32,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-29.jsonl,3,1,22.114,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,d46ea988f490ef0f,P1,0,29,3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,21,17,true,eligible,project+task+annotator,frozen_stage_task_worker_active_time,log,active_times_2026-06-04.jsonl,3,1,9.82,available,false,audit_only_never_backfill_active_time
uncertainty_substrate_v1,a655ba3039d8cfc4,P1,0,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,26,,false,ineligible,fallback_no_direct_log,frozen_stage_task_worker_active_time,lead_time_fallback,,0,0,12.343,available,false,audit_only_never_backfill_active_time
