schema_version,image_id,base_task_id,building_id,image_reference,image_reference_sha256,stage_set_json,block_index_set_json,raw_condition_set_json,task_context_count,canonical_annotation_count,worker_count,planned_import_source_paths_json,raw_export_source_paths_json
uncertainty_substrate_v1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,f3d833bff393cfe36d1c1f388ea1fe1fc1020397806cd6f5f539926f72f6540f,"[""C1""]","[""0""]","[""manual"",""semi""]",2,10,10,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json"",""export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json""]"
uncertainty_substrate_v1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,ef7b3097c7271ea4801e3740559cac3c8745a2e9348abc619b66be2f33dae317,"[""C1""]","[""0""]","[""manual"",""semi""]",2,9,9,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json"",""export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json""]"
uncertainty_substrate_v1,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,fa5a177f0e8d0fb3f7e2ebcf33f02162cdba8666dcffaf5ccb2bfc0b8d9b2c12,"[""C1""]","[""0""]","[""manual""]",1,5,5,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,e0aae254ed8e68dae4cd0b79dce9172d4f2423641c65fe8cb6c6a687701a3fb6,"[""C1""]","[""0""]","[""manual""]",1,5,5,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,c4597689f01538462e3131cb60d55c192e7d15c821939044611483b5423d324a,"[""C1""]","[""0""]","[""manual""]",1,5,5,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,8e3b7bf4ee02e123238ccc83ff1024496d9b5275b6c72b6d5e3b1dc3156303be,"[""P1""]","[""0""]","[""semi""]",1,26,26,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json""]","[""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-29-at-2026-06-30-09-00-e7ea6931.json"",""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-40-at-2026-06-28-05-14-bb74a057.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,b5062d70d73e65bbe9508d5e5272a169baacbcff7c3fe7a8bace6bc508b3bcc0,"[""P1""]","[""0""]","[""manual""]",1,26,26,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]","[""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json"",""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,527f41a77f65e7d71c32ae0549369f60f6026a41352e2fba64270ade6e806abd,"[""C1""]","[""0""]","[""manual"",""semi""]",2,9,9,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json"",""export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,f4ec1f1119c74eafea69d0a855c442509eb9290d3ec22b468877c53dda88a73c,"[""C1""]","[""0""]","[""manual"",""semi""]",2,9,9,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json""]","[""export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json"",""export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,36e8dab3f1d23e72132b5aa253272b8dc9afb1f4f4c1fe3fb52c564a7ae103db,"[""P1""]","[""0""]","[""semi""]",1,26,26,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json""]","[""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-29-at-2026-06-30-09-00-e7ea6931.json"",""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-40-at-2026-06-28-05-14-bb74a057.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,094061263fab5657caff51db70c653650320d50d023188e58d02cd051ce11b8b,"[""P1""]","[""0""]","[""manual""]",1,26,26,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]","[""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json"",""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,4ed6344db938c4083722f25fe5251432da9dfae608a485856f0a504da252eca0,"[""C1""]","[""0""]","[""manual"",""semi""]",2,10,10,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json"",""export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,8d06f44af502615453b48231f63bb7dd95c6d29dfeb277ff2c53fa74a7d29216,"[""P1""]","[""0""]","[""manual""]",1,26,26,"[""import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json""]","[""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json"",""analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,92e879dd0778fc0e9afaa092660d70195cee2ccda66cf93e74471bbaab48a161,"[""C1""]","[""0""]","[""manual""]",1,5,5,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,4922ec406263004deb17598451cfccf17a827f0e4fb29268d6005110e0f716df,"[""C1""]","[""0""]","[""manual""]",1,6,6,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,c833b63d5c9d5b3a9872e32b7f84348348498efc10f5bb4b5bd7bf4ca7bd9c29,"[""C1""]","[""0""]","[""manual""]",1,5,5,"[""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json"",""import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json""]","[""export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json"",""export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,40a524dc4be269c7a5ef4f6d3c6aba1d82d95979cda13ef0d5ff253ffe7e0825,"[""C2-B""]","[""0""]","[""manual""]",1,20,20,"[""import_json/c2b/c2b_D8_batch_a_import_foreign_https.json"",""import_json/c2b/c2b_D8_batch_a_import_zh.json""]","[""export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json"",""export_label/c2B_English/project-76-at-2026-08-06-14-41-45400e98.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,e24ac64bd61019ee03af0a0f8d3da68cae3936c945b47e672d905debf82095f1,"[""C2-A-RP""]","[""2""]","[""manual""]",1,1,1,"[""import_json/c2a_rp/c2a_rp_block_2_import_zh.json""]","[""export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,f4c7f248db0ac6d92a425edec294b5591cfda5f5da784433cf0fc3219eacd76b,"[""C2-B""]","[""0""]","[""manual""]",1,2,2,"[""import_json/c2b/c2b_D8_batch_a_import_foreign_https.json"",""import_json/c2b/c2b_D8_batch_a_import_zh.json""]","[""export_label/c2B_English/project-76-at-2026-08-06-14-41-45400e98.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,cec975f9d970299dda321af6f3c6df741684b1dfce5e85c38be96429535ba65e,"[""C2-A-RP""]","[""1"",""2""]","[""manual""]",2,4,4,"[""import_json/c2a_rp/c2a_rp_block_1_import_foreign_https.json"",""import_json/c2a_rp/c2a_rp_block_1_import_zh.json"",""import_json/c2a_rp/c2a_rp_block_2_import_foreign_https.json""]","[""export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json"",""export_label/c2arp_block1/project-79-at-2026-08-10-07-21-c5055ba6.json"",""export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,185549ed362ac66e71f3770c849f4ecc21e7d78b5c1dd62b31548160c9bdb9d7,"[""C2-B""]","[""0""]","[""manual""]",1,1,1,"[""import_json/c2b/c2b_D8_batch_a_import_foreign_https.json"",""import_json/c2b/c2b_D8_batch_a_import_zh.json""]","[""export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json""]"
uncertainty_substrate_v1,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,addd7e926785ceff436e4d923d1287bbd38c257e9955a1587496240d25ce22ec,"[""C2-B""]","[""0""]","[""manual""]",1,2,2,"[""import_json/c2b/c2b_D8_batch_a_import_foreign_https.json"",""import_json/c2b/c2b_D8_batch_a_import_zh.json""]","[""export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json""]"
