schema_version,proposal_id,stage,block_index,base_task_id,image_id,building_id,initialization_source_kind,initialization_import_sha256_set_json,initialization_prediction_sha256,initial_geometry_hash,initial_points_json,initial_point_count,initial_geometry_computable,initial_geometry_consistency_status,planned_trap_family_set_json,trap_family_set_json,reference_identity_set_json,reference_sha256_set_json,reference_type_set_json,reference_availability_status,response_count,worker_count,source_path,source_sha256
uncertainty_substrate_v1,init:c1:5d16518880ebb854033d,C1,0,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",5d16518880ebb854033d75492f8ae03982e4a60706296d60e1940dbdac7b532d,d8eb985549c978763d3639e50ee1e1a1d5111fff35a1df2d892a7ce0fc17671c,"[[18.52,193.27],[18.52,322.8],[33.54,153.2],[33.54,364.29],[196.39,213.51],[196.39,301.42],[333.66,215.48],[333.66,299.33],[715.2,227.57],[715.2,286.44],[837.83,130.47],[837.83,387.23],[845.27,229.29],[845.27,284.61],[853.26,204.94],[853.26,310.5],[896.64,88.47],[896.64,428.49],[898.61,214.52],[898.61,300.35],[934.97,173.54],[934.97,343.39],[996.04,193.74],[996.04,322.31]]",24,true,consistent_across_responses,[],[],"[""gt:70:3388:4937""]","[""f1dbebab729d1334d3be8b44827db18a3c9755f4f39b75a8609cf346c94860d9""]","[""public_frozen_gt""]",partly_or_not_evaluable,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:729b96c73dbe1df68262,C1,0,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",729b96c73dbe1df6826218104b552497e5ed8c0003161e99365704f22f7cf052,ba82a452d3dfa034d592dbe3b540cd8db9a4d840dc64e0de5de82140ff772e1f,"[[124.86,185.12],[124.86,324.72],[391.0,186.68],[391.0,323.2],[573.65,116.16],[573.65,393.0],[575.93,171.8],[575.93,337.77],[625.65,131.81],[625.65,377.34],[990.92,164.21],[990.92,345.23]]",12,true,consistent_across_responses,[],[],"[""gt:70:3503:5052""]","[""380d9d0a8de4877561842242a59c816cae8d8fd790219af2bd3f5df8c53e4e16""]","[""public_frozen_gt""]",partly_or_not_evaluable,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:790daef3c4725636d613,C1,0,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",790daef3c4725636d61354438556747726f7a18fa307545d03c66c5510b2643d,fbead6f6357687ac5ee01da1ae2dc247f187abb06b322cb10529c2073ac865a7,"[[142.16,89.99],[142.16,418.59],[484.98,201.17],[484.98,308.52],[609.07,209.47],[609.07,300.53],[747.36,159.05],[747.36,349.47],[752.13,177.75],[752.13,331.19],[811.02,161.1],[811.02,347.46]]",12,true,consistent_across_responses,[],[],"[""gt:70:3547:5096""]","[""a9de992987417f221d3be16b08bdde2af76a270e0053b9b85ac99006ad0665e3""]","[""public_frozen_gt""]",available,5,5,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:7d95e07109dfaddd5de1,C1,0,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",7d95e07109dfaddd5de1ab904a089663796f583e383c1fe6d061f4b5214617c1,6d493c27d896c3c3d40b1273f6134953efebb73cf18657da4883c2766b574d29,"[[28.55,126.82],[28.55,388.15],[76.82,58.94],[76.82,455.0],[212.75,148.22],[212.75,366.67],[292.13,147.36],[292.13,367.54],[435.81,49.45],[435.81,464.22],[484.91,115.07],[484.91,399.86],[692.49,176.39],[692.49,338.1],[853.24,178.54],[853.24,335.91]]",16,true,consistent_across_responses,[],[],"[""gt:70:3674:5223""]","[""d2a1f88312d47da6b5a48fbf300b8cf88c87eced21dcd6fb97261f47173da9d3""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:85b9ff08fb3e86dd83d8,C1,0,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",85b9ff08fb3e86dd83d8ac2cfc5e93794b862dba0bcc80dd8e154d96c98b01b8,38970b27452a1f7da428487682d139a56b192903418e5d436b6084da324ae4d4,"[[1.36,187.24],[1.36,315.09],[3.55,115.42],[3.55,382.91],[40.89,117.97],[40.89,380.34],[494.21,180.9],[494.21,320.74],[661.53,207.97],[661.53,296.93],[882.98,209.84],[882.98,295.3]]",12,true,consistent_across_responses,[],[],"[""gt:70:3390:4939""]","[""dda71da473da96de435a58f79f4e21993679101457e75ac0bc5d9cbecb904f4d""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:a31d550f35694bbf96ee,C1,0,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",a31d550f35694bbf96eee979f79346f423020f7754596a0f03b39d2dfb7fe731,d3b5c31c1ccc5616a7e13a1aca864e7df5faa68a62f5bf1e40ed326037ba9732,"[[154.02,152.33],[154.02,361.52],[175.56,145.8],[175.56,368.09],[193.29,183.96],[193.29,329.54],[432.81,217.85],[432.81,295.03],[545.25,213.92],[545.25,299.04],[898.7,136.01],[898.7,377.91],[1014.51,87.05],[1014.51,426.63],[1016.93,109.35],[1016.93,404.52]]",16,true,consistent_across_responses,[],[],"[""gt:70:3375:4924""]","[""8cc0131f82dc7c201574ed71f5f3470f5bae6bc61b4319374c4663198d185bed""]","[""public_frozen_gt""]",available,5,5,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:a84af71ee2c555dff4dd,C1,0,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",a84af71ee2c555dff4dd9826abda307e0a1022aa180f4d4eb89c55e0a7e42ae3,c0869b5197ab957e6c6218ab1b106fb7c618855e7887aea9835833f8db2c2927,"[[5.87,219.85],[5.87,312.48],[11.85,186.42],[11.85,358.6],[40.42,220.9],[40.42,310.91],[427.06,187.93],[427.06,356.68],[673.76,211.55],[673.76,324.62],[871.0,213.1],[871.0,322.38]]",12,true,consistent_across_responses,[],[],"[""gt:70:3548:5097""]","[""364878adb632b7c522a9324cf433cab0556f704055466c83fca5a0f7e4a0a59c""]","[""public_frozen_gt""]",available,5,5,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:b5b3feaa796b5cc090a6,C1,0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",b5b3feaa796b5cc090a614b2d49965be61986ec5742fa029366454d97d1956be,e88d9ab7d404c7e14c4bcf709b5446ad55533593c89e74bbb9426f889f36250f,"[[230.41,207.55],[230.41,336.61],[280.58,207.51],[280.58,336.68],[733.18,189.45],[733.18,362.08],[804.22,189.57],[804.22,361.93]]",8,true,consistent_across_responses,[],[],"[""gt:70:3519:5068""]","[""cbd31515d807da43af7b75510013a9c25b4aded49327ef46b483599789260f72""]","[""public_frozen_gt""]",partly_or_not_evaluable,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:c128d9e8ac4257262e6a,C1,0,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",c128d9e8ac4257262e6a29a1013a093b64448d7859c21ed2db9c6d6a973a6b4c,cba33fa4a1bd356b360a644bf0a0d4344e23e15252760f1e68949574a3ebcfaf,"[[66.92,182.55],[66.92,368.88],[367.09,132.92],[367.09,421.6],[671.18,142.49],[671.18,412.75],[945.47,184.7],[945.47,366.15]]",8,true,consistent_across_responses,[],[],"[""gt:70:3563:5112""]","[""85f600a1c02d933e37dbf7c46c53e72efd9edf27a0c8a264ffdfd9d34b5ed520""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:c78b37a742bafbe739e8,C1,0,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",c78b37a742bafbe739e81f7fe722d4da67b0b1ae308deff5d4df3d05b8c8fadc,c39e29e0f6a51bcfdaaa3027751e02606760bded479448f6ad4f3264c073d534,"[[241.41,224.2],[241.41,286.6],[270.05,224.19],[270.05,286.61],[731.44,179.07],[731.44,330.35],[836.91,135.96],[836.91,372.85],[914.4,204.61],[914.4,305.52],[959.29,196.17],[959.29,313.71]]",12,true,consistent_across_responses,[],[],"[""gt:70:3594:5143""]","[""e78a749c282d556871417b509689f911a55431fbfd8160b250a1cd890f80065f""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:ed39ce008aa867c33452,C1,0,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",ed39ce008aa867c334525809de2d6e4761980ac74d9f64367022be803ef63edf,75b8d7cc4c055b3b17028419aff94470e6faaf391445e7b8c1b3d11d22ff5fe0,"[[146.65,198.22],[146.65,305.92],[165.85,206.59],[165.85,298.56],[166.9,193.46],[166.9,310.13],[311.74,201.67],[311.74,302.88],[639.4,152.94],[639.4,347.16],[903.67,177.11],[903.67,324.81],[919.48,165.28],[919.48,335.63],[931.41,161.54],[931.41,339.1],[937.81,166.28],[937.81,334.71],[938.59,195.27],[938.59,308.53],[989.01,150.22],[989.01,349.73],[1003.45,187.37],[1003.45,315.57]]",24,true,consistent_across_responses,[],[],"[""gt:70:3526:5075""]","[""18a675a6506c51b8cffb35efd88ba52ce673f8d2fcf295fca0ba734571e916c7""]","[""public_frozen_gt""]",available,5,5,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
