schema_version,task_context_id,stage,block_index,raw_stage_set_json,base_task_id,image_id,building_id,raw_condition,assistance_exposure,task_lane,scope_status_set_json,dataset_group_set_json,task_stratum_set_json,canonical_annotation_count,worker_count,worker_ids_json,raw_geometry_computable_count,lead_time_available_count,formal_active_time_available_count,reference_measurement_available_count
uncertainty_substrate_v1,5716437005f819b04bc64f6d,P1,0,"[""P1""]",UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",23,26,20,0
uncertainty_substrate_v1,f05e282210835addb457bfca,P1,0,"[""P1""]",UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,cdce0accbb2d56e333b3a259,P1,0,"[""P1""]",UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,9075c14ef25a8c0c37e92a4d,P1,0,"[""P1""]",UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,2d17db1980dbabd9f2831735,P1,0,"[""P1""]",X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
uncertainty_substrate_v1,bbc1812323821a2a896e7495,P1,0,"[""P1""]",X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,74aba7912ac0b7fe57e255db,P1,0,"[""P1""]",Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,4e1d867cf39dfc4c14f9fef1,P1,0,"[""P1""]",b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,0
uncertainty_substrate_v1,62060f127b4285f790ead3b6,P1,0,"[""P1""]",b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,aac1beb98f2deb1ba9c46b93,P1,0,"[""P1""]",b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,52fb36288c9e09027b65646d,P1,0,"[""P1""]",e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,26a81567a14b9b4ffa1047fc,P1,0,"[""P1""]",e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
uncertainty_substrate_v1,a7018ce5097e9029bb9da3c0,P1,0,"[""P1""]",e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
uncertainty_substrate_v1,21d36116e54fa3ca4d783607,P1,0,"[""P1""]",e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,878521e851ad2676ba657fa9,P1,0,"[""P1""]",e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,df66af07992f6e3d8f8e8a38,P1,0,"[""P1""]",e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,19,26
uncertainty_substrate_v1,b4dcf746ed6b6d02f08f1827,P1,0,"[""P1""]",q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,0820e5868e4aa3c6bc15dbcc,P1,0,"[""P1""]",q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,ff46230dbd8516ce5e00aa03,P1,0,"[""P1""]",q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,bd1652c893280ac9bd3fda95,P1,0,"[""P1""]",q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,8eb809b0828056166295d72a,P1,0,"[""P1""]",q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,0ef4c1818af1faf4f568f633,P1,0,"[""P1""]",q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,24c4c1ca68db117c400df4a0,P1,0,"[""P1""]",rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,13c73bd8916159e0b714357a,P1,0,"[""P1""]",rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,315c0c3dea87a669e7f0bd8e,P1,0,"[""P1""]",rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,19,26
uncertainty_substrate_v1,0f4c8b35affc37c0b37cf738,P1,0,"[""P1""]",rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,0
uncertainty_substrate_v1,a205f11792f477d92c81c045,P1,0,"[""P1""]",rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,d6cc7af3282fc17dc22cc1c3,P1,0,"[""P1""]",uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,0c691f6674d1e770715c3727,P1,0,"[""P1""]",uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",25,25,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,25,20,0
uncertainty_substrate_v1,004e346c70757c6d346fd04a,P1,0,"[""P1""]",uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,88bcce68b13a93ccf1bc3a31,P1,0,"[""P1""]",uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,7af4a97cc11608e288f2b34a,P1,0,"[""P1""]",uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,26
uncertainty_substrate_v1,0df815eeab91295a34a1b965,P1,0,"[""P1""]",uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,9e62a4ef337f2641b295c078,P1,0,"[""P1""]",uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,607af5f9e1ca0e9f1abf88db,P1,0,"[""P1""]",uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,5150b784393bc3394b44f467,P1,0,"[""P1""]",wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,e2c543afaa07932a64387232,P1,0,"[""P1""]",wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
