base_task_id,building_id,image_reference,remote_reference_available,workspace_local_found,workspace_local_path,git_tracked_image_found,candidate_image_count,risk,risk_design_score_A,g_duplicate_peak,g_postprocess_invalid,g_seam_instability,g_topology_invalid,feature_timing,reference_status,image_sha256,image_parse_status,image_width,image_height,image_only_feature_version,mean_luma,horizontal_gradient_mean_wrap,horizontal_gradient_mean_no_seam,seam_gradient_mean,vertical_edge_mean,vertical_edge_p90_proxy,boundary_gradient_mean,ceiling_boundary_row_norm,ceiling_boundary_strength,floor_boundary_row_norm,floor_boundary_strength,edge_density_proxy,confirmatory_status,frozen_preassignment_n_ready,legacy_difficulty_label,legacy_label_status,gt_keypoint_count,gt_pair_count,proposal_initial_quality_mean,post_meta_response_pattern_entropy_mean,post_meta_jaccard_disagreement_mean,post_meta_modal_response_share_mean,image_feature_classification,model_feature_classification,legacy_difficulty_classification,post_meta_classification
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,True,True,data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,577ee28803b86d5e00a8667aca7d3bbf0ba391aa65925ad932ddbb705b18b1b3,ready,1024,512,image_only_pil_grayscale_downsample_v1,133.82101440429688,4.184326171875,4.173498774509804,6.9453125,4.173498774509804,12,5.82234251968504,0.4453125,8.1171875,0.828125,20.18359375,0.09137561274509803,not_evaluable,0.0,occlusion;low_texture,legacy_proxy,16.0,8.0,1.0,0.47387642393893514,0.39,0.7333333333333333,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,True,True,data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,beaf423d5b5ec24c3fcc583ed1268e7a502c41744781f8d916e65650b379f388,ready,1024,512,image_only_pil_grayscale_downsample_v1,135.27972412109375,4.00244140625,4.010049019607843,2.0625,4.010049019607843,9,4.079293799212598,0.40625,11.71875,0.546875,17.390625,0.06462928921568628,not_evaluable,0.0,occlusion,legacy_proxy,20.0,10.0,1.0,0.6536980865137969,0.48,0.6799999999999999,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,True,True,data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,45a118303eb2cfa34f3bb699bcae97cb05c60e061e6ac5438ece0b9dda9d0168,ready,1024,512,image_only_pil_grayscale_downsample_v1,138.0692138671875,3.229736328125,3.239705882352941,0.6875,3.239705882352941,8,3.552472933070866,0.4609375,9.95703125,0.6875,16.04296875,0.05431985294117647,,,,,,,,0.5867070452737222,0.5,0.7,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,True,True,data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,1b9dd41ec4693eb3c854826a94bc75e2360018d841031ddc6d7cd35c4c9dcd7d,ready,1024,512,image_only_pil_grayscale_downsample_v1,124.92489624023438,5.48846435546875,5.457383578431372,13.4140625,5.457383578431372,14,6.57624876968504,0.453125,14.01953125,0.7734375,15.875,0.09998468137254903,,,,,,,,0.47513526961661734,0.275,0.8,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,True,True,data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,993dbaf04abb720d56e0c00163d27d34e076b0f658ae79344df5d6b97a4c4416,ready,1024,512,image_only_pil_grayscale_downsample_v1,136.57858276367188,2.8297119140625,2.8394607843137254,0.34375,2.8394607843137254,6,2.309301181102362,0.3984375,6.609375,0.75,7.25,0.03852634803921569,,,,,,,,0.5867070452737222,0.35,0.7,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,True,True,trap集/semi/过度解析/task505/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.png,True,4,,,,,,,,,c56fadb04a2a853705f3efd72ef6e3bd052e3c98f992bb2f98f499b758b5d229,ready,2048,1024,image_only_pil_grayscale_downsample_v1,129.75787353515625,5.40997314453125,5.388082107843137,10.9921875,5.388082107843137,14,7.158649114173229,0.4296875,15.74609375,0.640625,24.08984375,0.10818014705882353,,,,,,,,1.063937816913744,0.4724786324786325,0.5256410256410257,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,True,True,trap集/manual/拼接缝及拉伸/task687/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.png,True,4,,,,,,,,,bb0afb5317db082892a2b70b4a9792f37381915bb2fb6d4d3e98be96199b1da7,ready,2048,1024,image_only_pil_grayscale_downsample_v1,126.08767700195312,4.2965087890625,4.305361519607843,2.0390625,4.305361519607843,12,5.110513041338582,0.203125,18.12109375,0.546875,7.5390625,0.0753829656862745,,,,,,,,0.9755720808454009,0.4535897435897436,0.7307692307692308,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,64dcf4b257dbd513ba934e2a8e5d9c5e370c270c96ac07c6377a38e50d30c7a7,ready,1024,512,image_only_pil_grayscale_downsample_v1,131.2928466796875,4.22119140625,4.223958333333333,3.515625,4.223958333333333,11,4.984621062992126,0.3046875,16.04296875,0.546875,10.89453125,0.07899816176470588,not_evaluable,0.0,,none,8.0,4.0,1.0,0.7423792502862029,0.5166666666666667,0.65,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,1ba24e44195a9d23e58ac7d2b8e91329b1ad0e6aec0a306415d441b2f386f706,ready,1024,512,image_only_pil_grayscale_downsample_v1,121.77053833007812,4.71075439453125,4.719117647058823,2.578125,4.719117647058823,12,4.980099655511811,0.2734375,10.609375,0.578125,12.55859375,0.08025428921568628,not_evaluable,0.0,occlusion,legacy_proxy,8.0,4.0,1.0,0.5274551946179319,0.41,0.77,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,False,3,,,,,,,,,064b5b61bedbaa3f0d190f0f41377722024b89223b065066860e973a4528250c,ready,1024,512,image_only_pil_grayscale_downsample_v1,137.82730102539062,4.19952392578125,4.200949754901961,3.8359375,4.200949754901961,11,5.400529035433071,0.40625,20.1953125,0.828125,11.4453125,0.0838235294117647,,,,,,,,1.1345707311934012,0.5757264957264957,0.5641025641025641,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,True,True,trap集/manual/拼接缝及拉伸/task510/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,True,4,,,,,,,,,5106675408ef64eccc0bbca9347fb4d0897a84a2148942960b6ea23b62caefbd,ready,2048,1024,image_only_pil_grayscale_downsample_v1,136.54977416992188,3.07330322265625,3.083455882352941,0.484375,3.083455882352941,7,4.032357283464567,0.46875,15.58984375,0.8515625,7.3046875,0.05474877450980392,,,,,,,,1.150078748731322,0.5643589743589743,0.5961538461538461,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,4149c3888c348725935b52d4d21dc11f4d5eba2ff7a6e30515830ed941267d71,ready,1024,512,image_only_pil_grayscale_downsample_v1,137.47012329101562,3.08843994140625,3.0978860294117645,0.6796875,3.0978860294117645,8,3.683009350393701,0.46875,14.37890625,0.8515625,6.20703125,0.05358455882352941,not_evaluable,0.0,,none,12.0,6.0,1.0,0.9246479418592056,0.5728888888888889,0.55,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,True,True,trap集/manual/拼接缝及拉伸/task570(同时是角点错位)/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.png,True,4,,,,,,,,,eaffbfbd5c30c96be4c3c4a31881c0be006887d341aa4a8c2265d25d29c88897,ready,2048,1024,image_only_pil_grayscale_downsample_v1,137.75384521484375,4.88702392578125,4.898376225490196,1.9921875,4.898376225490196,13,6.3133919783464565,0.40625,18.953125,0.828125,10.65625,0.10160845588235294,,,,,,,,1.2935418895452917,0.6307692307692307,0.4807692307692307,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,ec6bf0ef00092b7876ac46ccd0ec83b615559266d53be87385810c5a4aa47de7,ready,1024,512,image_only_pil_grayscale_downsample_v1,137.22311401367188,3.14251708984375,3.143811274509804,2.8125,3.143811274509804,7,2.8746924212598426,0.453125,10.1328125,0.625,7.3125,0.036488970588235296,,,,,,,,0.9162907318741551,0.5666666666666667,0.6000000000000001,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,a08917387f25113e093ecaa569af936b7a4a8083fd65d5e4538a82ceba4345af,ready,1024,512,image_only_pil_grayscale_downsample_v1,137.56814575195312,4.88507080078125,4.896629901960784,1.9375,4.896629901960784,13,5.1735974409448815,0.40625,18.5625,0.84375,9.47265625,0.08860294117647059,,,,,,,,1.0056358089538555,0.5499999999999999,0.5833333333333334,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,df1d3266bb60f3c420f89566257073de3ec2cf4ba16be40f05c1dbd5cab4a163,ready,1024,512,image_only_pil_grayscale_downsample_v1,130.60333251953125,4.40655517578125,4.414491421568627,2.3828125,4.414491421568627,10,8.350362942913385,0.2890625,22.828125,0.609375,18.6796875,0.10530024509803922,,,,,,,,0.47513526961661734,0.15833333333333338,0.8,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,False,3,4.425093081348839,4.425093081348839,,,,,pre_task,use_existing_public_gt_as_is,7da3fb414f970017627aa0f7e3a2ded1e30c51249ba20c7f6d1d4b91716c51d2,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.07107543945312,5.5411376953125,5.550704656862745,3.1015625,5.550704656862745,15,5.22800812007874,0.4375,20.34375,0.8203125,14.81640625,0.0842984068627451,,,,,,,,1.25471560917067,0.5760964912280703,0.525,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,False,3,4.026439012481026,4.026439012481026,,,,,pre_task,use_existing_public_gt_as_is,68083b95438f2db031b0d2e914b7f475773290b67398916cea099452f282fe82,ready,1024,512,image_only_pil_grayscale_downsample_v1,129.9705810546875,4.95648193359375,4.946078431372549,7.609375,4.946078431372549,14,4.510150098425197,0.4296875,13.3203125,0.6875,9.265625,0.08154105392156863,,,,,,,,0.0,,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,False,3,4.331965706250457,4.331965706250457,,,,,pre_task,use_existing_public_gt_as_is,5d39384030f2c48b33b707b3ca335bce2ce1507bf426f8fb07b6b3ff975fcc51,ready,1024,512,image_only_pil_grayscale_downsample_v1,129.791015625,4.35345458984375,4.345373774509804,6.4140625,4.345373774509804,10,4.50615157480315,0.4609375,19.33984375,0.84375,14.3046875,0.058333333333333334,,,,,,,,0.34657359027997264,0.25,0.75,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,False,3,14.109703699097196,14.109703699097196,,,,,pre_task,use_existing_public_gt_as_is,ed1e009ef730644d35144bed1ff635c7c084663bf728da0547882018a262b54b,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.67709350585938,2.51123046875,2.507199754901961,3.5390625,2.507199754901961,5,3.4024360236220472,0.453125,6.515625,0.734375,12.109375,0.03723958333333333,,,,,,,,0.5198603854199589,0.75,0.625,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
