analysis_lane,analysis_lane_zh,base_task_id,condition,condition_zh,worker_id,is_largest_mode,is_supported_minority_mode,cluster_support,cluster_count,building_id,annotation_id,cluster_rank,n_pairs,task_centered_n_pairs,assignment_provenance,formal_use_allowed,worker_process_class
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,6,True,False,20,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,2,True,False,20,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,1,False,True,2,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,32,False,True,2,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,30,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,1,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,29,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,13,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,36,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,35,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,6,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,28,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,15,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,31,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,34,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,33,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,11,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,2,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,17,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,18,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,8,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,10,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,27,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,12,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,32,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,37,False,False,1,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,17,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,12,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,37,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,29,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,33,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,35,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,36,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,18,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,34,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,30,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,31,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,2,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,11,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,6,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,13,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,1,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,10,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,27,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,15,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,32,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,8,True,False,21,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,纯人工,28,False,False,1,2,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,11,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,35,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,8,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,28,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,29,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,32,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,15,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,33,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,30,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,10,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,34,True,False,11,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,36,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,18,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,6,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,2,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,13,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,17,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,27,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,12,False,True,8,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,37,False,True,2,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,31,False,True,2,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,1,False,False,1,4,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,2,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,17,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,8,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,18,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,15,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,28,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,32,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,35,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,11,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,29,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,10,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,6,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,13,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,30,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,33,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,37,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,36,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,12,False,True,3,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,1,False,True,3,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,27,False,True,3,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,31,False,False,1,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,纯人工,34,False,False,1,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,28,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,13,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,6,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,12,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,8,True,False,5,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,36,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,34,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,32,False,True,4,7,,,,,,,,
