stage,stage_zh,condition,condition_zh,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,geometry_uncertainty_class_zh,measurement_lane,measurement_lane_zh
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,6,6,0,"{""10"": 1, ""8"": 5}",2,0.4505612088663046,0.2777777777777777,0.8333333333333334,0.3333333333333333,10,0.0342983420645041,0.0304878495028775,0.0869072484860599,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,5,5,5,0,"{""18"": 1, ""20"": 3, ""8"": 1}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.0928054856434674,0.0589678670319488,0.0932322417341032,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0176887842880791,0.0133078636425989,0.019474321504303,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.1154248051531648,0.0657838980265994,0.1528016537971335,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,5,5,4,1,"{""10"": 1, ""12"": 1, ""16"": 1, ""20"": 1}",4,1.3862943611198906,0.75,0.25,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,5,5,5,0,"{""10"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0520173254200872,0.0321520111764288,0.0803553014413341,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,7,7,6,1,"{""10"": 2, ""12"": 2, ""8"": 2}",3,1.0986122886681096,0.6666666666666667,0.3333333333333333,0.8,3,0.004258841407764,0.002878484374294,0.0641743676518358,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,5,5,5,0,"{""12"": 2, ""14"": 1, ""16"": 1, ""8"": 1}",4,1.3321790402101223,0.72,0.4,0.9,1,0.0463358843626138,0.0463358843626138,0.0463358843626138,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,23,23,23,0,"{""12"": 1, ""8"": 22}",2,0.1788449127168475,0.0831758034026464,0.9565217391304348,0.0869565217391304,231,0.1077868467954623,0.0176770829208928,0.1448215985082994,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,5,5,5,0,"{""12"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.1497004525647073,0.1137799365593111,0.1559974929077482,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0940777972301278,0.0576483656348603,0.095592214315319,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,5,5,5,0,"{""12"": 1, ""16"": 3, ""8"": 1}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.1460415445262943,0.1362085246520158,0.1520920552386731,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0380292543990146,0.013670509174025,0.1398770329927148,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0131344995224534,0.0119403504463963,0.0746498007051069,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0993090372595019,0.0161591041488783,0.107426889251516,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,5,5,5,0,"{""12"": 4, ""8"": 1}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1774942732941333,0.1383376869570075,0.1822667457384991,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.1762879041256083,0.1226066694086074,0.1971288808273143,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0928091487266318,0.0064699618389075,0.0941665514064995,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0499795567078389,0.0255441015713407,0.1142080026175146,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0418899186829524,0.0144737528877019,0.1073250241535287,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0122949873819728,0.0101866859247798,0.1411033033778738,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1510021602658798,0.1128540567324603,0.1900917095094809,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,5,5,3,2,"{""10"": 1, ""16"": 1, ""20"": 1}",3,1.0986122886681096,0.6666666666666667,0.3333333333333333,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.1141710459376504,0.0920823391657761,0.1353313439226229,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0063872773018233,0.0035599444002764,0.0787737194751602,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,5,5,5,0,"{""10"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1131719311751598,0.0979354117806196,0.1282132515930905,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.1084926985014305,0.0076587389029272,0.1107489811965237,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,5,5,5,0,"{""10"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.133319610018899,0.1032067398456636,0.1635366822131332,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,5,5,5,0,"{""12"": 1, ""14"": 1, ""22"": 1, ""36"": 1, ""8"": 1}",5,1.6094379124341005,0.7999999999999999,0.2,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0957850983457991,0.0074215611975329,0.184356936095253,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,23,23,23,0,"{""10"": 2, ""8"": 21}",2,0.2954391918721161,0.1587901701323253,0.9130434782608696,0.1660079051383399,211,0.2096408388744841,0.1524063776132896,0.2263994949613411,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,5,5,5,0,"{""10"": 1, ""12"": 2, ""28"": 2}",3,1.0549201679861442,0.6399999999999999,0.4,0.8,2,0.1554340056169656,0.1412145661319489,0.1696534451019824,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.1906546306012389,0.1591882191949973,0.1915409082317458,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,23,23,0,"{""12"": 1, ""8"": 22}",2,0.1788449127168475,0.0831758034026464,0.9565217391304348,0.0869565217391304,231,0.0098261129670433,0.0065269959780107,0.0818093447331982,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,6,6,6,0,"{""10"": 1, ""12"": 2, ""14"": 3}",3,1.0114042647073516,0.6111111111111112,0.5,0.7333333333333333,4,0.0025139848814453,0.0020495311973452,0.0312969082543472,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,23,23,0,"{""8"": 23}",1,-0.0,0.0,1.0,0.0,253,0.0512380337292223,0.0054866821880361,0.1602012038095149,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,23,23,23,0,"{""10"": 2, ""12"": 3, ""14"": 7, ""16"": 9, ""22"": 1, ""8"": 1}",6,1.479906239123176,0.7258979206049149,0.391304347826087,0.758893280632411,61,0.1916031421357578,0.1359044401797653,0.2166587800140088,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,5,5,0,"{""10"": 1, ""16"": 3, ""8"": 1}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.0968202031907954,0.0484101015953977,0.0968202031907954,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,5,5,0,"{""12"": 3, ""14"": 1, ""8"": 1}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.0120000959080655,0.0094169594331248,0.0130626454140137,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,5,5,5,0,"{""16"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.1428125124073326,0.135674125802145,0.1508305894588142,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0313284973550623,0.0149861502413465,0.0840758669823656,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,5,5,0,"{""10"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1327615937784846,0.1283768076200219,0.1380626320845992,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0247513739291661,0.0091479751499956,0.0502649765501927,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,23,23,0,"{""10"": 1, ""12"": 8, ""14"": 2, ""8"": 12}",4,1.055463498885037,0.5973534971644612,0.5217391304347826,0.6245059288537549,95,0.0977564536323503,0.0526006263853095,0.1117031699821019,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,23,23,0,"{""10"": 1, ""12"": 4, ""14"": 5, ""16"": 5, ""18"": 3, ""8"": 5}",6,1.7014688682336978,0.8090737240075614,0.217391304347826,0.8458498023715415,39,0.1660563496400969,0.0577287968517758,0.1948141571565206,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,6,6,6,0,"{""16"": 1, ""8"": 5}",2,0.4505612088663046,0.2777777777777777,0.8333333333333334,0.3333333333333333,10,0.0036264030446788,0.002114467062627,0.0927452060343882,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.0042870091450109,0.0028757350242803,0.0058169591446714,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,23,23,0,"{""10"": 3, ""12"": 3, ""14"": 1, ""16"": 6, ""18"": 5, ""20"": 5}",6,1.6817285780283675,0.8015122873345936,0.2608695652173913,0.8379446640316206,41,0.09422218951531,0.0687461558712983,0.1358745230483601,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,5,5,0,"{""12"": 2, ""14"": 1, ""20"": 1, ""8"": 1}",4,1.3321790402101223,0.72,0.4,0.9,1,0.1145187994176774,0.1145187994176774,0.1145187994176774,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,5,5,0,"{""10"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1477357207123254,0.1364280911962769,0.1746833233555825,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
