stage,stage_zh,condition,condition_zh,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,geometry_uncertainty_class_zh,measurement_lane,measurement_lane_zh,pair_row_count,worker_id_left,worker_id_right,same_topology,cyclic_rmse_diagonal_normalized,n_corners_left,n_corners_right,image_reference,topology_agreement_class,coordinate_disagreement_band,sensitivity_role
C2-A-RP-B2,校准二阶段风险精度块二,manual,纯人工,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0048895081132089,0.0048895081132089,0.0048895081132089,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,17,8,True,0.0048895081132089,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,2,2,2,0,"{""10"": 1, ""12"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,36,37,False,,12,10,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1320497350915695,0.1320497350915695,0.1320497350915695,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,11,12,True,0.1320497350915695,12,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0178740896485078,0.0178740896485078,0.0178740896485078,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,1,10,True,0.0178740896485078,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1165637517330177,0.1165637517330177,0.1165637517330177,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,32,33,True,0.1165637517330177,12,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,2,2,0,"{""16"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,30,31,False,,8,16,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,2,2,2,0,"{""10"": 1, ""16"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,36,37,False,,16,10,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0006453627877894,0.0006453627877894,0.0006453627877894,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,13,15,True,0.0006453627877894,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,2,2,2,0,"{""14"": 1, ""16"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,1,10,False,,14,16,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,28,29,False,,18,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,2,2,2,0,"{""12"": 1, ""14"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,11,12,False,,12,14,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_855bc326ad174253b57626daf123c608.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,28,29,False,,18,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0076848232146717,0.0076848232146717,0.0076848232146717,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,34,35,True,0.0076848232146717,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0142399039159466,0.0142399039159466,0.0142399039159466,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,1,10,True,0.0142399039159466,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1187063060361342,0.1187063060361342,0.1187063060361342,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,2,6,True,0.1187063060361342,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,2,2,2,0,"{""12"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,13,15,False,,12,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
