stage,stage_zh,language_cohort,project_id,runtime_task_id,base_task_id,building_id,worker_id,canonical_annotation_id,raw_annotation_id,initialization_artifact_id,initialization_import_sha256,initialization_prediction_sha256,initial_geometry_hash,final_geometry_hash,exact_geometry_equal,geometry_edit_rmse_px,geometry_edit_rmse_panorama_diagonal_normalized,geometry_edit_distance_not_evaluable_reason,U_initial,U_final,delta_U,initial_structurally_valid,final_structurally_valid,initial_quality_status,final_quality_status,proposal_failure,model_issue_choice,issue_reported,acceptable_reported,semi_role,planned_trap_family,trap_family,trap_family_source,trap_source_type,reference_identity,reference_sha256,reference_type,reference_eligible,formal_assignment_eligible,process_eligible,independence_eligible,analysis_eligible,c1_eligible_worker,current20_worker,stage_role,unmodified_trap_submission_eps_0,strict_blind_trust_eps_0,issue_reported_without_quality_improvement_eps_0,quality_improving_correction_eps_0,negative_metric_change_correction_eps_0,control_false_alarm_eps_0,control_overcorrection_eps_0,non_negative_metric_change_control_handling_eps_0,issue_geometry_edit_concordant_eps_0,unmodified_trap_submission_eps_0_01,strict_blind_trust_eps_0_01,issue_reported_without_quality_improvement_eps_0_01,quality_improving_correction_eps_0_01,negative_metric_change_correction_eps_0_01,control_false_alarm_eps_0_01,control_overcorrection_eps_0_01,non_negative_metric_change_control_handling_eps_0_01,issue_geometry_edit_concordant_eps_0_01,unmodified_trap_submission_eps_0_02,strict_blind_trust_eps_0_02,issue_reported_without_quality_improvement_eps_0_02,quality_improving_correction_eps_0_02,negative_metric_change_correction_eps_0_02,control_false_alarm_eps_0_02,control_overcorrection_eps_0_02,non_negative_metric_change_control_handling_eps_0_02,issue_geometry_edit_concordant_eps_0_02,unmodified_trap_submission_eps_0_05,strict_blind_trust_eps_0_05,issue_reported_without_quality_improvement_eps_0_05,quality_improving_correction_eps_0_05,negative_metric_change_correction_eps_0_05,control_false_alarm_eps_0_05,control_overcorrection_eps_0_05,non_negative_metric_change_control_handling_eps_0_05,issue_geometry_edit_concordant_eps_0_05,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized,worker_caused_structural_failure_x,failure_attribution,frozen_harmonization_validity_status,frozen_harmonization_assertion_source,frozen_initialization_provenance_status,proposal_accepted_unchanged_eps_0,issue_reported_eps_0,geometry_edited_eps_0,non_negative_metric_change_handling_eps_0,proposal_accepted_unchanged_eps_0_01,issue_reported_eps_0_01,geometry_edited_eps_0_01,non_negative_metric_change_handling_eps_0_01,proposal_accepted_unchanged_eps_0_02,issue_reported_eps_0_02,geometry_edited_eps_0_02,non_negative_metric_change_handling_eps_0_02,proposal_accepted_unchanged_eps_0_05,issue_reported_eps_0_05,geometry_edited_eps_0_05,non_negative_metric_change_handling_eps_0_05,proposal_failure_binary,edited_binary,improved_binary,negative_metric_change_binary,edited_bool,condition,condition_zh,metric_change_class,edit_magnitude_px_equivalent,edit_magnitude_band,geometry_hash_changed,topology_changed,tag_codes,tag_labels_zh,acceptable_tag,trivial_tag,in_scope_tag,model_issue_tag,explicit_model_problem_tag,iou_to_gt,worker_caused_structural_failure_y,gt_score_computable,geometry_reference_status,structural_failure_bool,cluster_rank,cluster_support,cluster_count,is_largest_mode,is_supported_minority_mode,n_pairs,task_centered_n_pairs,active_time_observed_seconds,lead_time_seconds,active_time_measurement_class,active_time_source,lead_time_source,long_active_time,low_gt_alignment_absolute,low_gt_alignment_relative,nonlargest_mode,material_edit,image_reference,case_codes,has_case,uncertainty_interpretation_zh
P1,预筛,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,32,89af3c23558522cb,4262,init:p1:7546183fb1c73281d9e9,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,7546183fb1c73281d9e982caa323bbdeae9cc16d64c600d23bc23cb04f2077cf,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,2ebd22cc45a87caee53b5e8685718166b3ec369555fb6c68a4d7667f1593a43d,False,5.661092971574703,0.0049447612153856,,0.999953764708602,0.8233953402707431,-0.1765584244378589,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,corner_drift,manual_reviewed_primary_issue,trap_synthetic_disjoint_source,2766,cd8b667edd6f5bbf88e474a2a0c57a77365b06902da09ad4ae4857b894c7ab5e,synthetic_source_gt,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,False,True,,,,False,False,False,False,False,True,,,,False,False,False,False,False,True,,,,False,False,False,False,False,True,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,5.661092971574703,moderate,True,False,acceptable;in_scope;low_image_quality,低图像质量;模型初始结果可接受;范围内/正常,True,False,True,True,True,,,,,False,,,,,,,,200.0,174.841,formal_frozen,log,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,en,68,3273,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,31,71770e90ca7c5a392b52,6033,init:c1:17b0ea85da4cc3e30b89,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,17b0ea85da4cc3e30b89606bf740f9ee5b03b365d66cb96536825059b4ef5076,4b57d158ad04aff4124026c7ea93c6a001d6727f9a51fc760da84af0cf17f501,2902eaab5aa2ceac8207f35bc1771c70f2a7c0c9404060ef8862e33699204bdd,False,9.169820578181186,0.0080095086540193,,1.0,0.9228772287921048,-0.0771227712078951,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3347:4896,28c5cff98cc262bb13a7027d46eda7236922d4d73ed3206f51abdfbde5cce928,public_frozen_gt,True,false,False,false,False,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,9.169820578181186,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,0.9228772287921048,False,True,reference_ready_public_gt,False,,,,,,,,,124.056,missing,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,12,9ae9084968b32229,3445,init:p1:bd071297cf74315ad519,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,bd071297cf74315ad5196f59bf6d50be1d251c6df567e7cf6bb0c12299cab3e5,f6afaf60cf6342f18b88307320378149d34f2a962972015a6b70b7e9e9ba8f95,caca28890f878ec1eae7ea6f400564fc4e49a2e880a73234c20f009ced27fd0e,False,14.574138656473837,0.0127299862302277,,0.9381217853482978,0.927232830342778,-0.0108889550055196,True,True,evaluable,evaluable,False,acceptable,False,True,trap,corner_drift,corner_drift,frozen_selection,trap_natural,task_id:625,86316f079247018365b4275bd10db9c777d2d3b04051f3792927e570184594d0,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,False,False,False,False,True,,,,False,False,False,False,False,True,,,,False,False,False,False,False,False,,,,False,False,False,False,False,False,,,,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,14.574138656473837,large,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,,49.482,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3155,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,28,464f553a46a042bd,3922,init:p1:5783a1f62c62382528fa,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,5783a1f62c62382528fa13a09f59576ead97bc630e327259b9ffdf215e697d30,5ca7f83733012d2218365b3e7d08efdf6db235b9a4594ccf54b043fbb85f4f98,76dc2abc808071c168c938155800487e5b7eb638d88691efb37f18051fbc3b45,False,4.575949298364348,0.0039969272237246,,0.9883231584145082,0.9683797068375318,-0.0199434515769764,True,True,evaluable,evaluable,False,acceptable,False,True,control,acceptable,acceptable,frozen_selection,control_natural,task_id:492,0e3578e39313699efebad57eb407af2f689a05e571f4764e46cb4059a2d28d2e,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,,,,,True,False,True,False,False,,,,,True,False,True,False,False,,,,,False,False,False,True,False,,,,,False,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,4.575949298364348,moderate,True,False,acceptable;occlusion;oos_open_or_ambiguous_boundary,模型初始结果可接受;范围/边界开放或歧义;遮挡,True,False,False,True,True,,,,,False,,,,,,,,313.0,314.2,formal_frozen,log,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3155,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,30,4247b935b5d68e6a,4154,init:p1:5783a1f62c62382528fa,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,5783a1f62c62382528fa13a09f59576ead97bc630e327259b9ffdf215e697d30,5ca7f83733012d2218365b3e7d08efdf6db235b9a4594ccf54b043fbb85f4f98,a2aba2b32049330085384435421ba88bfd34e5cd3a05346e46c73dc8e8be4c56,False,4.871290703090267,0.0042548973243252,,0.9883231584145082,0.9755758716500852,-0.012747286764423,True,True,evaluable,evaluable,False,acceptable,False,True,control,acceptable,acceptable,frozen_selection,control_natural,task_id:492,0e3578e39313699efebad57eb407af2f689a05e571f4764e46cb4059a2d28d2e,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,,,,,True,False,True,False,False,,,,,True,False,True,False,False,,,,,False,False,False,True,False,,,,,False,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,4.871290703090267,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,,162.581,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3155,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,32,a800256cd64a13c9,4176,init:p1:5783a1f62c62382528fa,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,5783a1f62c62382528fa13a09f59576ead97bc630e327259b9ffdf215e697d30,5ca7f83733012d2218365b3e7d08efdf6db235b9a4594ccf54b043fbb85f4f98,1235e07fed4c8202615fb0f4e33d98d82a5987a7458d5c159887123398b985f6,False,6.952704736245749,0.0060729376631758,,0.9883231584145082,0.9595496734464346,-0.0287734849680736,True,True,evaluable,evaluable,False,acceptable,False,True,control,acceptable,acceptable,frozen_selection,control_natural,task_id:492,0e3578e39313699efebad57eb407af2f689a05e571f4764e46cb4059a2d28d2e,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,,,,,True,False,True,False,False,,,,,True,False,True,False,False,,,,,True,False,True,False,False,,,,,False,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,6.952704736245749,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,370.0,349.144,formal_frozen,log,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
P1,预筛,en,40,3157,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,34,71a08671b7d9283b,4409,init:p1:4ac3b394b83bea208631,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,4ac3b394b83bea208631561e7371e464b74c59ec7eae05db8c71b174b919fc7c,87c0406c61c01b8e0da27ea08d48af3ac37270584053f04d0e99ab11c4537637,ab29bb3beb05aee61978e17109ea9156725469a7fb39ea4bd4c585ca95f3d006,False,10.249616662277315,0.008952671718815,,0.9524267962142868,0.9383904505198306,-0.0140363456944561,True,True,evaluable,evaluable,False,acceptable,False,True,control,acceptable,acceptable,frozen_selection,control_natural,task_id:568,4d0407eb2b1083534b681d70a6a75dd23a44f38760eef5f68da25259be40e1d9,final_gold,True,not_applicable_p1,True,not_formally_adjudicated_p1,True,True,True,profile_development_only,,,,,True,False,True,False,False,,,,,True,False,True,False,False,,,,,False,False,False,True,False,,,,,False,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,10.249616662277315,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,,,,,False,,,,,,,,,217.25,lead_time_proxy_excluded,lead_time_fallback,stage_canonical_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,zh,72,3390,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,14,3d3fca86654cbfeba8a0,6515,init:c1:a84af71ee2c555dff4dd,81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c,a84af71ee2c555dff4dd9826abda307e0a1022aa180f4d4eb89c55e0a7e42ae3,c0869b5197ab957e6c6218ab1b106fb7c618855e7887aea9835833f8db2c2927,fc1b5f0cf13e4ea6db9845529791667b43f5edb75620ef2c6a8edf8fc879166c,False,5.012740687349426,0.0043784488009735,,1.0,0.9434243137499416,-0.0565756862500584,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3548:5097,364878adb632b7c522a9324cf433cab0556f704055466c83fca5a0f7e4a0a59c,public_frozen_gt,True,true,False,false,False,True,False,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,5.012740687349426,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,0.9434243137499416,False,True,reference_ready_public_gt,False,,,,,,,,,8.765,missing,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,en,68,3284,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,34,2ec85790145647163c24,6079,init:c1:14ca994eec1b3ffad17a,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,14ca994eec1b3ffad17a209dc97050e2dc68c6cbceada314e690f8141ae407f1,3b05145e85f7b06a8f73634f0a32a33637f580ea119b5cd93eaf3a4d495e6cdb,9d602e69c176658db869e5af526ed5c568be41c1d8332544004c6c3a06946502,False,5.346860281624705,0.0046702902562134,,1.0,0.9445577477277766,-0.0554422522722234,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3443:4992,da105d205fa4b5c2485b76ea0daecfc269ea5efe8e3c6d8d2b91f60a59d8330f,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,5.346860281624705,moderate,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,0.9445577477277766,False,True,reference_ready_public_gt,False,1.0,4.0,1.0,True,False,4.0,0.0,,95.548,missing,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,en,68,3289,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,31,afe8345588c57013a3c8,6032,init:c1:fa6330186e864cbf7980,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,fa6330186e864cbf79803bccdeee96dad5ef9ae2e40f8ea18c70e9bda15fcad3,a3548811fb8d17337cf168858656b34c2a00d86b42f82fca567d66899ddcf03a,6b37438942889172cce8b343e7122455c4a1bdaaba3529964c9a2f46ade4326a,False,19.128012426151336,0.0167076312731777,,1.0,0.925594299543269,-0.074405700456731,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3328:4877,eef7aadc0d6cf9466aa2276a94116fe19b399aa185397dee16eba56fe2fcc57c,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,19.128012426151336,large,True,False,acceptable;in_scope;occlusion,模型初始结果可接受;范围内/正常;遮挡,True,False,True,True,True,0.925594299543269,False,True,reference_ready_public_gt,False,1.0,4.0,1.0,True,False,4.0,0.0,130.0,135.203,formal_frozen,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,en,68,3269,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,32,d0c65178d1ddfcac1748,6380,init:c1:558b45e7b03196692282,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,558b45e7b03196692282c282b3a0d6c791849d398b9be822534e18623eaf5341,4c9c2b231ca54aaab9afe5fc6e01fdc23140ff49c6af1440da58738ba987332b,b15e2c1bf7a5f968547f6205d16a54eb2835df34a806c4878a5ceb9244b0b8a5,False,5.398480604250853,0.0047153787524683,,1.0,0.9847077676438524,-0.0152922323561476,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3334:4883,b54a390fedd976db15baa4ce1d3ff425189248c0ec86c53ca89bf3577506c7ea,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,False,,,,False,,,,,False,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,5.398480604250853,moderate,True,False,acceptable;in_scope;trivial,无显著难点;模型初始结果可接受;范围内/正常,True,True,True,True,True,0.9847077676438524,False,True,reference_ready_public_gt,False,2.0,1.0,2.0,False,False,6.0,2.0,160.0,179.791,formal_frozen,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,False,False,True,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change;acceptable_proposal_but_final_nonlargest_mode;trivial_tag_but_final_nonlargest_mode;trivial_tag_but_material_edit,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
C1,校准一阶段,en,68,3292,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,29,198b56fd7f0946ac5b09,6448,init:c1:0d714b6e3f87042ca0e9,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,0d714b6e3f87042ca0e91e8713864f1a725004a7e3eacacb4bc186d30a0e90e0,e19def3f100fb38530e8f10398255a9e344ed6eeb47aebd0bd141e9c6752d606,73df5a0b5049d2f54fa985c7b73900fc0b53da30af2c9cda53b647026044041a,False,12.00777374241468,0.0104883587290922,,1.0,0.748037215628091,-0.251962784371909,True,True,evaluable,frozen_quality_evaluable,False,acceptable,False,True,calibration_validation_no_trap_truth,,,not_applicable_c1,,gt:70:3586:5135,69904922704f0e93a5cc2f9e3518be9768e8b17c607760f120920a51a0b968d9,public_frozen_gt,True,true,True,true,True,True,True,cross_stage_validation_only_no_blind_trust_label,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,,,,,True,,,,False,True,True,True,False,False,False,False,not_evaluable,not_evaluable,not_evaluable,missing_required_initialization,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.0,1.0,True,semi,模型预标注辅助,negative_metric_change,12.00777374241468,moderate,True,False,acceptable;low_image_quality;low_texture;occlusion;oos_geometry;reflection_transparency,低图像质量;低纹理;反射/透明;模型初始结果可接受;范围外：几何假设不适用;遮挡,True,False,False,True,True,0.748037215628091,False,True,reference_ready_public_gt,False,1.0,4.0,1.0,True,False,4.0,0.0,208.0,209.03,formal_frozen,c1_task_worker_active_time_v1,raw_annotation_fact_label_studio_lead_time,False,True,True,False,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,acceptable_proposal_with_any_corner_edit;acceptable_proposal_with_material_or_topology_edit;acceptable_proposal_with_negative_metric_change;acceptable_proposal_but_low_GT_alignment,True,标签与几何行为不完全一致；较大坐标/拓扑变化或模式偏离构成残余标注不确定性的证据。
