base_task_id,k,replicate,seed,derived_sample_seed,sample_annotation_ids,valid_k,task_crowd_structure_status,task_crowd_structure_status_zh,partition_status,partition_status_zh,structure_reason,cluster_membership_json,sampling_mode,requested_replicates,full_sample_equivalent_to_requested_replicates
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,10,20260821,9638779912999558485,0f006ad814591f20f1d7;1aa87c4e8b0db18c1ccd;58fcb37f432cd01e22a1;bbe40bd3ad25e4383c92;c71f04cf03f04f83010c,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""58fcb37f432cd01e22a1"", ""c71f04cf03f04f83010c"", ""0f006ad814591f20f1d7"", ""bbe40bd3ad25e4383c92""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,11,20260821,5422347296867137484,3e053dc275632e30f220;58fcb37f432cd01e22a1;a899e204555a9b64f4b5;ddc38d03eaf0ed686dbe;efdd3af8bbe9661a922f,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""ddc38d03eaf0ed686dbe"", ""a899e204555a9b64f4b5"", ""58fcb37f432cd01e22a1"", ""3e053dc275632e30f220"", ""efdd3af8bbe9661a922f""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,12,20260821,9748411108983737853,0545d5cfd8fca3b793bc;3e053dc275632e30f220;762aad63d41c0473582f;a899e204555a9b64f4b5;ddc38d03eaf0ed686dbe,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""3e053dc275632e30f220"", ""a899e204555a9b64f4b5"", ""0545d5cfd8fca3b793bc"", ""ddc38d03eaf0ed686dbe"", ""762aad63d41c0473582f""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,13,20260821,14916409260209221472,0f006ad814591f20f1d7;432d23215497f235714b;762aad63d41c0473582f;944fc693a5243b08b5ee;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""762aad63d41c0473582f"", ""b26eb0a9d329d8a255fd"", ""432d23215497f235714b"", ""0f006ad814591f20f1d7"", ""944fc693a5243b08b5ee""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,14,20260821,8800433044816539495,1aa87c4e8b0db18c1ccd;a5582527e1e55759fca4;bbe40bd3ad25e4383c92;beebb1979f052693f701;c71f04cf03f04f83010c,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""bbe40bd3ad25e4383c92"", ""1aa87c4e8b0db18c1ccd"", ""c71f04cf03f04f83010c"", ""a5582527e1e55759fca4""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,15,20260821,7649210936615767032,6037abe04bcfa1d308ed;944fc693a5243b08b5ee;a5582527e1e55759fca4;c71f04cf03f04f83010c;efdd3af8bbe9661a922f,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""a5582527e1e55759fca4"", ""c71f04cf03f04f83010c"", ""efdd3af8bbe9661a922f"", ""944fc693a5243b08b5ee"", ""6037abe04bcfa1d308ed""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,16,20260821,2624940948903054511,0545d5cfd8fca3b793bc;779f777343654b55ad95;9e082eaf47377454a352;b52612c32e32fb20b8c2;ddc38d03eaf0ed686dbe,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""779f777343654b55ad95"", ""ddc38d03eaf0ed686dbe"", ""9e082eaf47377454a352"", ""0545d5cfd8fca3b793bc"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,17,20260821,5709440262796430774,0f006ad814591f20f1d7;a899e204555a9b64f4b5;b52612c32e32fb20b8c2;bbe40bd3ad25e4383c92;d37f314fba3b67c55956,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""a899e204555a9b64f4b5"", ""d37f314fba3b67c55956"", ""0f006ad814591f20f1d7"", ""bbe40bd3ad25e4383c92"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,18,20260821,13178283563693287751,1aa87c4e8b0db18c1ccd;3e053dc275632e30f220;944fc693a5243b08b5ee;a899e204555a9b64f4b5;b52612c32e32fb20b8c2,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""b52612c32e32fb20b8c2"", ""3e053dc275632e30f220"", ""a899e204555a9b64f4b5"", ""1aa87c4e8b0db18c1ccd"", ""944fc693a5243b08b5ee""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,19,20260821,11747017027884699061,1623fbedf957f0be9421;1aa87c4e8b0db18c1ccd;779f777343654b55ad95;b52612c32e32fb20b8c2;ddc38d03eaf0ed686dbe,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""779f777343654b55ad95"", ""ddc38d03eaf0ed686dbe"", ""b52612c32e32fb20b8c2""], [""1623fbedf957f0be9421""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,20,20260821,17539450703763927720,3e053dc275632e30f220;a899e204555a9b64f4b5;b26eb0a9d329d8a255fd;bbe40bd3ad25e4383c92;efdd3af8bbe9661a922f,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""b26eb0a9d329d8a255fd"", ""efdd3af8bbe9661a922f"", ""a899e204555a9b64f4b5"", ""3e053dc275632e30f220"", ""bbe40bd3ad25e4383c92""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,21,20260821,11795711571327117046,0f006ad814591f20f1d7;1aa87c4e8b0db18c1ccd;a899e204555a9b64f4b5;bbe40bd3ad25e4383c92;d37f314fba3b67c55956,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""bbe40bd3ad25e4383c92"", ""0f006ad814591f20f1d7"", ""a899e204555a9b64f4b5"", ""1aa87c4e8b0db18c1ccd"", ""d37f314fba3b67c55956""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,22,20260821,9920446396063246425,3e053dc275632e30f220;58fcb37f432cd01e22a1;a5582527e1e55759fca4;c71f04cf03f04f83010c;ddc38d03eaf0ed686dbe,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""3e053dc275632e30f220"", ""ddc38d03eaf0ed686dbe"", ""c71f04cf03f04f83010c"", ""a5582527e1e55759fca4"", ""58fcb37f432cd01e22a1""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,23,20260821,9882094092426092845,3e053dc275632e30f220;944fc693a5243b08b5ee;b26eb0a9d329d8a255fd;bbe40bd3ad25e4383c92;d37f314fba3b67c55956,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""d37f314fba3b67c55956"", ""944fc693a5243b08b5ee"", ""3e053dc275632e30f220"", ""b26eb0a9d329d8a255fd"", ""bbe40bd3ad25e4383c92""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,24,20260821,1070837874966244765,6037abe04bcfa1d308ed;779f777343654b55ad95;944fc693a5243b08b5ee;a899e204555a9b64f4b5;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""b26eb0a9d329d8a255fd"", ""6037abe04bcfa1d308ed"", ""944fc693a5243b08b5ee"", ""a899e204555a9b64f4b5"", ""779f777343654b55ad95""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,25,20260821,3047221596477532197,6037abe04bcfa1d308ed;944fc693a5243b08b5ee;b52612c32e32fb20b8c2;c71f04cf03f04f83010c;d37f314fba3b67c55956,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""6037abe04bcfa1d308ed"", ""c71f04cf03f04f83010c"", ""b52612c32e32fb20b8c2"", ""d37f314fba3b67c55956"", ""944fc693a5243b08b5ee""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,26,20260821,2783056520769784063,1aa87c4e8b0db18c1ccd;3e053dc275632e30f220;a899e204555a9b64f4b5;b52612c32e32fb20b8c2;c71f04cf03f04f83010c,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""c71f04cf03f04f83010c"", ""a899e204555a9b64f4b5"", ""3e053dc275632e30f220"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,27,20260821,13301238795627049027,0545d5cfd8fca3b793bc;432d23215497f235714b;58fcb37f432cd01e22a1;a5582527e1e55759fca4;b52612c32e32fb20b8c2,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""432d23215497f235714b"", ""0545d5cfd8fca3b793bc"", ""b52612c32e32fb20b8c2"", ""58fcb37f432cd01e22a1"", ""a5582527e1e55759fca4""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,28,20260821,12238260213602349070,6037abe04bcfa1d308ed;a899e204555a9b64f4b5;beebb1979f052693f701;c71f04cf03f04f83010c;d37f314fba3b67c55956,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""d37f314fba3b67c55956"", ""6037abe04bcfa1d308ed"", ""c71f04cf03f04f83010c"", ""a899e204555a9b64f4b5""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,29,20260821,1945956701741176471,0545d5cfd8fca3b793bc;3e053dc275632e30f220;58fcb37f432cd01e22a1;762aad63d41c0473582f;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""b26eb0a9d329d8a255fd"", ""58fcb37f432cd01e22a1"", ""3e053dc275632e30f220"", ""0545d5cfd8fca3b793bc"", ""762aad63d41c0473582f""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,30,20260821,15046440118094987466,432d23215497f235714b;58fcb37f432cd01e22a1;a5582527e1e55759fca4;a899e204555a9b64f4b5;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""432d23215497f235714b"", ""58fcb37f432cd01e22a1"", ""a899e204555a9b64f4b5"", ""b26eb0a9d329d8a255fd"", ""a5582527e1e55759fca4""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,31,20260821,14327745114702649054,0545d5cfd8fca3b793bc;9e082eaf47377454a352;beebb1979f052693f701;c71f04cf03f04f83010c;d37f314fba3b67c55956,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""c71f04cf03f04f83010c"", ""0545d5cfd8fca3b793bc"", ""9e082eaf47377454a352"", ""d37f314fba3b67c55956""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,32,20260821,14687516728772576491,432d23215497f235714b;762aad63d41c0473582f;b52612c32e32fb20b8c2;c71f04cf03f04f83010c;ddc38d03eaf0ed686dbe,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""432d23215497f235714b"", ""c71f04cf03f04f83010c"", ""762aad63d41c0473582f"", ""ddc38d03eaf0ed686dbe"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,33,20260821,651961026225592106,1aa87c4e8b0db18c1ccd;3e053dc275632e30f220;6037abe04bcfa1d308ed;a5582527e1e55759fca4;a899e204555a9b64f4b5,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""a5582527e1e55759fca4"", ""3e053dc275632e30f220"", ""6037abe04bcfa1d308ed"", ""a899e204555a9b64f4b5""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,34,20260821,8573763229625529179,58fcb37f432cd01e22a1;944fc693a5243b08b5ee;a5582527e1e55759fca4;b52612c32e32fb20b8c2;c71f04cf03f04f83010c,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""58fcb37f432cd01e22a1"", ""c71f04cf03f04f83010c"", ""944fc693a5243b08b5ee"", ""b52612c32e32fb20b8c2"", ""a5582527e1e55759fca4""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,35,20260821,6034168373393240247,0f006ad814591f20f1d7;1623fbedf957f0be9421;3e053dc275632e30f220;a5582527e1e55759fca4;bbe40bd3ad25e4383c92,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""bbe40bd3ad25e4383c92"", ""3e053dc275632e30f220"", ""a5582527e1e55759fca4"", ""0f006ad814591f20f1d7""], [""1623fbedf957f0be9421""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,36,20260821,13603088678168952583,1623fbedf957f0be9421;3e053dc275632e30f220;58fcb37f432cd01e22a1;c71f04cf03f04f83010c;efdd3af8bbe9661a922f,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""c71f04cf03f04f83010c"", ""3e053dc275632e30f220"", ""58fcb37f432cd01e22a1"", ""efdd3af8bbe9661a922f""], [""1623fbedf957f0be9421""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,37,20260821,12282264063965589223,58fcb37f432cd01e22a1;779f777343654b55ad95;944fc693a5243b08b5ee;a899e204555a9b64f4b5;bbe40bd3ad25e4383c92,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""944fc693a5243b08b5ee"", ""779f777343654b55ad95"", ""a899e204555a9b64f4b5"", ""58fcb37f432cd01e22a1"", ""bbe40bd3ad25e4383c92""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,38,20260821,14949791068626010421,0545d5cfd8fca3b793bc;1aa87c4e8b0db18c1ccd;944fc693a5243b08b5ee;bbe40bd3ad25e4383c92;c71f04cf03f04f83010c,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""944fc693a5243b08b5ee"", ""c71f04cf03f04f83010c"", ""bbe40bd3ad25e4383c92"", ""0545d5cfd8fca3b793bc""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,39,20260821,15140317754617674538,3e053dc275632e30f220;6037abe04bcfa1d308ed;beebb1979f052693f701;ddc38d03eaf0ed686dbe;efdd3af8bbe9661a922f,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""ddc38d03eaf0ed686dbe"", ""3e053dc275632e30f220"", ""6037abe04bcfa1d308ed"", ""efdd3af8bbe9661a922f""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,40,20260821,15482346217997312734,3e053dc275632e30f220;6037abe04bcfa1d308ed;762aad63d41c0473582f;779f777343654b55ad95;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""779f777343654b55ad95"", ""762aad63d41c0473582f"", ""b26eb0a9d329d8a255fd"", ""3e053dc275632e30f220"", ""6037abe04bcfa1d308ed""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,41,20260821,1859742086299434651,1aa87c4e8b0db18c1ccd;6037abe04bcfa1d308ed;944fc693a5243b08b5ee;b26eb0a9d329d8a255fd;c71f04cf03f04f83010c,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""1aa87c4e8b0db18c1ccd"", ""c71f04cf03f04f83010c"", ""b26eb0a9d329d8a255fd"", ""944fc693a5243b08b5ee"", ""6037abe04bcfa1d308ed""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,42,20260821,6219749064232974004,0f006ad814591f20f1d7;1623fbedf957f0be9421;944fc693a5243b08b5ee;b52612c32e32fb20b8c2;ddc38d03eaf0ed686dbe,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""944fc693a5243b08b5ee"", ""b52612c32e32fb20b8c2"", ""0f006ad814591f20f1d7"", ""ddc38d03eaf0ed686dbe""], [""1623fbedf957f0be9421""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,43,20260821,2138445828749807118,432d23215497f235714b;6037abe04bcfa1d308ed;944fc693a5243b08b5ee;beebb1979f052693f701;d37f314fba3b67c55956,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""432d23215497f235714b"", ""6037abe04bcfa1d308ed"", ""944fc693a5243b08b5ee"", ""d37f314fba3b67c55956""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,44,20260821,13526791212910970521,1aa87c4e8b0db18c1ccd;779f777343654b55ad95;9e082eaf47377454a352;a899e204555a9b64f4b5;b26eb0a9d329d8a255fd,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""a899e204555a9b64f4b5"", ""1aa87c4e8b0db18c1ccd"", ""779f777343654b55ad95"", ""9e082eaf47377454a352"", ""b26eb0a9d329d8a255fd""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,45,20260821,10045607547820433604,58fcb37f432cd01e22a1;944fc693a5243b08b5ee;b26eb0a9d329d8a255fd;b52612c32e32fb20b8c2;bbe40bd3ad25e4383c92,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""58fcb37f432cd01e22a1"", ""944fc693a5243b08b5ee"", ""b26eb0a9d329d8a255fd"", ""bbe40bd3ad25e4383c92"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,46,20260821,2307376085520758094,6037abe04bcfa1d308ed;944fc693a5243b08b5ee;b52612c32e32fb20b8c2;bbe40bd3ad25e4383c92;efdd3af8bbe9661a922f,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""efdd3af8bbe9661a922f"", ""6037abe04bcfa1d308ed"", ""944fc693a5243b08b5ee"", ""bbe40bd3ad25e4383c92"", ""b52612c32e32fb20b8c2""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,47,20260821,1521947219606727613,432d23215497f235714b;944fc693a5243b08b5ee;bbe40bd3ad25e4383c92;beebb1979f052693f701;d37f314fba3b67c55956,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""944fc693a5243b08b5ee"", ""432d23215497f235714b"", ""bbe40bd3ad25e4383c92"", ""d37f314fba3b67c55956""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,48,20260821,7016891488677624040,3e053dc275632e30f220;432d23215497f235714b;a5582527e1e55759fca4;b26eb0a9d329d8a255fd;bbe40bd3ad25e4383c92,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""b26eb0a9d329d8a255fd"", ""3e053dc275632e30f220"", ""432d23215497f235714b"", ""a5582527e1e55759fca4"", ""bbe40bd3ad25e4383c92""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,49,20260821,13119851777825102656,0545d5cfd8fca3b793bc;762aad63d41c0473582f;779f777343654b55ad95;944fc693a5243b08b5ee;9e082eaf47377454a352,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""9e082eaf47377454a352"", ""0545d5cfd8fca3b793bc"", ""779f777343654b55ad95"", ""944fc693a5243b08b5ee"", ""762aad63d41c0473582f""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,50,20260821,4320050214386573937,0f006ad814591f20f1d7;beebb1979f052693f701;d37f314fba3b67c55956;ddc38d03eaf0ed686dbe;efdd3af8bbe9661a922f,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""d37f314fba3b67c55956"", ""0f006ad814591f20f1d7"", ""ddc38d03eaf0ed686dbe"", ""efdd3af8bbe9661a922f""], [""beebb1979f052693f701""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,51,20260821,11653631663327536185,1623fbedf957f0be9421;762aad63d41c0473582f;b26eb0a9d329d8a255fd;b52612c32e32fb20b8c2;ddc38d03eaf0ed686dbe,5,dominant_with_dissent,主模式伴少数异议,unique,唯一分区,unique_complete_link_partition,"[[""b26eb0a9d329d8a255fd"", ""ddc38d03eaf0ed686dbe"", ""b52612c32e32fb20b8c2"", ""762aad63d41c0473582f""], [""1623fbedf957f0be9421""]]",without_replacement_fixed_seed,200,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,52,20260821,10160797635514468991,0f006ad814591f20f1d7;3e053dc275632e30f220;432d23215497f235714b;6037abe04bcfa1d308ed;779f777343654b55ad95,5,unimodal,单峰,unique,唯一分区,unique_complete_link_partition,"[[""0f006ad814591f20f1d7"", ""432d23215497f235714b"", ""779f777343654b55ad95"", ""6037abe04bcfa1d308ed"", ""3e053dc275632e30f220""]]",without_replacement_fixed_seed,200,False
