time_metric,time_value_seconds,within_stage_mode_percentile,stage,stage_zh,condition,condition_zh,base_task_id,building_id,worker_id,annotation_id,canonical_annotation_id,active_time_lane,lead_time_lane,active_time_source,active_time_source_file,timing_status,active_to_lead_ratio,assignment_provenance,worker_status_class,source_artifact,model_lane,status,status_zh,outcome,term,log_scale_estimate,standard_error,ci_lower,ci_upper,multiplicative_ratio_exp_beta,p_value,n_rows,worker_count,task_count,building_count,covariance,formula,interpretation
active_time,2240.0,0.993322203672788,P1,预筛,manual,纯人工,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,36.0,4675.0,d2e973b350e6241e,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.835838360801569,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,2082.0,0.9967051070840196,C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,36.0,6081.0,35e84449b82da019aab5,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9585397048139688,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,2023.0,0.9950576606260296,C1,校准一阶段,manual,纯人工,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,36.0,5991.0,f52f3c5633b4d227b132,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9305992820171234,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,2020.0,0.9934102141680397,C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,27.0,5783.0,4f5e2f801a33ddacfbff,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.4764538624015397,original_assignment,historical_retained,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1965.0,0.991652754590985,P1,预筛,manual,纯人工,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,27.0,4002.0,2d11509a2a34dd12,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,project+task+annotator,29.95244192427291,not_recorded,historical_retained,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1938.0,0.989983305509182,P1,预筛,manual,纯人工,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,17.0,3138.0,7231fd59d0668aa1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-05-19.jsonl,project+task+annotator,0.1018411385439912,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1915.0,0.988313856427379,P1,预筛,manual,纯人工,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,27.0,4000.0,0e553d8ef8642a3a,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,project+task+annotator,16.12753808709713,not_recorded,historical_retained,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1896.0,0.975,C2-A-RP-B2,校准二阶段风险精度块二,manual,纯人工,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,36.0,6800.0,48533a527240e49fe294,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-11.jsonl,auxiliary_available,0.9079211813318762,not_recorded,observed_worker,analysis_results/c2a_rp_block2_reestimate_20260814_v1/c2a_rp_block2_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
active_time,1879.0,0.986644407345576,P1,预筛,manual,纯人工,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,27.0,4001.0,8f36de747d064c9d,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,project+task+annotator,16.018072545927282,not_recorded,historical_retained,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1821.0,0.9917627677100496,C1,校准一阶段,manual,纯人工,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,36.0,5861.0,beebb1979f052693f701,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.8358908870909252,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1799.0,0.9849749582637728,P1,预筛,manual,纯人工,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,36.0,4677.0,65e6380997e850f1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-28.jsonl,project+task+annotator,0.8907686853462362,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1737.0,0.98330550918197,P1,预筛,manual,纯人工,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,36.0,4674.0,1863472107c00fbd,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.953571446217088,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1716.0,0.9816360601001668,P1,预筛,manual,纯人工,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,33.0,4175.0,58a8d69137385a19,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-20.jsonl,project+task+annotator,1.0007709902384003,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1619.0,0.979966611018364,P1,预筛,manual,纯人工,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,36.0,4676.0,6d05edefd05793bc,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl;active_times_2026-06-28.jsonl,project+task+annotator,1.172535014908359,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1584.0,0.9782971619365608,P1,预筛,manual,纯人工,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,36.0,4602.0,f1c6623b59a93276,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-26.jsonl;active_times_2026-06-27.jsonl,project+task+annotator,0.9201203127014942,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1527.0,0.976627712854758,P1,预筛,manual,纯人工,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,33.0,4362.0,c61e2afdd2d8efd8,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-21.jsonl,project+task+annotator,0.4960794454825907,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1519.0,0.9901153212520593,C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,36.0,6099.0,1241f308b7f478aaf10d,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.8448538997877576,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1514.0,1.0,P1,预筛,oos,原始码：oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,28.0,3952.0,4f42032dc8e4d665,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,project+task+annotator,1.1555522990453335,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1482.0,0.9749582637729548,P1,预筛,manual,纯人工,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,28.0,3914.0,39f32d3182a9a449,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-16.jsonl;active_times_2026-06-17.jsonl,project+task+annotator,1.0604651162790697,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
active_time,1383.0,0.973288814691152,P1,预筛,manual,纯人工,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,36.0,4606.0,02a6165f728512be,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.932288738518288,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,79323.603,1.0,P1,预筛,oos,原始码：oos,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,34.0,4398.0,98fd9fa5115fc41a,missing,label_studio_elapsed_observed,lead_time_fallback,,fallback_no_direct_log,,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,48911.978,1.0,C2-B,校准二阶段B,manual,纯人工,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,6.0,6646.0,b505f83196ae0e6e3cc8,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-03.jsonl;active_times_2026-08-04.jsonl,auxiliary_mixed_or_legacy,0.002044488979775,not_recorded,observed_worker,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,19029.638,1.0,P1,预筛,manual,纯人工,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,17.0,3138.0,7231fd59d0668aa1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-05-19.jsonl,project+task+annotator,0.1018411385439912,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,14342.19,0.99375,C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,13.0,6731.0,ade1e217bd688a016108,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-06.jsonl,auxiliary_mixed_or_legacy,0.0115045191843086,not_recorded,observed_worker,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,8969.691,1.0,C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13.0,6239.0,26a3cf470c4ab78ffaea,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.0200675809233562,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,5378.835999999999,1.0,C1,校准一阶段,semi,模型预标注辅助,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,27.0,5816.0,b5e0d24f44539999b6ed,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,1.0266161675128227,original_assignment,historical_retained,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,4721.928,0.9985163204747776,C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,36.0,6013.0,b93da0bbe5ffb848a0c6,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9294932070120512,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,4555.191,0.9987163029525032,P1,预筛,manual,纯人工,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,36.0,4611.0,680d9cdf96eaadf7,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.879875289532316,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,4239.655,0.9970326409495548,C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,27.0,5783.0,4f5e2f801a33ddacfbff,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.4764538624015397,original_assignment,historical_retained,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,3992.564,0.9974326059050064,P1,预筛,manual,纯人工,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,36.0,4529.0,1b8adc7d1227c62b,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-21.jsonl;active_times_2026-06-23.jsonl;active_times_2026-06-24.jsonl;active_times_2026-06-26.jsonl;active_times_2026-06-28.jsonl,project+task+annotator,0.863354976902061,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,3393.647,1.0,C2-A-RP-B2,校准二阶段风险精度块二,manual,纯人工,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,36.0,6801.0,f9644fa62fdb22170582,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-11.jsonl,auxiliary_available,1.0236774773569557,not_recorded,observed_worker,analysis_results/c2a_rp_block2_reestimate_20260814_v1/c2a_rp_block2_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,3078.136,0.9961489088575096,P1,预筛,manual,纯人工,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,33.0,4362.0,c61e2afdd2d8efd8,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-21.jsonl,project+task+annotator,0.4960794454825907,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,3047.55,1.0,C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,2.0,6779.0,682625e3d592552bf5a1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-09.jsonl,auxiliary_mixed_or_legacy,0.0954865383668848,not_recorded,observed_worker,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,2689.264,0.9955489614243324,C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,27.0,5797.0,8b7b26806cebb06ceb87,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.3759392904527037,original_assignment,historical_retained,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2679.944,0.9948652118100128,P1,预筛,manual,纯人工,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,36.0,4675.0,d2e973b350e6241e,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.835838360801569,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2632.34,0.975,C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,36.0,6746.0,adb6425249fda2c7f4fb,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-07.jsonl,auxiliary_available,0.944406877531018,not_recorded,observed_worker,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,2612.387,0.993581514762516,P1,预筛,manual,纯人工,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,36.0,4601.0,63f4a9a7ba3739c1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-26.jsonl,project+task+annotator,0.939753566374354,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2561.498,0.9922978177150192,P1,预筛,manual,纯人工,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,36.0,4678.0,43b2e89e9fd7c38f,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-28.jsonl,project+task+annotator,0.9092335812872,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2484.854,0.9875,C2-B,校准二阶段B,manual,纯人工,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,37.0,6639.0,9f1b2668af9bbb8c27ab,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-04.jsonl,auxiliary_mixed_or_legacy,0.939290598159892,not_recorded,observed_worker,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
lead_time,2298.022,0.9940652818991098,C1,校准一阶段,manual,纯人工,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,36.0,6098.0,a1f8bda6422774a397a9,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9764919569960602,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2178.514,0.9925816023738872,C1,校准一阶段,manual,纯人工,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,36.0,5861.0,beebb1979f052693f701,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.8358908870909252,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2173.868,0.9910979228486648,C1,校准一阶段,manual,纯人工,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,36.0,5991.0,f52f3c5633b4d227b132,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9305992820171234,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2172.054,0.9896142433234422,C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,36.0,6081.0,35e84449b82da019aab5,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.9585397048139688,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2131.337,0.9910141206675224,P1,预筛,manual,纯人工,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,33.0,4224.0,be5cbd7a2c3bc0a5,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-20.jsonl,project+task+annotator,0.2491393899697701,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2088.2870000000003,0.975,C2-A-RP-B2,校准二阶段风险精度块二,manual,纯人工,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,36.0,6800.0,48533a527240e49fe294,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-08-11.jsonl,auxiliary_available,0.9079211813318762,not_recorded,observed_worker,analysis_results/c2a_rp_block2_reestimate_20260814_v1/c2a_rp_block2_canonical_submissions.csv,,,,,,,,,,,,,,,,,,
