base_task_id,condition,condition_zh,worker_id,canonical_annotation_id,initial_points_json,final_points_json,initial_point_count,final_point_count,initial_to_final_rmse_diagonal_normalized,U_initial,U_final,delta_U,initial_geometry_hash,final_geometry_hash
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,8,19571b3b0505b7a26c30,[],"[[196.40151254006307, 78.5544525398999], [196.40151254006307, 439.00889791065583], [488.16180398810053, 199.7025561769502], [486.57686306606126, 316.9881844078575], [684.6944783209722, 228.23149277365735], [684.6944783209722, 290.04418873318957], [763.9415244229365, 218.72184724142167], [763.9415244229365, 295.97215812763693], [740.1674105923472, 142.64468298353586], [740.1674105923472, 377.2159394453504], [795.6403428637223, 139.4748011394573], [794.0554019416832, 380.3858212894289]]",0,12,,,,,,da3bd2ab4830d641c6d4b39004278427b9a83beaf5672a19e24f57569dc549ef
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,10,227a43960c0d44ddd10b,[],"[[487.8192696122997, 319.17145094779863], [491.13960547675833, 195.76145465245094], [682.6539127208914, 224.29828765432737], [682.5976278201291, 295.9585035202473], [142.8436974789916, 464.6722689075631], [795.1058823529413, 382.0638655462185], [801.9899159663867, 141.12268907563026], [779.2165305210456, 302.6036793758905], [776.9541017830759, 216.12154746394066], [740.2608486704722, 382.20679839467317], [740.2608486704722, 140.8038173907015], [110.68187421211415, 67.41731116549413]]",0,12,,,,,,fcd5c4b7e72697b0a9c2295714acd724b1a83a6fe9258ab30d0c1ba5f72bdcca
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,17,378b6a5c80d93f0bd228,[],"[[193.72972972972974, 81.18198198198198], [189.11711711711712, 443.7333333333333], [488.936936936937, 201.1099099099099], [489.85945945945946, 319.1927927927928], [681.7441441441441, 224.172972972973], [680.8216216216216, 298.8972972972973], [794.2918918918921, 142.99099099099098], [795.2144144144144, 382.8468468468469], [759.236036036036, 222.32792792792793], [759.236036036036, 303.50990990990994], [742.6306306306304, 383.7693693693694], [740.7855855855855, 142.99099099099098]]",0,12,,,,,,898f08663f512425dbeac8f643f21a1e26f8fbd4b3dbd013e8c8d51c77a90cd6
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,13,e103e2fc7efc3e275cdd,[],"[[193.72972972972974, 81.18198198198198], [197.98291798291797, 439.3004329004329], [488.936936936937, 201.1099099099099], [489.85945945945946, 319.1927927927928], [681.7441441441441, 224.172972972973], [680.8216216216216, 298.8972972972973], [794.2918918918921, 142.99099099099098], [795.2144144144144, 382.8468468468469], [759.236036036036, 222.32792792792793], [759.236036036036, 303.50990990990994], [742.6306306306304, 383.7693693693694], [740.7855855855855, 142.99099099099098]]",0,12,,,,,,c99db257355d8217badeb3760d616cc2c0b990602c4d9ebad42ab5dccc93776e
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,6,05041d1de0c38536e6c9,[],"[[193.72972972972974, 81.18198198198198], [197.98291798291797, 439.3004329004329], [488.936936936937, 201.1099099099099], [489.85945945945946, 319.1927927927928], [681.7441441441441, 224.172972972973], [680.8216216216216, 298.8972972972973], [794.2918918918921, 142.99099099099098], [795.2144144144144, 382.8468468468469], [759.236036036036, 222.32792792792793], [759.236036036036, 303.50990990990994], [742.6306306306304, 383.7693693693694], [740.7855855855855, 142.99099099099098]]",0,12,,,,,,c99db257355d8217badeb3760d616cc2c0b990602c4d9ebad42ab5dccc93776e
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,1,65a559250acf09e2f7d7,[],"[[167.02135922330098, 105.38252427184467], [165.0330097087379, 449.36699029126214], [487.1456310679612, 206.7883495145631], [491.1223300970874, 322.1126213592233], [689.957281553398, 230.64854368932038], [691.9456310679611, 306.20582524271845], [805.2815533980582, 226.67184466019418], [807.2699029126213, 300.24077669902914], [739.6660194174758, 145.1495145631068], [741.6543689320388, 385.73980582524274], [791.3631067961165, 145.1495145631068], [797.3281553398058, 385.73980582524274]]",0,12,,,,,,0da58c8b68b4ef47e403060c43cde4dcbeb05040abb8b28fd98c59dff7714868
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,12,be57cb53717844759758,[],"[[164.75763747454178, 102.19144602851324], [160.5865580448065, 433.79226069246437], [490.10183299389, 202.29735234215886], [485.9307535641548, 317.0020366598778], [681.9714867617108, 218.9816700610998], [673.6293279022403, 294.061099796334], [740.3665987780041, 137.64562118126273], [740.3665987780041, 375.39714867617107], [790.4195519348269, 137.64562118126273], [794.5906313645621, 373.31160896130353], [742.4521384928717, 223.15274949083502], [744.5376782077394, 298.23217922606926]]",0,12,,,,,,731c8fb20075af30c6a7afc95c17ad35c7378592ff8fec9f71a7eb77ffc4b328
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,11,2793306bbbc97861124d,[],"[[492.21476112618586, 195.10900225641095], [490.2325210707708, 319.5208145222555], [681.0834452053782, 223.93517610158256], [679.3965512234454, 295.2064468382444], [785.5071845520229, 222.42860080282748], [783.2229666220238, 309.6412843604647], [167.44654088050314, 92.31027253668763], [163.15303983228512, 446.52410901467505]]",0,8,,,,,,feff23e5e248cca41c89a3c201984ba7a388a75323ead6994a514b3d84da8fde
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,15,77a5d47a83b2868e0ef4,[],"[[490.4873949579832, 199.636974789916], [492.20840336134455, 311.50252100840333], [189.3109243697479, 437.1361344537815], [189.3109243697479, 74.04638655462185], [681.5193277310924, 223.7310924369748], [810.5949579831934, 213.40504201680673], [812.3159663865547, 301.1764705882353], [681.5193277310924, 290.8934453781513]]",0,8,,,,,,9094c3fce88933d410200c9ed217bf69d6d17dd18743ec9fbe17bce44bcb3f01
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,14,cf7fcb4084553933334e,[],"[[490.4873949579832, 199.636974789916], [490.4873949579832, 321.82857142857137], [189.3109243697479, 437.1361344537815], [189.3109243697479, 74.04638655462185], [681.5193277310924, 223.7310924369748], [810.5949579831934, 213.40504201680673], [812.3159663865547, 301.1764705882353], [681.5193277310924, 290.8934453781513]]",0,8,,,,,,e5d5d8accbfc64efd9daf92736119d8cd12168c4ce948eae1a9fe3515c7da7bf
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,纯人工,18,ea5ea60ff63ef367d326,[],"[[684.69, 226.38], [684.69, 287.82], [759.99, 222.19], [759.99, 292.3], [733.12, 135.71], [733.12, 382.26], [795.21, 134.98], [795.21, 383.0], [186.046, 72.18], [186.046, 444.34000000000003], [485.39, 198.15], [485.39, 317.86]]",0,12,,,,,,efec669ca2dbae2c9d4ba9b84aac987205289ff934a713d7e9fba004ba8f19fb
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,2,ffd4f687673b44d2ffb4,[],"[[606.99, 149.35], [606.99, 409.296], [866.12, 116.73], [866.12, 431.73], [182.97, 138.5], [182.97, 418.12], [388.83, 159.94], [388.83, 396.85]]",0,8,,,,,,25c9bb9498c9d12f9cc378e57418715d2eb8f30ea2462a5c73970a574fdce357
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,8,e22f9f25476a29b9265f,[],"[[867.750697158091, 116.02600965330215], [867.750697158091, 424.0950697672424], [619.6950903131001, 134.03004563398696], [607.6923996593102, 396.088791575066], [391.64396789109253, 144.03228784547852], [381.6417256796009, 406.09103378655755], [158.03542694156673, 136.0304940762853], [158.03542694156673, 416.09327599804914]]",0,8,,,,,,f399f0854c0a5f03878e9a8201a96aa9366e2dd93ee7adde76781541a5601725
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,10,fb2bc3c1a1ab95404b2a,[],"[[382.7275111736333, 396.9781184634063], [392.9065606361829, 138.4333996023857], [152.68389662027832, 134.36182902584494], [146.5765407554672, 413.26441351888667], [616.8429423459245, 411.2286282306163], [614.8071570576541, 140.46918489065607], [865.2087475149106, 116.03976143141153], [865.2087475149106, 423.4433399602386]]",0,8,,,,,,fc4a575621756c84772c31f93d6b108c1af97026519db8663624be4c1a76b24f
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,17,be619ba0b00b38072876,[],"[[157.75135135135136, 131.9207207207207], [149.44864864864866, 404.98738738738746], [392.9945945945946, 155.9063063063063], [392.07207207207205, 402.2198198198198], [866.2486486486487, 118.08288288288288], [864.4036036036038, 423.4378378378379], [609.7873873873875, 144.83603603603603], [608.8648648648649, 411.44504504504505]]",0,8,,,,,,f05df682c0459e087d6482bb9b393a47947a4c6537e39962629a3049bf40faca
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,13,b52bc566db82d02db16e,[],"[[157.75135135135136, 131.9207207207207], [149.44864864864866, 404.98738738738746], [392.9945945945946, 155.9063063063063], [392.07207207207205, 402.2198198198198], [866.2486486486487, 118.08288288288288], [864.4036036036038, 423.4378378378379], [609.7873873873875, 144.83603603603603], [608.8648648648649, 411.44504504504505]]",0,8,,,,,,f05df682c0459e087d6482bb9b393a47947a4c6537e39962629a3049bf40faca
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,6,5de6ccb2c6c424e63a1f,[],"[[141.81670061099797, 141.81670061099797], [139.73116089613035, 433.79226069246437], [323.25865580448067, 139.73116089613035], [333.68635437881875, 421.27902240325864], [673.6293279022403, 454.6476578411405], [673.6293279022403, 120.9613034623218], [865.4989816700611, 450.4765784114052], [865.4989816700611, 118.87576374745417]]",0,8,,,,,,37915dd58983495e0b9ae19fc1afeab225a29fbbf35852bdd027b85d0f6eac4e
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,1,c6a0dacbc82fcd8d74f2,[],"[[151.1145631067961, 139.18446601941747], [143.1611650485437, 413.5766990291262], [415.56504854368944, 145.1495145631068], [401.6466019417476, 385.73980582524274], [866.9203883495146, 123.27766990291262], [864.9320388349514, 421.5300970873787], [676.0388349514564, 119.30097087378641], [672.0621359223301, 427.49514563106794]]",0,8,,,,,,560dc77092374e753f3bb96e9a608713700e9fb7d794850adc29de469c43d0c6
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,12,e1db3136aee3813a438a,[],"[[168.928716904277, 143.9022403258656], [168.928716904277, 421.27902240325864], [377.4826883910388, 143.9022403258656], [389.9959266802444, 394.16700610997964], [619.4052953156823, 150.15885947046843], [613.1486761710794, 404.5947046843177], [863.4134419551934, 120.9613034623218], [865.4989816700611, 425.4501018329939]]",0,8,,,,,,a7cd153db15ff72f6b5ad9783e118358eb2655b9f80673398aa9fd33e36fbad2
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,11,3df38a56b200e7f043f5,[],"[[392.66032646117407, 153.4479831761992], [384.33223896704317, 411.06324827506046], [864.5705124001547, 117.50080932879821], [866.4112562868263, 427.8195263942797], [158.64528455272745, 137.59559525839688], [148.67458924414794, 418.7692029603383], [610.6976240852741, 149.37103665835988], [617.7297584438599, 411.7078919217159]]",0,8,,,,,,0069b8c78b1df4f862711b6a5464b9982a30d1cdbbc92ad14bc979abf55b726e
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,15,099f4ec32f8c8013e8b0,[],"[[382.7275111736333, 396.9781184634063], [382.6665606361829, 148.6733996023857], [152.68389662027832, 134.36182902584494], [146.5765407554672, 413.26441351888667], [616.8429423459245, 411.2286282306163], [609.28, 130.2291848906561], [865.2087475149106, 116.03976143141153], [865.2087475149106, 423.4433399602386]]",0,8,,,,,,10e4c220478996e4b5423decc0688445377083d3e13b96402fe94f33c4d66ab7
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,14,83fb8bbcdcb7e70a0597,[],"[[392.66032646117407, 153.4479831761992], [384.33223896704317, 411.06324827506046], [864.5705124001547, 117.50080932879821], [866.4112562868263, 427.8195263942797], [158.64528455272745, 137.59559525839688], [148.67458924414794, 418.7692029603383], [610.6976240852741, 149.37103665835988], [617.7297584438599, 411.7078919217159]]",0,8,,,,,,0069b8c78b1df4f862711b6a5464b9982a30d1cdbbc92ad14bc979abf55b726e
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,18,3f55c49d23e044184588,[],"[[606.99, 149.35], [606.99, 409.296], [866.12, 116.73], [866.12, 431.73], [182.97, 138.5], [182.97, 418.12], [388.83, 159.94], [388.83, 396.85]]",0,8,,,,,,25c9bb9498c9d12f9cc378e57418715d2eb8f30ea2462a5c73970a574fdce357
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,2,81234a56777545e31b9c,[],"[[667.5475018094521, 205.36650253323384], [667.5475018094521, 309.0], [839.0, 197.28571212800003], [839.0, 316.00000511999997], [167.0, 199.12], [167.0, 315.0], [362.0, 201.58400000000003], [362.0, 310.0], [911.928, 161.24], [911.928, 352.392], [927.2727940910158, 168.21200984830642], [927.2727940910158, 344.464]]",0,12,,,,,,3e4cd8a87869b52960d3bc00b2589b778c2194f0b7ad1d1f39e48a024224d999
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,8,19253e4ab328902a4d12,[],"[[169.68844946764688, 198.22143342840272], [167.64764174216157, 314.5474737810657], [361.5243756632664, 202.3030488793734], [358.4631640750385, 310.4658583300951], [668.3645300964407, 206.12158027401682], [666.3237223709554, 313.2639858619959], [839.7923790372072, 198.9787532348182], [837.7515713117218, 312.2435819992532]]",0,8,,,,,,4e968880599ece2b8ff0e732057c8c21f34a67d65a63e9f3324e3482523432d2
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,10,bb287f23eb43955e7502,[],"[[154.7196819085487, 181.18489065606363], [158.79125248508947, 315.54671968190854], [364.4055666003976, 193.39960238568588], [364.4055666003976, 309.4393638170974], [669.7733598409544, 199.506958250497], [669.7733598409544, 305.36779324055664], [840.779324055666, 313.5109343936382], [840.779324055666, 187.29224652087476]]",0,8,,,,,,8e3188a215bd724f99189c22b23f2f8859fe884c9dfb0c5a6df1553b65cd8311
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,17,8f8f293766eeffd6470a,[],"[[168.82162162162163, 199.26486486486488], [166.05405405405406, 309.9675675675676], [361.62882882882883, 203.87747747747747], [361.62882882882883, 303.50990990990994], [666.9837837837838, 202.95495495495496], [664.2162162162163, 300.74234234234234], [835.8054054054054, 195.5747747747748], [840.4180180180181, 309.9675675675676], [909.6072072072072, 161.44144144144144], [912.3747747747749, 349.63603603603605], [928.9801801801802, 167.8990990990991], [927.1351351351351, 343.1783783783784]]",0,12,,,,,,672d667c435db8408eca40931dfd9cc7fcf4f7fcabf3c34c6f1f1c9a9f95dc99
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,13,8d7a436f7ee75b72d1ba,[],"[[168.82162162162163, 199.26486486486488], [166.05405405405406, 309.9675675675676], [361.62882882882883, 203.87747747747747], [361.62882882882883, 303.50990990990994], [666.9837837837838, 202.95495495495496], [664.2162162162163, 300.74234234234234], [835.8054054054054, 195.5747747747748], [840.4180180180181, 309.9675675675676], [909.6072072072072, 161.44144144144144], [912.3747747747749, 349.63603603603605], [928.9801801801802, 167.8990990990991], [927.1351351351351, 343.1783783783784]]",0,12,,,,,,672d667c435db8408eca40931dfd9cc7fcf4f7fcabf3c34c6f1f1c9a9f95dc99
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,6,561446db19099c48c68e,[],"[[168.82162162162163, 199.26486486486488], [166.05405405405406, 309.9675675675676], [361.62882882882883, 203.87747747747747], [361.62882882882883, 303.50990990990994], [666.9837837837838, 202.95495495495496], [664.2162162162163, 300.74234234234234], [835.8054054054054, 195.5747747747748], [840.4180180180181, 309.9675675675676], [909.6072072072072, 161.44144144144144], [912.3747747747749, 349.63603603603605], [928.9801801801802, 167.8990990990991], [927.1351351351351, 343.1783783783784]]",0,12,,,,,,672d667c435db8408eca40931dfd9cc7fcf4f7fcabf3c34c6f1f1c9a9f95dc99
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,1,d6f4c71d3816fc9fef4a,[],"[[157.07961165048545, 186.90485436893204], [161.05631067961164, 308.19417475728153], [367.8446601941748, 190.88155339805823], [363.86796116504854, 302.2291262135922], [668.085436893204, 192.86990291262137], [668.0854368932039, 310.18252427184467], [847.0368932038836, 188.89320388349515], [847.0368932038836, 308.19417475728153], [930.547572815534, 163.04466019417475], [930.547572815534, 345.97281553398057]]",0,10,,,,,,895d0931d10e0f7f2a132facb25eab2ccd4d61e31219b4ecb6c1dc2d465b1540
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,12,fca31418ca45c43fa616,[],"[[928.0651731160896, 164.75763747454178], [930.1507128309572, 337.857433808554], [911.3808553971487, 344.1140529531569], [911.3808553971487, 152.24439918533605], [842.5580448065173, 193.9551934826884], [844.6435845213849, 317.0020366598778], [663.2016293279022, 202.29735234215886], [663.2016293279022, 302.4032586558045], [367.05498981670064, 306.5743380855397], [364.969450101833, 198.12627291242364], [162.67209775967413, 310.74541751527494], [158.5010183299389, 196.040733197556]]",0,12,,,,,,d651619150018697ddf0c3778e3601ed961526f3d967bd7c0fb59ab7e53fbc43
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,11,006d495cbff76f46e992,[],"[[165.44957133956368, 200.97795902855168], [359.3719253258126, 203.232870121415], [166.95284540147262, 312.9718766407652], [365.3850215734482, 310.7169655479018], [668.2053205185089, 204.44527241961129], [665.9504094256456, 312.68100487705254], [838.8269265451697, 199.98667247930368], [838.8269265451698, 312.68100487705254]]",0,8,,,,,,d60e22fbf1e4af534d41c769460e9f347bec318b09d8548e35924b2f48fe24f5
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,15,8b9ce3b553725840ef9d,[],"[[165.44957133956368, 200.97795902855168], [359.3719253258126, 203.232870121415], [166.95284540147262, 312.9718766407652], [359.2410215734482, 310.7169655479018], [668.2053205185089, 204.44527241961129], [665.9504094256456, 312.68100487705254], [838.8269265451697, 199.98667247930368], [838.8269265451698, 312.68100487705254]]",0,8,,,,,,5a2130ef825d0b99bba9145a818586b70e73eb1853ce705f9a257b94cf68c0ef
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,14,1230dd95959a683bf7aa,[],"[[165.44957133956368, 200.97795902855168], [359.3719253258126, 203.232870121415], [166.95284540147262, 312.9718766407652], [365.3850215734482, 310.7169655479018], [668.2053205185089, 204.44527241961129], [665.9504094256456, 312.68100487705254], [838.8269265451697, 199.98667247930368], [838.8269265451698, 312.68100487705254]]",0,8,,,,,,d60e22fbf1e4af534d41c769460e9f347bec318b09d8548e35924b2f48fe24f5
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,纯人工,18,48e0e1e7a86beb1ce565,[],"[[667.5475018094521, 205.36650253323384], [667.5475018094521, 309.0], [839.0, 197.28571212800003], [839.0, 316.00000511999997], [167.0, 199.12], [167.0, 315.0], [362.0, 201.58400000000003], [362.0, 310.0], [911.928, 161.24], [911.928, 352.392], [927.2727940910158, 168.21200984830642], [927.2727940910158, 344.464]]",0,12,,,,,,3e4cd8a87869b52960d3bc00b2589b778c2194f0b7ad1d1f39e48a024224d999
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,2,80557e6a69dbd96f145d,[],"[[567.929856, 78.4384], [567.929856, 440.85248], [966.53312, 76.71244800000001], [966.53312, 442.46272], [238.5, 218.1453634085213], [274.02, 219.6877794486215], [273.3233082706767, 295.9154686716792], [238.5, 296.16826065162905]]",0,8,,,,,,be84d5618439be19a87b560b240b3020a96dc024ae54f63286eeda3643501826
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,8,8004d58810493d894b90,[],"[[275.51268692160204, 216.1485304016808], [238.59751832831284, 217.37903602145715], [238.59751832831284, 299.82291254646964], [276.74319254137833, 299.82291254646964], [566.9594008927745, 84.17089964332615], [566.2340472732478, 448.5529267893117], [936.7777694035486, 86.36733372961905], [945.1358984741572, 451.3389698128479]]",0,8,,,,,,e6950c81870539fd075f32cf7b2f24104b3f6e33d78cfdc2e6fcda08dd8d83e2
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,10,433d0b582110ee0ef9b1,[],"[[236.15109343936385, 219.8648111332008], [236.15109343936385, 301.2962226640159], [276.8667992047714, 301.2962226640159], [276.8667992047714, 219.8648111332008], [565.948310139165, 439.7296222664016], [567.9840954274354, 85.50298210735586], [978.4822936047135, 436.1367133324854], [981.2407075756474, 80.00125679395009]]",0,8,,,,,,37b0be209422ca39a8c8d56fc04d68474f5c119eb5faeac1c5e1cc6d3f77ab5c
