base_task_id,condition,condition_zh,threshold,subset_worker_ids,valid_k,partition_status,partition_status_zh,task_crowd_structure_status,task_crowd_structure_status_zh,structure_reason,enumeration_truncated,cluster_membership_json,candidate_partitions_json,pairwise_metric_eligible_count,pairwise_correspondence_eligible_count,pairwise_correspondence_incompatible_count,included_in_partition_metric_average,shannon_entropy,gini_simpson,largest_mode_share,supported_multimodality,mode_count,pairwise_correspondence_disagreement,pairwise_metric_dissimilarity_all,subset_index,common_k
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,0.93,11;15;33;34,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0079158251273199,0.0079158251273199,1,4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,0.93,11;15;33;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0097204027502993,0.0336542227217053,2,4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,0.93,11;15;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0086356499474982,0.0325065471515362,3,4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,0.93,11;33;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:11"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0046533657638255,0.0318042645565816,4,4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,0.93,15;33;34;37,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:15"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:33"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:34""], [""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0086538820476565,0.0333515829035439,5,4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,模型预标注辅助,0.93,13;2;29;35,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:13"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:2"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:29"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:35""]]","[[[""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:13"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:2"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:29"", ""B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9:semi:35""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0081135077506886,0.0081135077506886,1,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,0.93,27;28;29;35,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0134620870709025,0.0134620870709025,1,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,0.93,27;28;29;36,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0134875282685548,0.0134875282685548,2,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,0.93,27;28;35;36,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0124241135047926,0.0124241135047926,3,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,0.93,27;29;35;36,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:27"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0091870143681745,0.0091870143681745,4,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,0.93,28;29;35;36,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:28"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:29"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:35"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:manual:36""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0096897067159766,0.0096897067159766,5,4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,模型预标注辅助,0.93,1;2;30;32,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:2"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:30"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:32""], [""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:1""]]","[[[""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:2"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:30"", ""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:32""], [""B6ByNegPMKs_7018ca302c584d0d85024187f3568460:semi:1""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0119170018890549,0.0273008311509183,1,4
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,0.93,13;28;29;34,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:29""], [""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:34""]]","[[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:29""], [""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0335457311107869,0.03575508906751,1,4
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,0.93,13;28;29;35,4,unique,唯一分区,unimodal,单峰,unique_complete_link_partition,False,"[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:29"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:35""]]","[[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:29"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:35""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0260438693732176,0.0260438693732176,2,4
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,0.93,13;28;34;35,4,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,unique_complete_link_partition,False,"[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:35""], [""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:34""]]","[[[""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:13"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:28"", ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:35""], [""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0259297741593551,0.0317095909457567,3,4
