case_category,base_task_id,image_reference,stage,stage_zh,condition,condition_zh,detail_zh,evidence_values_json
semi_uncertainty_expansion,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,C1,校准一阶段,manual_vs_semi,原始码：manual_vs_semi,Semi 的等支持量模式熵高于 Manual；需结合初始 proposal、编辑和 GT 质量。,"{""base_task_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""building_id"": ""wc2JMjhGNzB"", ""common_k"": ""4"", ""delta_gini_simpson"": ""0.375"", ""delta_largest_mode_share"": ""-0.25"", ""delta_mode_count"": ""1.0"", ""delta_pairwise_correspondence_disagreement"": ""0.004666220519849065"", ""delta_pairwise_metric_dissimilarity_all"": ""0.011776042819564325"", ""delta_shannon_entropy"": 0.5623351446188083, ""delta_supported_multimodality"": ""0.0"", ""inference_role"": ""primary_data_mining_inclusive_descriptive"", ""manual_gini_simpson"": ""0.0"", ""manual_largest_mode_share"": ""1.0"", ""manual_mode_count"": ""1.0"", ""manual_nonunique_or_not_evaluable_count"": ""0"", ""manual_pairwise_correspondence_disagreement"": ""0.009682221504514666"", ""manual_pairwise_metric_dissimilarity_all"": ""0.009682221504514666"", ""manual_shannon_entropy"": ""0.0"", ""manual_subset_count"": ""5"", ""manual_supported_multimodality"": ""0.0"", ""manual_unique_partition_count"": ""5"", ""population"": ""all_canonical_planned"", ""semi_gini_simpson"": ""0.375"", ""semi_largest_mode_share"": ""0.75"", ""semi_mode_count"": ""2.0"", ""semi_nonunique_or_not_evaluable_count"": ""0"", ""semi_pairwise_correspondence_disagreement"": ""0.014348442024363731"", ""semi_pairwise_metric_dissimilarity_all"": ""0.02145826432407899"", ""semi_shannon_entropy"": ""0.5623351446188083"", ""semi_subset_count"": ""1"", ""semi_supported_multimodality"": ""0.0"", ""semi_unique_partition_count"": ""1"", ""threshold"": 0.95}"
semi_uncertainty_expansion,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,C1,校准一阶段,manual_vs_semi,原始码：manual_vs_semi,Semi 的等支持量模式熵高于 Manual；需结合初始 proposal、编辑和 GT 质量。,"{""base_task_id"": ""uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13"", ""building_id"": ""uNb9QFRL6hY"", ""common_k"": ""5"", ""delta_gini_simpson"": ""0.31999999999999984"", ""delta_largest_mode_share"": ""-0.19999999999999996"", ""delta_mode_count"": ""1.0"", ""delta_pairwise_correspondence_disagreement"": ""-0.01288427459267468"", ""delta_pairwise_metric_dissimilarity_all"": ""-0.003666171227209282"", ""delta_shannon_entropy"": 0.5004024235381879, ""delta_supported_multimodality"": ""0.0"", ""inference_role"": ""primary_data_mining_inclusive_descriptive"", ""manual_gini_simpson"": ""0.0"", ""manual_largest_mode_share"": ""1.0"", ""manual_mode_count"": ""1.0"", ""manual_nonunique_or_not_evaluable_count"": ""0"", ""manual_pairwise_correspondence_disagreement"": ""0.02153808026844556"", ""manual_pairwise_metric_dissimilarity_all"": ""0.02153808026844556"", ""manual_shannon_entropy"": ""0.0"", ""manual_subset_count"": ""1"", ""manual_supported_multimodality"": ""0.0"", ""manual_unique_partition_count"": ""1"", ""population"": ""all_canonical_planned"", ""semi_gini_simpson"": ""0.31999999999999984"", ""semi_largest_mode_share"": ""0.8"", ""semi_mode_count"": ""2.0"", ""semi_nonunique_or_not_evaluable_count"": ""0"", ""semi_pairwise_correspondence_disagreement"": ""0.008653805675770879"", ""semi_pairwise_metric_dissimilarity_all"": ""0.017871909041236277"", ""semi_shannon_entropy"": ""0.5004024235381879"", ""semi_subset_count"": ""1"", ""semi_supported_multimodality"": ""0.0"", ""semi_unique_partition_count"": ""1"", ""threshold"": 0.95}"
high_support_persistent_split,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 8.0, ""cluster_margin_all"": ""0.17391304347826086"", ""cluster_margin_top2"": ""0.3333333333333333"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.3478260869565217, ""largest_cluster_support"": 8, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.17391304347826086"", ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 10.0, ""cluster_margin_all"": ""0.2608695652173913"", ""cluster_margin_top2"": ""0.5"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.391304347826087, ""largest_cluster_support"": 9, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.13043478260869565"", ""second_cluster_support"": 3, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab"", ""building_id"": ""e9zR4mvMWw7"", ""cluster_count"": 5.0, ""cluster_margin_all"": ""0.13043478260869565"", ""cluster_margin_top2"": ""0.17647058823529413"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.4347826086956521, ""largest_cluster_support"": 10, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.30434782608695654"", ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5"", ""building_id"": ""rPc6DW4iMge"", ""cluster_count"": 8.0, ""cluster_margin_all"": ""0.2608695652173913"", ""cluster_margin_top2"": ""0.42857142857142855"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.4347826086956521, ""largest_cluster_support"": 10, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.17391304347826086"", ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""building_id"": ""B6ByNegPMKs"", ""cluster_count"": 3.0, ""cluster_margin_all"": ""0.34782608695652173"", ""cluster_margin_top2"": ""0.36363636363636365"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6521739130434783, ""largest_cluster_support"": 15, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.30434782608695654"", ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 4.0, ""cluster_margin_all"": ""0.391304347826087"", ""cluster_margin_top2"": ""0.42857142857142855"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6521739130434783, ""largest_cluster_support"": 15, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.2608695652173913"", ""second_cluster_support"": 6, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 6.0, ""cluster_margin_all"": ""0.6521739130434783"", ""cluster_margin_top2"": ""0.7894736842105263"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.7391304347826086, ""largest_cluster_support"": 17, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.08695652173913043"", ""second_cluster_support"": 2, ""severe_persistent_split"": false, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
high_support_persistent_split,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,Calibration,原始码：Calibration,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 7.0, ""cluster_margin_all"": ""0.045454545454545456"", ""cluster_margin_top2"": ""0.1111111111111111"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.2272727272727272, ""largest_cluster_support"": 5, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": ""0.18181818181818182"", ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,Calibration,原始码：Calibration,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 7.0, ""cluster_margin_all"": ""0.045454545454545456"", ""cluster_margin_top2"": ""0.1111111111111111"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.2272727272727272, ""largest_cluster_support"": 5, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": ""0.18181818181818182"", ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 9.0, ""cluster_margin_all"": ""0.13636363636363635"", ""cluster_margin_top2"": ""0.2727272727272727"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.3181818181818182, ""largest_cluster_support"": 7, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.18181818181818182"", ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg,Calibration,原始码：Calibration,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 4.0, ""cluster_margin_all"": ""0.13636363636363635"", ""cluster_margin_top2"": ""0.15789473684210525"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.5, ""largest_cluster_support"": 11, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": ""0.36363636363636365"", ""second_cluster_support"": 8, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 5.0, ""cluster_margin_all"": ""0.22727272727272727"", ""cluster_margin_top2"": ""0.2631578947368421"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.5454545454545454, ""largest_cluster_support"": 12, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.3181818181818182"", ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg,Calibration,原始码：Calibration,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""wc2JMjhGNzB_dda6efcba51c40de8552408953719515"", ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 3.0, ""cluster_margin_all"": ""0.3181818181818182"", ""cluster_margin_top2"": ""0.3333333333333333"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6363636363636364, ""largest_cluster_support"": 14, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": ""0.3181818181818182"", ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.jpg,Calibration,原始码：Calibration,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 6.0, ""cluster_margin_all"": ""0.5454545454545454"", ""cluster_margin_top2"": ""0.6666666666666666"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6818181818181818, ""largest_cluster_support"": 15, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": ""0.13636363636363635"", ""second_cluster_support"": 3, ""severe_persistent_split"": false, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
high_support_persistent_split,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,PreScreen,原始码：PreScreen,manual,纯人工,在该阶段最大已观察支持量、q=.95 下仍有至少两个受支持几何簇。,"{""base_task_id"": ""rPc6DW4iMge_fbc169773c954580baea6d2798c0d486"", ""building_id"": ""rPc6DW4iMge"", ""cluster_count"": 11.0, ""cluster_margin_all"": ""0.19047619047619047"", ""cluster_margin_top2"": ""0.4"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.3333333333333333, ""largest_cluster_support"": 7, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": ""0.14285714285714285"", ""second_cluster_support"": 3, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 21}"
crowd_gt_relationship,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd"", ""best_cluster_median_iou"": 0.9056130853119684, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.31197034542239965, ""crowd_gt_relationship"": ""diffuse_all_singletons_no_supported_crowd_mode"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.31197034542239965, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.5936427398895687, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 5.0, ""supported_cluster_count"": 0.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146"", ""best_cluster_median_iou"": 0.9470142352280608, ""best_cluster_rank"": 5.0, ""best_cluster_support"": 1.0, ""building_id"": ""q9vSo1VnCiC"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.27348983795594484, ""crowd_gt_relationship"": ""diffuse_all_singletons_no_supported_crowd_mode"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.27348983795594484, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.673524397272116, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 5.0, ""supported_cluster_count"": 0.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""best_cluster_median_iou"": 0.97139730340746, ""best_cluster_rank"": 5.0, ""best_cluster_support"": 2.0, ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 7.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.267276760880108, ""crowd_gt_relationship"": ""supported_multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.267276760880108, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.704120542527352, ""largest_cluster_support"": 5, ""partition_status"": ""unique"", ""second_cluster_support"": 4, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 6.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,C1,校准一阶段,semi,模型预标注辅助,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d"", ""best_cluster_median_iou"": 0.959934937077305, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""q9vSo1VnCiC"", ""cluster_count"": 4.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.22984929103025797, ""crowd_gt_relationship"": ""diffuse_all_singletons_no_supported_crowd_mode"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.22984929103025797, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7300856460470471, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 4.0, ""supported_cluster_count"": 0.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
