task_id,base_task_id,image_id,image_stem,source_path,image_path,source_pool,source_files,used_in_prescreen,used_in_random_c1_deprecated,has_final_gold,geometry_gold_ready,scope_gold_ready,gt_keypoint_count,gt_pair_count,corner_count_bin,old_manual_scope_raw,old_manual_difficulty_raw,old_semi_model_issue_raw,legacy_label_status,expert_review_status,latest_human_reviewed,scope_difficulty_reviewed,legacy_proxy,unreviewed,expert_scope_confirmed,expert_proxy_family_primary,expert_proxy_family_secondary,model_issue_only,semi_only,scope_gate_only,requires_gt_fix,requires_gt_review,hard_exclude,exclude_reason,eligible_for_manual_calibration,eligible_for_core_proxy_sampling,eligible_for_anchor_candidate,eligible_for_reserve_candidate,eligible_for_semi_candidate,core_candidate_type,proxy_confidence,notes,calibration_split,selection_rank,selection_reason,used_for_r_u,semi_family,semi_family_confidence,semi_selection_rank
480,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,seam;reflection,corner_drift,legacy_proxy,legacy_proxy,false,false,true,true,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,23,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点错位/飘移,legacy_proxy,11
595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,14,7,pairs_7_8,normal,occlusion;low_texture,corner_drift;corner_duplicate,legacy_proxy,legacy_proxy,false,false,true,true,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,44,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点错位/飘移,legacy_proxy,12
600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,low_texture,corner_drift,legacy_proxy,legacy_proxy,false,false,true,true,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,66,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点错位/飘移,legacy_proxy,13
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion,corner_drift,legacy_proxy,legacy_proxy,false,false,true,true,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,37,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点错位/飘移,legacy_proxy,14
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,low_texture,corner_duplicate,legacy_proxy,legacy_proxy,false,false,true,true,,角点重复,角点重复,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,6,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点重复,legacy_proxy,15
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,10,5,pairs_5_6,normal,trivial,corner_duplicate,legacy_proxy,legacy_proxy,false,false,true,true,,角点重复,角点重复,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,27,core_paired_semi_counterpart_candidate,false_non_reliability_core,角点重复,legacy_proxy,16
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;范围难度人工分层候选;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,trivial,corner_duplicate,legacy_proxy,latest_human_reviewed,true,true,true,false,oos 边界不可判断,拉伸明显,角点重复,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,confirmed,可作 OOS 边界候选,core,3,core_scope_gate_audit_candidate,false_non_reliability_core,角点重复,confirmed,17
652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,36,18,pairs_ge_9,normal,occlusion,corner_drift;corner_duplicate;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,20,core_paired_semi_counterpart_candidate,false_non_reliability_core,过度解析,legacy_proxy,18
667,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,seam,corner_drift;corner_duplicate;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,72,core_paired_semi_counterpart_candidate,false_non_reliability_core,过度解析,legacy_proxy,19
548,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,16,8,pairs_7_8,oos_open_boundary,occlusion;reflection,corner_drift;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,legacy_proxy,,core,34,core_scope_gate_audit_candidate,false_non_reliability_core,过度解析,legacy_proxy,20
481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,reflection,corner_drift;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,42,core_paired_semi_counterpart_candidate,false_non_reliability_core,过度解析,legacy_proxy,21
618,wc2JMjhGNzB_36f4749077674307bce31998171e96ef,wc2JMjhGNzB_36f4749077674307bce31998171e96ef,wc2JMjhGNzB_36f4749077674307bce31998171e96ef,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_36f4749077674307bce31998171e96ef.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,16,8,pairs_7_8,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,52,core_paired_semi_counterpart_candidate,false_non_reliability_core,模型标注质量好,legacy_proxy,22
594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial,corner_duplicate;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,24,core_paired_semi_counterpart_candidate,false_non_reliability_core,过度解析,legacy_proxy,23
653,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,73,core_paired_semi_counterpart_candidate,false_non_reliability_core,模型标注质量好,legacy_proxy,24
479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,low_texture;seam,corner_drift;corner_duplicate;topology_failure;over_parsing;fail,legacy_proxy,legacy_proxy,false,false,true,true,,模型预标注失败/拓扑失败,模型预标注失败/拓扑失败,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,,core,22,core_paired_semi_counterpart_candidate,false_non_reliability_core,legacy_proxy_unspecified,legacy_proxy,25
