round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version,watch_flag,used_for_r_u,used_for_rq2,semi_family
C1,12,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,15,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,legacy_proxy_unspecified
C1,35,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,10,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,False,false,true,legacy_proxy_unspecified
C1,33,650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,34,650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,13,650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,True,false,true,模型标注质量好
C1,2,650,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,False,false,true,模型标注质量好
C1,8,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,32,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,30,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,False,false,true,legacy_proxy_unspecified
C1,1,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,False,false,true,legacy_proxy_unspecified
C1,37,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,27,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,False,false,true,legacy_proxy_unspecified
C1,29,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
C1,28,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_draft,True,false,true,legacy_proxy_unspecified
