image_id,model,source,sha256,git_blob,bytes_read,arrays_read,status
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.npz,1e8d6184648cbdef52b68e6d9cf57733283f2406096d98603cb58ea8421e3d1e,2d77184e1322dd76fcdfbadb4867259e0cf50fe2,1421085,61,actual_export_loaded_and_required_candidates_checked
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.npz,e9175609980382e79da4c52a8ed2b4afd7c152e832862ae62716351a6b615093,848c1b9333d71df83782ea6c55281319616bc5ec,1415970,61,actual_export_loaded_and_required_candidates_checked
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.npz,37d9d0899b5367db527b369ccc23989e4083b82a6ca239ac46757a9e147582b7,819b8443c71e7c9ab46df7f3ea698d7cf9ff3033,1426295,61,actual_export_loaded_and_required_candidates_checked
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.npz,44b763c436acea2beac18659f5191a5661780b9e279ea8d2dbdbeced52f2f1a7,e42ac77dcce88226b9909062ee4e290fd8c28728,1415149,61,actual_export_loaded_and_required_candidates_checked
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.npz,ac4f73049aa66ebc7a335e32465466451c6d953a4147dbfba160063ff87b6d33,c74cf20eaccee882058fd44841fdb3864bc21a99,1428869,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.npz,d7dc643f640eda7fee8ec2f095d859e4b0fee2e667ac8e80817df35bdcdb7d63,c266c117d4b2104c9bf22a6e89a77976a9113ed2,1433945,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.npz,9bea2b342caea673bfeb72f65db4e9a088809d001af00687eb24140697539ab0,5aa57a994e36c70f497ba2270c6b33b545809c70,1422523,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.npz,f1d4c173f7a64f8630f95af2a789dd613a76114b6b3284791ca831045d064470,e5371e7045d578add58a9a4e3471799eafa41311,1427916,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.npz,20b37a91479d29d54d60c9d3d7c63ef878528dd2f07d2b54eae9e3ddb973a7ba,652326fc63b56fc5b8a1b626decc70541b566cad,1404727,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.npz,11452c71c82282155ca1c1a8520010f10cd087442259a02e5368bcdb4b36c808,cfc3f436f192a9c78bfbad6c83c11a90035f792b,1423360,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.npz,14c2e42d476988e9e6355b4db61ed03c68c52ebc6ad1daa12bbe0ee6294386a3,e77658968aac92d6db0eaee2f91d0df656daad2b,1426832,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.npz,1cf02859d6ea67712d904c16292fc0a2e6590dc2998be13d4507f6180e2b01b9,e687b528dfc1b58399b455abffd07e78cc88ecea,1397831,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.npz,c0003bc44c81992c058512d8e72bfeb37a54ef2e3e17852e09f7ebc798a16359,1f6101b1611b02b86f1bfaf297cff216115e7417,1427915,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.npz,2cd58f5e37d3023111a053d0cf9d92eed05a4dcb18366c4d0ccf4e38618209ac,c177d44dfab70b16db9364ef0274e29e68e0a658,1408053,61,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.npz,ab876c284d939fa4b1ccb1a5959270541fd48eaea9557849a76e1da77dff3a2d,86e22fea20fe09545f3c7b8b23c1a290d842dfab,1414911,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.npz,c470ec7f61e1ae940c0de42282fafc865291b521b6005e98f1a24c62bd79a357,ca9ef7c1f814298efd41117df458127d4cba72cc,1420202,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.npz,79653019e47d1547cb1d37726647ebe37d3a704dfc7e6ff751adbeb1ace49ee9,5e935c5d15bd4966c4f07c49e4f394e4413fde3a,1409865,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.npz,b1d525f8a3689c46b88790284d7223ab8f2efecff307e013f1f8ee61d1332a38,4df2d1bee64b3c7ce47888802a096b635b9d63f1,1445417,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.npz,8dd3649725c48c2e1eea58a37ae484a39512c0faad17345f7db47a8196a51ab5,08231baea8bd82749e448fc0f40e5391ec54c9ab,1429819,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.npz,23bbd59431996217b8acd5a64b93136d5f6a88380f3728f6cca6dae57d902568,0580f462f4a8e49efcfdc2bac424b1b33069c658,1408970,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.npz,d3f74b2461ec6172766bd8c8e0240b16438d02319cb55232bea4652851c9c61d,9b9bbde111cd645766bcee69515a92cd6ae957dc,1419540,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.npz,2ffb41ff2b3a9dea6cbe8f43e95bc31f7e41768a09ceefe9a74ba07d5275dcf7,72f3b3f328bd7df9d158849a21c0ad89a72e0fe9,1430833,61,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.npz,13ae0917180d8dd8631da7d0cbab7a6be18d5a4c770fb6d22f5199eb54c39781,3efc7960f3b60142b25af65533dfda599656f537,1416131,61,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.npz,a844cadb1674dec065d940b184663fbbe996937b844a4dcf6ea46fc2da4407ca,2af61a5f92640705681a296466374dafba6eb1b2,1419253,61,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.npz,242d6f05f2cb3411959de6c636a5f96ccf96ed238f88cf14994890713c9d9ba0,ca36d047bb5b85dafbe5139f4db3ce214e664f8d,1435400,61,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.npz,dc02d3c145eae0b7a416dd3ff669120f76d160a3bb2f4f4b28e7e1176f53d5b0,7a81a49b162d087d0bbb356ec46e2aea3e6aadc2,1417816,61,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.npz,bfce1f3dbfa14eba86050e1fdf595b97194f4eeb9656e1a69e40dc6c3a46f3d8,fb68a0be1b6f9ffd5497ea71443003287f2af916,1407796,61,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.npz,fe53498b8b0e12d988854a274965d170c3a2ea28f7d178cc7eaeb090466c59ab,80ffc40f70d2a25bc5849a213601283496a35094,1429624,61,actual_export_loaded_and_required_candidates_checked
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.npz,ed0a44944df1738400282c12615530a445c99deb4828e40ed85255222a9ca0fa,8146d7d912915b5cedcf737f55ec16f2b41c7629,1403255,61,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.npz,996f0b08c055d03758ee5cd7c368d0721bcb21de8a69ed6aaf00b6dbc468ac70,917bc72ec261643416b9750f43b85303dd722c41,1423139,61,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.npz,3cf30663c335e6de887969554af927a9aee706f978eed17d1bbe87d0c9224157,144e8d6ca85b8d252a26cb2cd10df8d1ce5a84bc,1405010,61,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.npz,e131832c0f33e9b5026eaa08f758f7e79832f6b36d0d2ab19410400f65a6ccca,67f917dd94be24d1b33df1d2fcef96eef2f6e43c,1429549,61,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.npz,27d825bf801e90d9cef93148d7022770fef57b7bcd2eca804cc039301f6e79ef,3a18cb088814c3bfcb72b5d2cd2becbb1e50ec69,1441889,61,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.npz,e87d0d25240383e16881f8e865d9a00c01e0b43ac31f9ce7549a951b7f95e30f,013f2f5037102550a57c96eedf7cbe80d45aaa4e,1410515,61,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.npz,669ff5ead4c56b9fae862a4db5f109806dc99c505ceffa3f893279dd61d18e6f,9f7728a1fcb41daba371d5ffb7896fe7a94a984d,1432912,61,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.npz,e450c8e6326eef7407250a87e294c5bf0073d206d9c5f86ec904ae7545d2edbd,fc9a5631258263114bfb04d9cb757f2f1d76a298,1413390,61,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.npz,91f3eb4895cbcd0fcf93b569058df419ba6645f30c819db2c9d0ad3bf78dce5c,1df3ad25b5e1ff5880e78e241016de2e55cdf03e,1420787,61,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.npz,bb7b04ccec1be21a6d38200321aa8cb9bf915fc805fa2a16dd6776141ab70fc8,2ea8e5b04cc7c02b9a72057d9c1ef6971e2d9ab1,1419087,61,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.npz,705b5194973dc4d024f25269306001b76e2b5dcd05b450fbb9c16b652ccc14b0,a3e5c9c42fa33d4d8a1ac192f96b43d102091e75,1422677,61,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.npz,2bdf43355c785d1a99e6d36c6c05a371309dec0f71b17e5d5b9eb08a8019d2d0,2d991d8dc73c04f2315c0f6b5df2ec8c4287ce0d,1420816,61,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.npz,ac15c286c77443de2b0ed1794b4b27bc055ce370f7de2bd57369079d005c8e75,4847e3fddc4ff850b88e68760120b88eb87f71ae,1433428,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.npz,89846acbae03fe072b8fc362cd5ca7a064b76e878015eea135db884b927f6c7e,0bef05f0bf9d218fd51eccef3f852d28d5a4c5d5,1410970,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.npz,dc074d150ab1b08681edc7befe7b1195596da51cacde27ab8b996accea661b4f,457a727834255ea6267e075b2d72343903e0a434,1414517,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.npz,3ac5cfa525afc2b2d873860254eeb3a1a65405e2c2731d2ac6c6e7d26b0df830,c886e29c40804ce7657354bfcd090c5a2e1b38f6,1410827,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.npz,1d4124135b7b8bf58766c1550f01a07a35165dd3c7d24c492a2b43113d46668c,4d8ab41cf0f06abfd2d15b4e36b4b82bbc2a19d1,1417646,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.npz,74e73b244ed4d0cec55a7acb4ad431b196ba62740c3646e03ad616ce8e12e073,c456fda0e27098a9975f3a3aa399e977ead63fae,1410947,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.npz,d4f0dc8930757a0b816763353595c921dc72a5c7ad3a36a227cd2cc02fca734e,28b738049c32e2019661f267b6f1e84b9d985ec1,1412460,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.npz,860b603fed8eb392c8c759cc955fdcfc43bfc375fdbca959064a0c4db2e068d2,c10043d9915a64674f02e1713e6bb59fb4dc4ef1,1413655,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.npz,7583c6c5a14871e3667462b4f8fd8f00af3f3773fbd0e34e8b108e68281a16d8,6a8df4931f6e8f5c00b39c585efcea2dea796c13,1410821,61,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.npz,5e57482d73e3c5775afd0fd794f42faad3b4ce3a0cd086d0197569e4e4777a77,896e62cccb1011abab46ff622a1b05738ecb4449,1415051,61,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,hohonet,analysis_results/image_portrait_20260914_v1/models/hohonet/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.npz,63903fb18d819b9133b426e48a8523e34273846cc1c28548babe5bd73de46f25,275ffd6a8623c1a5bfabdce69d6ae55ab8302a90,1401983,61,actual_export_loaded_and_required_candidates_checked
