p1_package,p1_import_file,p1_import_order,dataset_group,condition,final_role,semi_role,oos_role,source_task_id,base_task_id,title,image,gt_inner_id,gt_title,gt_image,gt_import_file,gt_project20_task_id,gt_export_order,gt_project20_export_file,match_status
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,11,PreScreen_manual,manual,expert_anchor,,,559,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,101,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,import_json/label_studio_import_docker.json,2585,101,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,12,PreScreen_manual,manual,expert_anchor,,,562,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,104,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,import_json/label_studio_import_docker.json,2588,104,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,13,PreScreen_manual,manual,expert_anchor,,,564,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,106,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,import_json/label_studio_import_docker.json,2590,106,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,14,PreScreen_manual,manual,non_anchor,,,567,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,109,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.jpg,import_json/label_studio_import_docker.json,2593,109,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,15,PreScreen_manual,manual,expert_anchor,,,569,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,111,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,import_json/label_studio_import_docker.json,2595,111,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,16,PreScreen_manual,manual,expert_anchor,,,570,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,112,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,import_json/label_studio_import_docker.json,2596,112,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,17,PreScreen_manual,manual,expert_anchor,,,578,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,120,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.jpg,import_json/label_studio_import_docker.json,2604,120,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,18,PreScreen_manual,manual,expert_anchor,,,614,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,156,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.jpg,import_json/label_studio_import_docker.json,2640,156,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,19,PreScreen_manual,manual,expert_anchor,,,630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,172,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a.jpg,import_json/label_studio_import_docker.json,2656,172,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,20,PreScreen_manual,manual,non_anchor,,,635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,177,q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.jpg,import_json/label_studio_import_docker.json,2661,177,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,21,PreScreen_manual,manual,expert_anchor,,,670,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,212,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,import_json/label_studio_import_docker.json,2696,212,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,22,PreScreen_manual,manual,non_anchor,,,676,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,218,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,import_json/label_studio_import_docker.json,2702,218,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,23,PreScreen_manual,manual,expert_anchor,,,677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,219,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,import_json/label_studio_import_docker.json,2703,219,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,24,PreScreen_manual,manual,expert_anchor,,,687,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,229,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,import_json/label_studio_import_docker.json,2713,229,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,25,PreScreen_manual,manual,non_anchor,,,696,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,238,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,import_json/label_studio_import_docker.json,2722,238,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,26,PreScreen_manual,manual,expert_anchor,,,697,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,239,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,import_json/label_studio_import_docker.json,2723,239,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,27,PreScreen_manual,manual,expert_anchor,,,707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,249,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,import_json/label_studio_import_docker.json,2733,249,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,28,PreScreen_manual,manual,non_anchor,,,711,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,253,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,import_json/label_studio_import_docker.json,2737,253,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,29,PreScreen_manual,manual,expert_anchor,,,714,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,256,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,import_json/label_studio_import_docker.json,2740,256,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,30,PreScreen_manual,manual,expert_anchor,,,717,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,259,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.jpg,import_json/label_studio_import_docker.json,2743,259,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_semi,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,1,PreScreen_semi,semi,,control,,492,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,34,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,import_json/label_studio_import_docker.json,2518,34,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_semi,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,2,PreScreen_semi,semi,,control,,501,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,43,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,import_json/label_studio_import_docker.json,2527,43,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_semi,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,3,PreScreen_semi,semi,,control,,568,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,110,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,import_json/label_studio_import_docker.json,2594,110,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_semi,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,4,PreScreen_semi,semi,,control,,572,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,114,wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_77962388887942148ee65c2892600e02.jpg,import_json/label_studio_import_docker.json,2598,114,project-20-at-2026-03-27-14-57-e66c6481.json,matched
P1_semi,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,5,PreScreen_semi,semi,,control,,573,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,115,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,import_json/label_studio_import_docker.json,2599,115,project-20-at-2026-03-27-14-57-e66c6481.json,matched
