analysis_role,base_task_id,block3_generated,evidence_rows,formal_policy_frozen,formal_profile_frozen,risk_eligible_rows,scientific_conclusion_prohibited,stage,workers
diagnostic_pre_stage3,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,False,6,False,False,0,True,C1,6
diagnostic_pre_stage3,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,False,6,False,False,0,True,C1,6
diagnostic_pre_stage3,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,rPc6DW4iMge_4350d36797324601adba7351d09602d2,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,False,10,False,False,0,True,C1,10
diagnostic_pre_stage3,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,False,10,False,False,0,True,C1,9
diagnostic_pre_stage3,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,False,11,False,False,0,True,C1,10
diagnostic_pre_stage3,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,False,22,False,False,0,True,C1,22
diagnostic_pre_stage3,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,False,9,False,False,0,True,C1,9
diagnostic_pre_stage3,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,False,5,False,False,0,True,C1,5
diagnostic_pre_stage3,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,False,3,False,False,3,True,C2A_RP,3
diagnostic_pre_stage3,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,False,3,False,False,3,True,C2A_RP,3
diagnostic_pre_stage3,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,False,4,False,False,3,True,C2A_RP,4
diagnostic_pre_stage3,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,False,4,False,False,3,True,C2A_RP,4
diagnostic_pre_stage3,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,False,2,False,False,2,True,C2A_RP,2
diagnostic_pre_stage3,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,False,4,False,False,3,True,C2A_RP,4
diagnostic_pre_stage3,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,False,4,False,False,4,True,C2A_RP,4
diagnostic_pre_stage3,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,False,4,False,False,4,True,C2A_RP,4
diagnostic_pre_stage3,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,False,2,False,False,2,True,C2A_RP,2
diagnostic_pre_stage3,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,False,2,False,False,2,True,C2A_RP,2
diagnostic_pre_stage3,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,False,1,False,False,0,True,C2A_RP,1
diagnostic_pre_stage3,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,False,4,False,False,4,True,C2A_RP,4
diagnostic_pre_stage3,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,False,2,False,False,1,True,C2A_RP,2
diagnostic_pre_stage3,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,False,4,False,False,4,True,C2A_RP,4
diagnostic_pre_stage3,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,False,4,False,False,3,True,C2A_RP,4
diagnostic_pre_stage3,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,False,1,False,False,0,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,False,1,False,False,1,True,C2A_RP,1
diagnostic_pre_stage3,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,False,2,False,False,0,True,C2A_RP,2
diagnostic_pre_stage3,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,False,2,False,False,1,True,C2A_RP,2
diagnostic_pre_stage3,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,False,2,False,False,2,True,C2A_RP,2
diagnostic_pre_stage3,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,False,4,False,False,4,True,C2A_RP,4
diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,20,False,False,19,True,C2B,20
diagnostic_pre_stage3,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,False,20,False,False,20,True,C2B,20
diagnostic_pre_stage3,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,False,3,False,False,3,True,C2B,3
diagnostic_pre_stage3,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,False,20,False,False,19,True,C2B,20
diagnostic_pre_stage3,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,False,3,False,False,3,True,C2B,3
diagnostic_pre_stage3,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,False,3,False,False,3,True,C2B,3
diagnostic_pre_stage3,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,False,20,False,False,19,True,C2B,20
diagnostic_pre_stage3,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,False,1,False,False,1,True,C2B,1
diagnostic_pre_stage3,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,False,2,False,False,0,True,C2B,2
diagnostic_pre_stage3,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,False,2,False,False,2,True,C2B,2
diagnostic_pre_stage3,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,B6ByNegPMKs_75327de9719945aa8b893a6404667884,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,False,25,False,False,0,True,P1,25
