analysis_role,analysis_subrole,base_task_id,block3_generated,building_id,canonical_submission_id,condition,feature_timing,formal_first_route_eligible,formal_policy_frozen,formal_profile_frozen,risk,routing_role,scientific_conclusion_prohibited,selected,stage,substage_block,tag_family,tag_value,task_stratum,worker_id
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,13f3eff18a52453b,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,12
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ae0b6b00e971f182,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,13
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,8fceb8fe7a91b34c,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,14
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d0af5ad0523f8433,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,15
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,07e393557408ab30,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,17
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,d7d3126eb509dcae,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,18
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,ee2e59495db1c2bf,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,19
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,cebf574498a5a20d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,2
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,695653e48b0aca59,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,21
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,bc019effee879dd8,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,6
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,0e52fffeabd5cf25,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,8
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,9e9998c2efb5ea77,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,1
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,10
diagnostic_pre_stage3,descriptive_measurement_audit,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,4a5ea8f6ba8ecaab,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,10
