canonical_annotation_id,image_id,building,worker_id,main_worker_included,stage,initialization_source,initialization_reference_type,current_reference_status,planned_payload_verified,participant_view_event_verified,checkpoint_known,initial_geometry_valid,initial_failure,initial_points,final_points,initial_error_current_reference,final_error_current_reference,net_reference_improvement,initial_final_d_mask,point_count_changed,active_seconds,scope
e2305061fc73b67a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,W036,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,12,8,0.150860025287,0.0287235406345,0.122136484653,0.147472666246,True,498,normal
e805d3344d24834a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,W037,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,12,8,0.150860025287,0.139334892374,0.0115251329132,0.252961471356,True,469,oos_geometry
3d27ec416166fb40,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,W006,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,12,8,0.150860025287,0.0324866563198,0.118373368967,0.145327052778,True,9,normal
8a6c9350ded9f505,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,W008,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,12,8,0.150860025287,0.267127691095,-0.116267665808,0.163657378834,True,,normal
8ded0001dfe26e8d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W001,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.188041283195,-0.091621966352,0.137822203318,True,66,normal
21dc98163be065c0,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W010,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,126,normal
6c4eb5c014ae5538,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W011,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0964193168433,0.0964193168433,0,0,False,67,normal
e7ac757b87291eaa,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W012,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.177849804012,-0.081430487169,0.125628996415,True,,normal
a5152b786b6b4257,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W013,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,286,normal
7c839cd20c00cf4d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W014,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.108011016645,-0.0115916998014,0.0469043312058,True,,normal
59a06a020567d554,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W015,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,80,normal
09357be7fb68e08a,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W017,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,39,normal
98eadb4d0d25287d,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W018,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,79,normal
21917165006a2616,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W019,False,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,14,0.0964193168433,0.11485669415,-0.0184373773066,0.0200413117329,True,,normal
185f571fb1f1fa61,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W002,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,31,normal
726df974bcd4c84b,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W021,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0964193168433,0.102182960346,-0.00576364350216,0.00626504378702,False,50,normal
7545785ecf7e44b3,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W026,False,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0964193168433,0.0964193168433,0,0,False,,oos_open_boundary
6999db3ebf3ef330,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W027,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,193,normal
cd3a2f4a0e0ad07e,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W028,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.045299784723,0.0511195321204,0.133363948446,True,407,normal
2d656d0b379aca23,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W029,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.197791062924,-0.101371746081,0.16142429811,True,350,normal
272f8ef889915150,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W030,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.239314683654,-0.142895366811,0.21091722371,True,,normal
55e7158552d3913a,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W031,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.0647068545842,0.0317124622591,0.150866764991,True,,normal
8426a252a40fabd5,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W032,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.107714065517,-0.0112947486734,0.0617222582629,True,355,normal
7a24ac2a83e02abb,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W033,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,270,normal
a97df3618c618b1a,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W034,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.12584952998,-0.0294302131363,0.0908557932294,True,,normal
b62a4df9e1645fe7,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W035,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,10,0.0964193168433,0.217450757459,-0.121031440616,0.166947709636,True,,normal
43fca0253b1b4fff,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W036,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0964193168433,0.0964193168433,0,0,False,213,normal
717840fe8221eba6,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W037,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,10,0.0964193168433,0.0939263088221,0.00249300802121,0.0044811280493,True,204,normal
932e34e76a7b2bd3,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W006,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.0958208597773,0.000598457066073,0.04458663589,True,73,normal
d90afb940106a139,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,W008,True,P1,trap_natural,final_gold,adjudicated_reference,True,False,False,True,,12,8,0.0964193168433,0.101249351375,-0.00483003453174,0.0390412946619,True,120,normal
b21b9e1bc1f9748c,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W001,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.240595145587,-0.240548910295,0.240635355959,False,40,normal
dd75ae13e342b2e4,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W010,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,26,normal
5945adbef25e9e2d,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W011,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,37,normal
4b34ab7cdc3ff32b,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W012,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.129216861225,-0.129170625933,0.129216861225,False,,normal
ee2a23d20aaa38a2,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W013,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,20,normal
a10636e431b96e35,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W014,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.0235788704076,-0.0235326351162,0.0235337126145,False,,normal
8f3e2abc0f04f753,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W015,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.000300529394087,-0.000254294102689,0.000254299981506,False,160,normal
f8530b0e7a20bef6,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W017,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,31,normal
202d1d9063738999,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W018,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,49,normal
87d9235672d0264e,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W019,False,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,10,4.62352913979e-05,0.520348192504,-0.520301957212,0.520364600082,True,,normal
f6296e82c056709c,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W002,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.000346764685484,-0.000300529394087,0.000300536341779,False,37,normal
c9f042d8c21ca99b,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W021,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.00909612955094,-0.00904989425954,0.00914185961044,False,76,normal
91fa809bea75fc47,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W026,False,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,,oos_insufficient
c6f141b411336076,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W027,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,214,normal
5429d9e5ae4acde8,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W028,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.465091547993,-0.465045312702,0.465091547993,False,328,oos_open_boundary
ad6812c23b79784a,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W029,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.481551692251,-0.481505456959,0.481551692251,False,199,oos_geometry
1c1e863ffcab5dcb,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W030,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.284445250181,-0.28439901489,0.284484126085,False,65,normal
a55a92a57a48a087,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W031,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.464999075273,-0.464952839981,0.464999075273,False,,normal
89af3c23558522cb,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W032,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.176604659729,-0.176558424438,0.176604659729,False,200,normal
3bd7cc7151dff5c8,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W033,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.149875161827,-0.149828926536,0.149875161827,False,150,normal
45579518b52a9571,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W034,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.425073978176,-0.425027742885,0.425073978176,False,,oos_insufficient
a81657f0ac5d7807,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W035,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.535093397448,-0.535047162156,0.535093397448,False,,normal
a2615a25ae6631e5,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W036,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,86,oos_geometry
4fbebe49572a79a5,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W037,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,0.501248381727,-0.501202146436,0.501248381727,False,389,oos_open_boundary
b17159a624da813a,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W006,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,16,normal
aba9b1487cd9adfb,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,W008,True,P1,trap_synthetic_disjoint_source,synthetic_source_gt,public_dataset_reference_not_quality_assumed,True,False,False,True,,8,8,4.62352913979e-05,4.62352913979e-05,0,0,False,47,normal
9b288798a70abf19,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W001,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,14,0.0205819922459,0.090572519084,-0.0699905268381,0.0919265504352,True,56,normal
eeb7cf09ee96e34c,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W010,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,51,normal
42022c04b169cb33,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W011,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0214113160945,-0.000829323848627,0.00161069413247,False,53,normal
34322c1803ecc10f,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W012,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0348058111692,-0.0142238189233,0.0301473956509,False,,normal
42b0e6e9fd383cc9,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W013,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,60,normal
82970ffa463dfabe,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W014,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0201433862548,0.000438605991033,0.00255488628841,False,,normal
8533d11a5e0b7dbf,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W015,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,55,normal
db9b6396393de960,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W017,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,92,normal
20a869d68a5fe7a0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W018,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,270,normal
f4f2c10eeb50a0d6,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W019,False,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,14,0.0205819922459,0.0610806705365,-0.0404986782907,0.0448793101559,True,,normal
02be3fa1bec88b02,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W002,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,133,normal
2413f1596849ef9b,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W021,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0218338009555,-0.00125180870959,0.0020818039379,False,67,normal
920097581a74c28d,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W026,False,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,,oos_geometry
dfb59e0acb27e23d,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W027,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0205819922459,0,0,False,315,normal
ce1f8d8e19ffffeb,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W028,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.0306721635849,-0.010090171339,0.0206140186063,False,166,normal
1fbbddc98c74aeb0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,W029,True,P1,control_natural,final_gold,adjudicated_reference,True,False,False,True,,12,12,0.0205819922459,0.024556446135,-0.00397445388916,0.0290800896944,False,462,normal
