room_id,status,images,buildings,crosses_buildings
supported_component:jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,supported_component,2,jh4fc5c5qoQ,False
supported_component:jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862,overlap_with_pending_or_unsupported,3,jh4fc5c5qoQ,False
supported_component:jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,overlap_with_pending_or_unsupported,3,jh4fc5c5qoQ,False
supported_component:jh4fc5c5qoQ_45b6596b2c8f4336b7293cfd6d910492,overlap_with_pending_or_unsupported,3,jh4fc5c5qoQ,False
supported_component:jh4fc5c5qoQ_5ce75bcca20d46a8adba099e08a36c8e,overlap_with_pending_or_unsupported,2,jh4fc5c5qoQ,False
supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,5,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,supported_component,3,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68,supported_component,2,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,overlap_with_pending_or_unsupported,2,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_666e7c94f27743a788c408a62c2c13f6,supported_component,4,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_67790605390f4d439c3c59395967ec84,supported_component,2,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408,supported_component,2,jtcxE69GiFV,False
supported_component:jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,supported_component,3,jtcxE69GiFV,False
supported_component:pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,supported_component,2,pRbA3pwrgk9,False
supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,5,pRbA3pwrgk9,False
supported_component:pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,overlap_with_pending_or_unsupported,2,pRbA3pwrgk9,False
supported_component:pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,supported_component,3,pRbA3pwrgk9,False
supported_component:pa4otMbVnkk_007d567cfff94aff8d850876914b9584,supported_component,2,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,supported_component,5,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,supported_component,2,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,supported_component,3,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,overlap_with_pending_or_unsupported,2,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,supported_component,3,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_3df9a5180b94479997b19a8823f31eab,supported_component,3,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,supported_component,4,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,supported_component,3,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,supported_component,2,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,6,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,supported_component,2,pa4otMbVnkk,False
supported_component:pa4otMbVnkk_9548771afcfd442a8dcb73d739a23b27,supported_component,2,pa4otMbVnkk,False
supported_component:q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,overlap_with_pending_or_unsupported,4,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,supported_component,4,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,supported_component,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,supported_component,2,q9vSo1VnCiC,False
supported_component:q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,overlap_with_pending_or_unsupported,2,q9vSo1VnCiC,False
supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,3,rPc6DW4iMge,False
supported_component:rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,supported_component,3,rPc6DW4iMge,False
supported_component:rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4,overlap_with_pending_or_unsupported,2,rPc6DW4iMge,False
supported_component:rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,overlap_with_pending_or_unsupported,2,rPc6DW4iMge,False
supported_component:rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,supported_component,4,rPc6DW4iMge,False
supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,12,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,overlap_with_pending_or_unsupported,4,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,overlap_with_pending_or_unsupported,3,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,7,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,9,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,supported_component,5,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304,supported_component,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,9,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d,supported_component,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,overlap_with_pending_or_unsupported,4,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d,supported_component,3,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,overlap_with_pending_or_unsupported,3,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,overlap_with_pending_or_unsupported,2,uNb9QFRL6hY,False
supported_component:wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b,supported_component,6,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,5,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,5,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,4,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991,supported_component,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,overlap_with_pending_or_unsupported,3,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_0bef60c301e646c7a2acadfa12e7cdff,overlap_with_pending_or_unsupported,3,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f,supported_component,3,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,overlap_with_pending_or_unsupported,4,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6,overlap_with_pending_or_unsupported,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,overlap_with_pending_or_unsupported,4,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,overlap_with_pending_or_unsupported,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_3949e4e00d354f79afea742a2b0599d2,supported_component,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,overlap_with_pending_or_unsupported,4,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41,supported_component,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_99bcf51aef0947b6898bb8114219d730,overlap_with_pending_or_unsupported,2,wc2JMjhGNzB,False
supported_component:wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,overlap_with_pending_or_unsupported,2,wc2JMjhGNzB,False
supported_component:x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,overlap_with_pending_or_unsupported,2,x8F5xyUWy9e,False
supported_component:x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,overlap_with_pending_or_unsupported,4,x8F5xyUWy9e,False
supported_component:x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,overlap_with_pending_or_unsupported,4,x8F5xyUWy9e,False
supported_component:yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,overlap_with_pending_or_unsupported,5,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,4,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,overlap_with_pending_or_unsupported,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,overlap_with_pending_or_unsupported,3,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,overlap_with_pending_or_unsupported,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,supported_component,4,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,overlap_with_pending_or_unsupported,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,supported_component,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_64ea2c01d6184c35a9575a3e585a9b75,supported_component,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_858240c249474a24b753d21b85056f23,overlap_with_pending_or_unsupported,2,yqstnuAEVhm,False
supported_component:yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1,supported_component,3,yqstnuAEVhm,False
supported_component:zsNo4HB9uLZ_38260e04f02546a6af3dcaf8689546a2,supported_component,3,zsNo4HB9uLZ,False
supported_component:zsNo4HB9uLZ_6472b7993a6e440a9d0e12b560ff4616,overlap_with_pending_or_unsupported,2,zsNo4HB9uLZ,False
supported_component:zsNo4HB9uLZ_7d1391357299496cbb82840960d05a66,overlap_with_pending_or_unsupported,2,zsNo4HB9uLZ,False
supported_component:zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,supported_component,2,zsNo4HB9uLZ,False
