code,condition,N,method,id,worker,cluster,density_unassigned
jtcxE69GiFV-05,manual,6,A4_adaptive,f92320ca03fc70c20aea,W013,2,False
jtcxE69GiFV-05,manual,6,A4_adaptive,a431c68f99235de30da3,W015,1,False
jtcxE69GiFV-05,manual,6,A5_density,8ff7251a7c24a8e0e71e,W002,1,False
jtcxE69GiFV-05,manual,6,A5_density,8af889f37a502f3fa126,W006,3,True
jtcxE69GiFV-05,manual,6,A5_density,f005d5460cd37c229372,W008,4,True
jtcxE69GiFV-05,manual,6,A5_density,dbdc83a7c9f53399480c,W012,2,False
jtcxE69GiFV-05,manual,6,A5_density,f92320ca03fc70c20aea,W013,2,False
jtcxE69GiFV-05,manual,6,A5_density,a431c68f99235de30da3,W015,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,8ff7251a7c24a8e0e71e,W002,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,8af889f37a502f3fa126,W006,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,f005d5460cd37c229372,W008,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,dbdc83a7c9f53399480c,W012,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,f92320ca03fc70c20aea,W013,1,False
jtcxE69GiFV-05,manual,6,A6_spectral,a431c68f99235de30da3,W015,1,False
jtcxE69GiFV-05,manual,6,A7_event,8ff7251a7c24a8e0e71e,W002,1,False
jtcxE69GiFV-05,manual,6,A7_event,8af889f37a502f3fa126,W006,2,False
jtcxE69GiFV-05,manual,6,A7_event,f005d5460cd37c229372,W008,1,False
jtcxE69GiFV-05,manual,6,A7_event,dbdc83a7c9f53399480c,W012,3,False
jtcxE69GiFV-05,manual,6,A7_event,f92320ca03fc70c20aea,W013,3,False
jtcxE69GiFV-05,manual,6,A7_event,a431c68f99235de30da3,W015,2,False
uNb9QFRL6hY-40,manual,5,A0_legacy,f8b24f616d167c27b810,W006,2,False
uNb9QFRL6hY-40,manual,5,A0_legacy,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A0_legacy,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A0_legacy,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A0_legacy,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A1_mask,f8b24f616d167c27b810,W006,1,False
uNb9QFRL6hY-40,manual,5,A1_mask,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A1_mask,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A1_mask,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A1_mask,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A2_local,f8b24f616d167c27b810,W006,2,False
uNb9QFRL6hY-40,manual,5,A2_local,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A2_local,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A2_local,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A2_local,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A3_cyclic,f8b24f616d167c27b810,W006,1,False
uNb9QFRL6hY-40,manual,5,A3_cyclic,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A3_cyclic,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A3_cyclic,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A3_cyclic,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A4_adaptive,f8b24f616d167c27b810,W006,1,False
uNb9QFRL6hY-40,manual,5,A4_adaptive,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A4_adaptive,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A4_adaptive,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A4_adaptive,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A5_density,f8b24f616d167c27b810,W006,2,True
uNb9QFRL6hY-40,manual,5,A5_density,f2a65213a0368b751984,W008,3,True
uNb9QFRL6hY-40,manual,5,A5_density,92084aa32f538179d158,W017,4,True
uNb9QFRL6hY-40,manual,5,A5_density,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A5_density,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A6_spectral,f8b24f616d167c27b810,W006,1,False
uNb9QFRL6hY-40,manual,5,A6_spectral,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A6_spectral,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A6_spectral,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A6_spectral,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,manual,5,A7_event,f8b24f616d167c27b810,W006,1,False
uNb9QFRL6hY-40,manual,5,A7_event,f2a65213a0368b751984,W008,1,False
uNb9QFRL6hY-40,manual,5,A7_event,92084aa32f538179d158,W017,1,False
uNb9QFRL6hY-40,manual,5,A7_event,5d58f3bc4858f0d343be,W031,1,False
uNb9QFRL6hY-40,manual,5,A7_event,d2c9465ce508ba7c1195,W032,1,False
uNb9QFRL6hY-40,semi,4,A0_legacy,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A0_legacy,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A0_legacy,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A0_legacy,3a3bc0a4eb51fdb493f4,W034,2,False
uNb9QFRL6hY-40,semi,4,A1_mask,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A1_mask,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A1_mask,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A1_mask,3a3bc0a4eb51fdb493f4,W034,1,False
uNb9QFRL6hY-40,semi,4,A2_local,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A2_local,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A2_local,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A2_local,3a3bc0a4eb51fdb493f4,W034,2,False
uNb9QFRL6hY-40,semi,4,A3_cyclic,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A3_cyclic,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A3_cyclic,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A3_cyclic,3a3bc0a4eb51fdb493f4,W034,1,False
uNb9QFRL6hY-40,semi,4,A4_adaptive,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A4_adaptive,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A4_adaptive,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A4_adaptive,3a3bc0a4eb51fdb493f4,W034,1,False
uNb9QFRL6hY-40,semi,4,A5_density,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A5_density,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A5_density,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A5_density,3a3bc0a4eb51fdb493f4,W034,2,True
uNb9QFRL6hY-40,semi,4,A6_spectral,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A6_spectral,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A6_spectral,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A6_spectral,3a3bc0a4eb51fdb493f4,W034,1,False
uNb9QFRL6hY-40,semi,4,A7_event,702f8663c962b7634220,W011,1,False
uNb9QFRL6hY-40,semi,4,A7_event,ec7b9674561060eaad40,W012,1,False
uNb9QFRL6hY-40,semi,4,A7_event,b578f0248ceb6441105b,W015,1,False
uNb9QFRL6hY-40,semi,4,A7_event,3a3bc0a4eb51fdb493f4,W034,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,d6f4c71d3816fc9fef4a,W001,5,False
uNb9QFRL6hY-45,manual,23,A0_legacy,81234a56777545e31b9c,W002,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,561446db19099c48c68e,W006,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,19253e4ab328902a4d12,W008,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A0_legacy,006d495cbff76f46e992,W011,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,fca31418ca45c43fa616,W012,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,8d7a436f7ee75b72d1ba,W013,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,1230dd95959a683bf7aa,W014,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,8b9ce3b553725840ef9d,W015,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,8f8f293766eeffd6470a,W017,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,48e0e1e7a86beb1ce565,W018,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,d9c1add75dab8315cd34,W027,6,False
uNb9QFRL6hY-45,manual,23,A0_legacy,2de8896d2c2ea564fd37,W028,3,False
uNb9QFRL6hY-45,manual,23,A0_legacy,42264e54a01908d81bbe,W029,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,acb3d20a4fb6e211d3b1,W030,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,b7393a16aa19bd7f1989,W031,4,False
uNb9QFRL6hY-45,manual,23,A0_legacy,88b2b69f04caf44309bc,W032,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,c53730832245059ca129,W034,3,False
uNb9QFRL6hY-45,manual,23,A0_legacy,0e09f3e9552514dbad74,W035,1,False
uNb9QFRL6hY-45,manual,23,A0_legacy,45865dabe049ebace6d2,W036,2,False
uNb9QFRL6hY-45,manual,23,A0_legacy,432c6ebaa6bb7a54b3a9,W037,4,False
uNb9QFRL6hY-45,manual,23,A1_mask,d6f4c71d3816fc9fef4a,W001,4,False
uNb9QFRL6hY-45,manual,23,A1_mask,81234a56777545e31b9c,W002,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,561446db19099c48c68e,W006,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,19253e4ab328902a4d12,W008,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A1_mask,006d495cbff76f46e992,W011,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,fca31418ca45c43fa616,W012,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,8d7a436f7ee75b72d1ba,W013,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,1230dd95959a683bf7aa,W014,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,8b9ce3b553725840ef9d,W015,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,8f8f293766eeffd6470a,W017,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,48e0e1e7a86beb1ce565,W018,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,d9c1add75dab8315cd34,W027,4,False
uNb9QFRL6hY-45,manual,23,A1_mask,2de8896d2c2ea564fd37,W028,3,False
uNb9QFRL6hY-45,manual,23,A1_mask,42264e54a01908d81bbe,W029,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,acb3d20a4fb6e211d3b1,W030,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,b7393a16aa19bd7f1989,W031,5,False
uNb9QFRL6hY-45,manual,23,A1_mask,88b2b69f04caf44309bc,W032,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,c53730832245059ca129,W034,3,False
uNb9QFRL6hY-45,manual,23,A1_mask,0e09f3e9552514dbad74,W035,1,False
uNb9QFRL6hY-45,manual,23,A1_mask,45865dabe049ebace6d2,W036,2,False
uNb9QFRL6hY-45,manual,23,A1_mask,432c6ebaa6bb7a54b3a9,W037,5,False
uNb9QFRL6hY-45,manual,23,A2_local,d6f4c71d3816fc9fef4a,W001,5,False
uNb9QFRL6hY-45,manual,23,A2_local,81234a56777545e31b9c,W002,2,False
uNb9QFRL6hY-45,manual,23,A2_local,561446db19099c48c68e,W006,2,False
uNb9QFRL6hY-45,manual,23,A2_local,19253e4ab328902a4d12,W008,1,False
uNb9QFRL6hY-45,manual,23,A2_local,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A2_local,006d495cbff76f46e992,W011,1,False
uNb9QFRL6hY-45,manual,23,A2_local,fca31418ca45c43fa616,W012,2,False
uNb9QFRL6hY-45,manual,23,A2_local,8d7a436f7ee75b72d1ba,W013,2,False
uNb9QFRL6hY-45,manual,23,A2_local,1230dd95959a683bf7aa,W014,1,False
uNb9QFRL6hY-45,manual,23,A2_local,8b9ce3b553725840ef9d,W015,1,False
uNb9QFRL6hY-45,manual,23,A2_local,8f8f293766eeffd6470a,W017,2,False
uNb9QFRL6hY-45,manual,23,A2_local,48e0e1e7a86beb1ce565,W018,2,False
uNb9QFRL6hY-45,manual,23,A2_local,d9c1add75dab8315cd34,W027,6,False
uNb9QFRL6hY-45,manual,23,A2_local,2de8896d2c2ea564fd37,W028,3,False
uNb9QFRL6hY-45,manual,23,A2_local,42264e54a01908d81bbe,W029,1,False
uNb9QFRL6hY-45,manual,23,A2_local,acb3d20a4fb6e211d3b1,W030,1,False
uNb9QFRL6hY-45,manual,23,A2_local,b7393a16aa19bd7f1989,W031,4,False
uNb9QFRL6hY-45,manual,23,A2_local,88b2b69f04caf44309bc,W032,1,False
uNb9QFRL6hY-45,manual,23,A2_local,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A2_local,c53730832245059ca129,W034,3,False
uNb9QFRL6hY-45,manual,23,A2_local,0e09f3e9552514dbad74,W035,1,False
uNb9QFRL6hY-45,manual,23,A2_local,45865dabe049ebace6d2,W036,2,False
uNb9QFRL6hY-45,manual,23,A2_local,432c6ebaa6bb7a54b3a9,W037,4,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,d6f4c71d3816fc9fef4a,W001,3,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,81234a56777545e31b9c,W002,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,561446db19099c48c68e,W006,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,19253e4ab328902a4d12,W008,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,006d495cbff76f46e992,W011,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,fca31418ca45c43fa616,W012,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,8d7a436f7ee75b72d1ba,W013,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,1230dd95959a683bf7aa,W014,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,8b9ce3b553725840ef9d,W015,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,8f8f293766eeffd6470a,W017,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,48e0e1e7a86beb1ce565,W018,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,d9c1add75dab8315cd34,W027,5,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,2de8896d2c2ea564fd37,W028,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,42264e54a01908d81bbe,W029,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,acb3d20a4fb6e211d3b1,W030,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,b7393a16aa19bd7f1989,W031,4,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,88b2b69f04caf44309bc,W032,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,c53730832245059ca129,W034,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,0e09f3e9552514dbad74,W035,2,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,45865dabe049ebace6d2,W036,1,False
uNb9QFRL6hY-45,manual,23,A3_cyclic,432c6ebaa6bb7a54b3a9,W037,4,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,d6f4c71d3816fc9fef4a,W001,3,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,81234a56777545e31b9c,W002,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,561446db19099c48c68e,W006,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,19253e4ab328902a4d12,W008,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,006d495cbff76f46e992,W011,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,fca31418ca45c43fa616,W012,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,8d7a436f7ee75b72d1ba,W013,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,1230dd95959a683bf7aa,W014,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,8b9ce3b553725840ef9d,W015,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,8f8f293766eeffd6470a,W017,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,48e0e1e7a86beb1ce565,W018,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,d9c1add75dab8315cd34,W027,5,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,2de8896d2c2ea564fd37,W028,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,42264e54a01908d81bbe,W029,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,acb3d20a4fb6e211d3b1,W030,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,b7393a16aa19bd7f1989,W031,4,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,88b2b69f04caf44309bc,W032,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,c53730832245059ca129,W034,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,0e09f3e9552514dbad74,W035,2,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,45865dabe049ebace6d2,W036,1,False
uNb9QFRL6hY-45,manual,23,A4_adaptive,432c6ebaa6bb7a54b3a9,W037,4,False
uNb9QFRL6hY-45,manual,23,A5_density,d6f4c71d3816fc9fef4a,W001,4,False
uNb9QFRL6hY-45,manual,23,A5_density,81234a56777545e31b9c,W002,3,False
uNb9QFRL6hY-45,manual,23,A5_density,561446db19099c48c68e,W006,2,False
uNb9QFRL6hY-45,manual,23,A5_density,19253e4ab328902a4d12,W008,1,False
uNb9QFRL6hY-45,manual,23,A5_density,bb287f23eb43955e7502,W010,7,True
uNb9QFRL6hY-45,manual,23,A5_density,006d495cbff76f46e992,W011,1,False
uNb9QFRL6hY-45,manual,23,A5_density,fca31418ca45c43fa616,W012,2,False
uNb9QFRL6hY-45,manual,23,A5_density,8d7a436f7ee75b72d1ba,W013,2,False
uNb9QFRL6hY-45,manual,23,A5_density,1230dd95959a683bf7aa,W014,1,False
uNb9QFRL6hY-45,manual,23,A5_density,8b9ce3b553725840ef9d,W015,1,False
uNb9QFRL6hY-45,manual,23,A5_density,8f8f293766eeffd6470a,W017,2,False
uNb9QFRL6hY-45,manual,23,A5_density,48e0e1e7a86beb1ce565,W018,3,False
uNb9QFRL6hY-45,manual,23,A5_density,d9c1add75dab8315cd34,W027,4,False
uNb9QFRL6hY-45,manual,23,A5_density,2de8896d2c2ea564fd37,W028,5,False
uNb9QFRL6hY-45,manual,23,A5_density,42264e54a01908d81bbe,W029,1,False
uNb9QFRL6hY-45,manual,23,A5_density,acb3d20a4fb6e211d3b1,W030,1,False
uNb9QFRL6hY-45,manual,23,A5_density,b7393a16aa19bd7f1989,W031,6,False
uNb9QFRL6hY-45,manual,23,A5_density,88b2b69f04caf44309bc,W032,1,False
uNb9QFRL6hY-45,manual,23,A5_density,93cf3ac259facb9e83dc,W033,1,False
uNb9QFRL6hY-45,manual,23,A5_density,c53730832245059ca129,W034,5,False
uNb9QFRL6hY-45,manual,23,A5_density,0e09f3e9552514dbad74,W035,1,False
uNb9QFRL6hY-45,manual,23,A5_density,45865dabe049ebace6d2,W036,3,False
uNb9QFRL6hY-45,manual,23,A5_density,432c6ebaa6bb7a54b3a9,W037,6,False
uNb9QFRL6hY-45,manual,23,A6_spectral,d6f4c71d3816fc9fef4a,W001,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,81234a56777545e31b9c,W002,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,561446db19099c48c68e,W006,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,19253e4ab328902a4d12,W008,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,bb287f23eb43955e7502,W010,3,False
uNb9QFRL6hY-45,manual,23,A6_spectral,006d495cbff76f46e992,W011,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,fca31418ca45c43fa616,W012,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,8d7a436f7ee75b72d1ba,W013,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,1230dd95959a683bf7aa,W014,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,8b9ce3b553725840ef9d,W015,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,8f8f293766eeffd6470a,W017,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,48e0e1e7a86beb1ce565,W018,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,d9c1add75dab8315cd34,W027,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,2de8896d2c2ea564fd37,W028,3,False
uNb9QFRL6hY-45,manual,23,A6_spectral,42264e54a01908d81bbe,W029,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,acb3d20a4fb6e211d3b1,W030,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,b7393a16aa19bd7f1989,W031,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,88b2b69f04caf44309bc,W032,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,93cf3ac259facb9e83dc,W033,3,False
uNb9QFRL6hY-45,manual,23,A6_spectral,c53730832245059ca129,W034,3,False
uNb9QFRL6hY-45,manual,23,A6_spectral,0e09f3e9552514dbad74,W035,2,False
uNb9QFRL6hY-45,manual,23,A6_spectral,45865dabe049ebace6d2,W036,1,False
uNb9QFRL6hY-45,manual,23,A6_spectral,432c6ebaa6bb7a54b3a9,W037,1,False
uNb9QFRL6hY-45,manual,23,A7_event,d6f4c71d3816fc9fef4a,W001,4,False
uNb9QFRL6hY-45,manual,23,A7_event,81234a56777545e31b9c,W002,2,False
uNb9QFRL6hY-45,manual,23,A7_event,561446db19099c48c68e,W006,2,False
uNb9QFRL6hY-45,manual,23,A7_event,19253e4ab328902a4d12,W008,1,False
uNb9QFRL6hY-45,manual,23,A7_event,bb287f23eb43955e7502,W010,6,False
uNb9QFRL6hY-45,manual,23,A7_event,006d495cbff76f46e992,W011,1,False
uNb9QFRL6hY-45,manual,23,A7_event,fca31418ca45c43fa616,W012,4,False
uNb9QFRL6hY-45,manual,23,A7_event,8d7a436f7ee75b72d1ba,W013,2,False
uNb9QFRL6hY-45,manual,23,A7_event,1230dd95959a683bf7aa,W014,1,False
uNb9QFRL6hY-45,manual,23,A7_event,8b9ce3b553725840ef9d,W015,1,False
uNb9QFRL6hY-45,manual,23,A7_event,8f8f293766eeffd6470a,W017,2,False
uNb9QFRL6hY-45,manual,23,A7_event,48e0e1e7a86beb1ce565,W018,2,False
uNb9QFRL6hY-45,manual,23,A7_event,d9c1add75dab8315cd34,W027,7,False
uNb9QFRL6hY-45,manual,23,A7_event,2de8896d2c2ea564fd37,W028,3,False
uNb9QFRL6hY-45,manual,23,A7_event,42264e54a01908d81bbe,W029,1,False
uNb9QFRL6hY-45,manual,23,A7_event,acb3d20a4fb6e211d3b1,W030,8,False
uNb9QFRL6hY-45,manual,23,A7_event,b7393a16aa19bd7f1989,W031,5,False
uNb9QFRL6hY-45,manual,23,A7_event,88b2b69f04caf44309bc,W032,1,False
uNb9QFRL6hY-45,manual,23,A7_event,93cf3ac259facb9e83dc,W033,3,False
uNb9QFRL6hY-45,manual,23,A7_event,c53730832245059ca129,W034,3,False
uNb9QFRL6hY-45,manual,23,A7_event,0e09f3e9552514dbad74,W035,1,False
