code,condition,id,worker,valid,reason,legacy_included,legacy_worker_included,raw_points,effective_points
B6ByNegPMKs-22,semi,89af3c23558522cb,W032,True,,True,True,8,8.0
B6ByNegPMKs-22,semi,3bd7cc7151dff5c8,W033,True,,True,True,8,8.0
B6ByNegPMKs-22,semi,45579518b52a9571,W034,True,,True,True,8,8.0
B6ByNegPMKs-22,semi,a81657f0ac5d7807,W035,True,,True,True,8,8.0
B6ByNegPMKs-22,semi,a2615a25ae6631e5,W036,True,,True,True,8,8.0
B6ByNegPMKs-22,semi,4fbebe49572a79a5,W037,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,a95a266f291df244,W001,True,,True,True,6,6.0
UwV83HsGsw3-06,oos,302e82d117f96466,W002,True,,True,True,6,6.0
UwV83HsGsw3-06,oos,a1cf0e0701983318,W006,True,,True,True,16,16.0
UwV83HsGsw3-06,oos,e355ede0b8b5901b,W008,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,b612f84b4f35345d,W010,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,71640fc7f46c27a2,W011,True,,True,True,12,12.0
UwV83HsGsw3-06,oos,fe952ee7e370f555,W012,True,,True,True,12,12.0
UwV83HsGsw3-06,oos,66d1573179cf952a,W013,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,b450be5b8a67bfb8,W014,True,,True,True,12,12.0
UwV83HsGsw3-06,oos,07302c287d4b5090,W015,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,d02768af49547bb8,W017,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,a75d738ce1b5070a,W018,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,81137b6e5348e384,W019,True,,True,False,4,4.0
UwV83HsGsw3-06,oos,10226aeae3f84a35,W021,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,74b072ea7146d3a5,W026,False,shape_invalid,False,False,0,0.0
UwV83HsGsw3-06,oos,3c0d8e75dd7d264b,W027,True,,True,True,16,16.0
UwV83HsGsw3-06,oos,4f42032dc8e4d665,W028,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,4fc74fddb88c2f79,W029,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,c683a325ea5ee59a,W030,True,,True,True,14,14.0
UwV83HsGsw3-06,oos,df388ca29d6f7cfd,W031,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,6b1072abb5dd916d,W032,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,1a361af7443afe0c,W033,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,d5317a10c026bfe9,W034,True,,True,True,8,8.0
UwV83HsGsw3-06,oos,f16402f852e68871,W035,True,,True,True,10,10.0
UwV83HsGsw3-06,oos,d936055bdc90a99f,W036,True,,True,True,6,6.0
UwV83HsGsw3-06,oos,b73a313e28bc8976,W037,True,,True,True,14,14.0
UwV83HsGsw3-08,oos,f21c670566821ce7,W001,True,,True,True,6,6.0
UwV83HsGsw3-08,oos,073cc94b42351b56,W002,True,,True,True,6,6.0
UwV83HsGsw3-08,oos,7fb0a95bc36104b2,W006,True,,True,True,12,12.0
UwV83HsGsw3-08,oos,1e1b8c35465d660f,W008,True,,True,True,12,12.0
UwV83HsGsw3-08,oos,41e737f6263bbfeb,W010,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,38910f3666756937,W011,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,20d050e0b509265b,W012,True,,True,True,16,16.0
UwV83HsGsw3-08,oos,8e34950e31c52b48,W013,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,508134982b91e8e9,W014,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,e65fb66189e53aac,W015,True,,True,True,12,12.0
UwV83HsGsw3-08,oos,8487d3e12302f924,W017,True,,True,True,9,8.0
UwV83HsGsw3-08,oos,721a520d404a0fa2,W018,True,,True,True,18,18.0
UwV83HsGsw3-08,oos,9351679e3e0d6ade,W019,True,,True,False,4,4.0
UwV83HsGsw3-08,oos,3215104ad30d7a69,W021,True,,True,True,12,12.0
UwV83HsGsw3-08,oos,49fa488be3fef090,W026,False,odd_keypoint_count,True,False,17,17.0
UwV83HsGsw3-08,oos,ce40f36eeedc9a01,W027,True,,True,True,28,28.0
UwV83HsGsw3-08,oos,3a3dec28a207f0a0,W028,False,odd_keypoint_count,True,True,17,17.0
UwV83HsGsw3-08,oos,1b879ed2a0ea3317,W029,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,206017d68554e4ce,W030,True,,True,True,18,18.0
UwV83HsGsw3-08,oos,fa7addab96927ce3,W031,True,,True,True,10,10.0
UwV83HsGsw3-08,oos,07747ea3bdc5ada7,W032,True,,True,True,14,14.0
UwV83HsGsw3-08,oos,db489e7008420f6d,W033,True,,True,True,18,18.0
UwV83HsGsw3-08,oos,b3c8f9e27d75e1bb,W034,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,3c003832cc2ac4bd,W035,True,,True,True,14,14.0
UwV83HsGsw3-08,oos,55864e5d3184dff1,W036,True,,True,True,8,8.0
UwV83HsGsw3-08,oos,2e83f114eec9c41b,W037,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,825443a016547c50,W001,True,,True,True,10,10.0
UwV83HsGsw3-23,oos,f675c9fafc654a6c,W002,True,,True,True,10,10.0
UwV83HsGsw3-23,oos,6e96384968cba7c3,W006,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,de16a61e2d1bb437,W008,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,3f318bc60bc47bf0,W010,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,e86414515027abd0,W011,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,3f3f55f16eac83df,W012,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,9275a01dcd852002,W013,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,2f0ae1d7e22229cf,W014,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,c7fde7efc3f1dc23,W015,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,99be57a4c1340446,W017,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,2dfcccbef445d8fb,W018,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,854845dfd0d69ffa,W019,True,,True,False,4,4.0
UwV83HsGsw3-23,oos,707a9a5e46075152,W021,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,baa42873e21fe38c,W026,False,shape_invalid,False,False,0,0.0
UwV83HsGsw3-23,oos,fa807ea5905340d9,W027,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,5f286f5426b982a7,W028,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,233568c89e42b8bb,W029,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,f14cfdfa014f4398,W030,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,47e21b5afd7c7b77,W031,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,809d1c3be329e98c,W032,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,8edf1145794bfd4f,W033,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,37d740ea8d0d8493,W034,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,fe83d3b0d2bab0e8,W035,True,,True,True,14,14.0
UwV83HsGsw3-23,oos,1d83c0fba980b573,W036,True,,True,True,12,12.0
UwV83HsGsw3-23,oos,3c1e685ec9863c21,W037,True,,True,True,14,14.0
X7HyMhZNoso-19,semi,fba833f7e946e03406f0,W001,True,,True,True,16,16.0
X7HyMhZNoso-19,semi,7fc54cc83e44fb28abe2,W002,True,,True,True,16,16.0
X7HyMhZNoso-19,semi,be0ea7a0849f9bf057cb,W017,True,,True,True,16,16.0
X7HyMhZNoso-19,semi,4d6cdfa4951e9653e815,W028,True,,True,True,8,8.0
X7HyMhZNoso-19,manual,c599740d3bc3761f8f39,W011,True,,True,True,16,16.0
X7HyMhZNoso-19,manual,a68c32790d01e6b27d0d,W015,True,,True,True,16,16.0
X7HyMhZNoso-19,manual,adc213fc12f5f948aa56,W033,True,,True,True,16,16.0
X7HyMhZNoso-19,manual,5f7815f3a489b8007a97,W034,True,,True,True,8,8.0
X7HyMhZNoso-19,manual,ae929aa9e6dd3cd587ac,W037,True,,True,True,12,12.0
b8cTxDM8gDG-19,oos,ed5e4f015fa0d901,W001,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,87ae4a7914c286d3,W002,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,85294dbf7076ca4e,W006,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,261aed6164dd9545,W008,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,869aad6dd78196cb,W010,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,211b575736ba7cb9,W011,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,763a991b9dfc8696,W012,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,6681edbb9d5aa59e,W013,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,6529ecbbe65e0c15,W014,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,0e38d607092eec6b,W015,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,8da7070a8e45a7f6,W017,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,62163345e9e1cb8c,W018,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,6e9a9a4c4050aede,W019,True,,True,False,8,8.0
b8cTxDM8gDG-19,oos,3217ba603e509151,W021,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,eeb76b73caacc511,W026,False,shape_invalid,False,False,0,0.0
b8cTxDM8gDG-19,oos,231407e1e3c26cd5,W027,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,8027f25bb7a20f48,W028,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,903b5a5e0659aed8,W029,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,8b23be1612a348e0,W030,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,a90f0bb541345d69,W031,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,710745da69e1f9af,W032,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,180879c05acf67a9,W033,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,98fd9fa5115fc41a,W034,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,8de2872c37caa579,W035,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,1b673a15fccbeffc,W036,True,,True,True,8,8.0
b8cTxDM8gDG-19,oos,cd5abe0f20e47f74,W037,False,odd_keypoint_count,True,True,9,9.0
e9zR4mvMWw7-03,semi,a53c36c9bf95be2b,W001,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,ae9ad15247583bd3,W002,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,50a0f95f8fc38be2,W006,True,,True,True,10,10.0
e9zR4mvMWw7-03,semi,6adfe32721762388,W008,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,df7f18116de27c41,W010,True,,True,True,10,10.0
e9zR4mvMWw7-03,semi,5d6bb8dddcf527e1,W011,True,,True,True,10,10.0
e9zR4mvMWw7-03,semi,1a5c416e7e7c6cfa,W012,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,8c7bb20e866330e5,W013,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,a1c92c4eba590882,W014,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,874f47b61ab0f967,W015,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,b6c9e63c1de72fbf,W017,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,043215a11b3c07f6,W018,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,828f0f7dd8ae779e,W019,True,,True,False,10,10.0
e9zR4mvMWw7-03,semi,a3df2f62a653fcdb,W021,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,5ef8158b9e970124,W026,True,,True,False,10,10.0
e9zR4mvMWw7-03,semi,b9d6531c224d6003,W027,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,059397cbcdc2fd99,W028,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,c1ce3be5ac91205f,W029,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,39f325131750b755,W030,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,95caac6d8e2b34ae,W031,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,aa27fee9b505606b,W032,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,39b7f2008e3d4afe,W033,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,765b308f64278de8,W034,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,3f1ad1a502b50429,W035,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,e85a8e90e0c6b636,W036,True,,True,True,8,8.0
e9zR4mvMWw7-03,semi,5a50132cf972f527,W037,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,a98f6bc364bdef1b,W001,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,6c28d1705fb5c4b4,W002,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,4693ec5fcc3f09fc,W006,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,afc3de4b01f9bf3b,W008,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,0df21449d15d6f28,W010,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,137415ffe0725161,W011,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,ce3536534b35ed2e,W012,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,f8c614ff9afdc5fe,W013,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,67807e1e55df3898,W014,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,bb7b44da838a4ce1,W015,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,27ae2237bce7474e,W017,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,d46f9d2f3c43ead2,W018,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,a77c10f42f17dfe4,W019,True,,True,False,8,8.0
e9zR4mvMWw7-10,semi,13e99fa97abd8cb5,W021,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,fe5ee0f03c836e42,W026,True,,True,False,8,8.0
e9zR4mvMWw7-10,semi,bcaaea256c246b28,W027,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,464f553a46a042bd,W028,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,caf781b6512ea9b2,W029,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,4247b935b5d68e6a,W030,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,a01f38f168e18ba4,W031,True,,True,True,8,8.0
