code,condition,method,cut,id,worker,cluster
uNb9QFRL6hY-40,manual,spherical,0.075,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,spherical,0.075,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,spherical,0.075,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,spherical,0.075,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,spherical,0.1,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,spherical,0.1,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,spherical,0.1,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,spherical,0.1,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,spherical,0.1,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,spherical,0.125,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,spherical,0.125,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,spherical,0.125,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,spherical,0.125,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,spherical,0.125,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,spherical,0.15,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,spherical,0.15,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,spherical,0.15,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,spherical,0.15,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,spherical,0.15,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,spherical,0.2,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,spherical,0.2,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,spherical,0.2,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,spherical,0.2,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,spherical,0.2,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,solid,0.075,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,solid,0.075,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,solid,0.075,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,solid,0.075,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,solid,0.075,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,solid,0.1,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,solid,0.1,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,solid,0.1,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,solid,0.1,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,solid,0.1,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,solid,0.125,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,solid,0.125,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,solid,0.125,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,solid,0.125,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,solid,0.125,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,solid,0.15,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,solid,0.15,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,solid,0.15,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,solid,0.15,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,solid,0.15,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,solid,0.2,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,solid,0.2,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,solid,0.2,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,solid,0.2,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,solid,0.2,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,linear_common,0.075,f8b24f616d167c27b810,W006,2
uNb9QFRL6hY-40,manual,linear_common,0.075,f2a65213a0368b751984,W008,2
uNb9QFRL6hY-40,manual,linear_common,0.075,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,linear_common,0.075,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,linear_common,0.075,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,linear_common,0.1,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,linear_common,0.1,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,linear_common,0.1,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,linear_common,0.1,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,linear_common,0.1,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,linear_common,0.125,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,linear_common,0.125,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,linear_common,0.125,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,linear_common,0.125,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,linear_common,0.125,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,linear_common,0.15,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,linear_common,0.15,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,linear_common,0.15,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,linear_common,0.15,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,linear_common,0.15,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,manual,linear_common,0.2,f8b24f616d167c27b810,W006,1
uNb9QFRL6hY-40,manual,linear_common,0.2,f2a65213a0368b751984,W008,1
uNb9QFRL6hY-40,manual,linear_common,0.2,92084aa32f538179d158,W017,1
uNb9QFRL6hY-40,manual,linear_common,0.2,5d58f3bc4858f0d343be,W031,1
uNb9QFRL6hY-40,manual,linear_common,0.2,d2c9465ce508ba7c1195,W032,1
uNb9QFRL6hY-40,semi,spherical,0.075,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,spherical,0.075,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,spherical,0.075,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,spherical,0.075,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,spherical,0.1,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,spherical,0.1,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,spherical,0.1,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,spherical,0.1,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,spherical,0.125,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,spherical,0.125,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,spherical,0.125,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,spherical,0.125,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,spherical,0.15,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,spherical,0.15,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,spherical,0.15,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,spherical,0.15,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,spherical,0.2,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,spherical,0.2,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,spherical,0.2,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,spherical,0.2,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,solid,0.075,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,solid,0.075,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,solid,0.075,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,solid,0.075,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,solid,0.1,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,solid,0.1,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,solid,0.1,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,solid,0.1,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,solid,0.125,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,solid,0.125,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,solid,0.125,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,solid,0.125,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,solid,0.15,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,solid,0.15,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,solid,0.15,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,solid,0.15,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,solid,0.2,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,solid,0.2,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,solid,0.2,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,solid,0.2,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,linear_common,0.075,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,linear_common,0.075,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,linear_common,0.075,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,linear_common,0.075,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,linear_common,0.1,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,linear_common,0.1,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,linear_common,0.1,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,linear_common,0.1,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,linear_common,0.125,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,linear_common,0.125,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,linear_common,0.125,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,linear_common,0.125,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,linear_common,0.15,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,linear_common,0.15,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,linear_common,0.15,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,linear_common,0.15,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-40,semi,linear_common,0.2,702f8663c962b7634220,W011,1
uNb9QFRL6hY-40,semi,linear_common,0.2,ec7b9674561060eaad40,W012,1
uNb9QFRL6hY-40,semi,linear_common,0.2,b578f0248ceb6441105b,W015,1
uNb9QFRL6hY-40,semi,linear_common,0.2,3a3bc0a4eb51fdb493f4,W034,1
uNb9QFRL6hY-45,manual,spherical,0.075,d6f4c71d3816fc9fef4a,W001,2
uNb9QFRL6hY-45,manual,spherical,0.075,81234a56777545e31b9c,W002,4
uNb9QFRL6hY-45,manual,spherical,0.075,561446db19099c48c68e,W006,3
uNb9QFRL6hY-45,manual,spherical,0.075,19253e4ab328902a4d12,W008,4
uNb9QFRL6hY-45,manual,spherical,0.075,bb287f23eb43955e7502,W010,1
uNb9QFRL6hY-45,manual,spherical,0.075,006d495cbff76f46e992,W011,4
uNb9QFRL6hY-45,manual,spherical,0.075,fca31418ca45c43fa616,W012,3
uNb9QFRL6hY-45,manual,spherical,0.075,8d7a436f7ee75b72d1ba,W013,3
uNb9QFRL6hY-45,manual,spherical,0.075,1230dd95959a683bf7aa,W014,4
uNb9QFRL6hY-45,manual,spherical,0.075,8b9ce3b553725840ef9d,W015,4
uNb9QFRL6hY-45,manual,spherical,0.075,8f8f293766eeffd6470a,W017,3
uNb9QFRL6hY-45,manual,spherical,0.075,48e0e1e7a86beb1ce565,W018,4
uNb9QFRL6hY-45,manual,spherical,0.075,d9c1add75dab8315cd34,W027,1
uNb9QFRL6hY-45,manual,spherical,0.075,2de8896d2c2ea564fd37,W028,1
uNb9QFRL6hY-45,manual,spherical,0.075,42264e54a01908d81bbe,W029,4
uNb9QFRL6hY-45,manual,spherical,0.075,acb3d20a4fb6e211d3b1,W030,4
uNb9QFRL6hY-45,manual,spherical,0.075,b7393a16aa19bd7f1989,W031,4
uNb9QFRL6hY-45,manual,spherical,0.075,88b2b69f04caf44309bc,W032,4
uNb9QFRL6hY-45,manual,spherical,0.075,93cf3ac259facb9e83dc,W033,1
uNb9QFRL6hY-45,manual,spherical,0.075,c53730832245059ca129,W034,1
uNb9QFRL6hY-45,manual,spherical,0.075,0e09f3e9552514dbad74,W035,4
uNb9QFRL6hY-45,manual,spherical,0.075,45865dabe049ebace6d2,W036,4
uNb9QFRL6hY-45,manual,spherical,0.075,432c6ebaa6bb7a54b3a9,W037,3
uNb9QFRL6hY-45,manual,spherical,0.1,d6f4c71d3816fc9fef4a,W001,1
uNb9QFRL6hY-45,manual,spherical,0.1,81234a56777545e31b9c,W002,2
uNb9QFRL6hY-45,manual,spherical,0.1,561446db19099c48c68e,W006,2
uNb9QFRL6hY-45,manual,spherical,0.1,19253e4ab328902a4d12,W008,2
uNb9QFRL6hY-45,manual,spherical,0.1,bb287f23eb43955e7502,W010,1
uNb9QFRL6hY-45,manual,spherical,0.1,006d495cbff76f46e992,W011,2
uNb9QFRL6hY-45,manual,spherical,0.1,fca31418ca45c43fa616,W012,2
uNb9QFRL6hY-45,manual,spherical,0.1,8d7a436f7ee75b72d1ba,W013,2
uNb9QFRL6hY-45,manual,spherical,0.1,1230dd95959a683bf7aa,W014,2
uNb9QFRL6hY-45,manual,spherical,0.1,8b9ce3b553725840ef9d,W015,2
uNb9QFRL6hY-45,manual,spherical,0.1,8f8f293766eeffd6470a,W017,2
uNb9QFRL6hY-45,manual,spherical,0.1,48e0e1e7a86beb1ce565,W018,2
uNb9QFRL6hY-45,manual,spherical,0.1,d9c1add75dab8315cd34,W027,1
uNb9QFRL6hY-45,manual,spherical,0.1,2de8896d2c2ea564fd37,W028,1
uNb9QFRL6hY-45,manual,spherical,0.1,42264e54a01908d81bbe,W029,2
uNb9QFRL6hY-45,manual,spherical,0.1,acb3d20a4fb6e211d3b1,W030,2
uNb9QFRL6hY-45,manual,spherical,0.1,b7393a16aa19bd7f1989,W031,2
uNb9QFRL6hY-45,manual,spherical,0.1,88b2b69f04caf44309bc,W032,2
uNb9QFRL6hY-45,manual,spherical,0.1,93cf3ac259facb9e83dc,W033,1
uNb9QFRL6hY-45,manual,spherical,0.1,c53730832245059ca129,W034,1
uNb9QFRL6hY-45,manual,spherical,0.1,0e09f3e9552514dbad74,W035,2
uNb9QFRL6hY-45,manual,spherical,0.1,45865dabe049ebace6d2,W036,2
uNb9QFRL6hY-45,manual,spherical,0.1,432c6ebaa6bb7a54b3a9,W037,2
uNb9QFRL6hY-45,manual,spherical,0.125,d6f4c71d3816fc9fef4a,W001,1
uNb9QFRL6hY-45,manual,spherical,0.125,81234a56777545e31b9c,W002,2
uNb9QFRL6hY-45,manual,spherical,0.125,561446db19099c48c68e,W006,2
uNb9QFRL6hY-45,manual,spherical,0.125,19253e4ab328902a4d12,W008,2
uNb9QFRL6hY-45,manual,spherical,0.125,bb287f23eb43955e7502,W010,1
uNb9QFRL6hY-45,manual,spherical,0.125,006d495cbff76f46e992,W011,2
uNb9QFRL6hY-45,manual,spherical,0.125,fca31418ca45c43fa616,W012,2
uNb9QFRL6hY-45,manual,spherical,0.125,8d7a436f7ee75b72d1ba,W013,2
uNb9QFRL6hY-45,manual,spherical,0.125,1230dd95959a683bf7aa,W014,2
uNb9QFRL6hY-45,manual,spherical,0.125,8b9ce3b553725840ef9d,W015,2
uNb9QFRL6hY-45,manual,spherical,0.125,8f8f293766eeffd6470a,W017,2
uNb9QFRL6hY-45,manual,spherical,0.125,48e0e1e7a86beb1ce565,W018,2
uNb9QFRL6hY-45,manual,spherical,0.125,d9c1add75dab8315cd34,W027,1
uNb9QFRL6hY-45,manual,spherical,0.125,2de8896d2c2ea564fd37,W028,1
uNb9QFRL6hY-45,manual,spherical,0.125,42264e54a01908d81bbe,W029,2
uNb9QFRL6hY-45,manual,spherical,0.125,acb3d20a4fb6e211d3b1,W030,2
uNb9QFRL6hY-45,manual,spherical,0.125,b7393a16aa19bd7f1989,W031,2
uNb9QFRL6hY-45,manual,spherical,0.125,88b2b69f04caf44309bc,W032,2
uNb9QFRL6hY-45,manual,spherical,0.125,93cf3ac259facb9e83dc,W033,1
uNb9QFRL6hY-45,manual,spherical,0.125,c53730832245059ca129,W034,1
uNb9QFRL6hY-45,manual,spherical,0.125,0e09f3e9552514dbad74,W035,2
uNb9QFRL6hY-45,manual,spherical,0.125,45865dabe049ebace6d2,W036,2
uNb9QFRL6hY-45,manual,spherical,0.125,432c6ebaa6bb7a54b3a9,W037,2
uNb9QFRL6hY-45,manual,spherical,0.15,d6f4c71d3816fc9fef4a,W001,1
uNb9QFRL6hY-45,manual,spherical,0.15,81234a56777545e31b9c,W002,1
uNb9QFRL6hY-45,manual,spherical,0.15,561446db19099c48c68e,W006,1
uNb9QFRL6hY-45,manual,spherical,0.15,19253e4ab328902a4d12,W008,1
uNb9QFRL6hY-45,manual,spherical,0.15,bb287f23eb43955e7502,W010,1
uNb9QFRL6hY-45,manual,spherical,0.15,006d495cbff76f46e992,W011,1
uNb9QFRL6hY-45,manual,spherical,0.15,fca31418ca45c43fa616,W012,1
uNb9QFRL6hY-45,manual,spherical,0.15,8d7a436f7ee75b72d1ba,W013,1
uNb9QFRL6hY-45,manual,spherical,0.15,1230dd95959a683bf7aa,W014,1
uNb9QFRL6hY-45,manual,spherical,0.15,8b9ce3b553725840ef9d,W015,1
uNb9QFRL6hY-45,manual,spherical,0.15,8f8f293766eeffd6470a,W017,1
uNb9QFRL6hY-45,manual,spherical,0.15,48e0e1e7a86beb1ce565,W018,1
uNb9QFRL6hY-45,manual,spherical,0.15,d9c1add75dab8315cd34,W027,1
uNb9QFRL6hY-45,manual,spherical,0.15,2de8896d2c2ea564fd37,W028,1
uNb9QFRL6hY-45,manual,spherical,0.15,42264e54a01908d81bbe,W029,1
uNb9QFRL6hY-45,manual,spherical,0.15,acb3d20a4fb6e211d3b1,W030,1
uNb9QFRL6hY-45,manual,spherical,0.15,b7393a16aa19bd7f1989,W031,1
uNb9QFRL6hY-45,manual,spherical,0.15,88b2b69f04caf44309bc,W032,1
uNb9QFRL6hY-45,manual,spherical,0.15,93cf3ac259facb9e83dc,W033,1
uNb9QFRL6hY-45,manual,spherical,0.15,c53730832245059ca129,W034,1
uNb9QFRL6hY-45,manual,spherical,0.15,0e09f3e9552514dbad74,W035,1
uNb9QFRL6hY-45,manual,spherical,0.15,45865dabe049ebace6d2,W036,1
uNb9QFRL6hY-45,manual,spherical,0.15,432c6ebaa6bb7a54b3a9,W037,1
uNb9QFRL6hY-45,manual,spherical,0.2,d6f4c71d3816fc9fef4a,W001,1
uNb9QFRL6hY-45,manual,spherical,0.2,81234a56777545e31b9c,W002,1
uNb9QFRL6hY-45,manual,spherical,0.2,561446db19099c48c68e,W006,1
uNb9QFRL6hY-45,manual,spherical,0.2,19253e4ab328902a4d12,W008,1
