case_id,code,condition,worker_a,worker_b,direction,source_point_index_1based,source_x,source_y,nearest_index_1based,nearest_x,nearest_y,nearest_deg,equal_minimum_indices,outside_6,outside_9,outside_12,meaning
1,e9zR4mvMWw7-16,semi,W006,W032,b_to_a,6,365.1268439971675,295.75401629862847,4,369.0,296.0,1.3229079399766706,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
1,e9zR4mvMWw7-16,semi,W006,W032,b_to_a,7,234.01265307541559,219.515093781827,1,234.0,222.0,0.8736106605225568,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
1,e9zR4mvMWw7-16,semi,W006,W032,b_to_a,8,234.01265307541559,303.2941295145759,2,234.0,307.0,1.3028520029994717,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,1,201.79454926624737,96.60377358490567,1,199.79652418714196,100.73053138101301,1.5053300312783124,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,2,206.08805031446545,407.8825995807128,2,206.2834243230881,405.61483777048284,0.7983222009764266,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,3,465.8448637316562,193.20754716981133,3,469.5807932981429,205.11823791944278,4.365772070642358,3,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,4,470.1383647798742,330.5995807127883,4,468.3703185829019,326.77094680115954,1.4578234692490828,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,5,640.6852845428632,207.48276645556535,5,637.2315413590163,216.01251035661141,3.21910139774192,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,6,642.6801517311029,316.2030282146238,6,638.4420160742573,306.19287664206314,3.788734959870385,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,7,860.1206752492197,196.51099692024752,13,858.5160031027859,192.01121770281358,1.6667176838156073,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,8,857.1283744668604,328.17223134406146,14,862.1776891163898,329.6906118143208,1.6847685467392577,14,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,9,661.2712168024799,200.36020385798292,7,660.9695557622493,198.260293420245,0.7449663640907573,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,10,660.3632208132949,319.7616764358199,8,660.3643184046288,318.0972902291004,0.5851358847120642,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,11,688.0570984834395,210.8021577336112,7,660.9695557622493,198.260293420245,10.073369704972484,7,True,True,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,12,684.4251145266993,307.0497325872289,8,660.3643184046288,318.0972902291004,8.841247298658331,8,True,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,13,768.52761715381,208.99037176203993,9,775.9646537101407,211.57551528789568,2.673748201934472,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,14,768.0238674722478,313.49337863185383,10,774.7541789948997,308.4134925071727,2.857236669958689,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,15,772.2130885675509,183.6275246774556,12,774.7541789948997,183.73459683735348,0.8088794238105749,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,a_to_b,16,772.2130885675509,333.7412805924858,11,771.7279922067974,330.20203738151,1.253527635264535,11,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,1,199.79652418714196,100.73053138101301,1,201.79454926624737,96.60377358490567,1.5053300312783124,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,2,206.2834243230881,405.61483777048284,2,206.08805031446545,407.8825995807128,0.7983222009764266,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,3,469.5807932981429,205.11823791944278,3,465.8448637316562,193.20754716981133,4.365772070642358,3,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,4,468.3703185829019,326.77094680115954,4,470.1383647798742,330.5995807127883,1.4578234692490828,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,5,637.2315413590163,216.01251035661141,5,640.6852845428632,207.48276645556535,3.21910139774192,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,6,638.4420160742573,306.19287664206314,6,642.6801517311029,316.2030282146238,3.788734959870385,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,7,660.9695557622493,198.260293420245,9,661.2712168024799,200.36020385798292,0.7449663640907573,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,8,660.3643184046288,318.0972902291004,10,660.3632208132949,319.7616764358199,0.5851358847120642,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,9,775.9646537101407,211.57551528789568,13,768.52761715381,208.99037176203993,2.673748201934472,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,10,774.7541789948997,308.4134925071727,14,768.0238674722478,313.49337863185383,2.857236669958689,14,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,11,771.7279922067974,330.20203738151,16,772.2130885675509,333.7412805924858,1.253527635264535,16,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,12,774.7541789948997,183.73459683735348,15,772.2130885675509,183.6275246774556,0.8088794238105749,15,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,13,858.5160031027859,192.01121770281358,7,860.1206752492197,196.51099692024752,1.6667176838156073,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,14,862.1776891163898,329.6906118143208,8,857.1283744668604,328.17223134406146,1.6847685467392577,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,15,987.544693450881,361.756472254632,8,857.1283744668604,328.17223134406146,40.428319077037166,8,True,True,True,geometric_nearest_only_not_confirmed_same_structure
2,uNb9QFRL6hY-60,manual,W011,W032,b_to_a,16,988.6169083493847,164.46893092998837,7,860.1206752492197,196.51099692024752,41.69133337520529,7,True,True,True,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,1,939.0829268292684,88.2471544715447,13,843.2763135524058,165.408081708727,35.314762944358456,13,True,True,True,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,2,939.0829268292684,437.9056910569105,12,667.4206383709104,442.062393922051,36.67668090998747,12,True,True,True,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,3,662.6861788617884,451.2260162601626,12,667.4206383709104,442.062393922051,3.2852214568432543,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,4,656.0260162601625,78.25691056910568,11,663.2243820062336,72.79183383047972,2.2327414216368906,11,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,5,549.4634146341464,163.1739837398374,9,553.0135894316863,157.01989527480586,2.400591814322219,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,6,552.7934959349593,371.3040650406505,10,552.5452413427693,368.0076141870367,1.1608277369885003,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,7,466.2113821138211,367.9739837398374,7,467.37543762123823,374.3688740345664,2.2695238225051004,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,8,469.5414634146342,156.51382113821137,8,467.19755097972217,158.49420745863614,0.9728507326273431,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,9,381.2943089430894,88.2471544715447,6,381.3298179211482,83.95722409785856,1.5081919057451916,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,10,382.9593495934959,441.2357723577236,5,379.6196153017443,437.12868596663645,1.5292904712180984,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,11,306.36747967479675,148.18861788617886,4,307.93941583683596,146.3648466773089,0.7749141198166655,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,12,306.36747967479675,409.6,3,310.06373266024514,400.5747598786058,3.2695213162886403,3,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,13,189.81463414634146,148.18861788617886,1,190.39388494152877,150.61348032412724,0.8677443966140409,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,a_to_b,14,183.15447154471545,402.939837398374,2,192.5182017649379,398.4504430551966,2.6023695630865844,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,1,190.39388494152877,150.61348032412724,13,189.81463414634146,148.18861788617886,0.8677443966140409,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,2,192.5182017649379,398.4504430551966,14,183.15447154471545,402.939837398374,2.6023695630865844,14,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,3,310.06373266024514,400.5747598786058,12,306.36747967479675,409.6,3.2695213162886403,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,4,307.93941583683596,146.3648466773089,11,306.36747967479675,148.18861788617886,0.7749141198166655,11,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,5,379.6196153017443,437.12868596663645,10,382.9593495934959,441.2357723577236,1.5292904712180984,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,6,381.3298179211482,83.95722409785856,9,381.2943089430894,88.2471544715447,1.5081919057451916,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,7,467.37543762123823,374.3688740345664,7,466.2113821138211,367.9739837398374,2.2695238225051004,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,8,467.19755097972217,158.49420745863614,8,469.5414634146342,156.51382113821137,0.9728507326273431,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,9,553.0135894316863,157.01989527480586,5,549.4634146341464,163.1739837398374,2.400591814322219,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,10,552.5452413427693,368.0076141870367,6,552.7934959349593,371.3040650406505,1.1608277369885003,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,11,663.2243820062336,72.79183383047972,4,656.0260162601625,78.25691056910568,2.2327414216368906,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,12,667.4206383709104,442.062393922051,3,662.6861788617884,451.2260162601626,3.2852214568432543,3,False,False,False,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,13,843.2763135524058,165.408081708727,1,939.0829268292684,88.2471544715447,35.314762944358456,1,True,True,True,geometric_nearest_only_not_confirmed_same_structure
3,rPc6DW4iMge-17,semi,W030,W034,b_to_a,14,840.2767983311355,350.3781870203991,2,939.0829268292684,437.9056910569105,37.41500659943271,2,True,True,True,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,1,73.99022592,64.61579775999999,10,63.621301775147934,75.7396449704142,4.198316487879992,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,2,73.99022592,454.1669888,9,72.71005917159763,448.37869822485214,2.0414141697662394,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,3,27.71786752,134.62280192,11,36.35502958579882,127.24260355029587,3.3959758981543997,11,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,4,27.71786752,387.31489792,12,30.29585798816568,384.7573964497041,1.0983227353652154,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,5,32.240209920000005,219.01625855999998,11,36.35502958579882,127.24260355029587,32.28771608538927,11,True,True,True,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,6,32.240209920000005,297.59018496,20,6.059171597633136,354.46153846153845,21.64203990442263,20,True,True,True,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,7,109.57986816,153.04375808,14,106.0355029585799,154.50887573964496,1.1347416154088443,14,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,8,109.57986816,368.5398016,13,106.0355029585799,375.6686390532544,2.6768037526904847,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,9,132.1704260651629,227.12781954887217,15,130.27218934911244,202.98224852071004,8.513237557218844,15,True,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,10,132.1704260651629,284.44,18,127.24260355029587,281.75147928994085,1.951768545793633,18,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,11,329.7844611528822,219.42857142857142,16,330.2248520710059,196.92307692307696,7.913475627322782,16,True,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,12,329.7844611528822,292.57142857142856,17,327.1952662721894,287.81065088757396,1.8954799140554837,17,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,13,481.65,188.54,4,481.70414201183434,184.80473372781069,1.3132943095449103,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,14,481.65,331.08,3,481.70414201183434,366.57988165680473,12.480437306573162,3,True,True,True,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,15,409.34335839599,111.6390977443609,2,408.9940828402367,106.0355029585799,1.971491422631344,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,16,409.34335839599,406.7769423558897,1,408.9940828402367,408.9940828402367,0.7828659828769942,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,17,623.6390977443609,115.48872180451127,6,630.1538461538462,115.12426035502958,1.499354632916301,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,18,623.6390977443609,408.54,5,633.1834319526628,412.0236686390533,2.304481384529324,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,19,861.0325814536341,97.52380952380952,8,857.3727810650886,93.9171597633136,1.4562270248210674,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,a_to_b,20,864.8822055137845,418.32581453634083,7,860.4023668639053,427.1715976331361,3.2148567513959136,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,1,408.9940828402367,408.9940828402367,16,409.34335839599,406.7769423558897,0.7828659828769942,16,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,2,408.9940828402367,106.0355029585799,15,409.34335839599,111.6390977443609,1.971491422631344,15,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,3,481.70414201183434,366.57988165680473,14,481.65,331.08,12.480437306573162,14,True,True,True,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,4,481.70414201183434,184.80473372781069,13,481.65,188.54,1.3132943095449103,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,5,633.1834319526628,412.0236686390533,18,623.6390977443609,408.54,2.304481384529324,18,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,6,630.1538461538462,115.12426035502958,17,623.6390977443609,115.48872180451127,1.499354632916301,17,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,7,860.4023668639053,427.1715976331361,20,864.8822055137845,418.32581453634083,3.2148567513959136,20,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,8,857.3727810650886,93.9171597633136,19,861.0325814536341,97.52380952380952,1.4562270248210674,19,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,9,72.71005917159763,448.37869822485214,2,73.99022592,454.1669888,2.0414141697662394,2,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,10,63.621301775147934,75.7396449704142,1,73.99022592,64.61579775999999,4.198316487879992,1,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,11,36.35502958579882,127.24260355029587,3,27.71786752,134.62280192,3.3959758981543997,3,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,12,30.29585798816568,384.7573964497041,4,27.71786752,387.31489792,1.0983227353652154,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,13,106.0355029585799,375.6686390532544,8,109.57986816,368.5398016,2.6768037526904847,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,14,106.0355029585799,154.50887573964496,7,109.57986816,153.04375808,1.1347416154088443,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,15,130.27218934911244,202.98224852071004,9,132.1704260651629,227.12781954887217,8.513237557218844,9,True,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,16,330.2248520710059,196.92307692307696,11,329.7844611528822,219.42857142857142,7.913475627322782,11,True,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,17,327.1952662721894,287.81065088757396,12,329.7844611528822,292.57142857142856,1.8954799140554837,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,18,127.24260355029587,281.75147928994085,10,132.1704260651629,284.44,1.951768545793633,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,19,0.0,121.18343195266272,3,27.71786752,134.62280192,8.358947572519135,3,True,False,False,geometric_nearest_only_not_confirmed_same_structure
4,yqstnuAEVhm-31,manual,W002,W010,b_to_a,20,6.059171597633136,354.46153846153845,4,27.71786752,387.31489792,12.902587373686782,4,True,True,True,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,1,940.3782234957021,130.567335243553,11,946.0672566371682,134.11681415929203,1.9171947300591132,11,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,2,947.7134670487103,398.4283253703878,12,946.0672566371682,407.78761061946904,3.3096699459890933,12,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,3,897.0763520619637,103.6043315684994,17,898.9451327433628,99.68141592920354,1.4319518813340806,17,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,4,898.5711929974879,428.00567468714956,18,898.9451327433628,436.7858407079646,3.087384653445751,18,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,5,848.5630786410733,123.62518178628176,9,850.0106194690266,134.11681415929203,3.706246246753369,9,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,6,849.4931480442427,397.57020057306573,10,850.0106194690266,404.16283185840706,2.3205329117926317,10,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,7,360.3351595951942,113.53865826801488,15,360.6654867256637,115.9929203539823,0.8661193451929887,15,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,8,359.2329441852755,421.49764379928484,16,362.4778761061947,422.28672566371677,0.6574883112334037,16,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,9,618.2136256045904,156.97421203438395,7,625.2743362831858,163.1150442477876,2.9896926238229673,7,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,10,616.1604584527221,374.09742120343833,8,618.024778761062,371.53982300884957,1.0253431260133792,8,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,11,428.37822349570195,152.5730659025788,5,427.72389380530973,155.86548672566371,1.1725031860472834,5,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,12,425.44412607449857,384.36676217765046,6,431.3486725663716,386.03893805309735,1.5668090776258827,6,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,13,66.13292459511881,123.57473949014606,13,68.87079646017699,121.43008849557522,1.0016455930784307,13,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,14,67.23514000503745,399.12859196980776,14,70.68318584070796,409.6,3.7549787628549676,14,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,15,203.40275535550379,190.98304019082696,1,215.67433628318585,213.86194690265486,9.020269740544949,1,True,True,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,16,202.1584116270986,309.81786625352606,4,213.86194690265486,311.73097345132743,3.937877741416095,4,False,False,False,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,17,148.74137700947188,199.0712744254609,1,215.67433628318585,213.86194690265486,23.044362592139326,1,True,True,True,geometric_nearest_only_not_confirmed_same_structure
5,rPc6DW4iMge-06,manual,W032,W035,a_to_b,18,149.3635488736745,299.24094456208167,4,213.86194690265486,311.73097345132743,22.03891977452829,4,True,True,True,geometric_nearest_only_not_confirmed_same_structure
