code,image_id,condition,id,worker,point_count,method,cluster
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,OSPA2_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Hausdorff_3,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Hausdorff_3,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Hausdorff_3,2
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Hausdorff_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Hausdorff_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Hausdorff_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Hausdorff_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Hausdorff_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Hausdorff_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Hausdorff_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Hausdorff_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Hausdorff_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Bottleneck_equal_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Bottleneck_equal_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Bottleneck_equal_6,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Bottleneck_equal_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Bottleneck_equal_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Bottleneck_equal_9,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,b7ad646fe3dc3b0d378e,W008,8,Bottleneck_equal_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,3651a92290f6ddca5577,W031,8,Bottleneck_equal_12,1
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,17be19782ab6f1fa54ca,W034,8,Bottleneck_equal_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,count_only,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,count_only,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,count_only,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_3,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_3,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_3,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA2_3,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA2_3,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA2_3,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA2_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA2_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA2_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA2_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA2_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA2_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA2_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA2_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA2_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Hausdorff_3,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Hausdorff_3,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Hausdorff_3,3
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Hausdorff_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Hausdorff_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Hausdorff_6,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Hausdorff_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Hausdorff_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Hausdorff_9,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Hausdorff_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Hausdorff_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Hausdorff_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_6_AND_H6,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_6_AND_H9,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Bottleneck_equal_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Bottleneck_equal_6,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Bottleneck_equal_6,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Bottleneck_equal_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Bottleneck_equal_9,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Bottleneck_equal_9,2
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,8bdb2a37829bea126cde,W008,8,Bottleneck_equal_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,06925f70038be9cf6628,W031,8,Bottleneck_equal_12,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,022a2edfc36f1862ff6d,W034,8,Bottleneck_equal_12,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,count_only,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_3,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_6,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_9,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA2_3,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA2_6,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA2_9,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA2_12,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Hausdorff_3,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Hausdorff_6,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Hausdorff_9,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Hausdorff_12,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_6_AND_H6,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_6_AND_H9,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,OSPA1_6_AND_H12,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Bottleneck_equal_6,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Bottleneck_equal_9,1
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,8768c3642fee588c06f4,W011,8,Bottleneck_equal_12,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,count_only,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,count_only,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,count_only,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,count_only,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,count_only,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA1_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA1_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA1_3,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA1_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA1_3,3
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA1_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA1_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA1_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA1_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA1_6,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA1_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA1_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA1_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA1_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA1_9,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA2_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA2_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA2_3,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA2_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA2_3,3
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA2_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA2_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA2_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA2_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA2_6,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA2_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA2_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA2_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA2_9,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA2_9,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,OSPA2_12,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,OSPA2_12,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,OSPA2_12,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,OSPA2_12,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,OSPA2_12,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,Hausdorff_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,Hausdorff_3,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,Hausdorff_3,3
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,Hausdorff_3,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,Hausdorff_3,4
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,9ba553c8c79977374da6,W006,8,Hausdorff_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,bd14297e6f34d6705898,W010,8,Hausdorff_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,a3e7b70ed81a76c41c0f,W027,8,Hausdorff_6,2
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,98fc2a900301cecb1f95,W028,8,Hausdorff_6,1
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,d5c88ef7632f0c3ce88f,W030,12,Hausdorff_6,3
