stage,base_task_id,building_id,worker_id,U_initial,U_final,delta_U,exact_geometry_equal_bool,proposal_failure_bool,issue_reported_bool,geometry_edit_rmse_panorama_diagonal_normalized,current20_bool,analysis_eligible_bool,model_issue_choice,planned_trap_family,trap_family,semi_role,proposal_correctness_observed_095,initial_correct_095,final_correct_095,correct_proposal_degraded_095,wrong_proposal_corrected_095,wrong_proposal_retained_exact
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,10,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,11,0.9794180077541208,0.9785886839054934,-0.0008293238486273,False,False,False,0.0005263668867673,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,12,0.9794180077541208,0.9651941888307868,-0.0142238189233339,False,False,False,0.004773330094002,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,13,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,14,0.9794180077541208,0.9798566137451536,0.0004386059910329,False,False,False,0.0021913391396406,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,15,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,17,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,18,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,19,0.9794180077541208,0.9389193294634622,-0.0404986782906584,False,False,False,,False,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,2,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,21,0.9794180077541208,0.9781661990445344,-0.0012518087095864,False,False,False,0.0005722211199598,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,6,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,8,0.9794180077541208,0.9794180077541208,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,1,0.9524267962142868,0.9349286808911942,-0.0174981153230925,False,False,True,0.0081316415499637,True,True,corner_drift,acceptable,acceptable,control,True,True,False,True,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,10,0.9524267962142868,0.9524267962142868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,11,0.9524267962142868,0.9524267962142868,0.0,True,False,True,0.0,True,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,12,0.9524267962142868,0.951825040006096,-0.0006017562081905,False,False,False,0.0064597493740393,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,13,0.9524267962142868,0.9524267962142868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,14,0.9524267962142868,0.9662572091978128,0.0138304129835261,False,False,True,0.0028043881278295,False,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,15,0.9524267962142868,0.9476265997860804,-0.0048001964282062,False,False,False,0.0039545205983105,True,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,17,0.9524267962142868,0.9576873987714491,0.0052606025571625,False,False,False,0.0030417853973205,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,18,0.9524267962142868,0.9524267962142868,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,19,0.9524267962142868,0.938916839734402,-0.0135099564798847,False,False,True,0.0021779216357886,False,True,corner_drift,acceptable,acceptable,control,True,True,False,True,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,2,0.9524267962142868,0.964434959106919,0.0120081628926322,False,False,True,0.0035228025990123,True,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,21,0.9524267962142868,0.938916839734402,-0.0135099564798847,False,False,True,0.0021779216357886,False,True,corner_drift,acceptable,acceptable,control,True,True,False,True,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,6,0.9524267962142868,0.9524267962142868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,8,0.9524267962142868,0.9591290633619112,0.0067022671476243,False,False,True,0.003589927871793,True,True,acceptable;corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,1,0.992000580369018,0.9847111214261884,-0.0072894589428296,False,False,False,0.0044816319438621,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,10,0.992000580369018,0.9905523150452572,-0.0014482653237608,False,False,True,0.0033077939263353,True,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,11,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,12,0.992000580369018,0.8801297734800987,-0.1118708068889192,False,False,False,0.0217732825576558,True,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,13,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,14,0.992000580369018,0.9797696960445724,-0.0122308843244454,False,False,False,0.0042184536110113,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,15,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,17,0.992000580369018,0.9912550842533412,-0.0007454961156768,False,False,False,0.001661183389232,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,18,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,19,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,2,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,21,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,6,0.992000580369018,0.992000580369018,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,8,0.992000580369018,0.9750962972317884,-0.0169042831372294,False,False,False,0.0034248447864217,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,1,0.9516613553552868,0.9565075921908892,0.0048462368356025,False,False,False,0.0095411464444019,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,10,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,11,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,12,0.9516613553552868,0.953452302115646,0.0017909467603592,False,False,False,0.0054733209368002,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,13,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,14,0.9516613553552868,0.9483968994727732,-0.0032644558825134,False,False,False,0.0023166466794932,False,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,15,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,17,0.9516613553552868,0.9562553269908548,0.004593971635568,False,False,False,0.002595472195211,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,18,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,19,0.9516613553552868,0.9418904914315814,-0.0097708639237052,False,False,False,,False,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,2,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,21,0.9516613553552868,0.953363151060453,0.0017017957051662,False,False,False,0.0033371799320934,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,6,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,8,0.9516613553552868,0.9516613553552868,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,1,0.973800082045672,0.9184888387995616,-0.0553112432461104,False,False,False,0.0144452047555473,True,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,10,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,11,0.973800082045672,0.973800082045672,0.0,True,False,True,0.0,True,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,12,0.973800082045672,0.9086603845224536,-0.0651396975232186,False,False,False,0.0306201143041216,True,True,acceptable,acceptable,acceptable,control,True,True,False,True,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,13,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,14,0.973800082045672,0.9675210337361944,-0.0062790483094776,False,False,False,0.0048565319743632,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,15,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,17,0.973800082045672,0.974100537161364,0.0003004551156919,False,False,False,0.0026724998306194,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,18,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,False,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,19,0.973800082045672,0.9620271816979308,-0.0117729003477412,False,False,True,0.0060032844838881,False,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,2,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,21,0.973800082045672,0.9620271816979308,-0.0117729003477412,False,False,True,0.0060032844838881,False,True,corner_drift,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,6,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,8,0.973800082045672,0.973800082045672,0.0,True,False,False,0.0,True,True,acceptable,acceptable,acceptable,control,True,True,True,False,False,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,1,0.8278423240114882,0.7579482481875313,-0.0698940758239569,False,False,True,,True,True,corner_drift;corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,10,0.8278423240114882,0.972683378530326,0.1448410545188379,False,False,True,,True,True,corner_drift;corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,11,0.8278423240114882,0.8278423240114882,0.0,True,False,True,0.0,True,True,corner_drift;corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,12,0.8278423240114882,0.8424738522123489,0.0146315282008607,False,False,False,,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,13,0.8278423240114882,0.9630717091738076,0.1352293851623195,False,False,True,,True,True,corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,14,0.8278423240114882,0.9574545003821762,0.129612176370688,False,False,True,,False,True,corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,15,0.8278423240114882,0.9551360150706952,0.1272936910592069,False,False,True,,True,True,corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,17,0.8278423240114882,0.0,-0.8278423240114882,False,False,True,,True,True,corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,18,0.8278423240114882,0.9728069949852128,0.1449646709737246,False,False,True,,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,19,0.8278423240114882,0.8756297290463131,0.0477874050348249,False,False,True,,False,True,corner_drift;corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,2,0.8278423240114882,0.9870871026104936,0.1592447785990055,False,False,True,,True,True,corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,21,0.8278423240114882,0.8278423240114882,0.0,True,False,True,0.0,False,True,corner_drift;corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,6,0.8278423240114882,0.8278423240114882,0.0,True,False,True,0.0,True,True,corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,8,0.8278423240114882,0.9584941785252264,0.1306518545137381,False,False,True,,True,True,corner_duplicate;over_parsing;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,1,0.8511254163034488,0.9828497927683292,0.1317243764648804,False,False,False,,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,10,0.8511254163034488,0.7964673955669893,-0.0546580207364595,False,False,True,,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,11,0.8511254163034488,0.8511254163034488,0.0,True,False,True,0.0,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,12,0.8511254163034488,0.9433510774428008,0.092225661139352,False,False,False,,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,13,0.8511254163034488,0.8511254163034488,0.0,True,False,False,0.0,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,14,0.8511254163034488,0.8042599026368311,-0.0468655136666177,False,False,True,,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,15,0.8511254163034488,0.8511254163034488,0.0,True,False,False,0.0,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,17,0.8511254163034488,0.9526734171831708,0.1015480008797219,False,False,True,,True,True,corner_duplicate;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,18,0.8511254163034488,0.9721183380241868,0.1209929217207379,False,False,True,,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,19,0.8511254163034488,0.851787525141887,0.0006621088384382,False,False,True,,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,2,0.8511254163034488,0.9764543735376134,0.1253289572341646,False,False,True,,True,True,corner_drift;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,21,0.8511254163034488,0.8511254163034488,0.0,True,False,True,0.0,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
