image_id,condition,family,repeat,pattern,feasible_role_assignments,remaining_type_counts
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,0,ACD,4,"{0: 5, 1: 3, 2: 7, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,0,AABC,12,"{0: 5, 1: 3, 2: 7, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,0,ABCD,1,"{0: 5, 1: 3, 2: 7, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,AA,4,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,AB,12,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,AAB,12,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,ACD,4,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,AABC,12,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,1,ABCD,1,"{0: 6, 1: 2, 2: 8, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,AA,4,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,AB,12,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,AAB,12,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,ACD,4,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,AABC,12,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,2,ABCD,1,"{0: 6, 1: 3, 2: 6, 3: 5}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,AA,4,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,AB,12,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,AAB,12,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,ACD,4,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,AABC,12,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,profile,3,ABCD,1,"{0: 6, 1: 3, 2: 7, 3: 4}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,AA,3,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,AB,12,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,AAB,9,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,ACD,4,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,AABC,9,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,0,ABCD,1,"{0: 2, 1: 14, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,AA,2,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,AB,12,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,AAB,6,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,ACD,4,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,AABC,6,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,1,ABCD,1,"{0: 1, 1: 15, 2: 3, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,AA,2,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,AB,12,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,AAB,6,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,ACD,4,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,AABC,6,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,2,ABCD,1,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,AA,2,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,AB,12,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,AAB,6,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,ACD,4,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,AABC,6,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,coannotation,3,ABCD,1,"{0: 1, 1: 16, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,AA,4,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,AB,12,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,AAB,12,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,ACD,4,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,AABC,12,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,0,ABCD,1,"{0: 4, 1: 12, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,AA,4,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,AB,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,AAB,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,ACD,4,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,AABC,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,1,ABCD,1,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,AA,3,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,AB,12,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,AAB,9,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,ACD,4,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,AABC,9,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,2,ABCD,1,"{0: 3, 1: 14, 2: 2, 3: 1}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,AA,4,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,AB,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,AAB,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,ACD,4,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,AABC,12,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,profile,3,ABCD,1,"{0: 3, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,AA,3,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,AB,6,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,AAB,6,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,ACD,1,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,AABC,3,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,0,ABCD,0,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,AA,2,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,AB,6,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,AAB,4,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,ACD,1,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,AABC,2,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,1,ABCD,0,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,AA,2,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,AB,6,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,AAB,4,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,ACD,1,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,AABC,2,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,2,ABCD,0,"{0: 1, 1: 15, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,AA,3,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,AB,6,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,AAB,6,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,ACD,1,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,AABC,3,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,coannotation,3,ABCD,0,"{0: 2, 1: 14, 2: 3, 3: 0}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,AA,3,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,AB,12,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,AAB,9,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,ACD,4,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,AABC,9,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,0,ABCD,1,"{0: 3, 1: 13, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,AA,3,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,AB,12,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,AAB,9,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,ACD,4,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,AABC,9,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,1,ABCD,1,"{0: 2, 1: 14, 2: 1, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,AA,4,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,AB,12,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,AAB,12,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,ACD,4,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,AABC,12,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,2,ABCD,1,"{0: 2, 1: 13, 2: 2, 3: 2}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,AA,3,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,AB,12,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,AAB,9,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,ACD,4,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,AABC,9,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,profile,3,ABCD,1,"{0: 3, 1: 13, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,AA,2,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,AB,12,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,AAB,6,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,ACD,4,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,AABC,6,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,0,ABCD,1,"{0: 16, 1: 1, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,AA,3,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,AB,6,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,AAB,6,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,ACD,1,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,AABC,3,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,1,ABCD,0,"{0: 16, 1: 2, 2: 2, 3: 0}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,AA,3,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,AB,12,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,AAB,9,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,ACD,4,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,AABC,9,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,2,ABCD,1,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,AA,3,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,AB,12,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,AAB,9,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,ACD,4,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,AABC,9,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,coannotation,3,ABCD,1,"{0: 15, 1: 2, 2: 2, 3: 1}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,AA,4,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,AB,12,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,AAB,12,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,ACD,4,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,AABC,12,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,0,ABCD,1,"{0: 3, 1: 10, 2: 2, 3: 5}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,AA,4,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,AB,12,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,AAB,12,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,ACD,4,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,AABC,12,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,1,ABCD,1,"{0: 3, 1: 11, 2: 3, 3: 3}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,2,AA,4,"{0: 3, 1: 10, 2: 3, 3: 4}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,profile,2,AB,12,"{0: 3, 1: 10, 2: 3, 3: 4}"
