case_id,image_id,source,project,task_id,annotation_id,completed_by,ground_truth,was_cancelled,created_at,updated_at,parent_annotation,parent_prediction,point_count,canonical_annotation_id,annotation_identity,condition,canonical_link_status
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3195,10,False,False,2026-05-21T07:48:56.070607Z,2026-05-21T08:21:46.830289Z,,,20,fb6a42a891f7dcee,P1|0|28|3058|10|3195,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3307,6,False,False,2026-05-22T07:21:22.767506Z,2026-05-22T07:21:22.767523Z,,,20,026b9a1fe7ba6a07,P1|0|28|3058|6|3307,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3363,13,False,False,2026-05-24T16:07:00.131619Z,2026-05-24T16:07:00.131635Z,3195.0,,14,1894f27c3fd308cd,P1|0|28|3058|13|3363,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3458,12,False,False,2026-05-28T15:15:22.464114Z,2026-05-28T15:15:22.464131Z,,,18,170e1369f3fbeb52,P1|0|28|3058|12|3458,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3533,14,False,False,2026-05-31T06:28:12.321059Z,2026-05-31T06:28:12.321072Z,3363.0,,14,1b3675da6acfc3f6,P1|0|28|3058|14|3533,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3572,11,False,False,2026-05-31T14:44:38.692594Z,2026-05-31T14:44:38.692609Z,,,20,9732c6f38ae221f0,P1|0|28|3058|11|3572,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3625,15,False,False,2026-06-01T08:36:26.150790Z,2026-06-01T08:36:26.150806Z,,,20,6decc656fd10407c,P1|0|28|3058|15|3625,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3701,21,False,False,2026-06-04T15:49:35.365056Z,2026-06-04T15:49:35.365070Z,3625.0,,20,899b2864942e642d,P1|0|28|3058|21|3701,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-13-05-31-fa7a5b97.json,28,3058,3747,8,False,False,2026-06-12T09:24:06.405337Z,2026-06-12T09:24:06.405351Z,,,8,4a6dba8a9c32eb66,P1|0|28|3058|8|3747,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3138,17,False,False,2026-05-19T13:13:22.218279Z,2026-05-19T13:23:45.956339Z,,,20,7231fd59d0668aa1,P1|0|28|3058|17|3138,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3195,10,False,False,2026-05-21T07:48:56.070607Z,2026-05-21T08:21:46.830289Z,,,20,fb6a42a891f7dcee,P1|0|28|3058|10|3195,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3307,6,False,False,2026-05-22T07:21:22.767506Z,2026-05-22T07:21:22.767523Z,,,20,026b9a1fe7ba6a07,P1|0|28|3058|6|3307,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3363,13,False,False,2026-05-24T16:07:00.131619Z,2026-05-24T16:07:00.131635Z,3195.0,,14,1894f27c3fd308cd,P1|0|28|3058|13|3363,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3458,12,False,False,2026-05-28T15:15:22.464114Z,2026-05-28T15:15:22.464131Z,,,18,170e1369f3fbeb52,P1|0|28|3058|12|3458,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3533,14,False,False,2026-05-31T06:28:12.321059Z,2026-05-31T06:28:12.321072Z,3363.0,,14,1b3675da6acfc3f6,P1|0|28|3058|14|3533,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3572,11,False,False,2026-05-31T14:44:38.692594Z,2026-05-31T14:44:38.692609Z,,,20,9732c6f38ae221f0,P1|0|28|3058|11|3572,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3625,15,False,False,2026-06-01T08:36:26.150790Z,2026-06-01T08:36:26.150806Z,,,20,6decc656fd10407c,P1|0|28|3058|15|3625,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3701,21,False,False,2026-06-04T15:49:35.365056Z,2026-06-04T15:49:35.365070Z,3625.0,,20,899b2864942e642d,P1|0|28|3058|21|3701,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,3747,8,False,False,2026-06-12T09:24:06.405337Z,2026-06-12T09:24:06.405351Z,,,8,4a6dba8a9c32eb66,P1|0|28|3058|8|3747,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-28-05-14-6830174c.json,28,3058,4619,19,False,False,2026-06-27T12:48:01.776710Z,2026-06-27T12:48:01.776731Z,,,10,78e7d9bc59680788,P1|0|28|3058|19|4619,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3138,17,False,False,2026-05-19T13:13:22.218279Z,2026-05-19T13:23:45.956339Z,,,20,7231fd59d0668aa1,P1|0|28|3058|17|3138,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3195,10,False,False,2026-05-21T07:48:56.070607Z,2026-05-21T08:21:46.830289Z,,,20,fb6a42a891f7dcee,P1|0|28|3058|10|3195,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3307,6,False,False,2026-05-22T07:21:22.767506Z,2026-05-22T07:21:22.767523Z,,,20,026b9a1fe7ba6a07,P1|0|28|3058|6|3307,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3363,13,False,False,2026-05-24T16:07:00.131619Z,2026-05-24T16:07:00.131635Z,3195.0,,14,1894f27c3fd308cd,P1|0|28|3058|13|3363,manual,exact_image_project_task_author_annotation
