image_id,condition,information,k_classes,total_combinations,untyped_combinations,reason
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QT,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QT,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QT,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTB,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTB,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTB,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTS,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTS,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTS,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTSB,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTSB,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,QTSB,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,T,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,T,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,T,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TB,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TB,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TB,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TS,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TS,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TS,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TSB,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TSB,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,TSB,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,quality_time_edit,2,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,quality_time_edit,3,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,quality_time_edit,4,1476,182,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QT,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QT,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QT,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTB,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTB,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTB,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTS,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTS,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTS,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTSB,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTSB,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,QTSB,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,T,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,T,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,T,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TB,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TB,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TB,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TS,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TS,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TS,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TSB,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TSB,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,TSB,4,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,quality_time_edit,2,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,quality_time_edit,3,50,25,missing_outside_building_profile_not_a_real_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,quality_time_edit,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QT,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QT,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QT,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTB,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTB,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTB,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTS,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTS,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTS,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTSB,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTSB,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTSB,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,T,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,T,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,T,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TB,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TB,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TB,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TS,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TS,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TS,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TSB,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TSB,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,TSB,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,2,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,3,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,4,1476,196,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QT,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QT,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QT,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTB,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTB,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTB,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTS,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTS,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTS,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTSB,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTSB,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTSB,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,T,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,T,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,T,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TB,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TB,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TB,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TS,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TS,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TS,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TSB,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TSB,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,TSB,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,quality_time_edit,2,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,quality_time_edit,3,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,quality_time_edit,4,1476,204,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QT,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QT,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QT,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTB,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTB,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTB,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTS,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTS,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTS,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TB,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TB,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TB,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TS,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TS,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TS,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TSB,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TSB,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,TSB,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,2,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,3,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,4,1476,202,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QT,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QT,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QT,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTB,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTB,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTB,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTS,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTS,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTS,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TB,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TB,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TB,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TS,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TS,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TS,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TSB,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TSB,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,TSB,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,2,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,3,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,4,1453,215,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QT,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QT,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QT,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTB,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTB,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTB,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTS,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTS,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTS,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTSB,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTSB,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,QTSB,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,T,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,T,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,T,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TB,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TB,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TB,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TS,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TS,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TS,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TSB,2,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TSB,3,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,TSB,4,50,25,missing_outside_building_profile_not_a_real_class
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,quality_time_edit,2,50,25,missing_outside_building_profile_not_a_real_class
