image_id,condition,information,k_classes,cluster,point_count,people,total_people,workers,canonical_ids,class_membership,all_from_one_known_class,semantic_legitimacy
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTSB,4,3,8,2,24,W001;W012,8ded0001dfe26e8d;e7ac757b87291eaa,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,QTSB,4,7,12,3,24,W011;W021;W036,6c4eb5c014ae5538;726df974bcd4c84b;43fca0253b1b4fff,"{""B"": 2, ""C"": 1}",False,requires_local_image_review
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,3,1,8,2,24,W028;W031,cd3a2f4a0e0ad07e;55e7158552d3913a,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,3,2,8,2,24,W029;W030,2d656d0b379aca23;272f8ef889915150,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,3,3,8,2,24,W001;W012,8ded0001dfe26e8d;e7ac757b87291eaa,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,quality_time_edit,3,7,12,3,24,W011;W021;W036,6c4eb5c014ae5538;726df974bcd4c84b;43fca0253b1b4fff,"{""B"": 2, ""C"": 1}",False,requires_local_image_review
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,Q,2,3,8,2,24,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,T,2,3,8,2,24,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B,2,3,8,2,24,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,QTSB,4,3,8,2,24,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,quality_time_edit,3,3,8,2,24,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,Q,2,1,8,2,24,W035;W037,a81657f0ac5d7807;4fbebe49572a79a5,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,Q,2,2,8,3,24,W028;W029;W031,5429d9e5ae4acde8;ad6812c23b79784a;a55a92a57a48a087,"{""B"": 3}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,Q,2,6,8,2,24,W032;W033,89af3c23558522cb;3bd7cc7151dff5c8,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,2,1,8,2,24,W035;W037,a81657f0ac5d7807;4fbebe49572a79a5,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,2,2,8,3,24,W028;W029;W031,5429d9e5ae4acde8;ad6812c23b79784a;a55a92a57a48a087,"{""B"": 3}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,T,2,6,8,2,24,W032;W033,89af3c23558522cb;3bd7cc7151dff5c8,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B,2,1,8,2,24,W035;W037,a81657f0ac5d7807;4fbebe49572a79a5,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B,2,2,8,3,24,W028;W029;W031,5429d9e5ae4acde8;ad6812c23b79784a;a55a92a57a48a087,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B,2,6,8,2,24,W032;W033,89af3c23558522cb;3bd7cc7151dff5c8,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,4,1,8,2,24,W035;W037,a81657f0ac5d7807;4fbebe49572a79a5,"{""D"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,4,2,8,3,24,W028;W029;W031,5429d9e5ae4acde8;ad6812c23b79784a;a55a92a57a48a087,"{""C"": 1, ""D"": 2}",False,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,QTSB,4,6,8,2,24,W032;W033,89af3c23558522cb;3bd7cc7151dff5c8,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,3,1,8,2,24,W035;W037,a81657f0ac5d7807;4fbebe49572a79a5,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,3,2,8,3,24,W028;W029;W031,5429d9e5ae4acde8;ad6812c23b79784a;a55a92a57a48a087,"{""C"": 3}",True,requires_local_image_review
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,quality_time_edit,3,6,8,2,24,W032;W033,89af3c23558522cb;3bd7cc7151dff5c8,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,Q,2,4,8,4,23,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8,"{""B"": 4}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,Q,2,5,8,4,23,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7,"{""A"": 1, ""B"": 3}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,Q,2,8,8,2,23,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,Q,2,9,8,2,23,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,2,4,8,4,23,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8,"{""A"": 3, ""unknown_not_a_type"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,2,5,8,4,23,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7,"{""A"": 1, ""B"": 3}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,2,8,8,2,23,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,T,2,9,8,2,23,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B,2,4,8,4,23,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8,"{""A"": 4}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B,2,5,8,4,23,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7,"{""A"": 3, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B,2,8,8,2,23,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B,2,9,8,2,23,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,4,4,8,4,23,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8,"{""B"": 3, ""unknown_not_a_type"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,4,5,8,4,23,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7,"{""A"": 1, ""B"": 1, ""D"": 1, ""C"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,4,8,8,2,23,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa,"{""B"": 1, ""C"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,QTSB,4,9,8,2,23,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,3,4,8,4,23,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8,"{""B"": 1, ""C"": 2, ""unknown_not_a_type"": 1}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,3,5,8,4,23,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7,"{""A"": 1, ""B"": 1, ""C"": 2}",False,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,3,8,8,2,23,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,quality_time_edit,3,9,8,2,23,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,Q,2,1,8,2,24,W008;W036,b9d7de702dfef712;07ee953d1535b28d,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,Q,2,2,8,2,24,W002;W018,60f415b63bc6abc8;aff097a10b8a446c,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,Q,2,6,8,2,24,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,Q,2,12,8,2,24,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,T,2,1,8,2,24,W008;W036,b9d7de702dfef712;07ee953d1535b28d,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,T,2,2,8,2,24,W002;W018,60f415b63bc6abc8;aff097a10b8a446c,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,T,2,6,8,2,24,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,T,2,12,8,2,24,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B,2,1,8,2,24,W008;W036,b9d7de702dfef712;07ee953d1535b28d,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B,2,2,8,2,24,W002;W018,60f415b63bc6abc8;aff097a10b8a446c,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B,2,6,8,2,24,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244,"{""B"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B,2,12,8,2,24,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,QTSB,4,1,8,2,24,W008;W036,b9d7de702dfef712;07ee953d1535b28d,"{""A"": 1, ""C"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,QTSB,4,2,8,2,24,W002;W018,60f415b63bc6abc8;aff097a10b8a446c,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,QTSB,4,6,8,2,24,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244,"{""D"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,QTSB,4,12,8,2,24,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74,"{""B"": 1, ""D"": 1}",False,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,quality_time_edit,3,1,8,2,24,W008;W036,b9d7de702dfef712;07ee953d1535b28d,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,quality_time_edit,3,2,8,2,24,W002;W018,60f415b63bc6abc8;aff097a10b8a446c,"{""A"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,quality_time_edit,3,6,8,2,24,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244,"{""C"": 2}",True,requires_local_image_review
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,quality_time_edit,3,12,8,2,24,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74,"{""C"": 2}",True,requires_local_image_review
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,Q,2,1,8,2,19,W010;W011,86fc3ae9363a9f67b104;7b1866a3eeaa6930d596,"{""B"": 2}",True,requires_local_image_review
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,T,2,1,8,2,19,W010;W011,86fc3ae9363a9f67b104;7b1866a3eeaa6930d596,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,B,2,1,8,2,19,W010;W011,86fc3ae9363a9f67b104;7b1866a3eeaa6930d596,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,QTSB,4,1,8,2,19,W010;W011,86fc3ae9363a9f67b104;7b1866a3eeaa6930d596,"{""C"": 1, ""B"": 1}",False,requires_local_image_review
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,quality_time_edit,3,1,8,2,19,W010;W011,86fc3ae9363a9f67b104;7b1866a3eeaa6930d596,"{""C"": 1, ""B"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,Q,2,1,8,4,24,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,"{""B"": 4}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,Q,2,4,10,3,24,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,"{""B"": 2, ""A"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,Q,2,6,12,3,24,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,"{""B"": 2, ""A"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,Q,2,7,16,2,24,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,"{""A"": 2}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,T,2,1,8,4,24,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,"{""B"": 4}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,T,2,4,10,3,24,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,"{""B"": 1, ""A"": 2}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,T,2,6,12,3,24,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,"{""A"": 3}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,T,2,7,16,2,24,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,B,2,1,8,4,24,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,"{""B"": 4}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,B,2,4,10,3,24,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,B,2,6,12,3,24,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,B,2,7,16,2,24,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,"{""B"": 2}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,QTSB,4,1,8,4,24,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,"{""D"": 1, ""C"": 2, ""A"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,QTSB,4,4,10,3,24,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,"{""B"": 2, ""C"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,QTSB,4,6,12,3,24,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,"{""B"": 1, ""A"": 1, ""D"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,QTSB,4,7,16,2,24,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,"{""A"": 2}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,quality_time_edit,3,1,8,4,24,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,"{""C"": 4}",True,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,quality_time_edit,3,4,10,3,24,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,"{""B"": 2, ""C"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,quality_time_edit,3,6,12,3,24,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,"{""B"": 1, ""A"": 1, ""C"": 1}",False,requires_local_image_review
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,quality_time_edit,3,7,16,2,24,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,"{""A"": 2}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,Q,2,4,8,3,24,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,"{""A"": 3}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,Q,2,8,12,2,24,W001;W034,738a28459a248984;5da232bc43b7c975,"{""B"": 2}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,T,2,4,8,3,24,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,T,2,8,12,2,24,W001;W034,738a28459a248984;5da232bc43b7c975,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,B,2,4,8,3,24,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,"{""B"": 3}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,B,2,8,12,2,24,W001;W034,738a28459a248984;5da232bc43b7c975,"{""B"": 2}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,QTSB,4,4,8,3,24,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,"{""A"": 3}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,QTSB,4,8,12,2,24,W001;W034,738a28459a248984;5da232bc43b7c975,"{""C"": 2}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,quality_time_edit,3,4,8,3,24,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,"{""A"": 3}",True,requires_local_image_review
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,quality_time_edit,3,8,12,2,24,W001;W034,738a28459a248984;5da232bc43b7c975,"{""C"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,Q,2,3,12,2,19,W030;W037,7234128122016861cabd;9f1b2668af9bbb8c27ab,"{""B"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,Q,2,4,20,2,19,W001;W031,6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7,"{""B"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,T,2,3,12,2,19,W030;W037,7234128122016861cabd;9f1b2668af9bbb8c27ab,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,T,2,4,20,2,19,W001;W031,6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,B,2,3,12,2,19,W030;W037,7234128122016861cabd;9f1b2668af9bbb8c27ab,"{""B"": 2}",True,requires_local_image_review
