image_id,building,condition,information,k_classes,pool,pool_workers,n_pool,n_all,unknown_workers,stable_fraction,unified_fraction,multiple_fraction,undetermined_fraction,supported_modes,topology_disagreement,same_point_dispersion,class_a_unified,class_b_unified,class_a_n,class_b_n,both_classes_unified80
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,QTSB,4,C,W001;W006;W010;W011;W012;W013;W021,7,24,1,1,1,0,0,1,0,0.0300535696719,,,,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,1,1,0,0,1,0,0.0302156808048,,,,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,1,1,0,0,1,0,0.0217976270825,1,1,8,7,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,1,1,0,0,1,0,0.0222496743786,1,1,8,6,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,1,1,0,0,1,0,0.0297248216606,1,1,7,6,True
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,1,1,0,0,1,0,0.00892781491507,,,,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,1,0,0.0242299867004,,,,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,1,1,0,0,1,0,0.0253667100362,,,,,
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,1,1,0,0,1,0,0.0228980422612,1,1,5,15,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0,1,1,0,0,1,0,0.0128766636541,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0,0,0,0,1,2,0.307189542484,0.0707192158713,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,2,0.235507246377,0.0495689986325,1,0,6,18,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,T,2,A,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030;W034,12,24,1,0,0,0,1,1,0.166666666667,0.0495689986325,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,T,2,B,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,11,24,1,0,0,0,1,2,0.327272727273,0.127918642831,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,2,0.245059288538,0.0499903805456,0,0,12,11,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,B,2,A,W006;W011;W021,3,24,0,0,0,0,1,1,0.666666666667,0.0102349006249,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,B,2,B,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,21,24,0,0,0,0,1,2,0.180952380952,0.0607581526161,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,A,W002;W027,2,24,1,0,0,0,1,1,0,0.00377169507176,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,B,W008;W015;W017;W018;W028;W032;W033;W036,8,24,1,0,0,0,1,2,0.428571428571,0.0112745289021,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,C,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,1,1,0.285714285714,0.0629129976956,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,1,1,0,0.146043247778,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0,0,0,1,2,0.361904761905,0.0144547055008,0,0,8,7,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,2,0.263736263736,0.133526332487,0,0,8,6,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,1,0.153846153846,0.0690457546832,0,0,7,6,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,1,1,0,0,1,0,0.0128766636541,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,1,0.666666666667,0.0102349006249,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,2,0.247619047619,0.133526332487,,,,,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,2,0.189473684211,0.0659253425163,1,0,5,15,False
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,Q,2,B,W012;W013;W030;W031;W035,5,6,0,0,0,0,1,1,0.6,0.352840317387,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,T,2,A,W012;W013;W030,3,6,0,0,0,0,1,0,0.666666666667,0.177901420041,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,T,2,B,W027;W031;W035,3,6,0,0,0,0,1,0,0.666666666667,0.527779214733,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,B,2,B,W012;W013;W027;W030;W031;W035,6,6,0,0,0,0,1,1,0.6,0.29368440964,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,QTSB,4,C,W012;W013,2,6,0,0,0,0,1,0,1,,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,QTSB,4,D,W030;W031;W035,3,6,0,0,0,0,1,0,0.666666666667,0.527779214733,,,,,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,quality_time_edit,3,C,W012;W013;W030;W031;W035,5,6,0,0,0,0,1,1,0.6,0.352840317387,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,Q,2,B,W008;W014;W031;W032;W034,5,6,0,0,0,0,1,1,0.4,0.0177253478985,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,T,2,A,W018;W034,2,6,1,0,0,0,1,0,1,,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,T,2,B,W008;W031;W032,3,6,1,0,0,0,1,1,0.666666666667,0.023598167746,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,B,2,B,W008;W014;W018;W031;W032;W034,6,6,0,0,0,0,1,1,0.6,0.0177253478985,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,QTSB,4,B,W008;W018;W032,3,6,1,0,0,0,1,0,1,,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,QTSB,4,D,W031;W034,2,6,1,0,0,0,1,1,0,0.0142021457161,,,,,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,quality_time_edit,3,C,W008;W031;W032;W034,4,6,1,0,0,0,1,1,0.5,0.0178178513345,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0,0,0,0,1,1,0.333333333333,0,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0,0,0,0,1,5,0.392156862745,0.125534229211,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.3,0,0.3,0,5,0.365942028986,0.0907383953165,0,0,6,18,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,2,0.222222222222,0.0907383953165,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,3,0.483516483516,0.0976767862942,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.233333333333,0,0.233333333333,0,5,0.379446640316,0.0907383953165,0,0,9,14,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,0,0.7,0,0.7,0,2,0.325,0.00600367283515,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,B,2,B,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0,0,0,0,1,2,0.428571428571,0.16776475344,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.3,0,0.3,0,5,0.365942028986,0.0907383953165,0,0,16,8,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,A,W002;W008;W015;W017;W018;W027,6,24,1,1,1,0,0,1,0,0,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,B,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,0,3,0.47619047619,0.0907383953165,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,C,W028;W032;W033;W036,4,24,1,0,0,0,1,1,0.5,0.140500603597,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,1,1,0.533333333333,0.163533386491,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027,13,24,1,0.4,0,0.4,0,3,0.282051282051,0.00300183641757,1,0,6,7,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,A+C,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,10,24,1,0,0,0,1,1,0.2,0,1,0,6,4,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W029;W030;W031;W034;W035;W037,12,24,1,0,0,0,1,2,0.30303030303,0.115378214726,1,0,6,6,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,B+C,W001;W006;W010;W011;W012;W013;W021;W028;W032;W033;W036,11,24,1,0,0,0,0,3,0.436363636364,0.0907383953165,0,0,7,4,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,B+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,4,0.512820512821,0.141197395204,0,0,7,6,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,QTSB,4,C+D,W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,10,24,1,0,0,0,1,3,0.511111111111,0.151533634033,0,0,4,6,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,1,1,0,0,1,0,0,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,1,0.666666666667,0.00626504378702,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,4,0.361904761905,0.140500603597,,,,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,4,0.278947368421,0.102915663504,1,0,5,15,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0,0,0,0,0,2,0,0.339236982488,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0,0,0,0,1,2,0.111111111111,0.103748061747,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.0833333333333,0.117198373746,0,0,6,18,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,2,0,0.279767416619,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,1,0.142857142857,0.0675182444869,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,3,0.0869565217391,0.109483882288,0,0,9,14,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,0,0.366666666667,0,0.366666666667,0,3,0,0.282970585066,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,B,2,B,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0,0,0,0,1,2,0.25,0.09377729923,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.0833333333333,0.117198373746,0,0,16,8,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,A,W002;W008;W015;W017;W018;W027,6,24,1,0,0,0,1,2,0,0.282970585066,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,B,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,1,2,0,0.286832750777,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,C,W028;W032;W033;W036,4,24,1,0.566666666667,0.566666666667,0,0,1,0,0.0408317502265,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,1,1,0.333333333333,0.0615875454631,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027,13,24,1,0,0,0,1,3,0,0.282970585066,0,0,6,7,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,A+C,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,10,24,1,0,0,0,1,2,0,0.117198373746,0,0.566666666667,6,4,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W029;W030;W031;W034;W035;W037,12,24,1,0,0,0,1,2,0.166666666667,0.117198373746,0,0,6,6,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,B+C,W001;W006;W010;W011;W012;W013;W021;W028;W032;W033;W036,11,24,1,0.1,0,0.1,0,2,0,0.240871264844,0,0.566666666667,7,4,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,B+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,3,0.153846153846,0.124382646956,0,0,7,6,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,QTSB,4,C+D,W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,10,24,1,0.666666666667,0.666666666667,0,0,1,0.2,0.0435121141233,0.566666666667,0,4,6,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,0,0,0,0,2,0,0.339236982488,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,1,0,0.344202574185,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,2,0.133333333333,0.0925758059368,,,,,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.1,0.100571265175,0,0,5,15,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0,1,1,0,0,1,0,0.000300536341779,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0,0,0,0,1,4,0,0.284484126085,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,4,0,0.235693693691,1,0,6,18,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,1,0,0.129216861225,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.0666666666667,0,0.0666666666667,0,4,0,0.356183057449,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,4,0,0.240635355959,0,0,9,14,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,0,0.466666666667,0,0.466666666667,0,2,0,0.00914185961044,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,B,2,B,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0,0,0,0,1,2,0,0.338131270051,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,4,0,0.235693693691,0,0,16,8,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,QTSB,4,A,W002;W008;W015;W017;W018;W027,6,24,1,1,1,0,0,1,0,0.000254299981506,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,QTSB,4,B,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,1,1,0,0.125546960868,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,QTSB,4,C,W028;W032;W033;W036,4,24,1,0,0,0,1,1,0,0.266449499151,,,,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,1,2,0,0.158627442633,,,,,
