image_id,building_id,position,canonical_annotation_id,worker_id,effective_point_count,q_geometry_valid
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,9,712e3eb9664c8fbc,19,6,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,10,8044ecb0849dfec0,31,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,11,85ae90c2f81b66df,14,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,12,8ada6a2e55916c35,33,16,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,13,8cd45265d79ac735,28,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,14,95c53ad8a5a96289,10,12,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,15,9e238cb62af7d82e,12,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,16,9f069c3bb68abdf2,36,12,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,17,b66bb9496c68e5be,35,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,18,c345eac5108fcf77,15,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,19,ced04aaa4e1efa7e,8,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,20,db928628d69b3f0a,17,8,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,21,dc2410f47b0ae7f6,2,8,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,22,dcf84084e2f4a4bf,13,8,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,23,e5a17929a8d3ddab,21,20,True
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,24,f7889df0393772a8,29,16,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,0,00a98959a0e8cc08,19,6,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,1,0425a943a10eec7b,13,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,2,075417b5f26b1723,6,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,3,1c503eddee825845,27,12,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,4,27dbf5c9cdf792b8,15,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,5,2cb026abc8f06cca,2,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,6,32eaa5e855ae90ee,31,10,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,7,3aa0bf741c4b39c3,17,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,8,4646bfc46dc3b9ce,28,16,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,9,4d3e4911d8f07aa2,37,11,False
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,10,58c295ccb812be32,14,14,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,11,628f11c0e0520639,32,16,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,12,7ed4383a08375303,34,12,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,13,81feb0e35cc60306,35,10,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,14,82fb1dbda549df08,10,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,15,925ff212fc8d9104,30,12,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,16,a3ab6a5900bc68ec,12,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,17,a800c13498de5044,1,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,18,b2e72f1eccfff1ce,11,14,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,19,bba1f0de8ac71831,29,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,20,bf04983c0e9d6481,18,16,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,21,bf182260d97e72b4,8,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,22,c16f76b61a0c2732,21,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,23,f227fac3913dbc27,36,8,True
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,24,ffa6a35684824582,33,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0,01111484ace4b94e,31,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,1,033e34e10addfeb4,14,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,2,0a8c62a27fbaac21,33,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,3,158cdf9ee8269d7a,21,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,4,283873b63fff0570,32,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,5,3f1d4cacc3faf7d7,1,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,6,69dd02c653b999da,18,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,7,71917bb13f847c7d,35,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,8,75ca740199bbfca6,2,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,9,77ab07a0a6d85137,13,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,10,7b70014ef90dfa00,12,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,11,803f0a9e869112a9,36,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,12,9664309abeb6b078,11,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,13,9a14ee08aba6a9c3,37,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,14,ae9eebd3c841d936,27,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,15,be4265df16f250c5,15,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,16,cd59ff6392d0007b,10,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,17,d3b8c5279c4cce15,19,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,18,d5ec1431385bed24,30,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,19,d709cefe9dcba87b,34,10,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,20,dab549f7649c26f5,29,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,21,e2c06769623e335c,6,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,22,ee6734855a1fce2c,17,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,23,f61cafa7e89ea17e,8,8,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,24,f8548145ddefef82,28,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,0,0d9906c4c8bb57f8,14,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,1,10a21bed4417e7b9,37,6,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,2,16f93817216fbedd,1,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,3,1b540a31218a3477,6,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,4,21ebb51ae2b69d3b,29,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,5,2556b8a658f8f4e7,27,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,6,3be1cfa09ff1f4a0,11,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,7,474404c2ac9d79ca,12,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,8,527cfb7d202a51bc,35,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,9,662e08a9d9d5c8b2,2,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,10,80df86ca9dbee9d5,21,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,11,829002ca0158f88b,13,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,12,891b862e5e28633d,31,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,13,8ac26fbb43c6d9aa,33,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,14,8dead0c156b490f4,8,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,15,9660d6b44da996d0,18,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,16,acbe8b7b71d168dc,19,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,17,b17ba1384ab94447,10,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,18,c5603970219f405f,28,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,19,c811ff3e51132e75,30,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,20,c9e70c42a286d3fc,15,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,21,d97a4c0b5bbe5fb7,36,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,22,f560d8c96cc112ba,34,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,f62e67027c50f0e4,17,8,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,24,f6bfdcf15004e457,32,9,False
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0,07ee953d1535b28d,36,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,1,1614c0e2e49fb8a1,29,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,2,1bb726e611007d9d,28,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,3,25a1d0d06f3c7ffa,31,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,4,26f5958a9b8dbc72,21,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,5,2c474f6a00577ed6,27,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,6,4a3402faafe5ac31,33,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,7,60f415b63bc6abc8,2,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,8,645a19e0d1eff33f,14,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,9,6b6025969bfa55d0,11,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,10,6ef72d6a7373d51d,10,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,11,723bcf1f4f6f7bf5,34,12,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,12,786190bfb0e48244,35,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,13,78a68354a388042f,30,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,14,86bcdfbf6785b83b,12,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,15,901942d47886d494,13,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,16,90218eb4d8649c74,37,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,17,902c7685cf8d8d7f,6,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,18,a10544ac2d404470,17,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,19,aff097a10b8a446c,18,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,20,b9d7de702dfef712,8,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,21,c87d232365323163,1,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,22,cede48245acaf369,15,8,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,23,dd72228423710274,32,12,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,24,f4095e74a221e17f,19,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0,029d6835bddda35f5e84,29,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,1,077afa302e6fd9f894ce,33,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,2,10c2be55dfd377d1f4ca,30,16,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,3,32e17fb3edf0dc56817f,37,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,4,39827a17d6d532fc4d52,13,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,5,4ae36274a9f6a2b97a64,17,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,6,4f08770787663224f0ab,35,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,7,7b1866a3eeaa6930d596,11,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,8,816083c4a02fed75db9a,1,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,9,84c763a74fbfe8b41553,32,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,10,86fc3ae9363a9f67b104,10,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,11,93e9f86d9eab9e11871e,28,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,12,a30b88572c63c71c10f3,31,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,13,a4c50e340e62a015a85e,8,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,14,a7f6ca98246198df8a79,36,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,15,b505f83196ae0e6e3cc8,6,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,16,f1f1b71b8c500b8fdf5a,15,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,17,f57527778ab111cb3df8,2,10,False
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,18,f77e64bc8bb82e6f5f03,34,8,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,19,fdec7694d0b91e5316fe,12,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,0,09dcf6e33d8cc2921823,17,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,1,323954a906af8e264261,12,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,2,330fb647629670c3c7c9,15,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,3,423ee74180898852b46b,33,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,4,66120aff023b7aea8a44,29,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,5,71de8b732ab3d606a7e1,35,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,6,765d0c2d12598ed33ff0,6,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,7,7859eddcf282cb8b76ee,11,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,8,9174a852a97112732e60,2,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,9,aca9a4d66c0164ec9ae6,34,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,10,b20b32d12638d03f05d4,13,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,11,b25f24a649b46b29fa30,31,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,12,b2eef7aa5ecd9aebe0ce,37,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,13,b9c104acf19e4f70770a,28,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,14,bfefc3cd906e2b38d521,8,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,15,d868e5ebafdc789d9be6,10,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,16,e714983f7e98b2a0013e,30,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,17,f012acb0dce9fa1f74be,1,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,18,f070f8acc1d2a2fa3821,36,8,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,19,fa0097a2ba2184745a2e,32,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,0,07302c287d4b5090,15,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,1,10226aeae3f84a35,21,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,2,1a361af7443afe0c,33,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,3,302e82d117f96466,2,6,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,4,3c0d8e75dd7d264b,27,16,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,5,4f42032dc8e4d665,28,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,6,4fc74fddb88c2f79,29,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,7,66d1573179cf952a,13,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,8,6b1072abb5dd916d,32,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,9,71640fc7f46c27a2,11,12,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,10,81137b6e5348e384,19,4,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,11,a1cf0e0701983318,6,16,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,12,a75d738ce1b5070a,18,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,13,a95a266f291df244,1,6,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,14,b450be5b8a67bfb8,14,12,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,15,b612f84b4f35345d,10,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,16,b73a313e28bc8976,37,14,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,17,c683a325ea5ee59a,30,14,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,18,d02768af49547bb8,17,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,19,d5317a10c026bfe9,34,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,20,d936055bdc90a99f,36,6,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,21,df388ca29d6f7cfd,31,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,22,e355ede0b8b5901b,8,8,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,23,f16402f852e68871,35,10,True
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,24,fe952ee7e370f555,12,12,True
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,0,073cc94b42351b56,2,6,True
