split,image_id,image_path,model_pair_count,adopted_pair_count,mp3d_pair_count,no_occ_pair_count,model_vs_adopted_topology_mismatch,model_vs_mp3d_topology_mismatch,model_vs_no_occ_topology_mismatch,adopted_vs_mp3d_topology_mismatch,adopted_vs_no_occ_topology_mismatch,mp3d_vs_no_occ_topology_mismatch,adopted_difference,adopted_boundary_rmse_px,mp3d_difference,no_occ_difference,adopted_mismatch_resolved_by_mp3d_count,adopted_mismatch_resolved_by_no_occ_count
test,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.png,6,6,6,6,False,False,False,False,False,False,0.056553439275169426,7.827329158782959,0.056553439275169426,0.05773387692560261,False,False
test,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.png,6,4,4,4,True,True,True,False,False,False,0.14865257595772785,24.597904205322266,0.14865257595772785,0.14839962483983038,False,False
test,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.png,6,6,6,6,False,False,False,False,False,False,0.036485720320611925,5.838623523712158,0.036485720320611925,0.035451437987819134,False,False
test,7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.png,6,6,6,6,False,False,False,False,False,False,0.029488483439538915,5.908342361450195,0.029488483439538915,0.027371820191394836,False,False
test,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.png,4,8,4,4,True,False,False,True,True,False,0.03635261344363694,3.877643585205078,0.04526774450696158,0.0423654698976077,True,True
test,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.png,6,6,6,6,False,False,False,False,False,False,0.0643364623096464,7.4363508224487305,0.0643364623096464,0.0640141227593699,False,False
test,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.png,10,12,12,12,True,True,True,False,False,False,0.2401688955301633,39.17718505859375,0.2401688955301633,0.20399841702825317,False,False
test,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,8,8,8,8,False,False,False,False,False,False,0.029879837381638574,3.711134672164917,0.029879837381638574,0.054096772548819616,False,False
test,7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.png,6,6,6,6,False,False,False,False,False,False,0.05738456047613072,5.339413166046143,0.05738456047613072,0.191569534583381,False,False
test,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.png,8,10,10,10,True,True,True,False,False,False,0.059665531265307936,11.016538619995117,0.059665531265307936,0.07284074940119589,False,False
test,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.png,8,6,6,6,True,True,True,False,False,False,0.26675560812576504,35.67512512207031,0.26675560812576504,0.26748224097263773,False,False
test,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.png,4,4,4,4,False,False,False,False,False,False,0.025203487401039948,3.9035136699676514,0.025203487401039948,0.025599340808622917,False,False
test,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.png,6,6,6,6,False,False,False,False,False,False,0.15511004701877862,37.979339599609375,0.15511004701877862,0.10485211486372337,False,False
test,7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.png,4,4,4,4,False,False,False,False,False,False,0.021903840556135812,4.023263931274414,0.021903840556135812,0.02230949233605839,False,False
test,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.png,6,8,8,8,True,True,True,False,False,False,0.043226087005630576,9.844794273376465,0.043226087005630576,0.049217290833524996,False,False
test,B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2.png,4,4,4,4,False,False,False,False,False,False,0.051680558166739776,2.1078577041625977,0.051680558166739776,0.058869831800480554,False,False
test,B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.png,6,4,4,4,True,True,True,False,False,False,0.35858202206547296,54.913089752197266,0.35858202206547296,0.3570105494696323,False,False
test,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.png,4,6,6,6,True,True,True,False,False,False,0.1896098505810736,25.84025764465332,0.1896098505810736,0.1856762408394933,False,False
test,B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5.png,4,4,4,4,False,False,False,False,False,False,0.041415279675299455,3.2501931190490723,0.041415279675299455,0.04231134195674979,False,False
test,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.png,4,4,4,4,False,False,False,False,False,False,0.05350167977258469,6.144866943359375,0.05350167977258469,0.05335911496195489,False,False
test,B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.png,6,4,4,4,True,True,True,False,False,False,0.04708935573699069,12.386940956115723,0.04708935573699069,0.04620852182742652,False,False
test,B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9.png,4,4,4,4,False,False,False,False,False,False,0.09957877561893347,4.309976100921631,0.09957877561893347,0.10120986505351326,False,False
test,B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2.png,4,4,4,4,False,False,False,False,False,False,0.059054609241563916,10.862767219543457,0.059054609241563916,0.05880395600332744,False,False
test,B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.png,4,4,4,4,False,False,False,False,False,False,0.040501482476909656,5.900698661804199,0.040501482476909656,0.040044796416286665,False,False
test,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.png,6,4,4,4,True,True,True,False,False,False,0.09641931684334515,10.475232124328613,0.09632915865101488,0.09700965941165407,False,False
test,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.png,8,4,4,4,True,True,True,False,False,False,0.22663172410877985,31.523454666137695,0.22663172410877985,0.22724149595145982,False,False
test,B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.png,4,4,4,4,False,False,False,False,False,False,0.04882925098671087,11.609912872314453,0.04882925098671087,0.050250737082151,False,False
test,B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.png,4,4,4,4,False,False,False,False,False,False,0.21272011439092708,18.443256378173828,0.21272011439092708,0.21177921556727974,False,False
test,B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc.png,4,4,4,4,False,False,False,False,False,False,0.11837812225005073,7.311813831329346,0.11837812225005073,0.12276827790494138,False,False
test,B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16.png,4,4,4,4,False,False,False,False,False,False,0.05791704723764024,4.182144641876221,0.05791704723764024,0.05829176327314456,False,False
test,B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.png,4,4,4,4,False,False,False,False,False,False,0.34432510090989943,14.644645690917969,0.34432510090989943,0.35171375795306836,False,False
test,B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.png,4,4,4,4,False,False,False,False,False,False,0.10711061789331588,21.317468643188477,0.10711061789331588,0.1076410008151173,False,False
test,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.png,4,4,4,4,False,False,False,False,False,False,0.10141062743374896,5.989167213439941,0.10141062743374896,0.09850927897779127,False,False
test,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.png,6,4,4,4,True,True,True,False,False,False,0.15468270275099094,27.567811965942383,0.15468270275099094,0.15487551916012476,False,False
test,B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3.png,4,4,4,4,False,False,False,False,False,False,0.010315084732675284,1.7804702520370483,0.010315084732675284,0.01010133110574396,False,False
test,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,6,4,4,4,True,True,True,False,False,False,0.066295383142563,20.828136444091797,0.066295383142563,0.06642790952040956,False,False
test,B6ByNegPMKs_75327de9719945aa8b893a6404667884,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_75327de9719945aa8b893a6404667884.png,4,4,4,4,False,False,False,False,False,False,0.0055944702591488316,0.23039498925209045,0.3828673084372265,0.3867560054173498,False,False
test,B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8.png,4,4,4,4,False,False,False,False,False,False,0.33712611472215503,16.946931838989258,0.33712611472215503,0.33593605289030104,False,False
test,B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475.png,4,4,4,4,False,False,False,False,False,False,0.06964972969735084,13.81755542755127,0.06964972969735084,0.07050987826781085,False,False
test,B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884.png,4,4,4,4,False,False,False,False,False,False,0.12538914864042094,15.256467819213867,0.12538914864042094,0.12648293903026686,False,False
test,B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.png,4,4,4,4,False,False,False,False,False,False,0.08035620080609429,3.4280447959899902,0.08035620080609429,0.08134799215007704,False,False
test,B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.png,4,4,4,4,False,False,False,False,False,False,0.11678946121200373,19.403026580810547,0.11678946121200373,0.11473800598689354,False,False
test,B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.png,4,4,4,4,False,False,False,False,False,False,0.03693465500864612,4.659908294677734,0.03693465500864612,0.037245183759955225,False,False
test,B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.png,4,4,4,4,False,False,False,False,False,False,0.15639145588384162,9.589218139648438,0.15639145588384162,0.1612113663354865,False,False
test,B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8.png,4,4,4,4,False,False,False,False,False,False,0.09583683941897836,11.077303886413574,0.09583683941897836,0.09456911377716992,False,False
test,B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.png,4,4,4,4,False,False,False,False,False,False,0.09840672165395803,24.890443801879883,0.09840672165395803,0.09774828224702736,False,False
test,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2.png,4,4,4,4,False,False,False,False,False,False,0.2694636342466816,17.23941993713379,0.2694636342466816,0.26903572999404934,False,False
test,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,6,4,4,4,True,True,True,False,False,False,0.6393782188285582,106.66304016113281,0.6393782188285582,0.6380235546643319,False,False
test,B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.png,6,4,4,4,True,True,True,False,False,False,0.33016759070989254,56.428653717041016,0.33016759070989254,0.3303128275722711,False,False
test,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99.png,4,4,4,4,False,False,False,False,False,False,0.16808677242539372,20.814006805419922,0.16808677242539372,0.16782129387873512,False,False
test,B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d.png,4,4,4,4,False,False,False,False,False,False,0.050284267834542096,7.676214694976807,0.050284267834542096,0.05180339373887766,False,False
test,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.png,6,6,6,5,False,False,True,False,True,True,0.2710268973509261,41.78369140625,0.2710268973509261,0.15407370470947357,False,False
test,B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,4,4,4,4,False,False,False,False,False,False,0.041107065572081214,3.875035047531128,0.041107065572081214,0.04329620922210975,False,False
test,B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.png,4,4,4,4,False,False,False,False,False,False,0.05493433531441372,10.17109203338623,0.05493433531441372,0.05427032989886482,False,False
test,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.png,4,4,4,4,False,False,False,False,False,False,0.4978643927680225,23.686817169189453,0.4978643927680225,0.49829304511565964,False,False
test,B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.png,4,4,4,4,False,False,False,False,False,False,0.06239834774751518,6.020920753479004,0.06239834774751518,0.06162452913136052,False,False
test,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.png,10,8,8,8,True,True,True,False,False,False,0.32875425125346236,42.18996810913086,0.32875425125346236,0.328581245967855,False,False
test,B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.png,10,10,10,10,False,False,False,False,False,False,0.6653089035813498,142.84278869628906,0.6653089035813498,0.601504790925042,False,False
test,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,4,4,4,4,False,False,False,False,False,False,0.0822737643457424,11.64732551574707,0.0822737643457424,0.08262762848793903,False,False
test,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.png,4,4,4,4,False,False,False,False,False,False,0.07589629059930192,9.59067153930664,0.07589629059930192,0.07588222238662423,False,False
test,B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.png,4,4,4,4,False,False,False,False,False,False,0.11555656017681337,7.220125198364258,0.11555656017681337,0.11702127659574468,False,False
test,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.png,10,10,10,10,False,False,False,False,False,False,0.06444132580845285,13.02319049835205,0.06444132580845285,0.06742597904489867,False,False
test,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,4,4,4,4,False,False,False,False,False,False,0.15015229309894695,7.018951892852783,0.15015229309894695,0.15409927398715118,False,False
test,B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e.png,4,4,4,4,False,False,False,False,False,False,0.06752422374850964,3.256415367126465,0.06752422374850964,0.0683726442652779,False,False
test,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.png,4,4,4,4,False,False,False,False,False,False,0.12002840047091379,17.62335205078125,0.12002840047091379,0.1200310210907064,False,False
test,B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8.png,4,4,4,4,False,False,False,False,False,False,0.3513293650793651,25.63260841369629,0.3513293650793651,0.35155451976000396,False,False
test,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,10,12,12,9,True,True,True,False,True,True,0.23486765968566847,41.849185943603516,0.23486765968566847,0.16718824087245143,False,False
test,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,6,6,6,6,False,False,False,False,False,False,0.04481877543295165,5.510956287384033,0.04481877543295165,0.04397988986103318,False,False
test,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.png,10,10,10,10,False,False,False,False,False,False,0.1562061007425246,16.229440689086914,0.1562061007425246,0.17063081695966908,False,False
test,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.png,6,6,6,6,False,False,False,False,False,False,0.028317276780258194,4.1463236808776855,0.028317276780258194,0.027388880614481192,False,False
test,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.png,4,4,4,4,False,False,False,False,False,False,0.024363392686195695,3.5435571670532227,0.024363392686195695,0.023797487215236335,False,False
test,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,12,8,8,7,True,True,True,False,True,True,0.3438195373274875,59.85520553588867,0.3438195373274875,0.19915050631484654,False,False
test,UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.png,4,4,4,4,False,False,False,False,False,False,0.1927853710291456,23.426334381103516,0.1927853710291456,0.19426652395272315,False,False
test,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,12,14,14,14,True,True,True,False,False,False,0.23962495787395888,18.51406478881836,0.23962495787395888,0.2512343133211571,False,False
test,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,10,8,10,9,True,False,True,True,True,True,0.2720858411667907,59.663822174072266,0.2023453196113002,0.12485925901663508,True,False
