canonical_annotation_id,annotation_identity,image_id,building_id,worker_id,raw_condition,stage,raw_annotation_version_id,raw_export_path,raw_point_count,effective_point_count,processing_status,audit_number,reason,pairing_stats,points,candidate_components,zero_candidate_indices,delete_one_candidates,delete_candidate_count,exact_matching_diagnostic,reordered_copy_diagnostic,coordinates_changed,repair_authorized,visual_reviewed,visual_note,final_judgment,figure,image_source,audit_category,recorded_points_scope,current_calculation_view,user_decision
ee2e59495db1c2bf,P1|0|28|3053|19|4614,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,19,manual,P1,P1|28|3053|19|4614,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,7,7,unconfirmed_odd_unchanged,11,odd_keypoint_count,"{""n_points"": 7, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 7, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[352.8822055137845, 139.86967418546365], [446.5563909774436, 73.14285714285714], [450.406015037594, 440.140350877193], [73.14285714285714, 200.18045112781954], [65.44360902255639, 347.74937343358397], [975.2380952380951, 191.19799498746866], [976.5213032581454, 352.8822055137845]]","[[0], [1, 2], [3, 4], [5, 6]]",[0],"[{""index_zero_based"": 0, ""point"": [352.8822055137845, 139.86967418546365], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,False,True,索引0位于中央墙体顶部较低位置，索引1在更高顶边；删除一个会改变对高度变化的记录，需确认意图。,leave_unchanged,points_03.png,data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""leave_unchanged"", ""user_words"": ""第二个不管"", ""date"": ""2026-09-09"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses""}"
cd5abe0f20e47f74,P1|0|41|3173|37|4451,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,37,oos,P1,P1|41|3173|37|4451,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-41-at-2026-06-28-05-13-8641854f.json,9,9,unconfirmed_odd_unchanged,12,odd_keypoint_count,"{""n_points"": 9, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 9, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[276.1933842239186, 320.48854961832063], [284.0101781170483, 198.02544529262087], [113.58697975987364, 221.41763802324414], [89.71831950859828, 223.68724970581374], [90.61228707252107, 293.4199579953655], [753.268166673565, 214.96297772525577], [890.4442886178487, 226.73126196699803], [886.2550770091884, 289.6756486122035], [744.4279435445386, 301.15515323326355]]","[[0, 1], [2, 3, 4], [5, 8], [6, 7]]",[],"[{""index_zero_based"": 2, ""point"": [113.58697975987364, 221.41763802324414], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 3, ""point"": [89.71831950859828, 223.68724970581374], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 4, ""point"": [90.61228707252107, 293.4199579953655], ""pairing_method"": ""circular_x_pairing""}]",3,,,False,False,True,左侧窗角约同一横向处有两个上部点与一个下部点，候选2/3/4均可能通过，未裁决。,,points_03.png,data/mp3d_layout/img_v/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,multiple_deletion_candidates_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,
47664b60c1737c7f,P1|0|28|3063|19|4625,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,19,manual,P1,P1|28|3063|19|4625,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,15,15,unconfirmed_odd_unchanged,13,odd_keypoint_count,"{""n_points"": 15, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 15, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[631.3383458646616, 350.3157894736842], [595.4085213032581, 360.58145363408516], [540.2305764411028, 273.3233082706767], [508.1503759398496, 301.55388471177946], [506.86716791979944, 242.52631578947367], [567.1779448621554, 239.95989974937345], [567.1779448621554, 273.3233082706767], [82.12531328320802, 127.0375939849624], [405.4937343358395, 124.47117794486216], [100.09022556390977, 461.9548872180451], [383.6791979949875, 458.10526315789474], [984.2205513784461, 225.84461152882207], [988.0701754385965, 319.5187969924812], [641.6040100250626, 411.90977443609023], [642.8872180451128, 156.55137844611528]]","[[0, 1, 2, 3, 4, 5, 6, 13, 14], [7, 9], [8, 10], [11, 12]]",[],"[{""index_zero_based"": 0, ""point"": [631.3383458646616, 350.3157894736842], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 2, ""point"": [540.2305764411028, 273.3233082706767], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 3, ""point"": [508.1503759398496, 301.55388471177946], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 4, ""point"": [506.86716791979944, 242.52631578947367], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 6, ""point"": [567.1779448621554, 273.3233082706767], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 13, ""point"": [641.6040100250626, 411.90977443609023], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 14, ""point"": [642.8872180451128, 156.55137844611528], ""pairing_method"": ""circular_x_pairing""}]",7,,,False,False,True,门洞、半高墙及转角附近均有点；7个删除候选，不能用唯一孤点解释。,,points_04.png,data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,multiple_deletion_candidates_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,
36a4d17901b03d45,P1|0|28|3062|19|4623,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,19,manual,P1,P1|28|3062|19|4623,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,9,9,unconfirmed_odd_unchanged,14,odd_keypoint_count,"{""n_points"": 9, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 9, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[399.077694235589, 145.00250626566415], [396.5112781954887, 390.0952380952381], [944.4411027568922, 150.13533834586465], [940.5914786967419, 364.43107769423557], [817.4035087719299, 405.4937343358395], [121.90476190476188, 157.8345864661654], [130.88721804511277, 382.3959899749373], [102.65664160401002, 147.5689223057644], [106.5062656641604, 392.6616541353383]]","[[0, 1], [2, 3], [4], [5, 6, 7, 8]]",[4],"[{""index_zero_based"": 4, ""point"": [817.4035087719299, 405.4937343358395], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,True,True,索引4在右侧弧形墙地面边界附近，未见同横向的上部点；可能是单独记录边界或缺伙伴，不能认定手滑。,remove_confirmed_point,points_04.png,data/mp3d_layout/img_v/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""remove_confirmed_point"", ""user_words"": ""4: 删除"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses"", ""date"": ""2026-09-09""}"
3a772c253f77d4b7,P1|0|39|3146|30|4212,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,30,manual,P1,P1|39|3146|30|4212,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,9,9,unconfirmed_odd_unchanged,15,odd_keypoint_count,"{""n_points"": 9, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 9, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[859.1609756097562, 356.31869918699186], [867.4861788617886, 168.1691056910569], [654.3609756097561, 169.83414634146342], [283.0569105691057, 191.47967479674796], [289.7170731707317, 316.3577235772358], [104.89756097560976, 223.11544715447155], [108.22764227642277, 318.02276422764226], [527.8178861788618, 71.59674796747967], [526.1528455284553, 459.5512195121952]]","[[0, 1], [2], [3, 4], [5, 6], [7, 8]]",[2],"[{""index_zero_based"": 2, ""point"": [654.3609756097561, 169.83414634146342], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,True,True,索引2在敞开门上沿附近，与左右较高顶边点位置不同；唯一解析候选但仍需确认。,add_confirmed_point,points_04.png,data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""add_confirmed_point"", ""added_coordinate_1024x512"": [654.3609756097561, 352.76014517], ""preserve_all_original_points"": true, ""append_to_calculation_copy_only"": true, ""imputed_not_original_worker_response"": true, ""reference_evidence"": ""ADD_POINT_PROPOSALS.json"", ""user_words"": ""对的,完全正确! 非常棒"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses"", ""date"": ""2026-09-09""}"
7f82401488af7306,P1|0|39|3150|26|3825,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,26,manual,P1,P1|39|3150|26|3825,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,1,1,unconfirmed_odd_unchanged,16,odd_keypoint_count,"{""n_points"": 1, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 1, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[944.8502415458937, 131.09178743961354]]",[[0]],[0],[],0,,,False,False,True,整张浴室图只在最右上方保留1点，无法判断完整几何。,,points_04.png,data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,too_few_points,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""temporarily_exclude_response"", ""authorization"": ""用户允许W019/W026特别异常标注暂不纳入；本轮限明确仅1–2点记录"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses""}"
2559d23544f7b937,P1|0|28|3080|2|4737,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,2,manual,P1,P1|28|3080|2|4737,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,17,17,unconfirmed_odd_unchanged,17,odd_keypoint_count,"{""n_points"": 17, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 17, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[51.68871297283594, 175.5012114891639], [51.68871297283594, 383.37924911410596], [221.40446692146443, 74.18689233933635], [221.40446692146443, 463.5266272189349], [253.8273186475288, 179.75103628177166], [253.8273186475288, 373.99299771886143], [354.8359333620468, 192.35448424001376], [354.8359333620468, 356.37300128236865], [617.363300698042, 171.0610812350825], [617.363300698042, 374.3794308860615], [778.81398654636, 131.40770646511982], [778.81398654636, 429.9699624684713], [810.463232, 61.45536], [804.2726469313864, 495.52700146526666], [985.4006248691545, 166.72722069369644], [985.4006248691545, 376.2050107960329], [810.463232, 471.227392]]","[[0, 1], [2, 3, 4, 5], [6, 7], [8, 9], [10, 11, 12, 13, 16], [14, 15]]",[],"[{""index_zero_based"": 10, ""point"": [778.81398654636, 131.40770646511982], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 11, ""point"": [778.81398654636, 429.9699624684713], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 12, ""point"": [810.463232, 61.45536], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 13, ""point"": [804.2726469313864, 495.52700146526666], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 16, ""point"": [810.463232, 471.227392], ""pairing_method"": ""raw_order_pairing""}]",5,,,False,False,True,同一浴室图柜体右侧点较密，索引13和16很接近；共5个删除候选，接近也不自动授权删除。,,points_05.png,data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,multiple_deletion_candidates_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,
40ac299ba105fdef,P1|0|39|3152|37|4510,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,37,manual,P1,P1|39|3152|37|4510,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,11,11,unconfirmed_odd_unchanged,18,odd_keypoint_count,"{""n_points"": 11, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 11, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[362.2417398386107, 178.17121948142074], [358.32649120694043, 364.11812274533855], [408.67989217950316, 168.96011410363877], [402.0497248327333, 373.39027396237526], [616.4251357116246, 171.1701698858954], [585.484354760032, 394.38580389381315], [46.90076335877862, 174.57506361323155], [33.87277353689567, 375.20610687022895], [784.2849872773536, 132.8854961832061], [784.2849872773536, 432.529262086514], [990.0247019565802, 171.49436155250106]]","[[0, 1, 2, 3], [4, 5], [6, 7], [8, 9], [10]]",[10],"[{""index_zero_based"": 10, ""point"": [990.0247019565802, 171.49436155250106], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,True,True,索引10在最右柜边上方，为最后一个点，没有相应下部点；唯一删除候选，不能区分误加与未完成配对。,add_confirmed_point,points_05.png,data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""add_confirmed_point"", ""added_coordinate_1024x512"": [990.0247019565802, 379.165331243], ""preserve_all_original_points"": true, ""append_to_calculation_copy_only"": true, ""imputed_not_original_worker_response"": true, ""reference_evidence"": ""ADD_POINT_PROPOSALS.json"", ""user_words"": ""对的,完全正确! 非常棒"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses"", ""date"": ""2026-09-09""}"
9117118c1ce15fc9,P1|0|41|3174|37|4452,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,37,oos,P1,P1|41|3174|37|4452,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-41-at-2026-06-28-05-13-8641854f.json,11,11,unconfirmed_odd_unchanged,19,odd_keypoint_count,"{""n_points"": 11, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 11, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[175.38549116251232, 218.6213204524539], [292.832391149001, 207.57104154117084], [290.6223353667444, 314.20000748803324], [180.11954625391382, 305.3597843590068], [262.3677435524513, 308.09827759633714], [181.00581017110352, 224.24567278494808], [259.7621455880747, 214.19427404695213], [735.69532803155, 414.66042326326425], [733.9156695626091, 126.35575129481441], [954.5933197112989, 188.64379770775113], [974.4936386768447, 349.1501272264631]]","[[0, 3, 5], [1, 2, 4, 6], [7, 8], [9, 10]]",[],"[{""index_zero_based"": 0, ""point"": [175.38549116251232, 218.6213204524539], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 3, ""point"": [180.11954625391382, 305.3597843590068], ""pairing_method"": ""circular_x_pairing""}, {""index_zero_based"": 5, ""point"": [181.00581017110352, 224.24567278494808], ""pairing_method"": ""circular_x_pairing""}]",3,,,False,False,True,左侧开口上沿索引0/5/6位置接近，候选0/3/5；右侧仍有其他上下点组。,,points_05.png,data/mp3d_layout/img_v/uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.jpg,multiple_deletion_candidates_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,
e6701d3b7c423a86,P1|0|28|3059|19|4620,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,19,manual,P1,P1|28|3059|19|4620,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,9,9,unconfirmed_odd_unchanged,20,odd_keypoint_count,"{""n_points"": 9, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 9, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[277.17293233082705, 187.34837092731829], [111.6390977443609, 206.59649122807016], [107.78947368421052, 288.7218045112782], [281.02255639097746, 323.36842105263156], [655.719298245614, 78.27568922305764], [542.796992481203, 220.71177944862154], [537.6641604010025, 365.7142857142857], [450.406015037594, 173.2330827067669], [441.4235588972431, 433.7243107769424]]","[[0, 3], [1, 2], [4], [5, 6], [7, 8]]",[4],"[{""index_zero_based"": 4, ""point"": [655.719298245614, 78.27568922305764], ""pairing_method"": ""circular_x_pairing""}]",1,,,False,False,True,索引4在高位墙顶转角，门洞及房间其余点高度更低，可能涉及顶面高度变化，未认定多余。,exclude_response_temporarily,points_05.png,data/mp3d_layout/img_v/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""exclude_response_temporarily"", ""user_words"": ""7排除,8去掉,9去掉"", ""date"": ""2026-09-09"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses"", ""scope"": ""individual_response_only""}"
d1ded26e80b45fc5,P1|0|28|3056|19|4617,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,19,manual,P1,P1|28|3056|19|4617,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,11,11,unconfirmed_odd_unchanged,21,odd_keypoint_count,"{""n_points"": 11, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 11, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[157.8345864661654, 146.28571428571428], [160.40100250626566, 397.7944862155389], [343.89974937343356, 148.85213032581453], [347.74937343358397, 409.34335839599], [650.5864661654135, 148.85213032581453], [573.593984962406, 175.7994987468672], [569.7443609022556, 356.7318295739348], [460.671679197995, 319.5187969924812], [465.8045112781955, 174.51629072681703], [896.9624060150376, 139.86967418546365], [922.62656641604, 431.1578947368421]]","[[0, 1], [2, 3], [4], [5, 6], [7, 8], [9, 10]]",[4],"[{""index_zero_based"": 4, ""point"": [650.5864661654135, 148.85213032581453], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,True,True,索引4在浴室门右侧高位转角，另有较低门洞顶边点；未将几何高度变化当成手滑。,remove_confirmed_point,points_06.png,data/mp3d_layout/img_v/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""remove_confirmed_point"", ""user_words"": ""7排除,8去掉,9去掉"", ""date"": ""2026-09-09"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses""}"
bf715e62b25484d6,P1|0|28|3073|19|4635,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,19,manual,P1,P1|28|3073|19|4635,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,11,11,unconfirmed_odd_unchanged,22,odd_keypoint_count,"{""n_points"": 11, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 11, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[399.077694235589, 206.59649122807016], [341.33333333333326, 187.34837092731829], [341.33333333333326, 388.8120300751879], [111.6390977443609, 175.7994987468672], [100.09022556390977, 388.8120300751879], [50.045112781954884, 229.69423558897242], [47.478696741854634, 338.76691729323306], [704.4812030075187, 186.06516290726816], [714.7468671679198, 377.2631578947368], [881.5639097744361, 204.0300751879699], [880.280701754386, 355.4486215538847]]","[[0], [1, 2], [3, 4, 5, 6], [7, 8], [9, 10]]",[0],"[{""index_zero_based"": 0, ""point"": [399.077694235589, 206.59649122807016], ""pairing_method"": ""raw_order_pairing""}]",1,,,False,True,True,索引0位于中部门上方较低位置，邻近更高墙顶点1；唯一候选仍需核对意图。,remove_confirmed_point,points_06.png,data/mp3d_layout/img_v/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,one_deletion_candidate_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""remove_confirmed_point"", ""user_words"": ""7排除,8去掉,9去掉"", ""date"": ""2026-09-09"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses""}"
2da0deeeb2d81a3f,P1|0|39|3145|26|3820,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,26,manual,P1,P1|39|3145|26|3820,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,1,1,unconfirmed_odd_unchanged,23,odd_keypoint_count,"{""n_points"": 1, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 1, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[654.4636627751777, 137.02715380367027]]",[[0]],[0],[],0,,,False,False,True,整幅图仅在中右侧高处保留1点，无法形成完整上下角点组。,,points_06.png,data/mp3d_layout/img_v/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.jpg,too_few_points,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,"{""action"": ""temporarily_exclude_response"", ""authorization"": ""用户允许W019/W026特别异常标注暂不纳入；本轮限明确仅1–2点记录"", ""application_status"": ""applied_to_reviewed_calculation_view_and_revised_analyses""}"
ef46460f29fb4a76,P1|0|39|3130|31|4127,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,31,manual,P1,P1|39|3130|31|4127,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,9,9,unconfirmed_odd_unchanged,24,odd_keypoint_count,"{""n_points"": 9, ""n_pairs"": 0, ""coverage"": 0.0, ""odd_points"": true, ""unpaired_point_count"": 9, ""pairing_ambiguous"": false, ""best_cost"": null, ""second_best_cost"": null, ""optimal_matching_count"": 0, ""ambiguity_reason"": """", ""finite_in_bounds"": true, ""raw_order_pairing_valid"": false, ""unordered_pairing_ambiguous"": false}","[[860.6034334712435, 97.28234885816158], [862.3182961893351, 427.9404946759576], [624.3071125751923, 114.28314768774321], [624.3071125751923, 406.2172517270476], [408.9636607338249, 108.61621474454932], [409.90814955769054, 409.90814955769054], [66.11421767059524, 69.89217296605783], [71.78115061378912, 458.1641370396582], [112.39417004001193, 371.18410777919894]]","[[0, 1], [2, 3], [4, 5], [6, 7, 8]]",[],"[{""index_zero_based"": 6, ""point"": [66.11421767059524, 69.89217296605783], ""pairing_method"": ""raw_order_pairing""}, {""index_zero_based"": 7, ""point"": [71.78115061378912, 458.1641370396582], ""pairing_method"": ""raw_order_pairing""}, {""index_zero_based"": 8, ""point"": [112.39417004001193, 371.18410777919894], ""pairing_method"": ""raw_order_pairing""}]",3,,,False,False,True,左侧客厅入口附近有1个上部点和2个下部点，候选6/7/8；不能自动选择其中一个。,,points_06.png,data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,multiple_deletion_candidates_unconfirmed,pre_repair_diagnostic_snapshot,analysis_results/confirmed_point_calculation_view_20260909_v1/reviewed/calculation_view.jsonl.gz,
