consumer_package,consumer_file,consumer_context,reference_kind,reference_text,resolved_path,resolved_package,existence_status,consumer_role
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_75327de9719945aa8b893a6404667884.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_75327de9719945aa8b893a6404667884.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
external:Bi_layout/mp3d_dual_predictions,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/manifest.csv,enclosed_corners_px_path,external_relative_path,test/enclosed/corners_1024x512/B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.txt,external:Bi_layout/mp3d_dual_predictions,exists,Bi 双头模型 manifest
