image_id,building_id,current_pool,old_review_package,old_manifest_path,old_review_id,old_candidate_role,old_split,old_screen_stratum,record_only_no_pool_change
q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,q9vSo1VnCiC,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-036,main,test,reference_region_missing_dominant,true
q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,q9vSo1VnCiC,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-016,main,test,reference_region_missing_dominant,true
q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,q9vSo1VnCiC,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-024,main,,pair_count_changed,true
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-118,main,test,pair_count_changed,true
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-109,main,test,pair_count_changed,true
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_supplement_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_supplement_review_20260828_v1/candidate_manifest.json,B1W-109,main,test,pair_count_changed,true
uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-045,main,test,model_region_extra_dominant,true
uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-011,main,test,reference_region_missing_dominant,true
uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-068,main,test,pair_count_changed,true
uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-042,main,test,model_region_extra_dominant,true
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-072,main,test,pair_count_changed,true
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-025,reserve,,balanced_boundary_difference,true
uNb9QFRL6hY_b1aedc485cfa4b47be0977925c3dc799,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-005,main,,balanced_boundary_difference,true
uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-052,main,test,model_region_extra_dominant,true
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-022,main,test,reference_region_missing_dominant,true
uNb9QFRL6hY_ddd25dd6cdec45f1a5222ed50c061b9b,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-003,main,test,reference_region_missing_dominant,true
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-025,main,test,reference_region_missing_dominant,true
uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-099,main,test,pair_count_changed,true
uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-088,main,test,pair_count_changed,true
wc2JMjhGNzB_1d1b27d1b8db40f99e2fa3af6e237ce9,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-043,main,test,model_region_extra_dominant,true
wc2JMjhGNzB_3949e4e00d354f79afea742a2b0599d2,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-006,main,,balanced_boundary_difference,true
wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-058,main,test,pair_count_changed,true
wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-133,main,test,pair_count_changed,true
wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-013,main,test,reference_region_missing_dominant,true
wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-049,main,test,model_region_extra_dominant,true
x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151,x8F5xyUWy9e,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-101,main,test,pair_count_changed,true
x8F5xyUWy9e_c66bbecc057b41a8bb2eaa76c6f072a2,x8F5xyUWy9e,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-023,main,,pair_count_changed,true
yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-105,main,test,pair_count_changed,true
yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-136,main,test,pair_count_changed,true
yqstnuAEVhm_7acd3d3a7bee44a8ad04d460509b994e,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-107,main,test,pair_count_changed,true
yqstnuAEVhm_882f2a028ad249d49fdaabc1ddae789d,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-003,main,,balanced_boundary_difference,true
yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_broad_review_20260828_v1,analysis_results/annotation_uncertainty_batch1_broad_review_20260828_v1/candidate_manifest.json,B1W-095,main,test,pair_count_changed,true
yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd,yqstnuAEVhm,candidate_remaining_136,annotation_uncertainty_batch1_candidate_review_20260827_v2,analysis_results/annotation_uncertainty_batch1_candidate_review_20260827_v2/candidate_manifest.json,B1-009,main,,reference_region_missing_dominant,true
