image_id,building_id,old214_registry,original_status,gt_status,gt_reason,gt_path,hohonet_txt_status,hohonet_json_status,bi_manifest_status,bi_extended_status,bi_enclosed_status,bi_split,model_asset_issue_codes,asset_overall_status,dense_source,bi_extended_reason,bi_extended_corner_count,bi_extended_corner_path,bi_extended_floor_path,bi_enclosed_reason,bi_enclosed_corner_count,bi_enclosed_corner_path,bi_enclosed_floor_path
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.txt
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,11,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.txt,ok,11,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.txt
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.txt
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.txt
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.txt
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,16,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.txt,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.txt
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.txt
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.txt
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.txt
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,16,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.txt,ok,14,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.txt
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.txt
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.txt
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,9,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt,ok,9,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,9,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt,ok,9,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.txt
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.txt,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.txt
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.txt,ok,12,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.txt
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.txt,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.txt
