image_id,building_id,machine_id,history_layer,pool,review_id,human_scope_raw,human_prelabel_verdict_raw,human_notes_raw,dense42,old214_registry,original_status,original_reason,gt_status,gt_reason,gt_source_type,gt_point_count,hohonet_txt_status,hohonet_txt_reason,hohonet_point_count,hohonet_json_status,hohonet_json_reason,bi_manifest_status,bi_extended_status,bi_extended_reason,bi_enclosed_status,bi_enclosed_reason,bi_split,model_asset_issue_codes,asset_overall_status,image_path,gt_path,hohonet_txt_path,hohonet_json_path,bi_extended_corner_count,bi_extended_corner_path,bi_extended_floor_path,bi_enclosed_corner_count,bi_enclosed_corner_path,bi_enclosed_floor_path
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3,M055,no_existing_annotation_record,human_reviewed_30,P30-003,in_scope,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,12,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,output/layout_json/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3,M056,no_existing_annotation_record,human_reviewed_30,P30-029,in_scope,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,12,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,output/layout_json/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,M057,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,output/layout_json/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3,M058,no_existing_annotation_record,human_reviewed_30,P30-016,in_scope,uncertain,"这是个走廊,在哪封闭确实可能有歧义,但是可能是高质量歧义候选",false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,output/layout_json/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,M059,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,20,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,output/layout_json/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.json,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt
UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,UwV83HsGsw3,M060,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt,output/layout_json/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98.txt
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,M061,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,12,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt,output/layout_json/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.json,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77.txt
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,M062,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,16,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt,output/layout_json/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.txt
UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,UwV83HsGsw3,M063,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,12,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,output/layout_json/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,M064,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt,output/layout_json/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6.txt
UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3,M065,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt,output/layout_json/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.txt
UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3,M066,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,16,valid,ok,12,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.png,data/mp3d_layout/test/label_cor/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt,output/layout_json/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.json,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.txt
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,M067,no_existing_annotation_record,candidate_remaining_136,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,12,valid,ok,16,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_0595477618f44940b004970372df16dc.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt,output/layout_json/X7HyMhZNoso_0595477618f44940b004970372df16dc.json,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_0595477618f44940b004970372df16dc.txt
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,X7HyMhZNoso,M068,no_existing_annotation_record,human_reviewed_30,P30-004,in_scope,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt,output/layout_json/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583.txt
X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314,X7HyMhZNoso,M069,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt,output/layout_json/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314.txt
X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,X7HyMhZNoso,M070,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,16,valid,ok,16,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt,output/layout_json/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.json,11,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268.txt
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,X7HyMhZNoso,M071,no_existing_annotation_record,human_reviewed_30,P30-030,in_scope,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt,output/layout_json/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.txt
X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,X7HyMhZNoso,M072,historical_annotation_record_exists,historical_148,,,,,false,false,valid,known_image_signature,valid,ok,official_mp3d_layout_label_cor_raw_not_no_occ,8,valid,ok,8,valid,ok,ok,valid,ok,valid,ok,test,,valid,data/mp3d_layout/test/img/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.png,data/mp3d_layout/test/label_cor/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,output/layout_json/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.json,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt
