image_id,condition,grade_v1,status_v1,review_draft_grade,review_draft_reason,review_status,reviewed_grade,n_observed,n_valid,n_excluded
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,,singleton_support_unresolved,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,4,4,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,,invalid_response_evidence,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,23,1
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,,invalid_response_evidence,,singleton_rich_boundary;not_automatically_difficult,not_provided,,20,19,1
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,,invalid_response_evidence,,too_few_valid_people,not_provided,,4,3,1
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,medium,assigned_observed_later,,order_partition_or_count_boundary,not_provided,,20,20,0
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,,invalid_response_evidence,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,4,1
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,difficult_candidate,assigned_observed_fragmentation_and_change,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,,invalid_response_evidence,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,7,6,1
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,,stable_outside_three_tier_limits,,order_partition_or_count_boundary,not_provided,,23,23,0
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,7,7,0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,,invalid_response_evidence,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,20,19,1
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,,singleton_support_unresolved,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,,stable_outside_three_tier_limits,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,not_provided,,24,24,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,4,4,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,6,6,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,6,6,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,difficult_candidate,assigned_observed_fragmentation_and_change,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,,invalid_response_evidence,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,23,1
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,4,4,0
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,,invalid_response_evidence,,too_few_valid_people,not_provided,,2,1,1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,,invalid_response_evidence,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,20,19,1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,,insufficient_people,,too_few_valid_people,not_provided,,3,3,0
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,24,24,0
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,,invalid_response_evidence,,too_few_valid_people,not_provided,,5,3,2
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,,order_sensitive_or_other_trajectory,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,not_provided,,24,24,0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,,invalid_response_evidence,,too_few_valid_people,not_provided,,5,3,2
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,,order_sensitive_or_other_trajectory,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,23,23,0
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,23,23,0
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,6,6,0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,,invalid_response_evidence,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,22,2
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,,invalid_response_evidence,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,22,2
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,,singleton_support_unresolved,,order_partition_or_count_boundary,not_provided,,24,24,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,,order_sensitive_or_other_trajectory,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,not_provided,,23,23,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,23,23,0
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,23,23,0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,,invalid_response_evidence,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,23,1
