image_id,condition,building,n_observed,n_valid,n_excluded,total_clusters,supported_clusters,singletons,singleton_share,supported_share,largest_share,point_count_disagreement,within_cluster_median,sizes_descending,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,doubletons,effective_modes_simpson,entropy_bits,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,supported_point_counts,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,5,5,0,3,1,2,0.4,0.6,0.6,0.7,0.059708590451,3;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.365,0.765,0,0.18,0.3525,0.426666666667,0.3525,0,0.3565,0.095,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,套间照片墙入口及卧室睡眠区并见；入口近景显著,套间照片墙入口及卧室睡眠区并见；入口近景显著,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|通行,否,supported_component:7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,4,4,0,3,1,2,0.5,0.5,0.5,0.833333333333,0,2;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0,0.55,0,0.195,0.55,0.5975,0.55,0,0.335,0.145,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,套间照片墙入口及卧室睡眠区并见；入口近景显著,套间照片墙入口及卧室睡眠区并见；入口近景显著,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|通行,否,supported_component:7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,5,5,0,3,1,2,0.4,0.6,0.6,0.4,0.0489397819144,3;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.57,1,0,0.275,0.385,0.425,0.1925,0,0.359,0.105,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,楼梯挑空正面平台,楼梯挑空正面平台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,5,5,0,2,1,1,0.2,0.8,0.8,0,0.0498200930069,4;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.715,0.83,0,0.34,0.19,0.198333333333,0,0,0.2405,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,嵌入浴缸大窗卫浴,嵌入浴缸大窗卫浴,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.0499534341062,4;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.58,0.8,0,0.245,0.2025,0.206666666666,0.2025,0,0.238,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,施工中外门及设备门外短通道,施工中外门及设备门外短通道,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|通行,否,supported_component:7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,24,24,0,7,5,2,0.0833333333333,0.916666666667,0.541666666667,0.365942028986,0.00600367283515,13;3;2;2;2;1;1,1,0.461538461538,False,,,order_partition_or_count_boundary,0,0.11,0.23,0.33,0.0991666666668,0.122083333333,0.015,9.77525513129e-05,0.174791666667,0.144643939394,,order_sensitive_or_other_trajectory,,,,,,,,,,test,工作与学习,早期争议复核导出.user_type,办公室兼设备存放区为主,办公室兼设备存放区为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,unresolved:B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,not_in_supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,24,24,0,6,3,3,0.125,0.875,0.5,0.0833333333333,0.0352443604896,12;7;2;1;1;1,0.954545454545,0.666666666667,True,0.866366366366,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.25,0.26,0.47,0.0475000000001,0.0520833333333,0.0425000000001,0.0118036942281,0.159583333333,0.109513347763,,singleton_support_unresolved,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,会议区入口走道为主,会议区入口走道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,work+circulation,work,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,B6ByNegPMKs,5,5,0,4,1,3,0.6,0.4,0.4,0.4,0.0664213357058,2;1;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0,0.635,0,0.105,0.45,0.501666666667,0.21,0.035,0.468,0.235,,limited_horizon_or_order_sensitive,,,,,,,,,,test,工作与学习,早期争议复核导出.user_type,公共休憩座区与走道共同为主,公共休憩座区与走道共同为主,AI_new_spatial_review,new_original,,未有人工作答,,工作学习|起居休闲|通行,否,unresolved:B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,not_in_supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,living+circulation,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,B6ByNegPMKs,4,4,0,2,1,1,0.25,0.75,0.75,0,0.000794145126129,3;1,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,0.8,1,0,0.44,0.2,0.22,0,0,0.25,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,工作与学习,早期争议复核导出.user_type,公共休憩座区与走道共同为主,公共休憩座区与走道共同为主,AI_new_spatial_review,new_original,,未有人工作答,,工作学习|起居休闲|通行,否,unresolved:B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,not_in_supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,living+circulation,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,B6ByNegPMKs,5,5,0,1,1,0,0,1,1,0,0.0481958237761,5,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,1,0.565,0.7,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,木饰面电话/休憩小间为主,木饰面电话/休憩小间为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|起居休闲,否,unresolved:B6ByNegPMKs_7018ca302c584d0d85024187f3568460,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,B6ByNegPMKs,4,4,0,2,1,1,0.25,0.75,0.75,0.5,0.0428401304102,3;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.73,1,0,0.525,0.27,0.2625,0.27,0,0.25,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,木饰面电话/休憩小间为主,木饰面电话/休憩小间为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|起居休闲,否,unresolved:B6ByNegPMKs_7018ca302c584d0d85024187f3568460,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,24,24,0,8,4,4,0.166666666667,0.833333333333,0.541666666667,0,0.000254299981506,13;3;2;2;1;1;1;1,1,0.166666666667,False,,,singleton_rich_boundary;not_automatically_difficult,0,0.225,0.23,0.41,0.153333333333,0.171666666667,0,0.000117495163935,0.196041666667,0.131118686869,,singleton_support_unresolved,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,窗侧办公室外走道为主,窗侧办公室外走道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,unresolved:B6ByNegPMKs_75327de9719945aa8b893a6404667884,not_in_supported_component,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,True,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,work+circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,24,23,1,11,5,6,0.260869565217,0.739130434783,0.217391304348,0.0869565217391,0.0410193457332,5;4;4;2;2;1;1;1;1;1;1,0.946894409938,0.75,True,0.751202501203,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,0,0.145,0.04,0.245,0.215,0.229583333333,0.0450000000001,0.00581442809713,0.287272727273,0.202900729989,,invalid_response_evidence,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,B6ByNegPMKs,6,6,0,4,2,2,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.0278884200636,2;2;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0,0.28,0,0,0.385,0.433333333333,0.1475,0,0.289166666667,0.241666666667,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,B6ByNegPMKs,4,4,0,3,1,2,0.5,0.5,0.5,0.5,0.0267439092136,2;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0,0.46,0,0.105,0.46,0.5525,0.235,0,0.3175,0.165,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,红管走廊为主,红管走廊为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B6ByNegPMKs,24,24,0,15,5,10,0.416666666667,0.583333333333,0.25,0.159420289855,0.0606399566131,6;2;2;2;2;1;1;1;1;1;1;1;1;1;1,1,0,False,1,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,0,0.025,0,0.165,0.4175,0.44375,0.00583333333334,0.000170014051896,0.31875,0.208541666667,difficult_candidate,assigned_observed_fragmentation_and_change,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,窗侧办公室外走道为主,窗侧办公室外走道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,unresolved:B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,not_in_supported_component,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,work+circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,B6ByNegPMKs,5,5,0,3,1,2,0.4,0.6,0.6,0.7,0.0812562313061,3;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.625,1,0,0.31,0.4125,0.436666666667,0.4125,0,0.364,0.11,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,楼梯红门、打印区旁的回字走道转折,楼梯红门、打印区旁的回字走道转折,AI_new_spatial_review,new_original,,未有人工作答,,工作学习|通行,无法判断,unresolved:B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,not_in_supported_component,present,partial,absent,present,unknown,absent,present,partial,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,B6ByNegPMKs,6,6,0,4,1,3,0.5,0.5,0.5,0,0.00728249432353,3;1;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.515,1,0,0.445,0.495,0.495,0,0,0.3475,0.045,,limited_horizon_or_order_sensitive,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,窗侧办公室外走道为主,窗侧办公室外走道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,unresolved:B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,not_in_supported_component,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,work+circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
