dataset_group,base_task_id,building_id,project_id,runtime_task_id,worker_id,annotation_id,strict_valid_support,task_mask_dispersion,leave_one_worker_out_mask_dispersion,active_time_seconds,log1p_active_time,active_time_status,formal_assignment_eligible,task_worker_time_analysis_eligible,difficulty_tags_json,difficulty_raw_values_json,difficulty_trivial,difficulty_nontrivial,difficulty_nontrivial_tag_count,difficulty_occlusion,difficulty_seam,raw_point_count,raw_valid,peer_distance_mean,corner_pair_count,log_active_time,peer_centered,repair_applied
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,14,6495,23,0.0286577378211824,0.0292669325034085,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0222611936578083,4.0,,-0.006396544163374016,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,15,6462,23,0.0286577378211824,0.0292074148557199,221.0,5.402677381872279,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0228861289585386,4.0,5.402677381872279,-0.005771608862643714,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,17,6197,23,0.0286577378211824,0.0293041926625884,30.0,3.4339872044851463,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0218699619864193,4.0,3.4339872044851463,-0.006787775834763015,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,18,6531,23,0.0286577378211824,0.0293037117858319,54.0,4.007333185232471,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0218750111923626,4.0,4.007333185232471,-0.006782726628819714,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,2,4852,23,0.0286577378211824,0.0293037117858319,26.0,3.295836866004329,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0218750111923626,4.0,3.295836866004329,-0.006782726628819714,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,6,6258,23,0.0286577378211824,0.0291472280409487,1.0,0.6931471805599453,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0235180905136362,4.0,0.6931471805599453,-0.005139647307546114,False
C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,69,3303,8,6114,23,0.0286577378211824,0.0294078739557144,124.0,4.8283137373023015,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0207813084085963,4.0,4.8283137373023015,-0.007876429412586015,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,27,5820,23,0.0658769585889625,0.0670397185240271,283.0,5.648974238161206,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0536679792707842,4.0,5.648974238161206,-0.012208979318178763,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,28,5773,23,0.0658769585889625,0.0662725138137384,116.0,4.762173934797756,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0617236287288155,4.0,4.762173934797756,-0.004153329860147464,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,29,6426,23,0.0658769585889625,0.0671915487181338,140.0,4.948759890378168,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0520737622326638,4.0,4.948759890378168,-0.01380319635629916,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,30,6007,23,0.0658769585889625,0.0670220013831595,102.0,4.634728988229636,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.053854009249894,4.0,4.634728988229636,-0.012022949339068958,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,31,5957,23,0.0658769585889625,0.0653924216379647,157.0,5.062595033026967,eligible_partial_session_coverage,True,True,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,8,True,0.0709645965744394,4.0,5.062595033026967,0.0050876379854764425,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,32,6357,23,0.0658769585889625,0.0667704271171072,180.0,5.198497031265826,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0564955390434431,4.0,5.198497031265826,-0.00938141954551986,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,33,5812,23,0.0658769585889625,0.0654254321134483,211.0,5.356586274672012,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0706179865818616,4.0,5.356586274672012,0.004741027992898633,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,34,6053,23,0.0658769585889625,0.0662725138137384,,,not_evaluable,True,False,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0617236287288155,4.0,,-0.004153329860147464,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,35,5931,23,0.0658769585889625,0.0652744777260976,116.0,4.762173934797756,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.072203007649044,4.0,4.762173934797756,0.006326049060081038,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,36,6083,23,0.0658769585889625,0.0673242015928133,257.0,5.552959584921617,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0506809070485291,4.0,5.552959584921617,-0.01519605154043386,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,66,3192,37,5872,23,0.0658769585889625,0.0573617344191183,162.0,5.093750200806762,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,12,True,0.1552868123723266,6.0,5.093750200806762,0.08940985378336365,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,1,6306,23,0.0658769585889625,0.0644152942418951,40.0,3.713572066704308,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0812244342331702,4.0,3.713572066704308,0.015347475644207242,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,10,6171,23,0.0658769585889625,0.0671067001118913,57.0,4.060443010546419,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.0529646725982102,4.0,4.060443010546419,-0.01291228599075276,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,11,6395,23,0.0658769585889625,0.065666600206684,80.0,4.394449154672439,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0680857216028868,4.0,4.394449154672439,0.0022087630139238368,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,12,6313,23,0.0658769585889625,0.0614839982510343,28.0,3.367295829986474,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.1120030421372085,4.0,3.367295829986474,0.046126083548245544,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,13,6226,23,0.0658769585889625,0.0673073067759042,5.0,1.791759469228055,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0508583026260747,4.0,1.791759469228055,-0.015018655962888261,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,14,6496,23,0.0658769585889625,0.065666600206684,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0680857216028868,4.0,,0.0022087630139238368,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,15,6463,23,0.0658769585889625,0.0674527993185861,176.0,5.176149732573829,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0493306309279147,4.0,5.176149732573829,-0.016546327661048264,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,17,6198,23,0.0658769585889625,0.0673073067759042,28.0,3.367295829986474,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0508583026260747,4.0,3.367295829986474,-0.015018655962888261,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,18,6532,23,0.0658769585889625,0.0674874306657815,53.0,3.9889840465642745,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.048967001782363,4.0,3.9889840465642745,-0.016909956806599964,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,2,4853,23,0.0658769585889625,0.0674874306657815,57.0,4.060443010546419,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.048967001782363,4.0,4.060443010546419,-0.016909956806599964,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,6,6259,23,0.0658769585889625,0.0673073067759042,10.0,2.3978952727983707,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0508583026260747,4.0,2.3978952727983707,-0.015018655962888261,False
C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,69,3304,8,6115,23,0.0658769585889625,0.0651342826907395,145.0,4.983606621708336,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.073675055520304,4.0,4.983606621708336,0.007798096931341036,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,27,5821,23,0.0645711121611318,0.0657749517095206,373.0,5.924255797414532,eligible,True,True,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,8,True,0.0519307969030494,4.0,5.924255797414532,-0.012640315258082582,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,28,5774,23,0.0645711121611318,0.0475945863040859,251.0,5.529429087511423,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.2428246336601138,4.0,5.529429087511423,0.17825352149898183,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,29,6427,23,0.0645711121611318,0.0613689682095566,129.0,4.867534450455582,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0981936236526714,4.0,4.867534450455582,0.033622511491539414,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,30,6008,23,0.0645711121611318,0.0659977623934648,64.0,4.174387269895637,eligible,True,True,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,8,True,0.0495912847216353,4.0,4.174387269895637,-0.014979827439496683,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,31,5958,23,0.0645711121611318,0.0658846961137868,34.0,3.555348061489413,eligible_partial_session_coverage,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0507784806582543,4.0,3.5553480614894135,-0.013792631502877684,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,32,6358,23,0.0645711121611318,0.062921164647698,113.0,4.736198448394496,eligible,True,True,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0818955610521867,4.0,4.736198448394496,0.017324448891054722,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,33,5813,23,0.0645711121611318,0.0659348385918021,185.0,5.225746673713202,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0502519846390936,4.0,5.225746673713202,-0.014319127522038386,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,34,6054,23,0.0645711121611318,0.0661481570310339,,,not_evaluable,True,False,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,8,True,0.0480121410271597,4.0,,-0.016558971133972283,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,35,5932,23,0.0645711121611318,0.0658846961137868,111.0,4.718498871295094,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0507784806582543,4.0,4.718498871295094,-0.013792631502877684,False
C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,66,3193,36,6084,23,0.0645711121611318,0.0667036810558825,241.0,5.488937726156687,eligible,True,True,"[""trivial""]","[""trivial""]",1,0,0,0,0,8,True,0.0421791387662495,4.0,5.488937726156687,-0.022391973394882483,False
