stage,condition,building_id,worker_id,record_count,image_count,strict_geometry_count,complete_active_time_count
C1,manual,e9zR4mvMWw7,10,1,1,1,1
C1,manual,e9zR4mvMWw7,11,1,1,1,1
C1,manual,e9zR4mvMWw7,12,1,1,1,1
C1,manual,e9zR4mvMWw7,13,1,1,1,1
C1,manual,e9zR4mvMWw7,14,1,1,1,0
C1,manual,e9zR4mvMWw7,18,1,1,1,1
C1,manual,e9zR4mvMWw7,27,1,1,1,1
C1,manual,e9zR4mvMWw7,28,1,1,1,1
C1,manual,e9zR4mvMWw7,29,1,1,1,1
C1,manual,e9zR4mvMWw7,30,1,1,1,1
C1,manual,e9zR4mvMWw7,31,2,2,2,0
C1,manual,e9zR4mvMWw7,33,1,1,1,1
C1,manual,e9zR4mvMWw7,34,1,1,1,1
C1,manual,e9zR4mvMWw7,35,1,1,1,1
C1,manual,e9zR4mvMWw7,36,1,1,1,1
C1,manual,e9zR4mvMWw7,6,1,1,1,1
C1,manual,q9vSo1VnCiC,1,3,3,3,3
C1,manual,q9vSo1VnCiC,10,2,2,2,2
C1,manual,q9vSo1VnCiC,11,2,2,2,2
C1,manual,q9vSo1VnCiC,12,2,2,2,2
C1,manual,q9vSo1VnCiC,13,2,2,2,2
C1,manual,q9vSo1VnCiC,14,2,2,2,0
C1,manual,q9vSo1VnCiC,15,2,2,1,2
C1,manual,q9vSo1VnCiC,17,2,2,2,2
C1,manual,q9vSo1VnCiC,18,2,2,2,2
C1,manual,q9vSo1VnCiC,2,3,3,2,3
C1,manual,q9vSo1VnCiC,27,2,2,2,2
C1,manual,q9vSo1VnCiC,28,2,2,2,2
C1,manual,q9vSo1VnCiC,29,2,2,2,2
C1,manual,q9vSo1VnCiC,30,2,2,2,2
C1,manual,q9vSo1VnCiC,31,2,2,2,2
C1,manual,q9vSo1VnCiC,32,2,2,1,2
C1,manual,q9vSo1VnCiC,33,2,2,2,2
C1,manual,q9vSo1VnCiC,34,5,5,5,2
C1,manual,q9vSo1VnCiC,35,2,2,2,2
C1,manual,q9vSo1VnCiC,36,2,2,2,2
C1,manual,q9vSo1VnCiC,37,3,3,3,3
C1,manual,q9vSo1VnCiC,6,2,2,2,2
C1,manual,q9vSo1VnCiC,8,2,2,2,2
C1,manual,rPc6DW4iMge,1,2,2,2,2
C1,manual,rPc6DW4iMge,10,3,3,3,3
C1,manual,rPc6DW4iMge,11,2,2,2,2
C1,manual,rPc6DW4iMge,12,2,2,2,2
C1,manual,rPc6DW4iMge,13,3,3,3,3
C1,manual,rPc6DW4iMge,14,3,3,3,0
C1,manual,rPc6DW4iMge,15,3,3,3,3
C1,manual,rPc6DW4iMge,17,3,3,3,3
C1,manual,rPc6DW4iMge,18,3,3,3,3
C1,manual,rPc6DW4iMge,2,4,4,4,4
C1,manual,rPc6DW4iMge,27,2,2,2,2
C1,manual,rPc6DW4iMge,28,2,2,2,2
C1,manual,rPc6DW4iMge,29,2,2,2,2
C1,manual,rPc6DW4iMge,30,3,3,3,3
C1,manual,rPc6DW4iMge,31,2,2,2,0
C1,manual,rPc6DW4iMge,32,3,3,3,3
C1,manual,rPc6DW4iMge,33,2,2,2,2
C1,manual,rPc6DW4iMge,34,5,5,5,1
C1,manual,rPc6DW4iMge,35,2,2,2,2
C1,manual,rPc6DW4iMge,36,2,2,2,2
C1,manual,rPc6DW4iMge,37,3,3,3,3
C1,manual,rPc6DW4iMge,6,3,3,3,3
C1,manual,rPc6DW4iMge,8,3,3,3,3
C1,manual,uNb9QFRL6hY,1,8,8,8,8
C1,manual,uNb9QFRL6hY,10,8,8,8,8
C1,manual,uNb9QFRL6hY,11,8,8,8,7
C1,manual,uNb9QFRL6hY,12,9,9,9,9
C1,manual,uNb9QFRL6hY,13,8,8,8,8
C1,manual,uNb9QFRL6hY,14,8,8,8,0
C1,manual,uNb9QFRL6hY,15,8,8,8,8
C1,manual,uNb9QFRL6hY,17,8,8,8,8
C1,manual,uNb9QFRL6hY,18,8,8,8,8
C1,manual,uNb9QFRL6hY,2,8,8,7,7
C1,manual,uNb9QFRL6hY,27,9,9,9,9
C1,manual,uNb9QFRL6hY,28,8,8,8,8
C1,manual,uNb9QFRL6hY,29,8,8,8,7
C1,manual,uNb9QFRL6hY,30,9,9,9,9
C1,manual,uNb9QFRL6hY,31,9,9,9,5
C1,manual,uNb9QFRL6hY,32,9,9,9,9
C1,manual,uNb9QFRL6hY,33,9,9,9,9
C1,manual,uNb9QFRL6hY,34,11,11,11,3
C1,manual,uNb9QFRL6hY,35,8,8,8,8
C1,manual,uNb9QFRL6hY,36,8,8,8,7
C1,manual,uNb9QFRL6hY,37,8,8,8,8
C1,manual,uNb9QFRL6hY,6,8,8,8,8
C1,manual,uNb9QFRL6hY,8,8,8,8,8
C1,manual,wc2JMjhGNzB,1,4,4,4,4
C1,manual,wc2JMjhGNzB,10,3,3,3,3
C1,manual,wc2JMjhGNzB,11,4,4,4,4
C1,manual,wc2JMjhGNzB,12,4,4,4,4
C1,manual,wc2JMjhGNzB,13,3,3,3,3
C1,manual,wc2JMjhGNzB,14,3,3,3,0
C1,manual,wc2JMjhGNzB,15,4,4,4,4
C1,manual,wc2JMjhGNzB,17,4,4,4,4
C1,manual,wc2JMjhGNzB,18,3,3,3,3
C1,manual,wc2JMjhGNzB,2,4,4,4,4
C1,manual,wc2JMjhGNzB,27,3,3,3,3
C1,manual,wc2JMjhGNzB,28,3,3,3,3
C1,manual,wc2JMjhGNzB,29,3,3,3,2
C1,manual,wc2JMjhGNzB,30,3,3,3,3
C1,manual,wc2JMjhGNzB,31,5,5,5,2
C1,manual,wc2JMjhGNzB,32,4,4,3,4
C1,manual,wc2JMjhGNzB,33,4,4,4,4
C1,manual,wc2JMjhGNzB,34,7,7,7,1
C1,manual,wc2JMjhGNzB,35,3,3,3,3
C1,manual,wc2JMjhGNzB,36,3,3,3,2
C1,manual,wc2JMjhGNzB,37,4,4,4,4
C1,manual,wc2JMjhGNzB,6,3,3,3,3
C1,manual,wc2JMjhGNzB,8,4,4,4,4
C1,manual,x8F5xyUWy9e,1,1,1,1,1
C1,manual,x8F5xyUWy9e,11,1,1,1,0
C1,manual,x8F5xyUWy9e,12,1,1,1,1
C1,manual,x8F5xyUWy9e,15,1,1,1,1
C1,manual,x8F5xyUWy9e,17,1,1,1,1
C1,manual,x8F5xyUWy9e,27,1,1,1,1
C1,manual,x8F5xyUWy9e,28,1,1,1,1
C1,manual,x8F5xyUWy9e,29,1,1,1,1
C1,manual,x8F5xyUWy9e,31,1,1,1,1
C1,manual,x8F5xyUWy9e,32,1,1,1,1
C1,manual,x8F5xyUWy9e,33,1,1,1,1
C1,manual,x8F5xyUWy9e,35,1,1,1,1
C1,manual,x8F5xyUWy9e,36,1,1,1,1
C1,manual,x8F5xyUWy9e,37,1,1,1,1
C1,manual,x8F5xyUWy9e,8,1,1,1,1
C1,manual,yqstnuAEVhm,1,3,3,3,3
C1,manual,yqstnuAEVhm,10,4,4,4,4
C1,manual,yqstnuAEVhm,11,4,4,4,4
C1,manual,yqstnuAEVhm,12,3,3,3,3
C1,manual,yqstnuAEVhm,13,5,5,5,5
C1,manual,yqstnuAEVhm,14,5,5,5,0
C1,manual,yqstnuAEVhm,15,4,4,4,4
C1,manual,yqstnuAEVhm,17,4,4,4,4
C1,manual,yqstnuAEVhm,18,5,5,5,5
C1,manual,yqstnuAEVhm,2,3,3,3,1
C1,manual,yqstnuAEVhm,27,3,3,3,3
C1,manual,yqstnuAEVhm,28,4,4,4,4
C1,manual,yqstnuAEVhm,29,4,4,4,4
C1,manual,yqstnuAEVhm,30,3,3,3,3
C1,manual,yqstnuAEVhm,31,3,3,3,2
C1,manual,yqstnuAEVhm,32,3,3,3,3
C1,manual,yqstnuAEVhm,33,3,3,3,3
C1,manual,yqstnuAEVhm,34,6,6,6,3
C1,manual,yqstnuAEVhm,35,5,5,5,5
C1,manual,yqstnuAEVhm,36,4,4,4,4
C1,manual,yqstnuAEVhm,37,3,3,3,3
C1,manual,yqstnuAEVhm,6,4,4,4,4
C1,manual,yqstnuAEVhm,8,4,4,4,4
C1,semi,7y3sRwLe3Va,10,1,1,1,1
C1,semi,7y3sRwLe3Va,11,1,1,1,1
C1,semi,7y3sRwLe3Va,15,1,1,1,1
C1,semi,7y3sRwLe3Va,33,1,1,1,1
C1,semi,7y3sRwLe3Va,35,1,1,1,1
C1,semi,7y3sRwLe3Va,36,1,1,1,1
C1,semi,7y3sRwLe3Va,6,1,1,1,1
C1,semi,7y3sRwLe3Va,8,1,1,1,1
C1,semi,B6ByNegPMKs,1,1,1,1,1
C1,semi,B6ByNegPMKs,10,1,1,1,1
C1,semi,B6ByNegPMKs,13,1,1,1,1
C1,semi,B6ByNegPMKs,2,2,2,2,2
C1,semi,B6ByNegPMKs,27,1,1,1,1
C1,semi,B6ByNegPMKs,29,1,1,1,1
C1,semi,B6ByNegPMKs,30,1,1,1,1
C1,semi,B6ByNegPMKs,32,1,1,1,1
C1,semi,B6ByNegPMKs,35,1,1,1,1
C1,semi,B6ByNegPMKs,37,1,1,1,1
C1,semi,B6ByNegPMKs,8,1,1,1,1
C1,semi,UwV83HsGsw3,13,1,1,1,1
C1,semi,UwV83HsGsw3,27,1,1,1,1
C1,semi,UwV83HsGsw3,29,2,2,2,2
C1,semi,UwV83HsGsw3,30,1,1,1,1
C1,semi,UwV83HsGsw3,32,1,1,1,1
C1,semi,UwV83HsGsw3,34,1,1,1,0
C1,semi,UwV83HsGsw3,37,1,1,1,1
C1,semi,X7HyMhZNoso,1,1,1,1,1
C1,semi,X7HyMhZNoso,17,1,1,1,1
C1,semi,X7HyMhZNoso,2,1,1,1,1
C1,semi,X7HyMhZNoso,28,1,1,1,1
C1,semi,Z6MFQCViBuw,10,1,1,1,1
C1,semi,Z6MFQCViBuw,13,1,1,1,1
C1,semi,Z6MFQCViBuw,15,1,1,1,1
C1,semi,Z6MFQCViBuw,17,1,1,1,1
C1,semi,Z6MFQCViBuw,18,1,1,1,1
C1,semi,Z6MFQCViBuw,28,1,1,1,1
C1,semi,Z6MFQCViBuw,31,1,1,1,0
C1,semi,Z6MFQCViBuw,35,1,1,1,1
C1,semi,Z6MFQCViBuw,8,1,1,1,1
C1,semi,q9vSo1VnCiC,1,1,1,1,1
C1,semi,q9vSo1VnCiC,12,1,1,1,1
C1,semi,q9vSo1VnCiC,14,1,1,0,0
C1,semi,q9vSo1VnCiC,17,1,1,1,1
C1,semi,q9vSo1VnCiC,18,1,1,1,1
C1,semi,q9vSo1VnCiC,2,1,1,1,1
C1,semi,q9vSo1VnCiC,27,1,1,1,1
C1,semi,q9vSo1VnCiC,30,1,1,1,1
C1,semi,q9vSo1VnCiC,32,1,1,1,1
C1,semi,q9vSo1VnCiC,34,2,2,2,1
C1,semi,q9vSo1VnCiC,37,1,1,1,1
C1,semi,q9vSo1VnCiC,6,1,1,0,1
C1,semi,uNb9QFRL6hY,1,2,2,2,1
C1,semi,uNb9QFRL6hY,10,2,2,2,1
C1,semi,uNb9QFRL6hY,11,1,1,1,1
C1,semi,uNb9QFRL6hY,12,3,3,3,3
C1,semi,uNb9QFRL6hY,13,2,2,1,2
C1,semi,uNb9QFRL6hY,14,1,1,1,0
C1,semi,uNb9QFRL6hY,15,2,2,2,2
C1,semi,uNb9QFRL6hY,18,1,1,1,1
C1,semi,uNb9QFRL6hY,2,1,1,1,1
C1,semi,uNb9QFRL6hY,27,1,1,1,1
C1,semi,uNb9QFRL6hY,28,1,1,1,1
C1,semi,uNb9QFRL6hY,29,2,2,2,2
C1,semi,uNb9QFRL6hY,30,1,1,1,1
C1,semi,uNb9QFRL6hY,31,1,1,1,1
C1,semi,uNb9QFRL6hY,32,2,2,2,2
C1,semi,uNb9QFRL6hY,34,1,1,1,0
C1,semi,uNb9QFRL6hY,37,1,1,1,1
C1,semi,uNb9QFRL6hY,8,1,1,1,1
C1,semi,wc2JMjhGNzB,1,2,2,2,1
C1,semi,wc2JMjhGNzB,11,1,1,1,1
C1,semi,wc2JMjhGNzB,14,1,1,1,0
C1,semi,wc2JMjhGNzB,27,1,1,1,1
C1,semi,wc2JMjhGNzB,28,1,1,1,1
C1,semi,wc2JMjhGNzB,30,1,1,1,1
C1,semi,wc2JMjhGNzB,31,2,2,2,2
C1,semi,wc2JMjhGNzB,33,2,2,2,2
C1,semi,wc2JMjhGNzB,34,1,1,1,0
C1,semi,wc2JMjhGNzB,35,1,1,1,1
C1,semi,wc2JMjhGNzB,36,2,2,2,2
C1,semi,wc2JMjhGNzB,6,2,2,2,2
C1,semi,yqstnuAEVhm,11,1,1,1,1
C1,semi,yqstnuAEVhm,14,1,1,1,0
C1,semi,yqstnuAEVhm,17,1,1,1,1
C1,semi,yqstnuAEVhm,18,1,1,1,1
C1,semi,yqstnuAEVhm,28,1,1,1,1
C1,semi,yqstnuAEVhm,31,1,1,1,1
C1,semi,yqstnuAEVhm,33,1,1,1,1
C1,semi,yqstnuAEVhm,34,1,1,1,1
C1,semi,yqstnuAEVhm,36,1,1,1,1
C2-A-RP,manual,2t7WUuJeko7,11,1,1,1,1
C2-A-RP,manual,2t7WUuJeko7,31,2,2,2,2
C2-A-RP,manual,2t7WUuJeko7,34,2,2,2,2
C2-A-RP,manual,2t7WUuJeko7,8,2,2,2,2
C2-A-RP,manual,S9hNv5qa7GM,10,3,3,3,3
C2-A-RP,manual,S9hNv5qa7GM,11,1,1,1,1
C2-A-RP,manual,S9hNv5qa7GM,28,1,1,1,1
C2-A-RP,manual,S9hNv5qa7GM,30,1,1,1,1
C2-A-RP,manual,S9hNv5qa7GM,37,1,1,0,1
C2-A-RP,manual,VFuaQ6m2Qom,10,1,1,1,1
C2-A-RP,manual,VFuaQ6m2Qom,11,1,1,1,1
C2-A-RP,manual,VFuaQ6m2Qom,17,1,1,1,1
C2-A-RP,manual,VFuaQ6m2Qom,30,1,1,1,1
C2-A-RP,manual,VFuaQ6m2Qom,31,1,1,1,1
C2-A-RP,manual,VFuaQ6m2Qom,37,1,1,1,1
C2-A-RP,manual,jh4fc5c5qoQ,11,1,1,1,1
C2-A-RP,manual,jh4fc5c5qoQ,12,1,1,1,1
C2-A-RP,manual,jh4fc5c5qoQ,13,1,1,1,1
C2-A-RP,manual,jh4fc5c5qoQ,15,1,1,1,1
C2-A-RP,manual,jh4fc5c5qoQ,37,2,2,2,2
C2-A-RP,manual,jtcxE69GiFV,1,1,1,1,1
C2-A-RP,manual,jtcxE69GiFV,12,1,1,1,1
C2-A-RP,manual,jtcxE69GiFV,13,3,3,3,3
C2-A-RP,manual,jtcxE69GiFV,15,1,1,1,1
C2-A-RP,manual,jtcxE69GiFV,17,2,2,2,2
C2-A-RP,manual,jtcxE69GiFV,2,2,2,2,2
C2-A-RP,manual,jtcxE69GiFV,28,2,2,2,2
C2-A-RP,manual,jtcxE69GiFV,33,1,1,1,1
C2-A-RP,manual,jtcxE69GiFV,34,1,1,1,1
C2-A-RP,manual,jtcxE69GiFV,36,3,3,3,3
C2-A-RP,manual,jtcxE69GiFV,6,2,2,2,2
C2-A-RP,manual,jtcxE69GiFV,8,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,1,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,29,3,3,2,3
C2-A-RP,manual,pRbA3pwrgk9,31,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,32,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,33,3,3,3,3
C2-A-RP,manual,pRbA3pwrgk9,34,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,35,1,1,1,1
C2-A-RP,manual,pRbA3pwrgk9,6,1,1,1,1
C2-A-RP,manual,pa4otMbVnkk,1,2,2,2,2
C2-A-RP,manual,pa4otMbVnkk,12,2,2,2,2
C2-A-RP,manual,pa4otMbVnkk,2,1,1,1,1
C2-A-RP,manual,pa4otMbVnkk,28,1,1,1,1
C2-A-RP,manual,pa4otMbVnkk,29,1,1,1,1
C2-A-RP,manual,pa4otMbVnkk,30,2,2,2,2
C2-A-RP,manual,pa4otMbVnkk,32,1,1,1,1
C2-A-RP,manual,pa4otMbVnkk,35,1,1,1,1
C2-A-RP,manual,zsNo4HB9uLZ,15,2,2,2,2
C2-A-RP,manual,zsNo4HB9uLZ,17,1,1,1,1
C2-A-RP,manual,zsNo4HB9uLZ,2,1,1,1,1
C2-A-RP,manual,zsNo4HB9uLZ,32,2,2,2,2
C2-A-RP,manual,zsNo4HB9uLZ,35,2,2,2,2
C2-A-RP,manual,zsNo4HB9uLZ,36,1,1,1,1
C2-A-RP,manual,zsNo4HB9uLZ,6,1,1,1,1
C2-A-RP,manual,zsNo4HB9uLZ,8,1,1,1,1
C2-B,manual,S9hNv5qa7GM,1,3,3,3,3
C2-B,manual,S9hNv5qa7GM,10,3,3,3,3
C2-B,manual,S9hNv5qa7GM,11,3,3,3,3
C2-B,manual,S9hNv5qa7GM,12,3,3,3,3
C2-B,manual,S9hNv5qa7GM,13,2,2,2,2
C2-B,manual,S9hNv5qa7GM,15,2,2,2,2
C2-B,manual,S9hNv5qa7GM,17,2,2,2,2
C2-B,manual,S9hNv5qa7GM,2,3,3,2,3
C2-B,manual,S9hNv5qa7GM,28,2,2,2,2
C2-B,manual,S9hNv5qa7GM,29,2,2,2,2
C2-B,manual,S9hNv5qa7GM,30,2,2,2,2
C2-B,manual,S9hNv5qa7GM,31,2,2,2,2
C2-B,manual,S9hNv5qa7GM,32,3,3,3,3
C2-B,manual,S9hNv5qa7GM,33,3,3,3,3
C2-B,manual,S9hNv5qa7GM,34,2,2,2,2
C2-B,manual,S9hNv5qa7GM,35,2,2,2,2
C2-B,manual,S9hNv5qa7GM,36,3,3,3,3
C2-B,manual,S9hNv5qa7GM,37,3,3,3,3
C2-B,manual,S9hNv5qa7GM,6,2,2,2,2
C2-B,manual,S9hNv5qa7GM,8,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,1,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,10,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,11,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,12,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,13,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,15,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,17,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,2,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,28,1,1,0,1
C2-B,manual,VFuaQ6m2Qom,29,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,30,3,3,3,3
C2-B,manual,VFuaQ6m2Qom,31,3,3,3,3
C2-B,manual,VFuaQ6m2Qom,32,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,33,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,34,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,35,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,36,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,37,2,2,2,2
C2-B,manual,VFuaQ6m2Qom,6,1,1,1,1
C2-B,manual,VFuaQ6m2Qom,8,1,1,1,1
C2-B,manual,VLzqgDo317F,13,1,1,1,1
C2-B,manual,VLzqgDo317F,15,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,1,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,10,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,11,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,12,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,17,1,1,1,1
C2-B,manual,jh4fc5c5qoQ,28,2,2,2,2
C2-B,manual,jh4fc5c5qoQ,29,2,2,2,2
C2-B,manual,jtcxE69GiFV,1,1,1,1,1
C2-B,manual,jtcxE69GiFV,10,1,1,1,1
C2-B,manual,jtcxE69GiFV,13,1,1,1,1
C2-B,manual,jtcxE69GiFV,15,1,1,1,1
C2-B,manual,jtcxE69GiFV,17,1,1,1,1
C2-B,manual,jtcxE69GiFV,2,3,3,3,3
C2-B,manual,jtcxE69GiFV,28,1,1,1,1
C2-B,manual,jtcxE69GiFV,29,1,1,1,1
C2-B,manual,jtcxE69GiFV,34,1,1,1,1
C2-B,manual,jtcxE69GiFV,35,1,1,1,1
C2-B,manual,jtcxE69GiFV,6,3,3,3,3
C2-B,manual,jtcxE69GiFV,8,2,2,2,2
C2-B,manual,pRbA3pwrgk9,1,1,1,1,1
C2-B,manual,pRbA3pwrgk9,10,1,1,1,1
C2-B,manual,pRbA3pwrgk9,11,3,3,3,3
C2-B,manual,pRbA3pwrgk9,12,3,3,2,3
C2-B,manual,pRbA3pwrgk9,13,2,2,2,2
C2-B,manual,pRbA3pwrgk9,15,2,2,2,2
C2-B,manual,pRbA3pwrgk9,17,2,2,2,2
C2-B,manual,pRbA3pwrgk9,2,1,1,1,1
C2-B,manual,pRbA3pwrgk9,28,2,2,2,2
C2-B,manual,pRbA3pwrgk9,29,2,2,2,2
C2-B,manual,pRbA3pwrgk9,30,1,1,1,1
C2-B,manual,pRbA3pwrgk9,31,1,1,1,1
C2-B,manual,pRbA3pwrgk9,32,2,2,2,2
C2-B,manual,pRbA3pwrgk9,33,2,2,2,2
C2-B,manual,pRbA3pwrgk9,34,2,2,2,2
C2-B,manual,pRbA3pwrgk9,35,2,2,2,2
C2-B,manual,pRbA3pwrgk9,36,2,2,2,2
C2-B,manual,pRbA3pwrgk9,37,2,2,2,2
C2-B,manual,pRbA3pwrgk9,6,1,1,1,1
C2-B,manual,pRbA3pwrgk9,8,2,2,2,2
C2-B,manual,pa4otMbVnkk,13,1,1,1,1
C2-B,manual,pa4otMbVnkk,15,1,1,1,1
C2-B,manual,pa4otMbVnkk,17,1,1,1,1
C2-B,manual,pa4otMbVnkk,30,1,1,1,1
C2-B,manual,pa4otMbVnkk,31,1,1,1,1
C2-B,manual,pa4otMbVnkk,34,1,1,1,1
