image_id,condition,cut,building,rule,n_observed,n_valid,n_invalid,n_supported_modes,n_singletons,singleton_mass,n_modes,same_point_count_multimodality,point_count_disagreement,within_mode_median,late_new_geometry,late_repartition,late_geometry_step,late_support_promotions,half_tv,p_tail_stable,onset_median_conditional,confirmation,early_k,p_early,p_any_stable,observed_early_limit,observations_after_k,early_limit_censored,late_h,max_few_modes,max_singleton_mass,order_fraction_required,medium_definition,grade,status,p_cumulative,p_late_interval,actual_late_limit,horizon_censored,cdf_early7,cdf_observed_by19
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,0.1,7y3sRwLe3Va,G10_geometry,4,4,0,1,2,0.5,3,False,0.833333333333,0,0.56,0,0,0.44,0.3275,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,0.1,7y3sRwLe3Va,G10_geometry,5,5,0,1,2,0.4,3,False,0.4,0.0489397819144,0.436666666667,0,0.00255739217845,0.23,0.367,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,0.1,7y3sRwLe3Va,G10_geometry,5,5,0,1,1,0.2,2,False,0,0.0498200930069,0.206666666667,0,0.00793591834432,0.126666666667,0.238,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.1,7y3sRwLe3Va,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.0499534341062,0.176666666667,0,0.0115762649765,0.156666666667,0.247,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,B6ByNegPMKs,G10_geometry,24,24,0,5,2,0.0833333333333,7,True,0.365942028986,0.00600367283515,0.125833333333,0.000190094627595,0.00209669632661,0.245,0.1675,0.26,22,suffix,7,0,0.72,7,17,False,19,3,0.1,0.8,cumulative,,order_sensitive_or_other_trajectory,0.04,0.04,19,False,0,0.04
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,B6ByNegPMKs,G10_geometry,24,24,0,3,3,0.125,6,True,0.0833333333333,0.0352443604896,0.0508333333333,0.0129542515373,0.00334169284998,0.103333333333,0.160833333333,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,B6ByNegPMKs,G10_geometry,5,5,0,1,3,0.6,4,False,0.4,0.0664213357058,0.5,0.0311111111111,0.000175841253733,0.273333333333,0.482,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.1,B6ByNegPMKs,G10_geometry,4,4,0,1,1,0.25,2,False,0,0.000794145126129,0.24,0,0.00013996807848,0.26,0.25,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.1,B6ByNegPMKs,G10_geometry,5,5,0,1,0,0,1,False,0,0.0481958237761,0,0,0.00824499731787,0,0,0.56,2,suffix,7,1,1,4,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,4,True,1,1
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.1,B6ByNegPMKs,G10_geometry,4,4,0,1,1,0.25,2,False,0.5,0.0428401304102,0.245,0,0.00516354630413,0.255,0.25,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,0.1,B6ByNegPMKs,G10_geometry,24,24,0,4,4,0.166666666667,8,True,0,0.000254299981506,0.169166666667,0.000138867152799,0.000447046858335,0.165833333333,0.1925,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,B6ByNegPMKs,G10_geometry,24,23,1,5,6,0.260869565217,11,True,0.0869565217391,0.0410193457332,0.221666666667,0.00462603978839,0.00313581114562,0.208333333333,0.27766798419,0,,suffix,7,0,0,7,16,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,19,False,,
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,0.1,B6ByNegPMKs,G10_geometry,6,6,0,2,2,0.333333333333,4,True,0.333333333333,0.0278884200636,0.48,0,0.000704110864981,0.52,0.313333333333,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,0.1,B6ByNegPMKs,G10_geometry,4,4,0,1,2,0.5,3,False,0.5,0.0267439092136,0.575,0,0,0.425,0.3275,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,B6ByNegPMKs,G10_geometry,24,24,0,5,10,0.416666666667,15,True,0.159420289855,0.0606399566131,0.460833333333,0.000178814969399,0.00463576743862,0.250833333333,0.312916666667,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,0.1,B6ByNegPMKs,G10_geometry,5,5,0,1,2,0.4,3,False,0.7,0.0812562313061,0.426666666667,0,0.00378051641892,0.24,0.373,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,0.1,B6ByNegPMKs,G10_geometry,6,6,0,1,3,0.5,4,False,0,0.00728249432353,0.563333333333,0,0.000777490207948,0.136666666667,0.36,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.1,B6ByNegPMKs,G10_geometry,5,5,0,2,0,0,2,True,0,0.06549650016,0.146666666667,0,0.00984979638927,0.52,0.246,0,4,suffix,7,0.53,0.53,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0.53,0,4,True,0.53,0.53
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,0.1,S9hNv5qa7GM,G10_geometry,20,19,1,3,5,0.263157894737,8,True,0.105263157895,0.0527956265025,0.18,0.0282131907308,0.00258588815377,0.21,0.245730994152,0,,suffix,7,0,0,7,12,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,18,False,,
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,0.1,S9hNv5qa7GM,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.1,S9hNv5qa7GM,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.1,S9hNv5qa7GM,G10_geometry,4,3,1,1,1,0.333333333333,2,False,0.666666666667,,,0,0,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,2,True,,
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,0.1,S9hNv5qa7GM,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.1,S9hNv5qa7GM,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.1,S9hNv5qa7GM,G10_geometry,20,20,0,1,1,0.05,2,False,0,0.0360594464715,0,0.0151645738163,0.000906053923053,0.012,0.05,0.83,14,suffix,7,0.09,0.95,7,13,False,19,3,0.1,0.8,cumulative,medium,assigned_observed_later,0.95,0.86,19,False,0.09,0.95
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.1,S9hNv5qa7GM,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,0.1,S9hNv5qa7GM,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.1,S9hNv5qa7GM,G10_geometry,3,3,0,1,0,0,1,False,0,,,0,0.0125533767962,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,UwV83HsGsw3,G10_geometry,5,4,1,0,4,1,4,False,1,,1,0,,0,0.5,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,3,True,,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,UwV83HsGsw3,G10_geometry,4,4,0,1,2,0.5,3,False,0.833333333333,0.00902094649736,0.595,0,0,0.405,0.34,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,UwV83HsGsw3,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.0493877253044,0.186666666667,0,0.00616381536867,0.146666666667,0.244,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,UwV83HsGsw3,G10_geometry,24,24,0,5,4,0.166666666667,9,True,0.663043478261,0.0165757236051,0.205833333333,0,0.000801542104614,0.1825,0.235,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,UwV83HsGsw3,G10_geometry,24,24,0,3,5,0.208333333333,8,True,0.235507246377,0.0490592565359,0.101666666667,0.00592600655627,0.00320504412024,0.1325,0.2,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.1,UwV83HsGsw3,G10_geometry,7,6,1,2,2,0.333333333333,4,False,0.8,0.0241978122244,0.466666666667,0,0.00918880675764,0.533333333333,0.305,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,5,True,,
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.1,UwV83HsGsw3,G10_geometry,4,4,0,1,2,0.5,3,False,0.833333333333,0.0339200933769,0.58,0,0,0.42,0.32,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.1,UwV83HsGsw3,G10_geometry,5,5,0,1,3,0.6,4,False,0.9,0.0807933801821,0.7,0,0,0.3,0.46,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,0.1,UwV83HsGsw3,G10_geometry,23,23,0,1,2,0.0869565217391,3,False,0.0869565217391,0.023919853283,0.0841666666667,0,0.000738961555026,0,0.0686956521739,0.75,16,suffix,7,0,0.87,7,16,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.69,0.69,19,False,0,0.69
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,0.1,UwV83HsGsw3,G10_geometry,5,5,0,2,0,0,2,False,0.6,0.0440070008921,0.11,0,0.00672340281762,0.556666666667,0.211,0,4,suffix,7,0.56,0.56,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0.56,0,4,True,0.56,0.56
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,0.1,VFuaQ6m2Qom,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,0.1,VFuaQ6m2Qom,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,0.1,VFuaQ6m2Qom,G10_geometry,7,7,0,2,1,0.142857142857,3,False,0.666666666667,0.0564633984323,0.21,0,0.00626268910008,0.31,0.278095238095,0,,suffix,7,0,0,6,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,6,True,,
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,VFuaQ6m2Qom,G10_geometry,20,19,1,4,2,0.105263157895,6,False,0.719298245614,0.0382801226227,0.106,0,0.00121359604986,0.178,0.215438596491,0,,suffix,7,0,0,7,12,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,18,False,,
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,0.1,VFuaQ6m2Qom,G10_geometry,5,5,0,1,3,0.6,4,False,0.9,0.0794784990697,0.706666666667,0,0,0.293333333333,0.49,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,0.1,VLzqgDo317F,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,0.1,X7HyMhZNoso,G10_geometry,24,24,0,2,3,0.125,5,False,0.235507246377,0.00430640097743,0.134166666667,0,0.0023751890855,0.0641666666667,0.1175,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,0.1,X7HyMhZNoso,G10_geometry,5,5,0,2,1,0.2,3,True,0.4,0.0411047156361,0.216666666667,0.0655555555556,0.0222915609905,0.563333333333,0.378,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,0.1,X7HyMhZNoso,G10_geometry,24,24,0,2,0,0,2,True,0,0.0275991289816,0,0.0345893930014,0.00155660882338,0.0841666666667,0.0691666666667,0.67,19,suffix,7,0,0.91,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.55,0.55,19,False,0,0.55
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,0.1,X7HyMhZNoso,G10_geometry,5,5,0,1,2,0.4,3,False,0.7,0.0597743087537,0.423333333333,0,0.00793964211493,0.243333333333,0.36,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,0.1,X7HyMhZNoso,G10_geometry,4,4,0,1,1,0.25,2,False,0.5,0.0696778568214,0.275,0,0.00964157568448,0.225,0.25,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,0.1,Z6MFQCViBuw,G10_geometry,5,5,0,1,1,0.2,2,False,0,0.0575182402261,0.0566666666667,0.02,0.00575020962704,0.106666666667,0.238,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,0.1,Z6MFQCViBuw,G10_geometry,4,4,0,1,0,0,1,False,0,0.000842867407285,0,0,0.000649007903609,0,0,1,2,suffix,7,1,1,3,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,3,True,1,1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,0.1,Z6MFQCViBuw,G10_geometry,5,5,0,1,1,0.2,2,False,0,0.0572270208612,0,0.0977777777777,0.00815958327479,0.03,0.237,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,0.1,Z6MFQCViBuw,G10_geometry,5,5,0,1,0,0,1,False,0,0.0764048005976,0,0,0.0144630309293,0,0,0.47,2,suffix,7,0.6,0.6,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0.6,0,4,True,0.6,0.6
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,0.1,Z6MFQCViBuw,G10_geometry,5,5,0,1,1,0.2,2,False,0,0.0389265898881,0,0.102222222222,0.0129973627064,0.05,0.248,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,0.1,Z6MFQCViBuw,G10_geometry,24,24,0,3,1,0.0416666666667,4,True,0.289855072464,0.0273830999047,0.0183333333333,0.00486900022006,0.00530531906829,0.06,0.131666666667,0.77,19,suffix,7,0,0.93,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.5,0.5,19,False,0,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,0.1,b8cTxDM8gDG,G10_geometry,24,24,0,5,10,0.416666666667,15,True,0.728260869565,0.0485658494263,0.469166666667,0,0.00143971681726,0.235833333333,0.334166666667,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,0.1,b8cTxDM8gDG,G10_geometry,24,24,0,3,4,0.166666666667,7,True,0.300724637681,0.0242046332434,0.1775,0.0135856520706,0.00172070047903,0.114166666667,0.183333333333,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,0.1,b8cTxDM8gDG,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.038521104419,0.21,0,0.00562468315648,0.123333333333,0.237,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,0.1,b8cTxDM8gDG,G10_geometry,6,6,0,3,0,0,3,True,0,0.0584549756715,0.103333333333,0.0266666666667,0.0126442772995,0.736666666667,0.206666666667,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,0,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,0.1,e9zR4mvMWw7,G10_geometry,6,6,0,1,0,0,1,False,0,0.051944120064,0,0,0.00426284403849,0,0,0.94,2,suffix,7,1,1,5,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,5,True,1,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,0.1,e9zR4mvMWw7,G10_geometry,24,24,0,3,0,0,3,True,0.228260869565,0.0226903944883,0.00833333333333,0.0133504554472,0.00150382531705,0.0966666666667,0.09,0.8,19,suffix,7,0,0.94,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.59,0.59,19,False,0,0.59
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.1,e9zR4mvMWw7,G10_geometry,6,6,0,2,0,0,2,True,0,0.0394956254331,0.0833333333333,0,0.0078319285394,0.333333333333,0.146666666667,0,5,suffix,7,0.65,0.65,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0.65,0,5,True,0.65,0.65
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.1,e9zR4mvMWw7,G10_geometry,24,24,0,2,0,0,2,True,0,0.0162932677392,0,0.0132140143845,0.00324528463711,0.0541666666667,0.0641666666667,0.79,15,suffix,7,0,0.94,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.69,0.69,19,False,0,0.69
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.1,e9zR4mvMWw7,G10_geometry,24,24,0,2,1,0.0416666666667,3,True,0,0.0158901573588,0.0358333333333,0.0286710506366,0.00291678416416,0.0566666666667,0.0945833333333,0.66,20,suffix,7,0,0.88,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.39,0.39,19,False,0,0.39
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,0.1,e9zR4mvMWw7,G10_geometry,6,6,0,1,2,0.333333333333,3,False,0,0.0595328500214,0.22,0.00333333333333,0.00331265855881,0.0566666666667,0.24,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.1,e9zR4mvMWw7,G10_geometry,24,24,0,4,5,0.208333333333,9,True,0.663043478261,0.0564426956487,0.184166666667,0.000846015632974,0.00189282664004,0.0841666666667,0.24375,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
