deployment_pool_id,stage,round_id,condition,base_task_id,task_id,project_id,ls_runtime_task_id,building_scene_id,identity_candidate_count,primary_candidate_k,pairwise_expected_edges,pairwise_present_edges,pairwise_missing_edges,pairwise_incompatible_edges,partition_unique,partition_count,formal_crowd_status,formal_crowd_reason,cluster_membership_json,a0_prime_medoid_candidate_annotation_id,a0_selection_disposition,a0_unresolved_reason,candidate_universe,reads_quality_or_outcome
15b53a3ad5fb3c5f572fd43a213fdf8849a8ad00e483a9c1cf638a47db60b459,C1,C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,475,71,3347,wc2JMjhGNzB,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""406e2e41f02039706f05"", ""205de09132b7c362ae2c""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
15c9be8d1f61e1bc79e966d598d84f09fd1b424f34afcc1a9cd628ecfa04fcdf,C1,C1,semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,68,3284,wc2JMjhGNzB,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""71f8e55558d74259a5eb"", ""2ec85790145647163c24"", ""bad9e0cac20a7347fbd5""]]",bad9e0cac20a7347fbd5,selected,,formal_producer_primary,false
17e50ea1a04187c2c6bb23340e4d05b69c28ed87eb42b76d6fddd9998b569416,C1,C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,72,3403,B6ByNegPMKs,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""70e8f5079c7b09c6af6d""], [""5ba67a30243635c3cbe3""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1992eed5aa2aee7757144403ab94655e5fa2c7a4edca579767c94136bd8343bd,C1,C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,72,3382,wc2JMjhGNzB,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""9c1492ecc8c50ab46ddd""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1b14b882d047e008b0ac63db6f791547b28fc07f3d18c306d4a0f37a8f4e3bc4,C1,C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,72,3401,wc2JMjhGNzB,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""1662ab8242879aec65db""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1cddb2afcc0521f1a33cf7e0a4555a9fb871fd157a610de1ed61ac26ce5b0702,C1,C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,72,3384,yqstnuAEVhm,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""540bb1f2348937711758""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1dcf251aeca34e83379031cfff8a18a5478309065370a7e32f06353734a86f3d,C1,C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,465,71,3325,B6ByNegPMKs,3,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""f8d2cd60e9a8ecf91058"", ""0cb5a7c23d9bc70208b1""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1e0055cd11bcdc7a21f43a4e704c997c1d736b028d697e13204179f706ad39a0,C1,C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,71,3371,B6ByNegPMKs,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""8a2600447847d5ab7f5f"", ""ad005008336266edcd64""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
1f102d2ffcdae45d2608e105b934b1af93a99fe3275f9aa9c47cf927152096cb,C1,C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,705,71,3318,X7HyMhZNoso,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""d6077bf8866533197810"", ""bb2170e2f627c3cc30fb"", ""b009f871ba470e85127d""]]",bb2170e2f627c3cc30fb,selected,,formal_producer_primary,false
1f1899870e28960975d03a6f206e64ad3a6f6c3922d4fd045f67e2379c4099c9,C1,C1,manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,716,67,3219,B6ByNegPMKs,5,5,10,10,0,0,true,1,unimodal,unique_complete_link_partition,"[[""ef96b87ef5fb03c9889e"", ""53a1af9cac0415879d2f"", ""04c900e4f73f755265b3"", ""25a1ba6fcd4fbb14c433"", ""cc1c0c89b7e5fdacc836""]]",cc1c0c89b7e5fdacc836,selected,,formal_producer_primary,false
21687d71f1c213e4b341228ce359839128b0679d10c06a2fe8fa33da204d155e,C1,C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,68,3270,wc2JMjhGNzB,3,3,3,3,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""b5e0d24f44539999b6ed"", ""2052df34f859227bd40f""], [""c6c2970a6c0a7eb457e5""]]",2052df34f859227bd40f,selected,,formal_producer_primary,false
22c1a33c765ee9c61883e15c587d1bcb9d6c26417ca890bd6376e01ea539313e,C1,C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,71,3370,uNb9QFRL6hY,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""c56be6e4f5a0291cbfe7"", ""e2af3853afde2a84287b""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
2493445a0cae3778d60a2d2e02278d3e50c4205d34c64118f2b8ba01e4dfa348,C1,C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,460,67,3194,X7HyMhZNoso,3,3,3,3,0,0,true,3,not_evaluable,no_dominant_or_supported_partition,"[[""5f7815f3a489b8007a97""], [""ae929aa9e6dd3cd587ac""], [""adc213fc12f5f948aa56""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
28269af482d5d5e83ff3f0e2784d2fd87b64b0de74c8f50579d0390895929d0e,C1,C1,semi,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,528,68,3288,yqstnuAEVhm,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""961dc0d114e60fe10b06""], [""cd292cd5a5ebe839dbe2""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
29d2d2bb60f49aafc014ad283a5f54322a6ea12a4608bd423c7da892ccf47f54,C1,C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,67,3255,uNb9QFRL6hY,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""f2e875725d4790e9d5ca"", ""1a1c2c31064afdc74f07""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
2b08b25365a26ea735d37a8bbb529f10b80c8d2f3e13a803745f656abb4568b8,C1,C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,482,69,3301,uNb9QFRL6hY,12,11,55,55,0,0,true,4,supported_multimodal,unique_complete_link_partition,"[[""c72ac2a665cd5a8025ca"", ""c5c73b69124bd4813ab3"", ""8f59ffff972415042eba"", ""1849bc7fd397907c0fdc"", ""b2371fd8992b71f8f26a""], [""0306cba337eb984110ee"", ""f74c671037152e7b23be"", ""aa07e998c7330ad3d3eb""], [""95008ded416834561a81"", ""d17d0b2e584b2292c1f1""], [""3a99de3022bf33efda0d""]]",c72ac2a665cd5a8025ca,selected,,formal_producer_primary,false
2c1cceab29d6d9b0fa7342a94894c673449b8c6a0aee47a4c186be4b8c128a72,C1,C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,67,3267,x8F5xyUWy9e,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""f275128bcb79fb1efea6""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
2ea62e7d62cc7885eaa08f01ac2bc56e4c52517166c3989f26eda241aa998f4f,C1,C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,460,68,3276,X7HyMhZNoso,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""4d6cdfa4951e9653e815""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
334cc450f189c77bec94b6fb120ffe28be8eae7d3342e86368e6d0e82d60c4f4,C1,C1,manual,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,594,71,3330,yqstnuAEVhm,4,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""8a628475d25ae29582ed"", ""03226fb095d5cf238261"", ""aef04a1a8afd159eb371""]]",03226fb095d5cf238261,selected,,formal_producer_primary,false
357ad53eb6616e104b3c01bc31237a4390d38db08e2f1e1da95b3dac001385fa,C1,C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,67,3248,UwV83HsGsw3,4,4,6,6,0,0,true,2,supported_multimodal,unique_complete_link_partition,"[[""3b3f16f395140c417e16"", ""1f0da2ca6730dfb60599""], [""9bc471f05cac744132c6"", ""62b93b940622881f9e7b""]]",3b3f16f395140c417e16,selected,,formal_producer_primary,false
35c65f7f376b3b0c87bf8e5745e953a3d1aca877b22550aec09643052de01f2f,C1,C1,manual,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,67,3239,wc2JMjhGNzB,3,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""781137e8fd1870d81989"", ""11f33474cc2384e6f703""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
3662d5f8ab875190edb38a3e0d1c5e735cf25b33b20bad378d6d74e511158126,C1,C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,561,69,3294,UwV83HsGsw3,12,11,55,55,0,0,true,1,unimodal,unique_complete_link_partition,"[[""c71f04cf03f04f83010c"", ""1aa87c4e8b0db18c1ccd"", ""efdd3af8bbe9661a922f"", ""0545d5cfd8fca3b793bc"", ""a899e204555a9b64f4b5"", ""b52612c32e32fb20b8c2"", ""bbe40bd3ad25e4383c92"", ""b26eb0a9d329d8a255fd"", ""6037abe04bcfa1d308ed"", ""432d23215497f235714b"", ""58fcb37f432cd01e22a1""]]",58fcb37f432cd01e22a1,selected,,formal_producer_primary,false
36c34443f850069b5a04af291269a5258762e636ea09464fbd460a615a980ce5,C1,C1,semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,678,68,3280,UwV83HsGsw3,4,4,6,6,0,0,true,3,dominant_with_dissent,unique_complete_link_partition,"[[""e33b39ba56ff49c56427"", ""013253d9bc0db4d66615""], [""fcb7e53adf42c4422ae7""], [""b078bba0e08aacd86658""]]",013253d9bc0db4d66615,selected,,formal_producer_primary,false
3905be015949290730533f222611b008f040ed4460bdc36bcec98bdeffb2db18,C1,C1,manual,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,67,3251,rPc6DW4iMge,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""db40fd3c634f72f37f1c"", ""a2c57c04a795d6b822a3"", ""a42f40b503c7f449a3f6""]]",a42f40b503c7f449a3f6,selected,,formal_producer_primary,false
39562b2059a547244e3fb43fcf5fb5dd69ff45b62f840ac4b3079e7c25381bc6,C1,C1,manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,580,69,3302,wc2JMjhGNzB,12,11,55,55,0,0,true,4,supported_multimodal,unique_complete_link_partition,"[[""cc4b77a1e08c03d24b8b"", ""45c7e6b9c0f075b709c5"", ""ea7fabdfe31667749db1"", ""9468385d865a6955cb73""], [""b1ce4141a47902a64e35"", ""8f784855d8bd4f3a9024"", ""ae7096d6a5b271deaac2"", ""f235b3c540b6882e63cb""], [""097614c2e4d646b9059e"", ""014b4e58073b849f7ed9""], [""decd9e3adcbe39aed044""]]",9468385d865a6955cb73,selected,,formal_producer_primary,false
3c74cecff8a3a8821648f1b768149eeb53eef9caf9fd7caaf4cb1ac7356924dd,C1,C1,manual,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,67,3268,rPc6DW4iMge,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""8d96780b3347071514de""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
3f118888176652f69c49b662a9db072571596d644bc09e91a5b924063afa1f15,C1,C1,manual,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,604,67,3243,b8cTxDM8gDG,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""a47e8b2c8b897117f071"", ""74ff4434b6db6c57c2ee""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
3f62284eb67625d31162962c2ff0ec9ff82b5698e07c0f8f4d094a29d66a3a1c,C1,C1,manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,71,3359,B6ByNegPMKs,4,4,6,6,0,0,true,1,unimodal,unique_complete_link_partition,"[[""265f63ba09442d63389c"", ""62d758541221214e1490"", ""b3eba7756056bb941dfb"", ""ead3f8ac14ab1a6ddfd9""]]",62d758541221214e1490,selected,,formal_producer_primary,false
4618af44f4a9390e0d51a6961cd935fcbd7563e178ffe54bef9efe65443897a6,C1,C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,67,3234,wc2JMjhGNzB,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""5dcbaaa4a3faeb7832f8""], [""032cd152706166629e82""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
463653707222b9b44702d7b9ddd7b576f5f857cab398b3f23b5db07715db4f29,C1,C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,600,71,3353,uNb9QFRL6hY,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""81702024cb6333973ce6""], [""f78931e744dcb44323b8""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
4bd99e360a320ad3abf8ea47608e3eb1ffdabeea641161453acb03b68304c044,C1,C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,547,66,3186,yqstnuAEVhm,11,11,55,55,0,0,true,5,supported_multimodal,unique_complete_link_partition,"[[""7554850145efa35545ae"", ""4cec1169f91d22cfd064"", ""87633c987c28cc7b24da"", ""c8ea10e8b26d4fa2d90b"", ""ad5f99c1a3eb5c22dcef"", ""0b276bc0087988e64912""], [""a8f02e5f6ff661b1a6ea"", ""94b9a12a91240fae6082""], [""cbd801dc08d6ed3f53b9""], [""e41654f88d1993dc3e61""], [""d07650e36d67becee157""]]",87633c987c28cc7b24da,selected,,formal_producer_primary,false
4e38715f07624a21b4d5c404118a195400847b5efd5227aadc20fef54ca58200,C1,C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,518,69,3299,uNb9QFRL6hY,12,11,55,55,0,0,true,4,supported_multimodal,unique_complete_link_partition,"[[""dcc9b22c32e44a2b6aed"", ""6e92af5ad7667f224740"", ""b73663d4e6304415c7df"", ""4aa250b1a35849403e62"", ""a9ffc64727b849e97700""], [""dc3b60d3ab46195c79f2"", ""efabbdc5b8f3c34605b1"", ""e21b795c3082b91b04f7""], [""f0749422e452eec8ab7d"", ""2e29af366c8b907df0ba""], [""d568da825a0925474c30""]]",4aa250b1a35849403e62,selected,,formal_producer_primary,false
4e536418cfca47cb3263e2cefa8897f905676c6c941ca6fbb87eda42ccb412e8,C1,C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,542,67,3199,wc2JMjhGNzB,4,4,6,6,0,0,true,4,not_evaluable,no_dominant_or_supported_partition,"[[""41a7f33047a9e0342ac0""], [""0a731b8cdc864c572e8b""], [""d1099761985f8bcdd357""], [""3e41c936412b1a992027""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
4f05c6373662788fa829472d4dd9b951a614127c5acd93696756a0687ed410c1,C1,C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,665,67,3210,uNb9QFRL6hY,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""6bcb7c06bee48a668fc1""], [""8f3735d531f44f7b44c8""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
552f04581b5ba92d4cacc4bbc67a34a0fe8978d27d4f8999d346a1daab420b49,C1,C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,71,3314,yqstnuAEVhm,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""4dfaf6dedad2424beadf"", ""2e74f8f5d535803c2fb2"", ""55cde5ca98b3a274f9ca""]]",4dfaf6dedad2424beadf,selected,,formal_producer_primary,false
565a97b911490db8fc3b20197b1072075ddfce99d71b3d9478c50f01f71cd9a0,C1,C1,manual,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,620,67,3240,rPc6DW4iMge,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""19cb0e844a73d7e77a47""], [""3440c00bbde5bf789734""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
573c44304547000fe4af31db6fea565bda14d4e5794a248c0f5ee828e9cdf053,C1,C1,manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,580,66,3190,wc2JMjhGNzB,11,11,55,55,0,0,true,5,supported_multimodal,unique_complete_link_partition,"[[""e0a58597afa7f260d97e"", ""c6821c31452459c11f75"", ""9d17cd836d7fc38ad108"", ""35e84449b82da019aab5""], [""d704f69a1c7c5327e638"", ""ea7f2a3fdcd3a9d42d55"", ""1f84dbf5541abdd7a52b""], [""0a79e9b207c32db39202"", ""0ba3c33cb0e05abf58ae""], [""64a7b681289e1d9e5c28""], [""303a694734e00bd95c83""]]",c6821c31452459c11f75,selected,,formal_producer_primary,false
586f472652504fd8908ad730eaf3515402903cc58b59e82a944f8c954b9aa4c7,C1,C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,68,3292,B6ByNegPMKs,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""198b56fd7f0946ac5b09"", ""b47f07e34df3a99ff20d""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
5ae2296764414f72591bd8083f2515fd99c4b3441748507d929af5ab25e099cd,C1,C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,71,3346,wc2JMjhGNzB,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""5dcb1dff2ea327169b12"", ""477b34fa06ad9592dc53"", ""79927da8c000e31d9cda""]]",79927da8c000e31d9cda,selected,,formal_producer_primary,false
5b44e10e9efaa91773554c40e2b6487f46555efeb72b15128a33d5244a176f04,C1,C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,518,66,3187,uNb9QFRL6hY,11,11,55,55,0,0,true,6,supported_multimodal,unique_complete_link_partition,"[[""4203b3767e3303cffd5c"", ""511d41c2a1ae8135d56a"", ""90b1682c716df1046edd"", ""74ec5ab0599eaeaf4719""], [""00df94cb0e7cc21280ba"", ""8b3873aaa11c92de279f"", ""b341f546633829a990db""], [""063a5ec4d91eccc8b4c3""], [""1892d2228413184cfbd6""], [""1d1473ea45cef547d01e""], [""f155c5b328bfdbe59187""]]",511d41c2a1ae8135d56a,selected,,formal_producer_primary,false
5bafff4697f3a358d780ac2cc20f06541fd6b65a8b731ef860472ecf5fbe0143,C1,C1,manual,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,67,3264,B6ByNegPMKs,4,4,6,6,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""0d42858d359ebfc9e871"", ""d93ff4eb834a154c4cd4"", ""c7ef5fbf6e03cd67ae11""], [""83822f0c9ce15f483174""]]",0d42858d359ebfc9e871,selected,,formal_producer_primary,false
5df5082b5feea16e0e9c6a0b4c9559104f3b7dad255c448372c89e20cd9abf35,C1,C1,manual,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,71,3378,yqstnuAEVhm,4,3,3,3,0,0,true,3,not_evaluable,no_dominant_or_supported_partition,"[[""10e91df094c576440242""], [""edd14839698213ae4d82""], [""ed26709256377966efda""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
5eacbf0f984642c03bb19ecc4e0d891c0a7ba89f5d27013b3ce8211a858bc3bb,C1,C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,71,3361,x8F5xyUWy9e,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""727b424d339f07b45b57"", ""82b8071cc5f780733f8e""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
6160f98e8098f38bc284aac6c2115b97de68e878a6784493b0a6fcce3131671e,C1,C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,528,67,3205,yqstnuAEVhm,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""44e69119724a6d892e53"", ""2761fcae038de8e6bb36"", ""1f3577cc926f22ffd3fc""]]",1f3577cc926f22ffd3fc,selected,,formal_producer_primary,false
