candidate_annotation_id,worker_id,stage,round_id,condition,base_task_id,task_id,project_id,ls_runtime_task_id,deployment_pool_id,assignment_realization_status,assignment_provenance,observed_canonical_runtime_source_status,identity_mapping_status,formal_duplicate_status,appears_in_internal_distribution,candidate_parse_status,building_scene_id,formal_geometry_loo_eligible,normalization_valid,formal_producer_primary_eligible,primary_ineligibility_reason,alignment_candidate_join_status,alignment_source_sha256,formal_geometry_source_sha256,identity_source_sha256,pairwise_source_sha256
1623fbedf957f0be9421,37,C1,C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,561,66,3182,8b90f1117ae47177afc5ec12f81ceb2cc9a769121894a209f9f2f710b3e3ff24,matched,original_assignment,matched,mapped,none,false,valid,UwV83HsGsw3,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
3c91745dff848ace0009,27,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
0f5e3fb0af36b839fed2,28,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
9fe10525cafa9b114fa8,29,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
4bee42371b5ecdf799ee,30,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
169fc30c432425281989,31,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
e4c35e7a0869954598a0,32,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
f4fb215d725bea31d572,33,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
a56ee6d45d0f25f3eed8,34,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
a7cd831fc464ecea2892,35,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
f52f3c5633b4d227b132,36,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
7ac0106c722944ffcdb5,37,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,matched,original_assignment,matched,mapped,none,false,valid,yqstnuAEVhm,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
78dc36e89fc34111fd75,27,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
036f0b79fcb891d33e1d,28,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
e4af7c47e67b1c37bb93,29,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
ad2a6827eaaf625d72c4,30,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
f2617cc49b4c3cd19938,31,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
27d6bc8646fb2b446424,32,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
48a03efd0568d764b14c,33,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
23f6609f87c66a85d17b,34,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
9971c6aae0055fa67213,35,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
f447db699b5c09a195ce,36,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
4f044fa1f2070a2eeaa3,37,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,matched,original_assignment,matched,mapped,none,false,valid,wc2JMjhGNzB,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
d9c1add75dab8315cd34,27,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
2de8896d2c2ea564fd37,28,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
42264e54a01908d81bbe,29,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
acb3d20a4fb6e211d3b1,30,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
b7393a16aa19bd7f1989,31,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
88b2b69f04caf44309bc,32,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
93cf3ac259facb9e83dc,33,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
c53730832245059ca129,34,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,keep_selected_version,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
0e09f3e9552514dbad74,35,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,66,3185,c8c4cf51522bb903f628256b6626e10ced1fcec470c8a2bc5911061d24522d10,matched,original_assignment,matched,mapped,none,false,valid,uNb9QFRL6hY,true,true,true,,one,5a6ed3684a09d90b65eda8031c23a462eadb5179a536bdab13a192b6851e3ba7,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,920f713057018ebdde3b4bfbd524f565f5d03fa8223987da54acd9ea0698e6e0,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
