task_id,image_id,scene_id,source_group,contact_sheet_file,panel_index,dedup_key,is_duplicate,duplicate_group_id,dedup_primary,dedup_reason,audit_priority,hohonet_corner_count,bilayout_corner_count,hohonet_crossdoor_score,bilayout_crossdoor_score,overextend_reduced,overparse_reduced,bilayout_undercoverage,bilayout_new_error,both_wrong,oos_suspect,open_boundary_ambiguity,expert_verdict,usable_for_B1,audit_notes
595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,18,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,true,DUP015,true,scene_id+image_id,1,10,8,,,,,,,,,,,,
600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,19,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,true,DUP021,true,scene_id+image_id,1,8,10,,,,,,,,,,,,
626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,20,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,true,DUP018,true,scene_id+image_id,1,8,8,,,,,,,,,,,,
635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,21,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_e74e843601574864a14517f990c748a0,true,DUP016,true,scene_id+image_id,1,10,8,,,,,,,,,,,,
649,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,q9vSo1VnCiC,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,22,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,true,DUP014,true,scene_id+image_id,1,8,10,,,,,,,,,,,,
677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,23,scene_image::rPc6DW4iMge::rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,true,DUP017,true,scene_id+image_id,1,8,4,,,,,,,,,,,,
707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,24,scene_image::yqstnuAEVhm::yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,true,DUP030,true,scene_id+image_id,1,10,16,,,,,,,,,,,,
478,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,25,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,true,DUP013,true,scene_id+image_id,1,6,4,,,,,,,,,,,,
500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,26,scene_image::Z6MFQCViBuw::Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,true,DUP007,true,scene_id+image_id,1,6,4,,,,,,,,,,,,
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,27,scene_image::yqstnuAEVhm::yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,true,DUP026,true,scene_id+image_id,1,6,8,,,,,,,,,,,,
549,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,wc2JMjhGNzB,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,28,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,true,DUP022,true,scene_id+image_id,1,6,4,,,,,,,,,,,,
569,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,29,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,true,DUP020,true,scene_id+image_id,1,6,4,,,,,,,,,,,,
594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,hard_prediction_failure,contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png,30,scene_image::yqstnuAEVhm::yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,true,DUP028,true,scene_id+image_id,1,6,4,,,,,,,,,,,,
460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,1,scene_image::X7HyMhZNoso::X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,true,DUP006,false,scene_id+image_id,3,12,4,,,,,,,,,,,,
473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,2,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,true,DUP011,false,scene_id+image_id,3,10,6,,,,,,,,,,,,
482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,3,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,true,DUP019,false,scene_id+image_id,3,14,10,,,,,,,,,,,,
509,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,4,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,true,DUP025,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,5,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,true,DUP023,false,scene_id+image_id,3,12,6,,,,,,,,,,,,
548,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,6,scene_image::b8cTxDM8gDG::b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,true,DUP009,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,7,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,true,DUP024,false,scene_id+image_id,3,14,8,,,,,,,,,,,,
652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,8,scene_image::yqstnuAEVhm::yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,true,DUP029,false,scene_id+image_id,3,18,16,,,,,,,,,,,,
687,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,9,scene_image::B6ByNegPMKs::B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,true,DUP003,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
696,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,10,scene_image::b8cTxDM8gDG::b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,true,DUP008,false,scene_id+image_id,3,8,7,,,,,,,,,,,,
698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,11,scene_image::7y3sRwLe3Va::7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,true,DUP002,false,scene_id+image_id,3,8,6,,,,,,,,,,,,
470,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,12,scene_image::UwV83HsGsw3::UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,true,DUP005,false,scene_id+image_id,3,10,9,,,,,,,,,,,,
493,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,13,scene_image::e9zR4mvMWw7::e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,true,DUP010,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,14,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,true,DUP012,false,scene_id+image_id,3,8,6,,,,,,,,,,,,
526,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,15,scene_image::UwV83HsGsw3::UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,true,DUP004,false,scene_id+image_id,3,12,10,,,,,,,,,,,,
547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,16,scene_image::yqstnuAEVhm::yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,true,DUP027,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,17,scene_image::7y3sRwLe3Va::7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,true,DUP001,false,scene_id+image_id,3,10,8,,,,,,,,,,,,
595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,18,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,true,DUP015,false,scene_id+image_id,3,10,8,,,,,,,,,,,,
600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,19,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,true,DUP021,false,scene_id+image_id,3,8,10,,,,,,,,,,,,
626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,20,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,true,DUP018,false,scene_id+image_id,3,8,8,,,,,,,,,,,,
635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,21,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_e74e843601574864a14517f990c748a0,true,DUP016,false,scene_id+image_id,3,10,8,,,,,,,,,,,,
649,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,22,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,true,DUP014,false,scene_id+image_id,3,8,10,,,,,,,,,,,,
677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,23,scene_image::rPc6DW4iMge::rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,true,DUP017,false,scene_id+image_id,3,8,4,,,,,,,,,,,,
707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,24,scene_image::yqstnuAEVhm::yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,true,DUP030,false,scene_id+image_id,3,10,16,,,,,,,,,,,,
478,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,25,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,true,DUP013,false,scene_id+image_id,3,6,4,,,,,,,,,,,,
500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,26,scene_image::Z6MFQCViBuw::Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,true,DUP007,false,scene_id+image_id,3,6,4,,,,,,,,,,,,
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,27,scene_image::yqstnuAEVhm::yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,true,DUP026,false,scene_id+image_id,3,6,8,,,,,,,,,,,,
549,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,wc2JMjhGNzB,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,28,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,true,DUP022,false,scene_id+image_id,3,6,4,,,,,,,,,,,,
569,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,29,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,true,DUP020,false,scene_id+image_id,3,6,4,,,,,,,,,,,,
594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,highest_g_score,contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png,30,scene_image::yqstnuAEVhm::yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,true,DUP028,false,scene_id+image_id,3,6,4,,,,,,,,,,,,
459,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,1,scene_image::b8cTxDM8gDG::b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
461,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,rPc6DW4iMge,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,2,scene_image::rPc6DW4iMge::rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
462,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,3,scene_image::UwV83HsGsw3::UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,false,,true,scene_id+image_id,2,6,4,,,,,,,,,,,,
463,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,4,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,false,,true,scene_id+image_id,2,6,6,,,,,,,,,,,,
464,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,5,scene_image::Z6MFQCViBuw::Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,6,scene_image::B6ByNegPMKs::B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
466,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,B6ByNegPMKs,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,7,scene_image::B6ByNegPMKs::B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
467,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,8,scene_image::X7HyMhZNoso::X7HyMhZNoso_445ae0203f294b5c9889505576e37998,false,,true,scene_id+image_id,2,4,8,,,,,,,,,,,,
468,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,9,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,false,,true,scene_id+image_id,2,6,6,,,,,,,,,,,,
469,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,10,scene_image::q9vSo1VnCiC::q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
471,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,B6ByNegPMKs,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,11,scene_image::B6ByNegPMKs::B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
472,wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,wc2JMjhGNzB,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,12,scene_image::wc2JMjhGNzB::wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,13,scene_image::uNb9QFRL6hY::uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,false,,true,scene_id+image_id,2,6,4,,,,,,,,,,,,
479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,nominal_prediction_structure,contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png,14,scene_image::e9zR4mvMWw7::e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,false,,true,scene_id+image_id,2,4,4,,,,,,,,,,,,
