"source_group","task_id","image_id","scene_id","contact_sheet_path","source_manifest_path","hohonet_corner_count","bilayout_corner_count","comparison_status","audit_row_status"
"hard_prediction_failure","519","q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"hard_prediction_failure","526","UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","12","10","ok","pending_manual_review"
"hard_prediction_failure","547","yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"hard_prediction_failure","587","7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"hard_prediction_failure","595","q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"hard_prediction_failure","600","uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","10","ok","pending_manual_review"
"hard_prediction_failure","626","uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"hard_prediction_failure","635","q9vSo1VnCiC_e74e843601574864a14517f990c748a0","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"hard_prediction_failure","649","q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","10","ok","pending_manual_review"
"hard_prediction_failure","677","rPc6DW4iMge_1f14902595544e389c9c910c444e79e7","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"hard_prediction_failure","707","yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","10","16","ok","pending_manual_review"
"hard_prediction_failure","478","q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"hard_prediction_failure","500","Z6MFQCViBuw_22fff6c74efb476592569c18718feb41","Z6MFQCViBuw","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"hard_prediction_failure","528","yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","8","ok","pending_manual_review"
"hard_prediction_failure","549","wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"hard_prediction_failure","569","uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"hard_prediction_failure","594","yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\hard_prediction_failure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"highest_g_score","460","X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9","X7HyMhZNoso","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","12","4","ok","pending_manual_review"
"highest_g_score","473","q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","6","ok","pending_manual_review"
"highest_g_score","482","uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","14","10","ok","pending_manual_review"
"highest_g_score","509","wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","542","wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","12","6","ok","pending_manual_review"
"highest_g_score","548","b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e","b8cTxDM8gDG","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","580","wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","14","8","ok","pending_manual_review"
"highest_g_score","652","yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","18","16","ok","pending_manual_review"
"highest_g_score","687","B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","696","b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15","b8cTxDM8gDG","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","7","ok","pending_manual_review"
"highest_g_score","698","7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"highest_g_score","470","UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","9","ok","pending_manual_review"
"highest_g_score","493","e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","519","q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"highest_g_score","526","UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","12","10","ok","pending_manual_review"
"highest_g_score","547","yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","587","7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"highest_g_score","595","q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"highest_g_score","600","uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","10","ok","pending_manual_review"
"highest_g_score","626","uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"highest_g_score","635","q9vSo1VnCiC_e74e843601574864a14517f990c748a0","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"highest_g_score","649","q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","10","ok","pending_manual_review"
"highest_g_score","677","rPc6DW4iMge_1f14902595544e389c9c910c444e79e7","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"highest_g_score","707","yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","10","16","ok","pending_manual_review"
"highest_g_score","478","q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"highest_g_score","500","Z6MFQCViBuw_22fff6c74efb476592569c18718feb41","Z6MFQCViBuw","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"highest_g_score","528","yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","8","ok","pending_manual_review"
"highest_g_score","549","wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"highest_g_score","569","uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"highest_g_score","594","yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\highest_g_score_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"nominal_prediction_structure","459","b8cTxDM8gDG_f63819c407e64c2897b703080766cb60","b8cTxDM8gDG","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","461","rPc6DW4iMge_7316bf706e0d46368334c0c989210e09","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","462","UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"nominal_prediction_structure","463","uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","6","ok","pending_manual_review"
"nominal_prediction_structure","464","Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27","Z6MFQCViBuw","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","465","B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","466","B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","467","X7HyMhZNoso_445ae0203f294b5c9889505576e37998","X7HyMhZNoso","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","8","ok","pending_manual_review"
"nominal_prediction_structure","468","uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","6","ok","pending_manual_review"
"nominal_prediction_structure","469","q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","471","B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
